
[00:00:00.000 --> 00:00:02.280]  今天我想跟大家講解
[00:00:02.280 --> 00:00:04.740]  《肥大秘書》四章四到七節裏面
[00:00:04.740 --> 00:00:07.960]  關於四個解困的錦囊
[00:00:07.960 --> 00:00:09.680]  在剛才我們一直的崇拜當中
[00:00:09.680 --> 00:00:11.740]  不論我們藉著祈禱
[00:00:11.740 --> 00:00:14.160]  藉著思歌的呈現
[00:00:14.160 --> 00:00:17.040]  都是將我們帶到神的面前
[00:00:17.040 --> 00:00:18.040]  因為事實上
[00:00:18.040 --> 00:00:21.520]  能夠在禮堂裏面敬拜神
[00:00:21.520 --> 00:00:23.280]  我們都是能夠可以
[00:00:23.280 --> 00:00:25.160]  將我們世界上的事情
[00:00:25.160 --> 00:00:26.480]  暫時擺在一旁
[00:00:26.480 --> 00:00:30.240]  也起碼在當中我們將我們眼目
[00:00:30.240 --> 00:00:32.160]  專注在神的面前
[00:00:32.160 --> 00:00:33.720]  尤其是我們在生活裏面
[00:00:33.720 --> 00:00:36.080]  我們或者面對很多的困難
[00:00:36.080 --> 00:00:38.120]  我們很需要得到幫助
[00:00:38.120 --> 00:00:40.080]  那時候想起一句成語
[00:00:40.080 --> 00:00:41.480]  「錦囊妙計」
[00:00:41.480 --> 00:00:44.080]  就是當人遇到困境的時候
[00:00:44.080 --> 00:00:47.040]  危急時刻就去打開錦囊的提示
[00:00:47.040 --> 00:00:49.160]  問題上仍然在疑解
[00:00:49.160 --> 00:00:51.000]  這些我們在小說裏面
[00:00:51.000 --> 00:00:54.000]  在劇集或者電影裏面看到
[00:00:54.000 --> 00:00:57.560]  但是我們親身經歷的現實生活裏面
[00:00:57.560 --> 00:00:59.360]  哪有這麼容易的
[00:00:59.360 --> 00:01:01.680]  為什麼我有這個病?
[00:01:01.680 --> 00:01:04.640]  為什麼我有這麼無奈的際遇?
[00:01:04.640 --> 00:01:06.000]  為什麼我已經很努力了?
[00:01:06.000 --> 00:01:08.560]  或者過往一點點的成就也好
[00:01:08.560 --> 00:01:09.880]  但是這個疫情
[00:01:09.880 --> 00:01:11.680]  完全推翻了
[00:01:11.680 --> 00:01:13.920]  甚至一無所有
[00:01:13.920 --> 00:01:16.040]  就算我們知道
[00:01:16.040 --> 00:01:18.160]  人生不如意的事
[00:01:18.160 --> 00:01:20.000]  是十常八九
[00:01:20.000 --> 00:01:24.400]  但是心裏面是否真的接受得到呢?
[00:01:24.400 --> 00:01:25.520]  當日仕途保羅
[00:01:25.520 --> 00:01:27.320]  他也是面對很多困難的
[00:01:27.320 --> 00:01:29.680]  他的福音緣故就逼迫了
[00:01:29.680 --> 00:01:32.080]  但是他怎樣能夠面對呢?
[00:01:32.080 --> 00:01:33.240]  他經歷這些之後
[00:01:33.240 --> 00:01:35.320]  他怎樣能夠教導信徒
[00:01:35.320 --> 00:01:37.240]  這些秘訣呢?
[00:01:37.240 --> 00:01:40.720]  好讓我們今天能夠在學院當中學習
[00:01:40.720 --> 00:01:42.320]  懂得自處
[00:01:42.320 --> 00:01:44.800]  保羅當日教導能不能夠成為
[00:01:44.800 --> 00:01:46.360]  我們今天人生的錦囊呢?
[00:01:46.360 --> 00:01:49.160]  以致我們在困難的環境當中
[00:01:49.160 --> 00:01:52.640]  能夠重新看見屬靈的真相
[00:01:52.640 --> 00:01:55.880]  是神在我們生命當中掌權呢?
[00:01:55.880 --> 00:02:00.160]  我們今天也是藉著這段經文
[00:02:00.160 --> 00:02:04.440]  去看保羅跟我們說的說話
[00:02:04.440 --> 00:02:06.040]  我們先讀一次這段經文
[00:02:06.040 --> 00:02:08.080]  菲律賓書四章四到七節
[00:02:08.080 --> 00:02:09.480]  預備起
[00:02:09.480 --> 00:02:12.120]  你們要靠主上上起落
[00:02:12.120 --> 00:02:14.720]  我再說你們要起落
[00:02:14.720 --> 00:02:18.120]  當叫眾人知道你們謙讓的心
[00:02:18.120 --> 00:02:19.920]  主已經近了
[00:02:19.920 --> 00:02:21.800]  應當一無掛慮
[00:02:21.800 --> 00:02:24.200]  只要凡事藉著禱告
[00:02:24.200 --> 00:02:26.160]  祈求和感謝
[00:02:26.160 --> 00:02:28.800]  將你們所要的告訴神
[00:02:28.800 --> 00:02:31.400]  神所賜出人意外的平安
[00:02:31.400 --> 00:02:33.360]  必在基督耶穌裡
[00:02:33.360 --> 00:02:36.400]  保守你們的心懷意念
[00:02:36.400 --> 00:02:37.800]  在我繼續講解之前
[00:02:37.800 --> 00:02:41.200]  讓我們先有祈禱
[00:02:41.200 --> 00:02:43.200]  我們的天父很感謝你
[00:02:43.200 --> 00:02:45.840]  因為你感動當日仕途保羅
[00:02:45.840 --> 00:02:48.920]  寫書信給我們的時候
[00:02:48.920 --> 00:02:52.160]  要鼓勵的也不單止是當時的信徒
[00:02:52.160 --> 00:02:55.080]  也是提醒教導今天的我們
[00:02:55.080 --> 00:02:56.080]  尤其是我們活在
[00:02:56.080 --> 00:02:57.840]  這個很困難的世代當中的時候
[00:02:57.840 --> 00:03:00.840]  我們很真是需要神力給我們指引
[00:03:00.840 --> 00:03:03.040]  由神力的聖靈開啟我們的心竅
[00:03:03.040 --> 00:03:06.560]  並且帶領我們進入你的真理當中
[00:03:06.560 --> 00:03:07.960]  願你名得榮耀
[00:03:07.960 --> 00:03:08.840]  我們祈禱奉我
[00:03:08.840 --> 00:03:10.840]  主耶穌基督聖名祈求
[00:03:10.840 --> 00:03:12.640]  阿們
[00:03:12.640 --> 00:03:15.120]  在剛才我們所讀的經文裡
[00:03:15.120 --> 00:03:17.040]  你們要靠主上上喜樂
[00:03:17.040 --> 00:03:19.120]  我再說你們要喜樂
[00:03:19.120 --> 00:03:21.360]  保羅第一樣提醒弟兄姊妹的
[00:03:21.360 --> 00:03:23.440]  就是喜樂
[00:03:23.440 --> 00:03:24.480]  在這次經文裡
[00:03:24.480 --> 00:03:25.840]  愚民是一個命令式
[00:03:25.840 --> 00:03:27.520]  呼籲式的語句
[00:03:27.520 --> 00:03:29.440]  例如用演繹的方法
[00:03:29.440 --> 00:03:31.520]  就是要在主裡面喜樂
[00:03:31.520 --> 00:03:32.840]  要時常這樣
[00:03:32.840 --> 00:03:33.760]  我再說一次
[00:03:33.760 --> 00:03:35.640]  要喜樂
[00:03:35.640 --> 00:03:37.080]  在保羅眼中
