
[00:00:00.000 --> 00:00:02.000]  「各位弟兄姊妹們平安」
[00:00:02.000 --> 00:00:04.000]  「平安」
[00:00:04.000 --> 00:00:06.000]  「真是平安啊」
[00:00:06.000 --> 00:00:12.000]  「我們沒有防空警報響」
[00:00:12.000 --> 00:00:15.000]  「沒有疫情」
[00:00:15.000 --> 00:00:17.000]  「神真是給我們平安」
[00:00:17.000 --> 00:00:20.000]  「真正的平安在基督耶穌裡面」
[00:00:20.000 --> 00:00:24.000]  「感謝神今天可以」
[00:00:24.000 --> 00:00:27.000]  「在實體聚會中間」
[00:00:27.000 --> 00:00:29.000]  「跟大家一同來敬拜神」
[00:00:31.000 --> 00:00:33.000]  「我相信在這個時間」
[00:00:33.000 --> 00:00:35.000]  「我們是存在一個感恩的心」
[00:00:35.000 --> 00:00:39.000]  「我明白到今天」
[00:00:39.000 --> 00:00:41.000]  「整個程序安排」
[00:00:41.000 --> 00:00:43.000]  「是神自己奇妙的作為」
[00:00:43.000 --> 00:00:46.000]  「還開始重贊」
[00:00:46.000 --> 00:00:49.000]  「我們的詳詩」
[00:00:49.000 --> 00:00:50.000]  「我們的經文」
[00:00:50.000 --> 00:00:52.000]  「已經告訴大家」
[00:00:52.000 --> 00:00:54.000]  「到底今天我們為了什麼」
[00:00:54.000 --> 00:00:55.000]  「而在這裡聚集」
[00:00:55.000 --> 00:00:57.000]  「我們是為了」
[00:00:57.000 --> 00:00:59.000]  「將神給我們的恩典」
[00:01:00.000 --> 00:01:01.000]  「我們再一次」
[00:01:01.000 --> 00:01:03.000]  「用榮耀的方法」
[00:01:03.000 --> 00:01:05.000]  「就是我們每個人」
[00:01:05.000 --> 00:01:07.000]  「生存恩感」
[00:01:07.000 --> 00:01:09.000]  「無論口唱新和」
[00:01:09.000 --> 00:01:12.000]  「或者經過了過去一段時間」
[00:01:12.000 --> 00:01:15.000]  「第一次會很努力地去製作」
[00:01:15.000 --> 00:01:18.000]  「我們感謝上帝過去」
[00:01:18.000 --> 00:01:20.000]  「給我們的拯救保守和看顧」
[00:01:20.000 --> 00:01:23.000]  「使我們今天在這個聚會中間」
[00:01:23.000 --> 00:01:28.000]  「每個人都能夠心悅誠服」
[00:01:28.000 --> 00:01:31.000]  「在神面前口唱新和」
[00:01:31.000 --> 00:01:33.000]  「當我們用這個身體」
[00:01:33.000 --> 00:01:35.000]  「來重贊歸給神的時候」
[00:01:35.000 --> 00:01:37.000]  「我相信神得榮耀」
[00:01:37.000 --> 00:01:39.000]  「源於一件事」
[00:01:39.000 --> 00:01:42.000]  「是因為過去日子裡」
[00:01:42.000 --> 00:01:44.000]  「神的恩典」
[00:01:44.000 --> 00:01:45.000]  「我經常想」
[00:01:45.000 --> 00:01:47.000]  「這個生命堂的座落地」
[00:01:47.000 --> 00:01:48.000]  「都叫寶勒巷」
[00:01:48.000 --> 00:01:49.000]  「原來以前這條」
[00:01:49.000 --> 00:01:51.000]  「是一條骨頭巷來的」
[00:01:51.000 --> 00:01:53.000]  「是不是」
[00:01:53.000 --> 00:01:56.000]  「你不懂的那些不奇怪」
[00:01:56.000 --> 00:01:59.000]  「因為以前不通都抄不到的」
[00:01:59.000 --> 00:02:01.000]  「現在已經通了」
[00:02:01.000 --> 00:02:04.000]  「上帝繼續使用生命堂」
[00:02:04.000 --> 00:02:07.000]  「能夠成為一條流通的通道」
[00:02:07.000 --> 00:02:11.000]  「使更多人能夠親近認識這位神」
[00:02:11.000 --> 00:02:13.000]  「在這個時刻」
[00:02:13.000 --> 00:02:17.000]  「我相信我們要敬畏的神」
[00:02:17.000 --> 00:02:21.000]  「不是世人在十月底」
[00:02:21.000 --> 00:02:23.000]  「整蠱作怪怕的那些東西」
[00:02:23.000 --> 00:02:25.000]  「你怕不怕那些東西」
[00:02:26.000 --> 00:02:28.000]  「你不要說不怕」
[00:02:28.000 --> 00:02:30.000]  「你讓小朋友多玩兩下」
[00:02:30.000 --> 00:02:31.000]  「你都怕」
[00:02:31.000 --> 00:02:34.000]  「因為他中了邪你都出問題」
[00:02:34.000 --> 00:02:37.000]  「基督徒不要以為掉以輕心」
[00:02:37.000 --> 00:02:38.000]  「這些時髦」
[00:02:38.000 --> 00:02:40.000]  「流行文化」
[00:02:40.000 --> 00:02:42.000]  「你碰一下」
[00:02:42.000 --> 00:02:43.000]  「你試一下」
