
[00:00:00.000 --> 00:00:01.600]  好 各位聽眾姐妹 早晨
[00:00:01.600 --> 00:00:02.600]  (早晨)
[00:00:02.600 --> 00:00:05.440]  在我自己的信心經歷裏面
[00:00:05.440 --> 00:00:07.440]  我發覺到很多時候
[00:00:07.440 --> 00:00:09.800]  神有祂很特別的安排
[00:00:09.800 --> 00:00:13.160]  這個絕對不是坐在辦公室裏面所經歷到
[00:00:13.160 --> 00:00:15.920]  如果大家看回今天我所講的
[00:00:15.920 --> 00:00:19.120]  是彼得前書的識讀第十八講
[00:00:19.120 --> 00:00:21.960]  由去年的一月開始
[00:00:21.960 --> 00:00:23.720]  我一直都講彼得前書
[00:00:23.720 --> 00:00:25.320]  但是很特別
[00:00:25.320 --> 00:00:27.480]  就一路順著下來講
[00:00:27.480 --> 00:00:30.560]  今天剛剛講主耶穌回來了
[00:00:30.560 --> 00:00:36.920]  很多人都說2012年就是世界末日
[00:00:36.920 --> 00:00:40.520]  因為馬雅人說12月21日
[00:00:40.520 --> 00:00:42.520]  就是這個世界的完結
[00:00:42.520 --> 00:00:46.440]  明晚黑明珠930的大電影都是
[00:00:46.440 --> 00:00:49.120]  末日的預兆2012
[00:00:49.120 --> 00:00:52.720]  很多人都在講12月就是末日
[00:00:52.720 --> 00:00:56.320]  我又好像趁著這個熱潮
[00:00:56.320 --> 00:00:58.320]  就來講耶穌回來
[00:00:58.320 --> 00:01:00.320]  但是如果你一路留意的時候
[00:01:00.320 --> 00:01:02.320]  其實是一路順著下去
[00:01:02.320 --> 00:01:06.320]  我覺得神的時間是非常非常的好
[00:01:06.320 --> 00:01:09.320]  在彼得前書的第四章第七節
[00:01:09.320 --> 00:01:11.320]  我今天只是看一節的聖經
[00:01:11.320 --> 00:01:13.320]  聖經是這樣講的
[00:01:13.320 --> 00:01:15.320]  萬物的結局近了
[00:01:15.320 --> 00:01:19.320]  所以你們就要謹慎自守
[00:01:19.320 --> 00:01:21.320]  警醒禱告
[00:01:21.320 --> 00:01:24.320]  這裡講到萬物結局近的時候
[00:01:24.320 --> 00:01:28.320]  你會馬上想到主耶穌的再回來
[00:01:28.320 --> 00:01:30.320]  世界的末日
[00:01:30.320 --> 00:01:33.320]  還有就是大災難的出現
[00:01:33.320 --> 00:01:36.320]  然後神就審判
[00:01:36.320 --> 00:01:38.320]  事實上我們都相信每一樣東西
[00:01:38.320 --> 00:01:40.320]  都會有完結的
[00:01:40.320 --> 00:01:42.320]  包括這個世界
[00:01:42.320 --> 00:01:45.320]  這個世界始終會有一天的完結
[00:01:45.320 --> 00:01:49.320]  惡人或許現在好像是很鋒芒
[00:01:49.320 --> 00:01:51.320]  很有權勢
[00:01:51.320 --> 00:01:55.320]  但是有一天他都要去面對這個審判
[00:01:55.320 --> 00:01:57.320]  還有我們很相信
[00:01:57.320 --> 00:02:00.320]  就算每一個人的生命怎樣長久都好
[00:02:00.320 --> 00:02:03.320]  有一天都會離開世界
[00:02:03.320 --> 00:02:06.320]  始終有一天是會完結的
[00:02:06.320 --> 00:02:08.320]  但是聖經告訴我們
[00:02:08.320 --> 00:02:12.320]  萬物的完結就是另外一個歷史的開始
[00:02:12.320 --> 00:02:15.320]  是一個新的世界的開始
[00:02:15.320 --> 00:02:18.320]  有新天新地被建造
[00:02:18.320 --> 00:02:20.320]  神的意義在其中
[00:02:20.320 --> 00:02:21.320]  神會再回來
[00:02:21.320 --> 00:02:23.320]  但是他再回來的時候
[00:02:23.320 --> 00:02:25.320]  他就會來帶去作王
[00:02:25.320 --> 00:02:28.320]  掌管這個世界
[00:02:28.320 --> 00:02:30.320]  但是當我們這樣想的時候
[00:02:30.320 --> 00:02:34.320]  就在想萬物的結局近了
[00:02:34.320 --> 00:02:37.320]  但彼得寫這本書信的時候
[00:02:37.320 --> 00:02:40.320]  大概是公元八十幾九十年的時間
[00:02:40.320 --> 00:02:42.320]  距離現在差不多二千年
[00:02:42.320 --> 00:02:44.320]  那是不是說謊呢
[00:02:44.320 --> 00:02:48.320]  我們去探討下究竟主幾時來帶去降臨
[00:02:48.320 --> 00:02:52.320]  第一我們會想到主耶穌基督再回來的時候
[00:02:52.320 --> 00:02:54.320]  好像現在還沒有回來
[00:02:54.320 --> 00:02:56.320]  究竟是不是他拖延呢
[00:02:56.320 --> 00:02:58.320]  其實他是在給我們機會
[00:02:58.320 --> 00:03:00.320]  我們一起來讀一段經文
[00:03:00.320 --> 00:03:04.320]  彼得後書第三章第八第九兩節
[00:03:04.320 --> 00:03:06.320]  彼得後書第三章第八第九兩節
[00:03:06.320 --> 00:03:08.320]  你按下去就可以了那個powerpoint那裡
[00:03:08.320 --> 00:03:11.320]  可不可以再按
[00:03:11.320 --> 00:03:13.320]  OK好我們一起來讀好嗎
[00:03:13.320 --> 00:03:15.320]  預備一二三
[00:03:15.320 --> 00:03:19.320]  親愛的弟兄啊,有一件事你們不可忘記
[00:03:19.320 --> 00:03:22.320]  就是主看一日如千年
[00:03:22.320 --> 00:03:24.320]  千年如一日
[00:03:24.320 --> 00:03:27.320]  主所應許的尚未成就
[00:03:27.320 --> 00:03:29.320]  有人以為他是擔言
[00:03:29.320 --> 00:03:31.320]  其實不是擔言
[00:03:31.320 --> 00:03:33.320]  乃是寬容你們
[00:03:33.320 --> 00:03:35.320]  不願一有人沉淪
[00:03:35.320 --> 00:03:37.320]  但願一人好
[00:03:37.320 --> 00:03:39.320]  彼得很清楚講到
[00:03:39.320 --> 00:03:42.320]  今天主耶穌還沒回來的時候
[00:03:42.320 --> 00:03:44.320]  不是主的擔言
[00:03:44.320 --> 00:03:47.320]  說到今天主看千年如同一日
[00:03:47.320 --> 00:03:49.320]  一日也如同千年
[00:03:49.320 --> 00:03:51.320]  他說到今天神不回來的時候
[00:03:51.320 --> 00:03:53.320]  乃是要給機會我們
[00:03:53.320 --> 00:03:55.320]  因為神好願意
[00:03:55.320 --> 00:03:57.320]  每一個人都來帶去得救
[00:03:57.320 --> 00:03:58.320]  相信他
