
[00:00:00.000 --> 00:00:02.000]  我今天的信息是說
[00:00:02.000 --> 00:00:05.000]  神會為你做什麼
[00:00:05.000 --> 00:00:08.000]  What would God do?
[00:00:08.000 --> 00:00:14.000]  我們常常都很希望神來賜福給我們
[00:00:14.000 --> 00:00:18.000]  神使我們做生意賺錢
[00:00:18.000 --> 00:00:20.000]  神使我們身體健康
[00:00:20.000 --> 00:00:22.000]  神使我們精神愉快
[00:00:22.000 --> 00:00:24.000]  神使我們幸福美滿
[00:00:24.000 --> 00:00:27.000]  使我們這個使我們那個
[00:00:27.000 --> 00:00:29.000]  這都是神會給的
[00:00:29.000 --> 00:00:31.000]  你看聖經
[00:00:31.000 --> 00:00:32.000]  我上次說
[00:00:32.000 --> 00:00:36.000]  聖經上面講到賜福保守
[00:00:36.000 --> 00:00:38.000]  安慰鼓勵造就
[00:00:38.000 --> 00:00:40.000]  還有帶領
[00:00:40.000 --> 00:00:42.000]  有上千次
[00:00:42.000 --> 00:00:43.000]  你隨便一翻
[00:00:43.000 --> 00:00:45.000]  都是神
[00:00:45.000 --> 00:00:48.000]  他願意給我們的
[00:00:48.000 --> 00:00:51.000]  甚至呢
[00:00:51.000 --> 00:00:52.000]  我們要講一下
[00:00:52.000 --> 00:00:56.000]  第四大辭辦的醫治
[00:00:56.000 --> 00:01:03.000]  那個耶穌醫治了一個灘子
[00:01:03.000 --> 00:01:08.000]  他在池水旁邊等著要下去
[00:01:08.000 --> 00:01:14.000]  跟著我們接下來跟大家分享
[00:01:14.000 --> 00:01:17.000]  因為我們講神
[00:01:17.000 --> 00:01:19.000]  我們可以說
[00:01:19.000 --> 00:01:21.000]  你可以說是耶和華
[00:01:21.000 --> 00:01:22.000]  你可以說是耶穌
[00:01:22.000 --> 00:01:24.000]  你可以說是聖靈
[00:01:24.000 --> 00:01:29.000]  所以神會為你做什麼
[00:01:29.000 --> 00:01:35.000]  耶和華神會為你而後悔嗎
[00:01:35.000 --> 00:01:38.000]  因為聖經上面有許多例子
[00:01:38.000 --> 00:01:40.000]  聖之一
[00:01:40.000 --> 00:01:46.000]  從神一造人
[00:01:46.000 --> 00:01:49.000]  神就後悔了
[00:01:49.000 --> 00:01:50.000]  是不是
[00:01:50.000 --> 00:01:56.000]  聖之一還在簽挪亞彩虹之約之前
[00:01:56.000 --> 00:01:58.000]  神就後悔了
[00:01:58.000 --> 00:01:59.000]  所以我們來探討一下
[00:01:59.000 --> 00:02:04.000]  神會不會為我而後悔
[00:02:04.000 --> 00:02:05.000]  祂加在我身上
[00:02:05.000 --> 00:02:09.000]  或者是我遭遇了什麼
[00:02:09.000 --> 00:02:13.000]  耶穌會不會為你停下腳步呢
[00:02:13.000 --> 00:02:17.000]  因為有一個例子是這麼說
[00:02:17.000 --> 00:02:20.000]  一個瞎子聽說耶穌來了
[00:02:20.000 --> 00:02:22.000]  在耶利哥城
[00:02:22.000 --> 00:02:26.000]  他就去路邊等耶穌
[00:02:26.000 --> 00:02:28.000]  他就叫耶穌
[00:02:28.000 --> 00:02:31.000]  耶穌就停下來說
[00:02:31.000 --> 00:02:33.000]  我能為你做什麼
[00:02:33.000 --> 00:02:35.000]  你要我為你做什麼
[00:02:35.000 --> 00:02:37.000]  我多麼希望
[00:02:37.000 --> 00:02:39.000]  我能夠來到神的面前
[00:02:39.000 --> 00:02:40.000]  我說
[00:02:40.000 --> 00:02:41.000]  神啊
[00:02:41.000 --> 00:02:43.000]  你可不可以幫我這個
[00:02:43.000 --> 00:02:44.000]  你可不可以帶我那個
[00:02:44.000 --> 00:02:45.000]  你可不可以做這個
[00:02:45.000 --> 00:02:47.000]  你可不可以為我做那個
[00:02:47.000 --> 00:02:49.000]  祂會願意
[00:02:49.000 --> 00:02:51.000]  只要我們找到
[00:02:51.000 --> 00:02:57.000]  聖靈上面那個脈絡可循的
[00:02:57.000 --> 00:03:01.000]  那麼聖靈會不會為你嘆息禱告呢
[00:03:01.000 --> 00:03:02.000]  我們都知道
[00:03:02.000 --> 00:03:06.000]  聖靈用說不出的嘆息為我們禱告
[00:03:06.000 --> 00:03:09.000]  因為很多時候
[00:03:09.000 --> 00:03:11.000]  我們心裡面苦到
[00:03:11.000 --> 00:03:15.000]  一點趣味都沒有
[00:03:15.000 --> 00:03:16.000]  那麼聖靈說
[00:03:16.000 --> 00:03:20.000]  聖靈用說不出的嘆息為我們禱告
[00:03:20.000 --> 00:03:22.000]  我有的是想
[00:03:22.000 --> 00:03:25.000]  我一直聽到人家講說
[00:03:25.000 --> 00:03:28.000]  某某人跳高樓自殺了
[00:03:28.000 --> 00:03:31.000]  心裡面好苦
[00:03:31.000 --> 00:03:33.000]  真的是說
[00:03:33.000 --> 00:03:36.000]  真的希望能夠有機會
[00:03:36.000 --> 00:03:38.000]  我們能夠基督徒
[00:03:38.000 --> 00:03:40.000]  能夠服侍他們
[00:03:40.000 --> 00:03:43.000]  讓耶穌敗到他們心裡面去
[00:03:43.000 --> 00:03:47.000]  讓那個聖靈的風吹到他心裡面去
[00:03:47.000 --> 00:03:49.000]  他就能夠了解到
[00:03:49.000 --> 00:03:52.000]  神愛我們
[00:03:52.000 --> 00:03:54.000]  What would Jesus do?
[00:03:54.000 --> 00:03:57.000]  He would love us first
[00:03:57.000 --> 00:03:59.000]  耶穌會做什麼
[00:03:59.000 --> 00:04:03.000]  祂會先愛我們
[00:04:03.000 --> 00:04:05.000]  第四點我要問各位講說
[00:04:05.000 --> 00:04:08.000]  人家會不會為你扛起那個
[00:04:08.000 --> 00:04:10.000]  你媽
[00:04:10.000 --> 00:04:11.000]  我會舉一個例子
[00:04:11.000 --> 00:04:12.000]  就是說聖經上面講
[00:04:12.000 --> 00:04:14.000]  有一個攤子
[00:04:14.000 --> 00:04:16.000]  那麼有一天聽說耶穌來了
[00:04:16.000 --> 00:04:18.000]  他就找了他四個朋友
[00:04:18.000 --> 00:04:19.000]  把他連他的柱子
[00:04:19.000 --> 00:04:22.000]  連他的床墊一起抬了去
[00:04:22.000 --> 00:04:26.000]  然後墜到耶穌的腳前
[00:04:26.000 --> 00:04:30.000]  人會不會為我們抬那個柱子呢
[00:04:30.000 --> 00:04:32.000]  所以
[00:04:32.000 --> 00:04:35.000]  我們都希望能夠
[00:04:35.000 --> 00:04:37.000]  我們都希望
[00:04:37.000 --> 00:04:42.000]  神對人的一些
[00:04:42.000 --> 00:04:45.000]  我們沒有行公義好憐憫
[00:04:45.000 --> 00:04:46.000]  或者偏離他
[00:04:46.000 --> 00:04:50.000]  所帶來的一些問題
[00:04:50.000 --> 00:04:52.000]  帶來的一些懲罰
[00:04:52.000 --> 00:04:56.000]  或者是殺到莫非的工具
[00:04:56.000 --> 00:05:00.000]  能夠葉和華神出手
[00:05:00.000 --> 00:05:04.000]  感謝神讚美神
[00:05:04.000 --> 00:05:07.000]  好的現在講這個畢四大詞班的依治
[00:05:07.000 --> 00:05:08.000]  那麼剛才說了
[00:05:08.000 --> 00:05:10.000]  我們許多人都希望
[00:05:10.000 --> 00:05:14.000]  神能夠施恩典施福施憐憫
[00:05:14.000 --> 00:05:17.000]  行依治在我們的身上
[00:05:17.000 --> 00:05:19.000]  而確實也是如此
[00:05:19.000 --> 00:05:21.000]  我看到許多的例子
[00:05:21.000 --> 00:05:24.000]  但在約翰福音五章二到九節
[00:05:24.000 --> 00:05:25.000]  有這麼幾句話
[00:05:25.000 --> 00:05:27.000]  我們一起來念
[00:05:27.000 --> 00:05:29.000]  在耶路撒冷
[00:05:29.000 --> 00:05:30.000]  套進陽門
[00:05:30.000 --> 00:05:32.000]  有一個池子
[00:05:32.000 --> 00:05:35.000]  西伯來話叫做畢四大
[00:05:35.000 --> 00:05:37.000]  旁邊有五個廊子
[00:05:37.000 --> 00:05:39.000]  裡面躺著瞎眼的
[00:05:39.000 --> 00:05:44.000]  瘸腿血氣枯乾的許多病人
[00:05:44.000 --> 00:05:48.000]  好的謝謝
