
[00:00:00.000 --> 00:00:05.480]  五月份的時候有個機構跟我們教會做一個健康調查
[00:00:05.480 --> 00:00:15.000]  這個機構叫做教會更新運動
[00:00:15.000 --> 00:00:23.000]  他每五年就會為全港做一個全港教會的普測
[00:00:23.000 --> 00:00:28.400]  他每五年就為全港的教會做一個普及的調查
[00:00:28.400 --> 00:00:34.840]  目的是將全港大概整個圖畫教會的情況
[00:00:34.840 --> 00:00:37.040]  提供給地方教會制定施工
[00:00:37.040 --> 00:00:40.800]  目的是為全港教會的整個圖畫
[00:00:40.800 --> 00:00:44.960]  就是給地方教會做一個制定地方的施工
[00:00:44.960 --> 00:00:48.520]  最新一期的普查是2014年
[00:00:48.520 --> 00:00:51.240]  最新一期的普查是2014年
[00:00:51.240 --> 00:00:53.240]  那個報告剛剛出了
[00:00:53.240 --> 00:00:54.720]  那個報告剛剛出了
[00:00:54.720 --> 00:00:58.520]  裏面有一些比較冷門的知識跟我們教會可能有些關係
[00:00:58.520 --> 00:01:02.520]  裏面有一些比較冷門的知識跟我們教會可能都有些關係
[00:01:02.520 --> 00:01:04.480]  如果按照那個普查
[00:01:04.480 --> 00:01:08.240]  全港現在是有1287間教會
[00:01:08.240 --> 00:01:12.120]  按照普查全港現在有1287間教會
[00:01:12.120 --> 00:01:15.240]  100人以下的堂會有489間
[00:01:15.240 --> 00:01:18.360]  100人以下的堂會有489間
[00:01:18.360 --> 00:01:20.120]  我們尖閣寺不是其中一間
[00:01:20.120 --> 00:01:23.080]  我們尖閣寺是其中的一間
[00:01:23.080 --> 00:01:26.240]  我們教會所處身的油尖旺地區
[00:01:26.240 --> 00:01:29.160]  我們教會所處身的油尖旺地區
[00:01:29.160 --> 00:01:32.200]  是全港教會密度最高的地區之一
[00:01:32.200 --> 00:01:35.720]  是全港密度最高的地區之一
[00:01:35.720 --> 00:01:38.000]  一共有123間教會
[00:01:38.000 --> 00:01:39.800]  一共有123間教會
[00:01:39.800 --> 00:01:43.040]  佔全港教會的百分比是9.6%
[00:01:43.040 --> 00:01:43.120]  佔全港教會的百分比是9.6%
[00:01:43.120 --> 00:01:44.000]  佔全港教會的百分比是9.6%
[00:01:44.000 --> 00:01:44.040]  佔全港教會的百分比是9.6%
[00:01:44.040 --> 00:01:44.040]  佔全港教會的百分比是9.6%
[00:01:44.040 --> 00:01:44.080]  佔全港教會的百分比是9.6%
[00:01:44.080 --> 00:01:44.080]  佔全港教會的百分比是9.6%
[00:01:44.080 --> 00:01:44.080]  佔全港教會的百分比是9.6%
[00:01:44.080 --> 00:01:54.080]  佔全港教會的百分比是9.6%
[00:02:14.080 --> 00:02:24.080]  佔全港教會的百分比是9.6%
[00:02:24.080 --> 00:02:24.080]  佔全港教會的百分比是9.6%
[00:02:24.080 --> 00:02:44.080]  佔全港教會的百分比是9.6%
[00:02:44.080 --> 00:02:54.080]  佔全港教會的百分比是9.6%
[00:02:54.080 --> 00:02:54.080]  佔全港教會的百分比是9.6%
[00:02:54.080 --> 00:03:14.080]  佔全港教會的百分比是9.6%
[00:03:14.080 --> 00:03:24.080]  佔全港教會的百分比是9.6%
[00:03:24.080 --> 00:03:24.080]  佔全港教會的百分比是9.6%
[00:03:24.080 --> 00:03:44.080]  佔全港教會的百分比是9.6%
[00:03:44.080 --> 00:03:54.080]  佔全港教會的百分比是9.6%
[00:03:54.080 --> 00:03:54.080]  佔全港教會的百分比是9.6%
[00:03:54.080 --> 00:04:14.080]  佔全港教會的百分比是9.6%
[00:04:14.080 --> 00:04:24.080]  佔全港教會的百分比是9.6%
[00:04:24.080 --> 00:04:44.080]  佔全港教會的百分比是9.6%
[00:04:44.080 --> 00:04:44.080]  佔全港教會的百分比是9.6%
[00:04:44.080 --> 00:04:54.080]  佔全港教會的百分比是9.6%
[00:04:54.080 --> 00:04:54.080]  佔全港教會的百分比是9.6%
[00:04:54.080 --> 00:05:14.080]  佔全港教會的百分比是9.6%
[00:05:14.080 --> 00:05:24.080]  佔全港教會的百分比是9.6%
[00:05:24.080 --> 00:05:44.080]  佔全港教會的百分比是9.6%
[00:05:44.080 --> 00:05:54.080]  佔全港教會的百分比是9.6%
[00:05:54.080 --> 00:06:04.080]  佔全港教會的百分比是9.6%
[00:06:04.080 --> 00:06:14.080]  佔全港教會的百分比是9.6%
[00:06:14.080 --> 00:06:34.080]  佔全港教會的百分比是9.6%
[00:06:34.080 --> 00:06:44.080]  佔全港教會的百分比是9.6%
[00:06:44.080 --> 00:07:04.080]  佔全港教會的百分比是9.6%
[00:07:04.080 --> 00:07:14.080]  佔全港教會的百分比是9.6%
[00:07:14.080 --> 00:07:34.080]  佔全港教會的百分比是9.6%
[00:07:34.080 --> 00:07:44.080]  佔全港教會的百分比是9.6%
[00:07:44.080 --> 00:08:04.080]  佔全港教會的百分比是9.6%
[00:08:04.080 --> 00:08:14.080]  佔全港教會的百分比是9.6%
[00:08:14.080 --> 00:08:24.080]  佔全港教會的百分比是9.6%
[00:08:24.080 --> 00:08:34.080]  佔全港教會的百分比是9.6%
[00:08:34.080 --> 00:08:54.080]  佔全港教會的百分比是9.6%
[00:08:54.080 --> 00:09:04.080]  佔全港教會的百分比是9.6%
