
[00:00:00.000 --> 00:00:06.700]  我們一起祈禱感謝神給我們今天再次思想聖經的說話
[00:00:06.700 --> 00:00:11.400]  因主我們多謝祢賜我們福音
[00:00:11.400 --> 00:00:15.900]  主祢我們何等蒙福能夠成為祢的兒女
[00:00:15.900 --> 00:00:18.000]  主祢我們都真是渴望
[00:00:18.000 --> 00:00:21.900]  主祢的聖靈在我們心中感動我們的心
[00:00:21.900 --> 00:00:25.400]  讓恩典都不會停留在我們裡面
[00:00:25.400 --> 00:00:27.500]  給我們有一個份的力量
[00:00:27.500 --> 00:00:29.800]  有一個份對生命的愛
[00:00:29.800 --> 00:00:33.500]  我們懂得把祢的福音傳開去
[00:00:33.500 --> 00:00:35.400]  主今次我們一齊到祢的面前
[00:00:35.400 --> 00:00:38.300]  我們為祢給我們有敬拜的機會
[00:00:38.300 --> 00:00:39.700]  感謝祢
[00:00:39.700 --> 00:00:43.500]  主每一次每一次都不是必然的
[00:00:43.500 --> 00:00:44.500]  主我們感謝祢
[00:00:44.500 --> 00:00:47.700]  我們今天可以坦然到祢面前敬拜祢
[00:00:47.700 --> 00:00:51.200]  主因為祢自己的救恩已經臨到我們
[00:00:51.200 --> 00:00:53.500]  我們祈求主當我們敬拜祢的時候
[00:00:53.500 --> 00:00:56.600]  主讓祢賜下祢自己的恩賢
[00:00:56.600 --> 00:00:58.700]  賜下祢天上的瑪拿
[00:00:58.700 --> 00:01:00.600]  讓我們因為祢自己的道
[00:01:00.600 --> 00:01:03.500]  我們的生命可以真正的富足
[00:01:03.500 --> 00:01:04.300]  求祢施恩
[00:01:04.300 --> 00:01:05.800]  帶領我們這段時間
[00:01:05.800 --> 00:01:08.200]  引領我們各人的心思
[00:01:08.200 --> 00:01:09.500]  我們仰望禱告
[00:01:09.500 --> 00:01:11.700]  奉耶穌基督聖名求
[00:01:11.700 --> 00:01:13.300]  阿門
[00:01:13.300 --> 00:01:19.500]  我們再回到聖經詩篇第四十篇
[00:01:19.500 --> 00:01:22.300]  我們想到感恩求恩
[00:01:22.300 --> 00:01:26.000]  也是我們過去常常提及的四個字
[00:01:26.000 --> 00:01:27.400]  當我們說感恩的時候
[00:01:27.400 --> 00:01:30.400]  大家一定會想起詩篇一百零三篇
[00:01:30.400 --> 00:01:34.100]  我們常常都會背誦的一節詩篇提到
[00:01:34.100 --> 00:01:37.600]  我的心你要稱頌耶和華
[00:01:37.600 --> 00:01:40.300]  凡在我裡面的
[00:01:40.300 --> 00:01:43.800]  都要稱頌他的成名
[00:01:43.800 --> 00:01:45.500]  我要稱頌耶和華
[00:01:45.500 --> 00:01:46.600]  然後聖經再說
[00:01:46.600 --> 00:01:50.900]  不可忘記他的一切恩惠
[00:01:50.900 --> 00:01:52.400]  使人好明白
[00:01:52.400 --> 00:01:55.200]  人容易會善忘
[00:01:55.200 --> 00:01:58.100]  忘記神在我們身上的恩惠
[00:01:58.100 --> 00:02:01.300]  以致勉勵我們呼籲自己的心
[00:02:01.300 --> 00:02:03.700]  不要忘記神的恩惠
[00:02:03.700 --> 00:02:05.700]  要上上去感謝祂
[00:02:05.700 --> 00:02:07.600]  稱頌祂
[00:02:07.600 --> 00:02:08.800]  去到聖經新約的時候
[00:02:08.800 --> 00:02:12.300]  有多處地方不斷提及到感恩的事情
[00:02:12.300 --> 00:02:14.700]  特別如果大家想起
[00:02:14.700 --> 00:02:16.900]  《哥羅西書》第三章提到
[00:02:16.900 --> 00:02:19.800]  你們要行切禱告
[00:02:19.800 --> 00:02:21.100]  第四章第二節
[00:02:21.100 --> 00:02:23.200]  你們要行切禱告
[00:02:23.200 --> 00:02:27.400]  在此警醒感恩
[00:02:27.400 --> 00:02:32.600]  很特別聖經將警醒和感恩連在一起
[00:02:32.600 --> 00:02:33.700]  當然警醒的時候
[00:02:33.700 --> 00:02:37.300]  亦都意味著我們有一種清醒的心
[00:02:37.300 --> 00:02:40.100]  留意到自己所面對的危險
[00:02:40.100 --> 00:02:43.600]  有的試探因照警覺去祈禱
[00:02:43.600 --> 00:02:47.400]  亦都留意環境上有很多不同的危機
[00:02:47.400 --> 00:02:48.300]  陷阱
[00:02:48.300 --> 00:02:51.400]  以致我們警覺去祈禱依靠神
[00:02:51.400 --> 00:02:57.500]  但聖經提及你們要在感恩當中警醒
[00:02:57.500 --> 00:03:00.800]  或者警醒地去感恩禱告
[00:03:00.800 --> 00:03:04.600]  因為警醒有些時候會害怕
[00:03:04.600 --> 00:03:06.300]  見到自己那麼軟弱
[00:03:06.300 --> 00:03:08.600]  見到環境那麼凶險
[00:03:08.600 --> 00:03:11.600]  有些時候不敢再祈禱
[00:03:11.600 --> 00:03:14.500]  但是在感恩裏面禱告
[00:03:14.500 --> 00:03:16.400]  在感恩裏面警醒
[00:03:16.400 --> 00:03:18.500]  就帶著一份新鮮的信心
[00:03:18.500 --> 00:03:23.700]  放膽去求神賜恩而經歷神的保守
[00:03:23.700 --> 00:03:24.900]  你知道我們很多時候
[00:03:24.900 --> 00:03:28.000]  或者都會面對著不同的處境
[00:03:28.000 --> 00:03:29.700]  不同的困難
[00:03:29.700 --> 00:03:31.300]  但你記得
[00:03:31.300 --> 00:03:37.000]  在當中全著感恩的心去警醒
[00:03:37.000 --> 00:03:41.300]  全著一個感恩的心去再求恩惠
[00:03:41.300 --> 00:03:45.200]  而對面神要將祂的恩典
[00:03:45.200 --> 00:03:48.200]  透過人的禱告賜給我們
[00:03:48.200 --> 00:03:50.500]  今天當你讀詩篇四十篇的時候
[00:03:50.500 --> 00:03:53.900]  你會看到詩人在說祂在困苦的裏面
[00:03:53.900 --> 00:03:56.500]  而祂亦都給我們看到一個榜樣
[00:03:56.500 --> 00:03:58.300]  祂如何在感恩當中
[00:03:58.300 --> 00:04:02.300]  來放膽繼續呼求神 恩待祂
[00:04:02.300 --> 00:04:05.300]  大家首先在第四十章的第十二節
[00:04:05.300 --> 00:04:11.700]  我們去到中間 第十二節
[00:04:11.700 --> 00:04:12.500]  在第十二節
[00:04:12.500 --> 00:04:15.900]  詩人很坦誠地說出祂自己的困擾
[00:04:15.900 --> 00:04:20.700]  祂說:因有無數的禍患圍繞著我
[00:04:20.700 --> 00:04:23.700]  所說的禍患可能是疾病
[00:04:23.700 --> 00:04:27.800]  可能是一些身體的困難或者問題
[00:04:27.800 --> 00:04:30.200]  或者生活上一些的艱難
[00:04:30.200 --> 00:04:33.000]  甚至是一些惡人對祂的攻擊
[00:04:33.000 --> 00:04:34.000]  這些禍患
[00:04:34.000 --> 00:04:39.000]  祂說好像一些牆壁四面圍繞著祂
[00:04:39.000 --> 00:04:42.100]  好像沒有出路的一種感受
[00:04:42.100 --> 00:04:45.100]  然後祂繼續說:我的罪孽追上了我
[00:04:45.100 --> 00:04:50.300]  使我不能看見或者翻譯為極其的困倦
[00:04:50.300 --> 00:04:54.500]  這些罪令祂很困倦 祂無力去面對
[00:04:54.500 --> 00:05:00.100]  甚至祂說:這些罪孽比我的頭髮還多
[00:05:00.100 --> 00:05:02.600]  很坦白 犯很多罪
[00:05:02.600 --> 00:05:04.100]  有很多得罪神的事情
[00:05:04.100 --> 00:05:07.400]  大家知道這篇詩篇是大衛所寫的
[00:05:07.400 --> 00:05:11.200]  你會記得聖經所提及他曾經犯的罪
[00:05:11.200 --> 00:05:14.500]  祂說:我的罪好像頭髮那麼多
[00:05:14.500 --> 00:05:18.600]  以致我心驚膽顫 很害怕
[00:05:18.600 --> 00:05:21.100]  不知如何面對
[00:05:21.100 --> 00:05:23.700]  祂很坦誠地說出自己有的禍患
[00:05:23.700 --> 00:05:26.200]  有的罪的情況
[00:05:26.200 --> 00:05:28.100]  但你會發覺當祂說的時候
[00:05:28.100 --> 00:05:30.600]  是去到詩篇的中間
[00:05:30.600 --> 00:05:32.700]  不是一開始的時候就在神面前
[00:05:32.700 --> 00:05:36.100]  說述祂的哀情 祂的困擾
[00:05:36.100 --> 00:05:38.200]  一開始的時候 反而祂在說什麼呢?
[00:05:38.200 --> 00:05:41.900]  你回到前面第一章
[00:05:41.900 --> 00:05:44.800]  向神祈禱的時候 一開始就想起
[00:05:44.800 --> 00:05:47.700]  神曾經怎樣因待祂
[00:05:47.700 --> 00:05:50.400]  一開始就要向神感恩
[00:05:50.400 --> 00:05:53.400]  祂說:我曾切切等候耶和華
[00:05:53.400 --> 00:05:57.800]  祂就轉向了我 聽了我的呼求
