
[00:00:00.000 --> 00:00:04.000]  多謝見拜隊帶領我們唱了幾首詩歌
[00:00:04.000 --> 00:00:06.000]  特別當最後這一首
[00:00:06.000 --> 00:00:08.000]  很提醒我們
[00:00:08.000 --> 00:00:12.000]  主的愛是永遠不變
[00:00:12.000 --> 00:00:17.000]  正如主席在開始的時候都告訴我們
[00:00:17.000 --> 00:00:21.000]  這個星期日叫做宗主主日
[00:00:21.000 --> 00:00:23.000]  就是耶穌基督
[00:00:23.000 --> 00:00:28.000]  當祂進入耶路撒冷城的時候
[00:00:28.000 --> 00:00:34.000]  眾人將那些棕樹葉和衣服鋪在地上
[00:00:34.000 --> 00:00:36.000]  歡迎耶穌
[00:00:36.000 --> 00:00:40.000]  但是畢竟在幾天之後
[00:00:40.000 --> 00:00:43.000]  是他們親自說要釘死祂
[00:00:43.000 --> 00:00:46.000]  這個都成為我們今天早上
[00:00:46.000 --> 00:00:50.000]  去思想今天這段經文
[00:00:50.000 --> 00:00:54.000]  最黑暗的一夜成為一個提醒
[00:00:54.000 --> 00:00:59.000]  在一本書叫做最黑暗的時刻
[00:00:59.000 --> 00:01:04.000]  他講到一位英國的首相邱吉爾
[00:01:04.000 --> 00:01:08.000]  當他面臨第二次世界大戰
[00:01:08.000 --> 00:01:12.000]  希特拉當咄咄進逼的時候
[00:01:12.000 --> 00:01:15.000]  他剛剛新官上任
[00:01:15.000 --> 00:01:17.000]  眾人都看不好
[00:01:17.000 --> 00:01:20.000]  但唯有希特拉一個咄咄進逼
[00:01:20.000 --> 00:01:22.000]  令到邱吉爾去想
[00:01:22.000 --> 00:01:25.000]  他說只有一個悲觀的主義者
[00:01:25.000 --> 00:01:31.000]  才會在際遇當中經歷到困難
[00:01:31.000 --> 00:01:35.000]  但是一個樂觀的主義者
[00:01:35.000 --> 00:01:38.000]  就會在他人生每一個的經歷裏面
[00:01:38.000 --> 00:01:41.000]  體會到新生
[00:01:41.000 --> 00:01:45.000]  今天我們會同樣看到耶穌基督
[00:01:45.000 --> 00:01:50.000]  在一個路加福音22章53節告訴我們
[00:01:50.000 --> 00:01:55.000]  耶穌對那些罵祂的祭司長和守殿的官長老說
[00:01:55.000 --> 00:01:59.000]  我天天和你們在殿裏面
[00:01:59.000 --> 00:02:02.000]  你們不下手罵我
[00:02:02.000 --> 00:02:05.000]  現在你的確是時候了
[00:02:05.000 --> 00:02:09.000]  黑暗掌權了
[00:02:09.000 --> 00:02:13.000]  剛才我們看到主席跟我們說
[00:02:13.000 --> 00:02:16.000]  今天是宗主子日
[00:02:16.000 --> 00:02:20.000]  眼前的是一個耶穌受難周的行程
[00:02:20.000 --> 00:02:22.000]  雖然太過小
[00:02:22.000 --> 00:02:24.000]  但我都嘗試讀給大家聽
[00:02:24.000 --> 00:02:25.000]  在星期六的時候
[00:02:25.000 --> 00:02:28.000]  耶穌進入伯大利這個地方
[00:02:28.000 --> 00:02:31.000]  在長大茅坊西門的家被告
[00:02:31.000 --> 00:02:34.000]  而星期一告訴我們
[00:02:34.000 --> 00:02:38.000]  耶穌就是光榮的進入耶路撒冷城
[00:02:38.000 --> 00:02:40.000]  星期一的焦點事件
[00:02:40.000 --> 00:02:43.000]  就是耶穌基督去到聖殿
[00:02:43.000 --> 00:02:45.000]  潔淨了聖殿
[00:02:45.000 --> 00:02:50.000]  因為看到所有的人都不尊重神的家
[00:02:50.000 --> 00:02:51.000]  星期二
[00:02:51.000 --> 00:02:54.000]  耶穌基督帶著門徒上到橄欖山
[00:02:54.000 --> 00:02:59.000]  講了一個很重要的末世的講論
[00:02:59.000 --> 00:03:01.000]  而我們說星期三
[00:03:01.000 --> 00:03:05.000]  耶穌基督就在伯大利這個地方休息
[00:03:05.000 --> 00:03:07.000]  提起伯大利
[00:03:07.000 --> 00:03:09.000]  路加福音是這樣說
[00:03:09.000 --> 00:03:12.000]  他說耶穌每天在殿裏教訓人
[00:03:12.000 --> 00:03:14.000]  每夜都出城
[00:03:14.000 --> 00:03:17.000]  意思是每天都離開耶路撒冷
[00:03:17.000 --> 00:03:20.000]  就是進到伯大利
[00:03:20.000 --> 00:03:22.000]  去到星期四的時候
[00:03:22.000 --> 00:03:27.000]  耶穌基督就叫門徒守禦節
[00:03:27.000 --> 00:03:32.000]  而且耶穌基督大概在星期四、五晚
[00:03:32.000 --> 00:03:34.000]  吃完禦節的時候
[00:03:34.000 --> 00:03:36.000]  在七、八點之間
[00:03:36.000 --> 00:03:39.000]  他就帶著門徒去赫西瑪利園
[00:03:39.000 --> 00:03:42.000]  然後耶穌基督在九點鐘
[00:03:42.000 --> 00:03:44.000]  晚上九點鐘的時候左右
[00:03:44.000 --> 00:03:47.000]  就被猶大出賣
[00:03:47.000 --> 00:03:48.000]  以致捉拿
[00:03:48.000 --> 00:03:53.000]  在九點到第二天星期五的九點
[00:03:53.000 --> 00:03:56.000]  就是總共十二個小時
[00:03:56.000 --> 00:03:59.000]  耶穌基督就經歷了
[00:03:59.000 --> 00:04:03.000]  不同的人去審訊他
[00:04:03.000 --> 00:04:06.000]  去到星期五的早上
[00:04:06.000 --> 00:04:10.000]  他完了比拉多和希律前的審訊之後
[00:04:10.000 --> 00:04:14.000]  他在九點多鐘被釘十字架
[00:04:14.000 --> 00:04:16.000]  足足由九點鐘至到下午
[00:04:16.000 --> 00:04:19.000]  星期五的下午三點鐘六個小時
[00:04:19.000 --> 00:04:22.000]  耶穌基督就在十字架上
[00:04:22.000 --> 00:04:26.000]  不斷的痛苦的伸入
[00:04:26.000 --> 00:04:28.000]  這個就是我們所見到
[00:04:28.000 --> 00:04:31.000]  耶穌基督受難一周的行程
[00:04:31.000 --> 00:04:33.000]  當然星期六日
[00:04:33.000 --> 00:04:37.000]  是講到耶穌基督的墓裡復活
