
[00:00:00.000 --> 00:00:02.000]  (主席)好,第二篇文章便會平安了
[00:00:02.000 --> 00:00:04.000]  (主席)由我們有個禱告開始
[00:00:04.000 --> 00:00:10.000]  (主席)親愛的聖天父,我們感謝祢
[00:00:10.000 --> 00:00:12.000]  (主席)感謝祢讓祢自己的孩子仍然有生命氣息
[00:00:12.000 --> 00:00:14.000]  (主席)在祢自己的聖殿當中
[00:00:14.000 --> 00:00:16.000]  (主席)去宣講祢自己的懷孕
[00:00:16.000 --> 00:00:18.000]  (主席)求聖靈幫助祢自己的孩子
[00:00:18.000 --> 00:00:20.000]  (主席)讓祢將祢的說話
[00:00:20.000 --> 00:00:22.000]  (主席)講得清楚明白
[00:00:22.000 --> 00:00:24.000]  (主席)又讓每一個孩子心裡感動
[00:00:24.000 --> 00:00:26.000]  (主席)讓祢的聖言都成為
[00:00:26.000 --> 00:00:28.000]  (主席)我們生命的道
[00:00:28.000 --> 00:00:30.000]  (主席)也活出祢自己的聖言
[00:00:30.000 --> 00:00:32.000]  (主席)多謝祢聽我們的祈禱
[00:00:32.000 --> 00:00:34.000]  (主席)奉耶穌基督得聖的名字祈求
[00:00:34.000 --> 00:00:36.000]  (主席)阿們
[00:00:36.000 --> 00:00:38.000]  (主席)耶和華拉法
[00:00:38.000 --> 00:00:40.000]  (主席)這個中文譯名
[00:00:40.000 --> 00:00:42.000]  (主席)在我們華人的學者裡
[00:00:42.000 --> 00:00:44.000]  (主席)很多時候我們都會用
[00:00:44.000 --> 00:00:46.000]  (主席)耶和華拉法
[00:00:46.000 --> 00:00:48.000]  (主席)不過有位學者,鄺炳釗博士
[00:00:48.000 --> 00:00:50.000]  (主席)或者鄺炳釗牧師
[00:00:50.000 --> 00:00:52.000]  (主席)他在他的書裡
[00:00:52.000 --> 00:00:54.000]  (主席)他就譯了耶和華羅菲
[00:00:54.000 --> 00:00:58.000]  (主席)所以弟兄姐妹,當你在不同的譯本的時候
[00:00:58.000 --> 00:01:00.000]  (主席)你未必找到拉法
[00:01:00.000 --> 00:01:02.000]  (主席)不過很多時候我們華人學者都是譯拉法
[00:01:02.000 --> 00:01:04.000]  (主席)不過無論那個譯是怎樣都好
[00:01:04.000 --> 00:01:06.000]  (主席)這個名字
[00:01:06.000 --> 00:01:08.000]  (主席)是全卷四經唯一告訴我們
[00:01:08.000 --> 00:01:10.000]  (主席)這位的神就是醫治我們的神
[00:01:10.000 --> 00:01:12.000]  (主席)當以色列人
[00:01:12.000 --> 00:01:14.000]  (主席)他過了路緯河
[00:01:14.000 --> 00:01:16.000]  (主席)去到摩西帶領他前行的時候
[00:01:16.000 --> 00:01:18.000]  (主席)我們剛才讀的經文
[00:01:18.000 --> 00:01:20.000]  (主席)他們有了三天
[00:01:20.000 --> 00:01:22.000]  (主席)他們找不到一些水
[00:01:22.000 --> 00:01:24.000]  (主席)這樣又缺水又缺糧
[00:01:24.000 --> 00:01:26.000]  (主席)這樣對摩西來說
[00:01:26.000 --> 00:01:28.000]  (主席)或者以色列來說
[00:01:28.000 --> 00:01:30.000]  (主席)其實是很艱難的
[00:01:30.000 --> 00:01:32.000]  (主席)今天或者我們
[00:01:32.000 --> 00:01:34.000]  (主席)缺水我們都試過
[00:01:34.000 --> 00:01:36.000]  (主席)不過看來大家年紀都未必試過
[00:01:36.000 --> 00:01:38.000]  (主席)我們都試過
[00:01:38.000 --> 00:01:40.000]  (主席)就是四天來才來一次水
[00:01:40.000 --> 00:01:42.000]  (主席)就是四個小時
[00:01:42.000 --> 00:01:44.000]  (主席)然後就跑去拿桶去舀
[00:01:44.000 --> 00:01:46.000]  (主席)這個缺水
[00:01:46.000 --> 00:01:48.000]  (主席)還在沙漠裏面
[00:01:48.000 --> 00:01:50.000]  (主席)那個太陽就曬到死
[00:01:50.000 --> 00:01:52.000]  (主席)是不是
[00:01:52.000 --> 00:01:54.000]  (主席)生活就真的很艱苦
[00:01:54.000 --> 00:01:56.000]  (主席)在這個情況之下
[00:01:56.000 --> 00:01:58.000]  (主席)以色列人就埋怨
[00:01:58.000 --> 00:02:00.000]  (主席)弟兄姊妹不知道你有沒有埋怨
[00:02:00.000 --> 00:02:02.000]  (主席)在你的失身裏
[00:02:02.000 --> 00:02:04.000]  (主席)在你的家庭你有沒有埋怨
[00:02:04.000 --> 00:02:06.000]  (主席)在你的工作裏你有沒有埋怨
[00:02:06.000 --> 00:02:08.000]  (主席)在你自己你有沒有埋怨
[00:02:08.000 --> 00:02:10.000]  (主席)你自己
[00:02:10.000 --> 00:02:12.000]  (主席)三天的路程其實對以色列人來說
[00:02:12.000 --> 00:02:14.000]  (主席)就不是很遠的
[00:02:14.000 --> 00:02:16.000]  (主席)不過如果在沙漠的行走
[00:02:16.000 --> 00:02:18.000]  (主席)不要說三天
[00:02:18.000 --> 00:02:20.000]  (主席)三小時都死
[00:02:20.000 --> 00:02:22.000]  (主席)足以致命
[00:02:22.000 --> 00:02:24.000]  (主席)因為以色列人剛剛經過路偉河
[00:02:24.000 --> 00:02:26.000]  (主席)神顯了一個大的神蹟
[00:02:26.000 --> 00:02:28.000]  (主席)將路偉河中間分開
[00:02:28.000 --> 00:02:30.000]  (主席)讓以色列人中間走過
[00:02:30.000 --> 00:02:32.000]  (主席)而埃及的軍隊
[00:02:32.000 --> 00:02:34.000]  (主席)去追他的時候
[00:02:34.000 --> 00:02:36.000]  (主席)河水就復了
[00:02:36.000 --> 00:02:38.000]  (主席)將以色列的軍隊浸在河裏
[00:02:38.000 --> 00:02:40.000]  (主席)現在以色列人
[00:02:40.000 --> 00:02:42.000]  (主席)就想著那次不能死
[00:02:42.000 --> 00:02:44.000]  (主席)這次都應該死了
[00:02:44.000 --> 00:02:46.000]  (主席)所以以色列人
[00:02:46.000 --> 00:02:48.000]  (主席)在摩西面前說
[00:02:48.000 --> 00:02:50.000]  (主席)你又說走三天就OK
[00:02:50.000 --> 00:02:52.000]  (主席)去到西乃
[00:02:52.000 --> 00:02:54.000]  (主席)誰知走來走去都不行
[00:02:54.000 --> 00:02:56.000]  (主席)他們去了一個地方
[00:02:56.000 --> 00:02:58.000]  (主席)聖經告訴他們
[00:02:58.000 --> 00:03:00.000]  (主席)叫馬拉
[00:03:00.000 --> 00:03:02.000]  (主席)馬拉翻出來的意思是很苦
[00:03:02.000 --> 00:03:04.000]  (主席)以色列人去到那裏
[00:03:04.000 --> 00:03:06.000]  (主席)以為有水源了
[00:03:06.000 --> 00:03:08.000]  (主席)原來那些水是苦的
[00:03:08.000 --> 00:03:10.000]  (主席)以色列人覺得
[00:03:10.000 --> 00:03:12.000]  (主席)苦的水怎可以喝呢
[00:03:12.000 --> 00:03:14.000]  (主席)以為找到水源
[00:03:14.000 --> 00:03:16.000]  (主席)也有些水可以喝
[00:03:16.000 --> 00:03:18.000]  (主席)誰知那麼苦的水
[00:03:18.000 --> 00:03:20.000]  (主席)於是以色列人
