
[00:00:00.000 --> 00:00:07.000]  剛才所唱的詩歌是一首愛爾蘭挪威的出品
[00:00:07.000 --> 00:00:10.000]  其實不是很舊
[00:00:10.000 --> 00:00:12.000]  2002年才開始
[00:00:12.000 --> 00:00:15.000]  但是很多人都認識
[00:00:15.000 --> 00:00:17.000]  大家最感動的
[00:00:17.000 --> 00:00:19.000]  會不會就是飛越風暴
[00:00:19.000 --> 00:00:22.000]  走過高山
[00:00:22.000 --> 00:00:26.000]  但是這首歌最大最大的精華
[00:00:26.000 --> 00:00:28.000]  就是最後一句
[00:00:28.000 --> 00:00:30.000]  To myself
[00:00:30.000 --> 00:00:33.000]  To more than I can be
[00:00:33.000 --> 00:00:35.000]  在最後今天的訊息之前
[00:00:35.000 --> 00:00:39.000]  我們先重溫羅馬書整卷的訊息
[00:00:39.000 --> 00:00:42.000]  其實羅馬書是分兩段
[00:00:42.000 --> 00:00:44.000]  第一部分是1至11章
[00:00:44.000 --> 00:00:46.000]  裡面說福音的內容
[00:00:46.000 --> 00:00:49.000]  究竟我們信的是什麼
[00:00:49.000 --> 00:00:53.000]  接著就是12至16章
[00:00:53.000 --> 00:00:55.000]  How to behave
[00:00:55.000 --> 00:00:57.000]  我們信了這個福音
[00:00:57.000 --> 00:00:59.000]  Believe了這個福音之後
[00:00:59.000 --> 00:01:01.000]  我們應該怎樣回應
[00:01:01.000 --> 00:01:04.000]  福音帶給我們的一切
[00:01:04.000 --> 00:01:06.000]  根據一個聲音學者Douglas Moore
[00:01:06.000 --> 00:01:08.000]  他這樣分析
[00:01:08.000 --> 00:01:10.000]  他說第一至四章
[00:01:10.000 --> 00:01:12.000]  保羅想說出
[00:01:12.000 --> 00:01:14.000]  這個福音的內容
[00:01:14.000 --> 00:01:15.000]  What to believe
[00:01:15.000 --> 00:01:17.000]  和神在基督裡面
[00:01:17.000 --> 00:01:19.000]  帶給我們這個豐富的救恩
[00:01:19.000 --> 00:01:22.000]  保羅一開始就開宗明義說出
[00:01:22.000 --> 00:01:24.000]  這個福音是神的大能
[00:01:24.000 --> 00:01:26.000]  是要救一切相信的
[00:01:26.000 --> 00:01:28.000]  之後就說出
[00:01:28.000 --> 00:01:29.000]  這個福音其實是什麼
[00:01:29.000 --> 00:01:31.000]  恩順稱義
[00:01:31.000 --> 00:01:33.000]  接著在5至8章就說出
[00:01:33.000 --> 00:01:36.000]  這個福音帶給我們什麼保證
[00:01:36.000 --> 00:01:39.000]  就是這個福音會帶給我們一份救恩
[00:01:39.000 --> 00:01:44.000]  這個救恩會為我們帶來盼望和新的生活
[00:01:44.000 --> 00:01:45.000]  接著9至11章
[00:01:45.000 --> 00:01:47.000]  保羅就為這個福音去辯護
[00:01:47.000 --> 00:01:51.000]  因為以色列不信這個福音的問題
[00:01:51.000 --> 00:01:53.000]  於是為以色列人辯護
[00:01:53.000 --> 00:01:57.000]  也同時帶出最終所有的以色列人
[00:01:57.000 --> 00:02:01.000]  都必定會蒙恩
[00:02:01.000 --> 00:02:04.000]  接著就是今天開始說的新段落
[00:02:04.000 --> 00:02:06.000]  第12章至16章
[00:02:06.000 --> 00:02:07.000]  是第二部分
[00:02:07.000 --> 00:02:10.000]  就是說當人相信了這個福音的時候
[00:02:10.000 --> 00:02:13.000]  他應該怎樣去行動
[00:02:13.000 --> 00:02:15.000]  信了主的人
[00:02:15.000 --> 00:02:18.000]  應該有什麼行為舉止
[00:02:18.000 --> 00:02:23.000]  我們應該活在什麼光景
[00:02:23.000 --> 00:02:25.000]  其實保羅書算有一個特色
[00:02:25.000 --> 00:02:28.000]  就是每次說完一堆教義之後
[00:02:28.000 --> 00:02:30.000]  他一定說怎樣去實踐
[00:02:30.000 --> 00:02:31.000]  怎樣應用在生活裡面
[00:02:31.000 --> 00:02:34.000]  所以1至11章是一個解釋
[00:02:34.000 --> 00:02:35.000]  是一個教義 是一個論證
[00:02:35.000 --> 00:02:37.000]  然後第12至16章就是說
[00:02:37.000 --> 00:02:39.000]  怎樣去應用在生活裡面
[00:02:39.000 --> 00:02:42.000]  其實信仰並不是高高在上
[00:02:42.000 --> 00:02:44.000]  一些規條
[00:02:44.000 --> 00:02:46.000]  一些很高的道德標準
[00:02:46.000 --> 00:02:48.000]  又或者一些道理
[00:02:48.000 --> 00:02:51.000]  其實信仰是可以活在我們的生活裡面
[00:02:51.000 --> 00:02:54.000]  是可以轉化我們的生命
[00:02:54.000 --> 00:02:57.000]  甚至是幫助我們
[00:02:57.000 --> 00:03:01.000]  能夠在一個甚具挑戰的世代裡面
[00:03:01.000 --> 00:03:02.000]  回應這個世代
[00:03:02.000 --> 00:03:07.000]  甚至改變這個世代的能力
[00:03:07.000 --> 00:03:09.000]  不妨看看保羅
[00:03:09.000 --> 00:03:13.000]  究竟當時他寫這個羅馬書的時候
[00:03:13.000 --> 00:03:17.000]  他是活在一個什麼樣的世代
[00:03:17.000 --> 00:03:24.000]  保羅是活在一個非常強權高壓的世代
[00:03:24.000 --> 00:03:25.000]  在耶穌時期
[00:03:25.000 --> 00:03:29.000]  羅馬帝國已經是一個超級大國
[00:03:29.000 --> 00:03:33.000]  猶太人在這個超級大國底下
[00:03:33.000 --> 00:03:36.000]  他們是沒有辦法抗衡的
[00:03:36.000 --> 00:03:39.000]  當時羅馬帝國的權力和財富
[00:03:39.000 --> 00:03:48.000]  集中在權貴和羅馬帝國的官員身上
[00:03:48.000 --> 00:03:55.000]  所有威脅到羅馬的穩定繁榮
[00:03:55.000 --> 00:03:58.000]  都被視為政治的挑釁
[00:03:58.000 --> 00:04:02.000]  所以那些宣揚上帝天國要來臨的基督徒
[00:04:02.000 --> 00:04:07.000]  都被視為政治的挑釁
[00:04:07.000 --> 00:04:11.000]  他們會被收監處死
[00:04:11.000 --> 00:04:14.000]  保羅就是活在一個這樣的世代
[00:04:14.000 --> 00:04:16.000]  在這個世代
[00:04:16.000 --> 00:04:19.000]  福音究竟可以給我們什麼能力
[00:04:19.000 --> 00:04:22.000]  在這個世代
[00:04:22.000 --> 00:04:24.000]  作為被欺壓的人
[00:04:24.000 --> 00:04:26.000]  作為這些少數的人
[00:04:26.000 --> 00:04:30.000]  我們可以怎樣去回應
[00:04:30.000 --> 00:04:32.000]  保羅在十二至十六章
[00:04:32.000 --> 00:04:34.000]  就教我們怎樣回應
[00:04:34.000 --> 00:04:37.000]  教我們怎樣在這個巨挑戰的世代
[00:04:37.000 --> 00:04:43.000]  我們仍然活出福音所轉化的能力
[00:04:43.000 --> 00:04:45.000]  今天所說的只是兩節經文
[00:04:45.000 --> 00:04:48.000]  但它幾乎是羅馬書
[00:04:48.000 --> 00:04:50.000]  最重要的兩段經文之一
[00:04:50.000 --> 00:04:52.000]  第一段就是一章十六十七節
[00:04:52.000 --> 00:04:54.000]  福音是神的大能
[00:04:54.000 --> 00:04:56.000]  要救一切相信的
[00:04:56.000 --> 00:04:57.000]  接著就是這一節
[00:04:57.000 --> 00:05:00.000]  心意更生而變化
[00:05:00.000 --> 00:05:03.000]  獻出我們自己成為一個活祭
[00:05:03.000 --> 00:05:08.000]  保羅說只要我們和神建立一個正確的關係
[00:05:08.000 --> 00:05:10.000]  神就會轉化我們的生命
[00:05:10.000 --> 00:05:14.000]  以致我們懂得怎樣在巨挑戰的世代
[00:05:14.000 --> 00:05:16.000]  活出我們的信仰
[00:05:16.000 --> 00:05:18.000]  所以在十二十六章之後
[00:05:18.000 --> 00:05:23.000]  他就教導我們怎樣和其他人生活
[00:05:23.000 --> 00:05:26.000]  為了讓大家更加容易在未來的日子
[00:05:26.000 --> 00:05:29.000]  更加知道會說些什麼
[00:05:29.000 --> 00:05:34.000]  所以我輕輕高呼一下接下來的經文會說些什麼
[00:05:34.000 --> 00:05:38.000]  在十二十三章保羅帶出
[00:05:38.000 --> 00:05:41.000]  當人恩信稱義之後
[00:05:41.000 --> 00:05:43.000]  我們怎樣和神建立關係
[00:05:43.000 --> 00:05:45.000]  我們怎樣和人建立關係
[00:05:45.000 --> 00:05:48.000]  我們怎樣和我們的敵人建立關係
[00:05:48.000 --> 00:05:51.000]  甚至社會政府建立關係
[00:05:51.000 --> 00:05:52.000]  而在這個建立裏面
[00:05:52.000 --> 00:05:55.000]  我們怎樣帶出愛和光明的生活
[00:05:55.000 --> 00:05:57.000]  接著十四十五章裏面
[00:05:57.000 --> 00:05:59.000]  保羅作了一系列的合約呼籲
[00:05:59.000 --> 00:06:02.000]  呼籲我們不要彼此論斷
[00:06:02.000 --> 00:06:03.000]  不可以使人跌倒
[00:06:03.000 --> 00:06:06.000]  也不可以只求自己的益處
[00:06:06.000 --> 00:06:09.000]  而今天講第一第二節
[00:06:09.000 --> 00:06:13.000]  就是講我們怎樣和神建立這個關係
[00:06:13.000 --> 00:06:18.000]  以致之後我們能夠有這個新的生活
[00:06:18.000 --> 00:06:20.000]  所以是非常非常重要的經文
[00:06:20.000 --> 00:06:22.000]  由於這麼重要的話
[00:06:22.000 --> 00:06:25.000]  所以我逐個逐個字很細微地描述
[00:06:25.000 --> 00:06:28.000]  特別是在研讀原文的時候
[00:06:28.000 --> 00:06:30.000]  發現非常之豐富
[00:06:30.000 --> 00:06:32.000]  但是由於時間關係
[00:06:32.000 --> 00:06:34.000]  我未必可以逐個字解釋給大家聽
[00:06:34.000 --> 00:06:37.000]  不過我們盡量去領受
[00:06:37.000 --> 00:06:40.000]  今天神給我們充足的慰藥
[00:06:40.000 --> 00:06:43.000]  讓我們一起讀一讀第一二節
[00:06:43.000 --> 00:06:46.000]  我們這次用的是新漢語的譯本
[00:06:46.000 --> 00:06:48.000]  可能和大家讀開的有少少不同
[00:06:48.000 --> 00:06:50.000]  好我們一起讀
[00:06:50.000 --> 00:06:52.000]  所以弟兄們
[00:06:52.000 --> 00:06:54.000]  我以神的憐憫勸你們
[00:06:54.000 --> 00:06:57.000]  要把身體作為活祭獻上
[00:06:57.000 --> 00:06:59.000]  這祭是聖潔的
[00:06:59.000 --> 00:07:01.000]  是神所喜歡的
[00:07:01.000 --> 00:07:04.000]  這是你們理當獻上的敬拜
[00:07:04.000 --> 00:07:07.000]  不要效法這個世代
[00:07:07.000 --> 00:07:10.000]  反而要藉著心意更生
[00:07:10.000 --> 00:07:12.000]  讓自己被改變過來
[00:07:12.000 --> 00:07:14.000]  想你們可以察現
[00:07:14.000 --> 00:07:16.000]  什麼是神的旨意
[00:07:16.000 --> 00:07:18.000]  即什麼是眼美善的
[00:07:18.000 --> 00:07:20.000]  神所喜歡的
[00:07:20.000 --> 00:07:22.000]  完全的事
[00:07:22.000 --> 00:07:25.000]  和平常讀和合本有些不同
[00:07:25.000 --> 00:07:26.000]  因為我覺得它比較
[00:07:26.000 --> 00:07:30.000]  能夠譯出原文的品味
[00:07:30.000 --> 00:07:32.000]  總括這兩節經文
[00:07:32.000 --> 00:07:34.000]  我給了少少的題目
[00:07:34.000 --> 00:07:37.000]  第一節是獻上生活成活祭
[00:07:37.000 --> 00:07:41.000]  第二節是心意更生而轉化
[00:07:41.000 --> 00:07:43.000]  信得主內
[00:07:43.000 --> 00:07:45.000]  這些經文經常都聽
[00:07:45.000 --> 00:07:47.000]  有時越熟的時候
[00:07:47.000 --> 00:07:49.000]  越聽不進去
[00:07:49.000 --> 00:07:52.000]  所以求天父丟走我們以往的經驗
[00:07:52.000 --> 00:07:56.000]  讓我們有一個空蕩蕩的禱福
[00:07:56.000 --> 00:07:59.000]  讓神的話語新的意念
[00:07:59.000 --> 00:08:02.000]  能夠進入我們裏面
[00:08:02.000 --> 00:08:04.000]  先講第一節
[00:08:04.000 --> 00:08:07.000]  保羅在第二部分一開始
[00:08:07.000 --> 00:08:09.000]  就用了連接詞「所以」
[00:08:09.000 --> 00:08:11.000]  弟兄們「所以」
[00:08:11.000 --> 00:08:12.000]  「所以」的意思是什麼呢
[00:08:12.000 --> 00:08:14.000]  表示他接下來
[00:08:14.000 --> 00:08:16.000]  十二至十六章所講
[00:08:16.000 --> 00:08:18.000]  是建基於一至十一章
[00:08:18.000 --> 00:08:20.000]  所得的一個論證
[00:08:20.000 --> 00:08:22.000]  即是說人因為一至十一章
[00:08:22.000 --> 00:08:25.000]  所明白到恩信稱義的道理之後
[00:08:25.000 --> 00:08:29.000]  我怎樣將它放在我們的生活裏面
[00:08:29.000 --> 00:08:30.000]  接著第二句
[00:08:30.000 --> 00:08:32.000]  弟兄們的意思是什麼呢
[00:08:32.000 --> 00:08:36.000]  我們什麼人叫自己是弟兄
[00:08:36.000 --> 00:08:37.000]  信了主的人
[00:08:37.000 --> 00:08:40.000]  很明顯的對象是告訴我們聽的
[00:08:40.000 --> 00:08:42.000]  是一些異性的基督徒聽的
[00:08:42.000 --> 00:08:44.000]  他說「以」這個字
[00:08:44.000 --> 00:08:48.000]  在原文叫「Dear」這個字
[00:08:48.000 --> 00:08:49.000]  其實是很品相的
[00:08:49.000 --> 00:08:51.000]  是通過、透過、穿過
[00:08:51.000 --> 00:08:52.000]  即是說
[00:08:52.000 --> 00:08:55.000]  這個接下來的說話
[00:08:55.000 --> 00:08:57.000]  講給大家聽的說話
[00:08:57.000 --> 00:09:01.000]  是建基或者通過神的憐憫
[00:09:01.000 --> 00:09:02.000]  是因著神的憐憫
[00:09:02.000 --> 00:09:04.000]  藉著神的憐憫
[00:09:04.000 --> 00:09:07.000]  我們去得到的
[00:09:07.000 --> 00:09:09.000]  因著神的憐憫
[00:09:09.000 --> 00:09:11.000]  保羅勸我們
[00:09:11.000 --> 00:09:13.000]  或者神親自透過他的憐憫
[00:09:13.000 --> 00:09:15.000]  向我們作出一些呼籲
[00:09:15.000 --> 00:09:16.000]  勸
[00:09:16.000 --> 00:09:17.000]  向我們作出呼籲
[00:09:17.000 --> 00:09:18.000]  勸即是鼓勵
[00:09:18.000 --> 00:09:20.000]  邀請和懇求
[00:09:20.000 --> 00:09:21.000]  懇求我們什麼
[00:09:21.000 --> 00:09:22.000]  將我們的身體
[00:09:22.000 --> 00:09:23.000]  成為一個祭物
[00:09:23.000 --> 00:09:24.000]  獻給神
[00:09:24.000 --> 00:09:25.000]  成為一個活祭
[00:09:25.000 --> 00:09:27.000]  獻給神
[00:09:27.000 --> 00:09:29.000]  我們的身體指的是什麼
[00:09:29.000 --> 00:09:31.000]  真是我們的身體
[00:09:31.000 --> 00:09:32.000]  我們的心思意念
[00:09:32.000 --> 00:09:33.000]  我們的想法
[00:09:33.000 --> 00:09:37.000]  我們的肉身是實際的身體
[00:09:37.000 --> 00:09:38.000]  獻上是一個主動的
[00:09:38.000 --> 00:09:40.000]  是一個active voice
[00:09:40.000 --> 00:09:41.000]  即是主動的
[00:09:41.000 --> 00:09:42.000]  裏面有
[00:09:42.000 --> 00:09:43.000]  活祭是一個
[00:09:43.000 --> 00:09:45.000]  living sacrifice
[00:09:45.000 --> 00:09:46.000]  是一個充滿活力
[00:09:46.000 --> 00:09:47.000]  獻上的是什麼
[00:09:47.000 --> 00:09:51.000]  是你的生活
[00:09:51.000 --> 00:09:54.000]  假使剛才我們說
[00:09:54.000 --> 00:09:56.000]  獻上我們的金錢
[00:09:56.000 --> 00:09:57.000]  你試一下
[00:09:57.000 --> 00:09:58.000]  幻想一下
[00:09:58.000 --> 00:09:59.000]  幻想一下
[00:09:59.000 --> 00:10:00.000]  你就是剛才
[00:10:00.000 --> 00:10:03.000]  你放在奉獻袋裏面的那筆錢
[00:10:03.000 --> 00:10:04.000]  那個信封
[00:10:04.000 --> 00:10:05.000]  那張紙
[00:10:05.000 --> 00:10:06.000]  那張銀幣
[00:10:06.000 --> 00:10:07.000]  那張紙幣
[00:10:07.000 --> 00:10:08.000]  或者那個銀幣
[00:10:08.000 --> 00:10:09.000]  你就是
[00:10:09.000 --> 00:10:10.000]  獻上的就是
[00:10:10.000 --> 00:10:12.000]  看上去的那筆錢
[00:10:12.000 --> 00:10:15.000]  當你放了那筆錢上去之後
[00:10:15.000 --> 00:10:16.000]  那筆錢就不屬於你的了
[00:10:16.000 --> 00:10:17.000]  是誰的
[00:10:17.000 --> 00:10:18.000]  教會
[00:10:18.000 --> 00:10:19.000]  怎樣用呢
[00:10:19.000 --> 00:10:22.000]  決定權是在教會裏面的
[00:10:22.000 --> 00:10:23.000]  當你的生命
[00:10:23.000 --> 00:10:25.000]  這樣獻給神的時候
[00:10:25.000 --> 00:10:26.000]  即是說
[00:10:26.000 --> 00:10:27.000]  從此之後
[00:10:27.000 --> 00:10:28.000]  你的主權
[00:10:28.000 --> 00:10:29.000]  是交給神的了
[00:10:29.000 --> 00:10:32.000]  不再屬於你自己的了
[00:10:32.000 --> 00:10:33.000]  由今天開始
[00:10:33.000 --> 00:10:34.000]  你整個身體
[00:10:34.000 --> 00:10:36.000]  你的心思意念
[00:10:36.000 --> 00:10:38.000]  是完全交給神去管理
[00:10:38.000 --> 00:10:41.000]  而且這個是主動的
[00:10:41.000 --> 00:10:42.000]  你主動
[00:10:42.000 --> 00:10:44.000]  願意將你的生活
[00:10:44.000 --> 00:10:45.000]  成為一個祭物
[00:10:45.000 --> 00:10:47.000]  這樣獻給神
[00:10:47.000 --> 00:10:48.000]  保羅用了三個形容詞
[00:10:48.000 --> 00:10:50.000]  去形容這個祭物
[00:10:50.000 --> 00:10:51.000]  第一就是聖潔
[00:10:51.000 --> 00:10:52.000]  是純潔
[00:10:52.000 --> 00:10:53.000]  完全
[00:10:53.000 --> 00:10:55.000]  第二就是神喜歡
[00:10:55.000 --> 00:10:56.000]  是神接受
[00:10:56.000 --> 00:10:57.000]  喜悅
[00:10:57.000 --> 00:10:59.000]  第三就是活
[00:10:59.000 --> 00:11:01.000]  活祭
[00:11:01.000 --> 00:11:03.000]  是一個living
[00:11:03.000 --> 00:11:05.000]  是一個充滿活力的祭
[00:11:05.000 --> 00:11:06.000]  可能大家會覺得
[00:11:06.000 --> 00:11:08.000]  什麼叫活祭不太明白
[00:11:08.000 --> 00:11:09.000]  不如我們看一看
[00:11:09.000 --> 00:11:11.000]  Eugene Peterson
[00:11:11.000 --> 00:11:13.000]  對十二章一節的翻譯
[00:11:13.000 --> 00:11:14.000]  他是這樣翻譯的
[00:11:14.000 --> 00:11:15.000]  他説
[00:11:15.000 --> 00:11:18.000]  Take your everybody ordinary life
[00:11:18.000 --> 00:11:19.000]  your sleeping
[00:11:19.000 --> 00:11:20.000]  你的睡覺
[00:11:20.000 --> 00:11:21.000]  你的吃飯
[00:11:21.000 --> 00:11:22.000]  你going to work
[00:11:22.000 --> 00:11:24.000]  還有你walking around life
[00:11:24.000 --> 00:11:28.000]  and place it before God as an offering
[00:11:28.000 --> 00:11:29.000]  即是說
[00:11:29.000 --> 00:11:30.000]  你獻上的
[00:11:30.000 --> 00:11:32.000]  就是你平時24小時的生活
[00:11:32.000 --> 00:11:34.000]  你怎樣跟人相交
[00:11:34.000 --> 00:11:35.000]  你怎樣跟家人相處
[00:11:35.000 --> 00:11:37.000]  你怎樣跟你的同事
[00:11:37.000 --> 00:11:39.000]  弟兄姊妹相處
[00:11:39.000 --> 00:11:42.000]  你獻上的就是這些
[00:11:42.000 --> 00:11:43.000]  他説
[00:11:43.000 --> 00:11:48.000]  這些就是你的reasonable service of worship
[00:11:48.000 --> 00:11:51.000]  就是合邏輯
[00:11:51.000 --> 00:11:53.000]  是你靈異當
[00:11:53.000 --> 00:11:56.000]  理應獻上的敬拜
[00:11:56.000 --> 00:12:00.000]  什麼叫敬拜生活
[00:12:00.000 --> 00:12:02.000]  敬拜生活不是剛才你們站在那裡
[00:12:02.000 --> 00:12:03.000]  唱那幾首歌
[00:12:03.000 --> 00:12:06.000]  敬拜的生活是你24小時
[00:12:06.000 --> 00:12:10.000]  一個聖潔獻上你自己給神
[00:12:10.000 --> 00:12:13.000]  我們的侍奉
[00:12:13.000 --> 00:12:15.000]  我們的敬拜
[00:12:15.000 --> 00:12:17.000]  不是限於我們在教會
[00:12:17.000 --> 00:12:19.000]  我們的侍奉和我們的敬拜
[00:12:19.000 --> 00:12:20.000]  就是我們的生活
[00:12:20.000 --> 00:12:22.000]  我們怎樣活我們的人生
[00:12:22.000 --> 00:12:25.000]  就是我們對神的敬拜
[00:12:25.000 --> 00:12:27.000]  我曾經有一個工人姐姐
[00:12:27.000 --> 00:12:29.000]  她是一個基督徒
[00:12:29.000 --> 00:12:31.000]  有一天她跟我說
[00:12:31.000 --> 00:12:33.000]  你知不知道我和你摺被呢
[00:12:33.000 --> 00:12:34.000]  我不是摺給你的
[00:12:34.000 --> 00:12:37.000]  我是幫耶穌摺的
[00:12:37.000 --> 00:12:39.000]  是不是很感動
[00:12:39.000 --> 00:12:42.000]  很感動很感恩
[00:12:42.000 --> 00:12:43.000]  是啊
[00:12:43.000 --> 00:12:45.000]  我們每做一件事
[00:12:45.000 --> 00:12:48.000]  我們和朋友吃飯
[00:12:48.000 --> 00:12:50.000]  我們回公司工作
[00:12:50.000 --> 00:12:52.000]  其實我們都是一個敬拜
[00:12:52.000 --> 00:12:54.000]  我們是為耶穌做的
[00:12:54.000 --> 00:12:57.000]  以前我在兒童主義學校教兒童
[00:12:57.000 --> 00:12:59.000]  很多時候都會準備
[00:12:59.000 --> 00:13:01.000]  將自己扮鬼扮馬
[00:13:01.000 --> 00:13:02.000]  吸引他們的注意力
[00:13:02.000 --> 00:13:04.000]  希望他們留心聽到神的話
[00:13:04.000 --> 00:13:06.000]  有時候我會將自己
[00:13:06.000 --> 00:13:08.000]  其實小朋友已經很可愛
[00:13:08.000 --> 00:13:11.000]  但我將他們變成耶穌來看
[00:13:11.000 --> 00:13:13.000]  我獻給耶穌
[00:13:13.000 --> 00:13:15.000]  獻給耶穌
[00:13:15.000 --> 00:13:16.000]  是啊
[00:13:16.000 --> 00:13:18.000]  我們的生活就是
[00:13:18.000 --> 00:13:19.000]  我們有沒有切切實實地
[00:13:19.000 --> 00:13:21.000]  用心愛著我們的家人
[00:13:21.000 --> 00:13:23.000]  愛著我們周圍的同事
[00:13:23.000 --> 00:13:25.000]  我們有沒有切切實實地
[00:13:25.000 --> 00:13:27.000]  彼此去相愛
[00:13:27.000 --> 00:13:30.000]  昨天當我離開辦公室
[00:13:30.000 --> 00:13:32.000]  跟同事說再見
[00:13:32.000 --> 00:13:34.000]  我現在要收起自己
[00:13:34.000 --> 00:13:36.000]  因為我要背誦《廣章》
[00:13:36.000 --> 00:13:38.000]  大家有沒有覺得《廣章》是要背誦的
[00:13:38.000 --> 00:13:40.000]  其實是要背誦的
[00:13:40.000 --> 00:13:44.000]  其實我沒有告訴他們
[00:13:44.000 --> 00:13:45.000]  我要背誦《廣章》
[00:13:45.000 --> 00:13:47.000]  我說「我走了」
[00:13:47.000 --> 00:13:48.000]  他們每個人都走過來
[00:13:48.000 --> 00:13:50.000]  跟我說「加油啊你」
[00:13:50.000 --> 00:13:52.000]  我問「為什麼他們記得我明天要廣道」
