
[00:00:00.000 --> 00:00:02.000]  好 第四個祈禱 平安
[00:00:02.000 --> 00:00:07.000]  我們今天會繼續來在崇拜當中
[00:00:07.000 --> 00:00:09.000]  領受神的信使給我們
[00:00:09.000 --> 00:00:11.000]  我們還是繼續會用我
[00:00:11.000 --> 00:00:14.000]  之前有跟各位來講到的
[00:00:14.000 --> 00:00:16.000]  禱告的這個題目
[00:00:16.000 --> 00:00:18.000]  我真懂得禱告嗎
[00:00:18.000 --> 00:00:21.000]  這個今天是來到第四講
[00:00:21.000 --> 00:00:24.000]  我會用路加福音的第十一章
[00:00:24.000 --> 00:00:26.000]  五到十三節
[00:00:26.000 --> 00:00:29.000]  來作為一個我的經文
[00:00:29.000 --> 00:00:31.000]  我會使用的經文
[00:00:31.000 --> 00:00:33.000]  這個經文其實我在開始的時候
[00:00:33.000 --> 00:00:35.000]  大概有一點點的提到
[00:00:35.000 --> 00:00:37.000]  但沒有很完全的提到
[00:00:37.000 --> 00:00:40.000]  這段經文所講的內容
[00:00:40.000 --> 00:00:42.000]  當然我還是想跟各位來
[00:00:42.000 --> 00:00:45.000]  複習一下過去我們講的
[00:00:45.000 --> 00:00:49.000]  我真懂得禱告的那三堂課
[00:00:49.000 --> 00:00:50.000]  那個三堂的講到裡面
[00:00:50.000 --> 00:00:53.000]  大家大概還有多少的印象
[00:00:53.000 --> 00:00:57.000]  記得我講的那個重點是在哪裡
[00:00:57.000 --> 00:01:00.000]  所以我很想跟各位來一起看看
[00:01:00.000 --> 00:01:02.000]  還有人記得我
[00:01:02.000 --> 00:01:06.000]  從第一章開始的一些重點嗎
[00:01:06.000 --> 00:01:10.000]  這個都忘了
[00:01:10.000 --> 00:01:12.000]  沒有 還是有些人還記得
[00:01:12.000 --> 00:01:15.000]  忘記是很正常的
[00:01:15.000 --> 00:01:18.000]  記得的是很用功的
[00:01:18.000 --> 00:01:21.000]  所以我幫助各位
[00:01:21.000 --> 00:01:27.000]  第一章其實我重點就是一個字而已
[00:01:27.000 --> 00:01:30.000]  禱告是什麼
[00:01:30.000 --> 00:01:32.000]  不是無中生有
[00:01:32.000 --> 00:01:34.000]  是無中生有的無
[00:01:34.000 --> 00:01:36.000]  這是沒有
[00:01:36.000 --> 00:01:37.000]  禱告是沒有
[00:01:37.000 --> 00:01:40.000]  禱告是一個有跟沒有的
[00:01:40.000 --> 00:01:44.000]  我們來去記得那個在禱告當中
[00:01:44.000 --> 00:01:47.000]  我的重點是說當我們禱告的時候
[00:01:47.000 --> 00:01:49.000]  我們需要來到神的面前
[00:01:49.000 --> 00:01:53.000]  承認我們是一無所有
[00:01:53.000 --> 00:01:54.000]  在禱告裡面
[00:01:54.000 --> 00:01:57.000]  我們很容易一個想法是怎麼樣
[00:01:57.000 --> 00:01:59.000]  我有做禱告
[00:01:59.000 --> 00:02:03.000]  跟我沒有做禱告的那個比較
[00:02:03.000 --> 00:02:05.000]  當你沒有做禱告的時候
[00:02:05.000 --> 00:02:07.000]  當你發生一些事情的時候
[00:02:07.000 --> 00:02:12.000]  你想起我好像剛沒有禱告
[00:02:12.000 --> 00:02:15.000]  所以我就碰到這樣子的事情
[00:02:15.000 --> 00:02:17.000]  或許我忘了禱告
[00:02:17.000 --> 00:02:20.000]  這個就有些不好的事情會發生
[00:02:20.000 --> 00:02:23.000]  禱告我沒有做
[00:02:23.000 --> 00:02:25.000]  那我就會有些事情
[00:02:25.000 --> 00:02:27.000]  不好的事情臨到我身上
[00:02:27.000 --> 00:02:30.000]  我不知道你有沒有這樣子的想法
[00:02:30.000 --> 00:02:34.000]  其實禱告不是說我有禱告
[00:02:34.000 --> 00:02:38.000]  是我來到神面前好像跟神說
[00:02:38.000 --> 00:02:40.000]  我是一個怎麼樣的人
[00:02:40.000 --> 00:02:42.000]  我做了是什麼事情
[00:02:42.000 --> 00:02:43.000]  我有侍奉神
[00:02:43.000 --> 00:02:44.000]  我有奉獻
[00:02:44.000 --> 00:02:46.000]  我有來教會聚會
[00:02:46.000 --> 00:02:47.000]  我有
[00:02:47.000 --> 00:02:51.000]  所以神你就應該聽我以下的禱告
[00:02:51.000 --> 00:02:56.000]  這個是我在瑞麗跟法力三人禱告當中
[00:02:56.000 --> 00:02:58.000]  我想各位記得就是
[00:02:58.000 --> 00:03:00.000]  在禱告的時候是沒有
[00:03:00.000 --> 00:03:01.000]  是無
[00:03:01.000 --> 00:03:04.000]  當然這不是講那個什麼佛教
[00:03:04.000 --> 00:03:05.000]  什麼空無那些
[00:03:05.000 --> 00:03:07.000]  真的是我們來禱告的時候
[00:03:07.000 --> 00:03:09.000]  在神面前是一無所可誇
[00:03:09.000 --> 00:03:11.000]  一無所有
[00:03:11.000 --> 00:03:12.000]  我來到神的面前
[00:03:12.000 --> 00:03:18.000]  就是我真實我能夠上神禱告的時間機會
[00:03:18.000 --> 00:03:21.000]  所以禱告的一個很重要的學習就是說
[00:03:21.000 --> 00:03:22.000]  我沒有
[00:03:22.000 --> 00:03:27.000]  所以我就要很謙卑的來到神的面前
[00:03:27.000 --> 00:03:29.000]  告訴神我什麼都沒有
[00:03:29.000 --> 00:03:32.000]  我有神你就是我的所有
[00:03:32.000 --> 00:03:36.000]  這就是禱告裡面我們要帶這樣子的心態
[00:03:36.000 --> 00:03:38.000]  第二個是講禱告的時候
[00:03:38.000 --> 00:03:40.000]  第二堂的時候我是講到
[00:03:40.000 --> 00:03:42.000]  最重要是我們在禱告的時候
[00:03:42.000 --> 00:03:44.000]  你可以分兩部分
[00:03:44.000 --> 00:03:45.000]  一個是神的部分
[00:03:45.000 --> 00:03:47.000]  一個是人的部分
[00:03:47.000 --> 00:03:51.000]  這個對比想讓我們來學什麼
[00:03:51.000 --> 00:03:54.000]  就是說我們在禱告當中
[00:03:54.000 --> 00:03:57.000]  很多的時候是我想告訴神
[00:03:57.000 --> 00:03:58.000]  我需要什麼
[00:03:58.000 --> 00:04:01.000]  我想神你為我做什麼
[00:04:01.000 --> 00:04:05.000]  有很多是人的意思
[00:04:05.000 --> 00:04:08.000]  跟那個比較就是說
[00:04:08.000 --> 00:04:11.000]  好像是我想給神一些命令
[00:04:11.000 --> 00:04:12.000]  給他一個命令
[00:04:12.000 --> 00:04:14.000]  神你最好是為我做什麼
[00:04:14.000 --> 00:04:15.000]  最好是怎麼樣
[00:04:15.000 --> 00:04:18.000]  或許是我想得到什麼
[00:04:18.000 --> 00:04:19.000]  這個是很正常
[00:04:19.000 --> 00:04:21.000]  我們來到神面前
[00:04:21.000 --> 00:04:23.000]  我們的禱告是說其中一個很重要的部分
[00:04:23.000 --> 00:04:26.000]  就是我祈求我求神
[00:04:26.000 --> 00:04:29.000]  這個是很多我們都在禱告當中
[00:04:29.000 --> 00:04:32.000]  要跟神說的事情
[00:04:32.000 --> 00:04:33.000]  這個是可以
[00:04:33.000 --> 00:04:35.000]  但在禱告當中
[00:04:35.000 --> 00:04:37.000]  我們要學的就是神的部分
[00:04:37.000 --> 00:04:39.000]  這個人的部分就是說
[00:04:39.000 --> 00:04:41.000]  我們是很想告訴神
[00:04:41.000 --> 00:04:42.000]  我想要什麼
[00:04:42.000 --> 00:04:44.000]  我的意思是什麼
[00:04:44.000 --> 00:04:46.000]  最好什麼事情發生在我身上
[00:04:46.000 --> 00:04:49.000]  不好的事情不要發生在我身上
[00:04:49.000 --> 00:04:51.000]  但在禱告當中我想告訴各位
[00:04:51.000 --> 00:04:53.000]  從禱告裡面聖經告訴我們說
[00:04:53.000 --> 00:04:58.000]  是先求神的國跟神的義
