
[00:00:00.000 --> 00:00:01.320]  聖主多謝祢
[00:00:01.320 --> 00:00:09.040]  多謝祢用這首詩歌來提醒和鼓勵我們
[00:00:09.040 --> 00:00:11.160]  無論我們遇到什麼途徑
[00:00:11.160 --> 00:00:14.240]  都知道祢在我們身邊與我們同在
[00:00:14.240 --> 00:00:15.200]  我們更加多謝祢
[00:00:15.200 --> 00:00:17.280]  因為祢讓聖追的清神
[00:00:17.280 --> 00:00:20.320]  讓我們能夠聚眾在這個地方
[00:00:20.320 --> 00:00:22.320]  一起去敬拜祢
[00:00:22.320 --> 00:00:24.320]  讓聖靈與我們同在
[00:00:24.320 --> 00:00:27.280]  打開我們的心去接受祢的話語
[00:00:27.280 --> 00:00:30.400]  願說的和聽的都同蒙祢的願
[00:00:30.400 --> 00:00:32.400]  許諾奉主耶穌基督的名求
[00:00:32.400 --> 00:00:34.400]  阿門
[00:00:34.400 --> 00:00:37.400]  各位大姐姐妹
[00:00:37.400 --> 00:00:39.400]  不知道你們有沒有試過
[00:00:39.400 --> 00:00:41.400]  你曾經很想
[00:00:41.400 --> 00:00:43.400]  向某些事情
[00:00:43.400 --> 00:00:45.400]  或某些人提供協助
[00:00:45.400 --> 00:00:49.400]  但心裏有些聲音響起
[00:00:49.400 --> 00:00:52.400]  你不要多管閒事
[00:00:52.400 --> 00:00:55.400]  又或者有些聲音告訴你
[00:00:55.400 --> 00:00:59.400]  他不值得你幫忙
[00:00:59.400 --> 00:01:01.400]  又或者你聽過這樣的說話
[00:01:01.400 --> 00:01:03.400]  你幫他
[00:01:03.400 --> 00:01:07.400]  你可能會有損失
[00:01:07.400 --> 00:01:09.400]  又或者你有試過
[00:01:09.400 --> 00:01:11.400]  當你想去施予
[00:01:11.400 --> 00:01:13.400]  給一些人的時候
[00:01:13.400 --> 00:01:15.400]  你很記得有些忠告
[00:01:15.400 --> 00:01:17.400]  一些忠告
[00:01:17.400 --> 00:01:19.400]  對方可能比你更有錢
[00:01:19.400 --> 00:01:21.400]  你不知道
[00:01:21.400 --> 00:01:23.400]  又或者有個集團在後面
[00:01:23.400 --> 00:01:25.400]  在操控
[00:01:25.400 --> 00:01:29.400]  錢最後不會落在有需要的人身上
[00:01:29.400 --> 00:01:31.400]  這些聲音
[00:01:31.400 --> 00:01:33.400]  都會讓我們不知如何是好
[00:01:33.400 --> 00:01:35.400]  不知道應該幫忙
[00:01:35.400 --> 00:01:37.400]  還是不幫忙
[00:01:37.400 --> 00:01:39.400]  今天和大家分享的經文
[00:01:39.400 --> 00:01:41.400]  正好帶領我們思考這方面的問題
[00:01:41.400 --> 00:01:43.400]  是記載在《少林傳》
[00:01:43.400 --> 00:01:45.400]  如果大家有機會
[00:01:45.400 --> 00:01:47.400]  參加我們今期的
[00:01:47.400 --> 00:01:49.400]  讀經計劃
[00:01:49.400 --> 00:01:51.400]  你就一定會讀過這段經文
[00:01:53.400 --> 00:01:55.400]  在我們當中
[00:01:55.400 --> 00:01:57.400]  有些剛信耶穌
[00:01:57.400 --> 00:01:59.400]  或者開始認識耶穌的朋友
[00:01:59.400 --> 00:02:01.400]  可能你會問
[00:02:01.400 --> 00:02:03.400]  經常聽到有些人說保羅
[00:02:03.400 --> 00:02:05.400]  有些人又說素羅
[00:02:05.400 --> 00:02:07.400]  究竟是誰呢?
[00:02:07.400 --> 00:02:09.400]  我們回到聖經的時候
[00:02:09.400 --> 00:02:11.400]  原來保羅在未信耶穌之前
[00:02:11.400 --> 00:02:15.400]  在聖經裏稱他為素羅
[00:02:15.400 --> 00:02:17.400]  他信了耶穌之後
[00:02:17.400 --> 00:02:19.400]  特別是在《少林傳》第十三章第九節開始
[00:02:19.400 --> 00:02:21.400]  以後就改稱他為保羅
[00:02:21.400 --> 00:02:25.400]  或者叫他仕途保羅
[00:02:25.400 --> 00:02:27.400]  另外一件事就是
[00:02:27.400 --> 00:02:29.400]  凡是信耶穌的人
[00:02:29.400 --> 00:02:31.400]  我們都統稱他為耶穌基督的門徒
[00:02:31.400 --> 00:02:33.400]  或者信徒
[00:02:33.400 --> 00:02:35.400]  最近有一篇文章告訴我們
[00:02:35.400 --> 00:02:37.400]  千萬不要說自己是教徒
[00:02:37.400 --> 00:02:39.400]  因為我們信耶穌
[00:02:39.400 --> 00:02:41.400]  我們不是信基督教
[00:02:41.400 --> 00:02:43.400]  我們是信徒,不是教徒
[00:02:43.400 --> 00:02:47.400]  你和我其實都是耶穌的門徒
[00:02:47.400 --> 00:02:49.400]  或者稱之為信徒
[00:02:49.400 --> 00:02:51.400]  在方書上被耶穌呼召
[00:02:51.400 --> 00:02:55.400]  跟隨他的十二位門徒
[00:02:55.400 --> 00:02:59.400]  我們在聖經裏就尊稱他為仕途
[00:02:59.400 --> 00:03:03.400]  雖然保羅不是耶穌當初選擇的十二位門徒之一
[00:03:03.400 --> 00:03:05.400]  但因為他是在初期教會裏
[00:03:05.400 --> 00:03:07.400]  非常具影響力的領袖
[00:03:07.400 --> 00:03:13.400]  所以後世的人都會稱呼他為仕途保羅
[00:03:13.400 --> 00:03:15.400]  仕途保羅是誰呢?
[00:03:15.400 --> 00:03:21.400]  他在第二十二章第三節曾經這樣自我介紹
[00:03:21.400 --> 00:03:23.400]  他說他自己原本是猶太人
[00:03:23.400 --> 00:03:25.400]  生在基里加的大塑
[00:03:25.400 --> 00:03:29.400]  不過是在耶路撒冷長大的
[00:03:29.400 --> 00:03:35.400]  在加瑪利門下按著猶太祖宗很嚴謹的律法去受教導
[00:03:35.400 --> 00:03:39.400]  他熱心侍奉上帝
[00:03:39.400 --> 00:03:41.400]  他未遇見耶穌之前
[00:03:41.400 --> 00:03:43.400]  他和其他猶太的宗教領袖一樣
[00:03:43.400 --> 00:03:49.400]  對於耶穌和耶穌的追隨者都非常痛恨
[00:03:49.400 --> 00:03:55.400]  因為保羅視耶穌和耶穌的追隨者是可惡的異端
[00:03:55.400 --> 00:03:57.400]  必須不惜任何代價
[00:03:57.400 --> 00:04:01.400]  要跟隨 要除去 趕盡殺絕
[00:04:01.400 --> 00:04:06.400]  所以他也同樣迫害信耶穌的信徒
[00:04:06.400 --> 00:04:08.400]  並且置他們於死地
[00:04:08.400 --> 00:04:10.400]  聖經描述
[00:04:10.400 --> 00:04:13.400]  其實 蘇羅殘害教會
[00:04:13.400 --> 00:04:17.400]  不斷用威嚇 凶悍的口氣
[00:04:17.400 --> 00:04:19.400]  向耶穌的門徒說話
[00:04:19.400 --> 00:04:24.400]  逐家逐戶地進入信徒的家裡
[00:04:24.400 --> 00:04:26.400]  或者教會裡
[00:04:26.400 --> 00:04:28.400]  拉著一些男女的信徒
[00:04:28.400 --> 00:04:31.400]  拎到監獄裡收監
[00:04:31.400 --> 00:04:36.400]  正因為耶路撒冷的教會遭受到這麼大的迫害
[00:04:36.400 --> 00:04:38.400]  除了部分的使徒之外
[00:04:38.400 --> 00:04:41.400]  所有的門徒都像大逃亡一樣
[00:04:41.400 --> 00:04:45.400]  分散在猶太和撒瑪利亞各處
[00:04:45.400 --> 00:04:51.400]  保羅的熱心並未讓他放過對信徒的迫害
[00:04:51.400 --> 00:04:54.400]  當他得知基督徒散佈在大馬士革各地
[00:04:54.400 --> 00:04:57.400]  恐怕他們又會在那裡傳福音
[00:04:57.400 --> 00:05:00.400]  於是主動去見大祭司
[00:05:00.400 --> 00:05:04.400]  要求大振書寫一封信給他拿著
[00:05:04.400 --> 00:05:08.400]  送他到大馬士革的猶太會堂
[00:05:08.400 --> 00:05:13.400]  並且當他搜捕到一些信奉耶穌的人
[00:05:13.400 --> 00:05:15.400]  無論是男還是女
[00:05:15.400 --> 00:05:21.400]  都准許保羅綁著帶回耶路撒冷
[00:05:21.400 --> 00:05:22.400]  順帶一提
[00:05:22.400 --> 00:05:26.400]  這裡特別提到男女都被迫害
[00:05:26.400 --> 00:05:28.400]  讓我們格外留神
[00:05:28.400 --> 00:05:30.400]  因為以當時的社會背景
[00:05:30.400 --> 00:05:34.400]  通常女人都不被重視
[00:05:34.400 --> 00:05:38.400]  即使在信仰上稍微過失
[00:05:38.400 --> 00:05:42.400]  都只不過是被當時的男人取笑
[00:05:42.400 --> 00:05:46.400]  但現在我們見到連女人都不放過
[00:05:46.400 --> 00:05:51.400]  要捉拿捆綁去收監
[00:05:51.400 --> 00:05:54.400]  顯明訴羅和猶太的宗教領袖
[00:05:54.400 --> 00:05:57.400]  決心要將基督徒消滅
[00:05:57.400 --> 00:06:03.400]  尤其是連逃離耶路撒冷的信徒都不放過
[00:06:03.400 --> 00:06:05.400]  我見他們非常重視
[00:06:05.400 --> 00:06:09.400]  要阻止基督徒將福音講傳
[00:06:09.400 --> 00:06:12.400]  在《小蘭傳》的26章11節
[00:06:12.400 --> 00:06:16.400]  保羅後來在阿基帕王面前
[00:06:16.400 --> 00:06:20.400]  親述自己以幾近瘋狂的態度
[00:06:20.400 --> 00:06:22.400]  去迫害基督徒的時候
[00:06:22.400 --> 00:06:24.400]  他說在各個猶太會堂
[00:06:24.400 --> 00:06:31.400]  我屢次用刑去強迫基督徒說褻瀆的說話
[00:06:31.400 --> 00:06:33.400]  我非常厭惡他們
