
[00:00:00.000 --> 00:00:02.000]  各位兄姊妹平安
[00:00:02.000 --> 00:00:04.000]  我們繼續看神的話語
[00:00:04.000 --> 00:00:05.280]  《馬太福音》
[00:00:05.280 --> 00:00:07.880]  這段經文我們都熟悉
[00:00:07.880 --> 00:00:10.560]  你也聽過,就算不是上了教會很久
[00:00:10.560 --> 00:00:12.800]  但是有時候我們有一個誤解
[00:00:12.800 --> 00:00:13.960]  誤解是什麼呢?
[00:00:13.960 --> 00:00:16.520]  搞到我們找人做執事很艱難
[00:00:16.520 --> 00:00:19.080]  我們做小孩子,做大孩子
[00:00:19.080 --> 00:00:21.720]  現在小,將來大
[00:00:21.720 --> 00:00:23.040]  有時候有這種感覺
[00:00:23.040 --> 00:00:26.400]  糟了,你們將來做執事很不得了
[00:00:26.400 --> 00:00:28.120]  但這個不是這樣解釋的
[00:00:28.120 --> 00:00:30.040]  待會我會解釋清楚給你們聽
[00:00:30.040 --> 00:00:31.800]  是有原因,有背景,有段經文
[00:00:31.800 --> 00:00:32.920]  為什麼這麼說呢?
[00:00:32.920 --> 00:00:39.120]  因為這裡是耶穌去到什麼時候
[00:00:39.120 --> 00:00:41.120]  耶穌入了加伯隆
[00:00:41.120 --> 00:00:43.920]  十七章尾,到了加伯隆
[00:00:43.920 --> 00:00:45.920]  還沒到加伯隆之前
[00:00:45.920 --> 00:00:50.840]  如果你要查考,就是去到《馬可福音》第十章
[00:00:50.840 --> 00:00:53.040]  第九章,你就會找到
[00:00:53.040 --> 00:00:56.120]  那時候還沒到加伯隆之前
[00:00:56.120 --> 00:00:58.120]  那些門徒在議論
[00:00:58.120 --> 00:00:59.320]  議論到什麼呢?
[00:00:59.320 --> 00:01:00.600]  耶穌也知道
[00:01:00.600 --> 00:01:02.600]  問他們你們議論什麼
[00:01:02.600 --> 00:01:04.400]  那些門徒默不作聲
[00:01:04.400 --> 00:01:06.320]  因為他們爭論誰為大
[00:01:06.320 --> 00:01:07.720]  其實有這個背景
