
[00:00:00.000 --> 00:00:04.700]  很久沒跟大家一起在講台上分享神的話語訊息
[00:00:04.700 --> 00:00:06.900]  很高興今天有機會
[00:00:06.900 --> 00:00:13.600]  尼西米以神的異象引領
[00:00:13.600 --> 00:00:15.400]  以神的使命前行
[00:00:15.400 --> 00:00:17.900]  弟兄姊妹在座當中的朋友
[00:00:17.900 --> 00:00:19.500]  我們線上的弟兄姊妹朋友
[00:00:19.500 --> 00:00:20.500]  早晨
[00:00:20.500 --> 00:00:23.300]  我再一次感謝神和教會
[00:00:23.300 --> 00:00:26.900]  給我有機會再一次跟大家分享神的話語
[00:00:26.900 --> 00:00:28.900]  在預備今天的訊息裡面
[00:00:28.900 --> 00:00:31.500]  其實也是一個不小的挑戰
[00:00:31.500 --> 00:00:32.600]  大家可能都知道
[00:00:32.600 --> 00:00:34.400]  我在三月份和四月份
[00:00:34.400 --> 00:00:37.500]  都去了兩個頗長的海外旅遊
[00:00:37.500 --> 00:00:39.100]  但是我感謝神
[00:00:39.100 --> 00:00:41.200]  祂親自預備了我的心
[00:00:41.200 --> 00:00:45.600]  在今天讓我可以跟大家一起思想祂的話語
[00:00:45.600 --> 00:00:48.300]  今天我會替松尼希米記
[00:00:48.300 --> 00:00:50.000]  跟大家一起思想
[00:00:50.000 --> 00:00:53.000]  我們侍奉生命裡面一些重要的功課
[00:00:53.000 --> 00:00:56.200]  當然我們不可能在一篇的講道裡面
[00:00:56.200 --> 00:00:58.400]  講完整卷尼西米記
[00:00:58.400 --> 00:00:59.700]  全部十三章
[00:00:59.700 --> 00:01:02.800]  今天我主要是講第一章和第二章
[00:01:02.800 --> 00:01:05.500]  我相信透過這兩章的經文
[00:01:05.500 --> 00:01:09.400]  我們可以從尼西米的生命和祂的記錄作當中
[00:01:09.400 --> 00:01:12.400]  學習到什麼是神的異象
[00:01:12.400 --> 00:01:13.800]  什麼是神的使命
[00:01:13.800 --> 00:01:15.400]  今天的訊息
[00:01:15.400 --> 00:01:19.800]  不會是逐章逐節地詳細地解經
[00:01:19.800 --> 00:01:22.200]  我只是想將從尼西米記
[00:01:22.200 --> 00:01:25.700]  第一章第二章我所領受的一些重點
[00:01:25.700 --> 00:01:28.800]  跟大家一起思想一起放在心裡面
[00:01:28.800 --> 00:01:32.700]  也可以學習怎樣應用在我們日常生活裡面
[00:01:32.700 --> 00:01:36.100]  跟隨主侍奉主的生命當中
[00:01:36.100 --> 00:01:37.800]  如果主許可的話
[00:01:37.800 --> 00:01:41.100]  將來有機會再分享尼西米記餘下的部分
[00:01:41.100 --> 00:01:43.600]  我可以分享關於屬靈的復興
[00:01:43.600 --> 00:01:46.300]  以及神子問怎樣在持守了
[00:01:46.300 --> 00:01:49.600]  和延續了屬靈復興的課題
[00:01:53.700 --> 00:01:56.100]  多少年來不少聖經學者
[00:01:56.100 --> 00:01:59.900]  都是從屬靈領袖的角度去研究尼西米記
[00:01:59.900 --> 00:02:01.800]  坦白說這些年日
[00:02:01.800 --> 00:02:05.500]  我見過不少很多曾經熱心侍奉主的人
[00:02:05.500 --> 00:02:08.400]  他們後來都離開了侍奉的崗位
[00:02:08.400 --> 00:02:11.800]  有些甚至離開了他原本聚會的教會
[00:02:11.800 --> 00:02:13.800]  每次我見到這些情況
[00:02:13.800 --> 00:02:15.600]  我心裡面其實都很難過
[00:02:15.600 --> 00:02:19.200]  因為我親眼看到他們起初很多都是滿有熱誠
[00:02:19.200 --> 00:02:21.600]  滿有愛心去服侍弟兄姊妹
[00:02:21.800 --> 00:02:24.000]  他們願意回應神的呼召
[00:02:24.000 --> 00:02:25.400]  而放下了很多東西
[00:02:25.400 --> 00:02:28.200]  有些花了很多時間去接受聖經的訓練
[00:02:28.200 --> 00:02:32.300]  有些甚至接受了全時間神學院程度的裝備
[00:02:32.300 --> 00:02:35.500]  預備自己更好地去服侍教會
[00:02:35.500 --> 00:02:37.700]  但侍奉了幾年之後
[00:02:37.700 --> 00:02:39.000]  有什麼事發生呢?
[00:02:39.000 --> 00:02:41.300]  他們離開了侍奉的崗位
[00:02:41.300 --> 00:02:45.100]  有些人也慢慢在信仰上冷淡了
[00:02:45.100 --> 00:02:47.000]  背後的內心歷程
[00:02:47.000 --> 00:02:48.800]  我相信一定是很複雜
[00:02:48.800 --> 00:02:51.100]  是很痛苦的
[00:02:51.400 --> 00:02:53.500]  其實這個問題不單止發生在
[00:02:53.500 --> 00:02:57.500]  牧者、長老、執事或者是教會的領袖身上
[00:02:57.500 --> 00:03:01.600]  很多時候弟兄姊妹都可能曾經熱心侍奉主
[00:03:01.600 --> 00:03:03.200]  有些做過導師
[00:03:03.200 --> 00:03:04.600]  有些做過主學老師
[00:03:04.600 --> 00:03:06.200]  有些做過侍工組長
[00:03:06.200 --> 00:03:08.900]  有些很積極地參與教會的侍奉
[00:03:08.900 --> 00:03:10.600]  有些願意承擔責任
[00:03:10.600 --> 00:03:12.200]  背負教會的需要
[00:03:12.200 --> 00:03:14.500]  但因為一些個人的掙扎
[00:03:14.500 --> 00:03:15.900]  家庭的壓力
[00:03:15.900 --> 00:03:16.900]  人際關係
[00:03:16.900 --> 00:03:19.900]  或者有時候是教會裡面的一些小摩擦
[00:03:20.100 --> 00:03:22.400]  他們就選擇放下了侍奉
[00:03:22.400 --> 00:03:27.000]  有些人不再回應神起初給他們在生命裡面的呼召
[00:03:27.000 --> 00:03:30.300]  有些人轉到較大的教會裡面
[00:03:30.300 --> 00:03:33.300]  在崇拜人群裡面很安靜地聚會
[00:03:33.300 --> 00:03:37.400]  成為一個不再想參與侍奉的普通基督徒
[00:03:37.400 --> 00:03:40.200]  你覺得這樣的人多不多?
[00:03:40.200 --> 00:03:43.300]  你有沒有認識這樣的弟兄姊妹?
[00:03:43.300 --> 00:03:47.200]  或者我們可以誠實地問一問自己
[00:03:47.200 --> 00:03:48.500]  誠實地問一問自己
[00:03:48.500 --> 00:03:50.300]  我們會不會是其中一個呢?
[00:03:50.300 --> 00:03:55.600]  我這樣問是因為我們現在生活在一個
[00:03:55.600 --> 00:03:58.800]  非常快、非常容易分心的年代
[00:03:58.800 --> 00:04:01.200]  我們很忙碌
[00:04:01.200 --> 00:04:03.100]  我們有時候忙到筋疲力盡
[00:04:03.100 --> 00:04:06.700]  我們不停地看手機、查信息、回信息
[00:04:06.700 --> 00:04:09.300]  忙著工作、忙著照顧孩子
[00:04:09.300 --> 00:04:12.000]  當然還要忙著去賺錢
[00:04:12.000 --> 00:04:15.100]  有時候忙著看劇集
[00:04:15.100 --> 00:04:17.200]  有時候忙著各樣的責任
[00:04:17.600 --> 00:04:19.700]  也承受了生活上很多的壓力
[00:04:19.700 --> 00:04:22.700]  我們今天看看聖經裡面的一個人物
[00:04:22.700 --> 00:04:25.200]  他很清楚自己是在服侍神
[00:04:25.200 --> 00:04:27.700]  他也很清楚自己在做什麼
[00:04:27.700 --> 00:04:31.000]  他更加知道為什麼要服侍神
[00:04:31.000 --> 00:04:33.100]  他的名字就是尼西米
[00:04:33.100 --> 00:04:38.300]  他的故事就是一個人被神意象緊緊抓住
[00:04:38.300 --> 00:04:41.900]  並被神的使命差遣出去的故事
[00:04:41.900 --> 00:04:46.600]  在我分享之前
[00:04:47.000 --> 00:04:51.700]  我想大家一起低頭禱告
[00:04:51.700 --> 00:04:52.900]  讓我們一起禱告
[00:04:52.900 --> 00:04:55.900]  親愛的天父,我們來到祢面前
[00:04:55.900 --> 00:04:57.300]  求祢引導我們
[00:04:57.300 --> 00:04:59.800]  一起進入尼西米記的經文
[00:04:59.800 --> 00:05:01.600]  求祢幫助我們
[00:05:01.600 --> 00:05:04.000]  不單止聽見祢的話語
[00:05:04.000 --> 00:05:06.600]  也能夠在我們的生活裡面
[00:05:06.600 --> 00:05:07.800]  活出祢的話語
[00:05:07.800 --> 00:05:11.400]  我們這樣的禱告是奉主耶穌基督的名禱
[00:05:11.400 --> 00:05:12.400]  阿們
[00:05:15.000 --> 00:05:19.200]  弟兄姊妹,當我正式進入尼西米記之前
[00:05:19.200 --> 00:05:21.200]  我想先分享一下我自己
[00:05:21.200 --> 00:05:24.300]  屬靈旅程裡面我個人對神的意象
[00:05:24.300 --> 00:05:26.000]  使命的一些經歷
[00:05:26.000 --> 00:05:32.800]  我記得我是在高中最後一年順著的
[00:05:32.800 --> 00:05:35.000]  跟很多年輕人一樣
[00:05:35.000 --> 00:05:39.400]  當時其實我還沒有真正完全降伏在神的面前
[00:05:39.400 --> 00:05:42.200]  很多時候自己有需要的時候
[00:05:42.200 --> 00:05:44.400]  才會去神面前禱告一下
[00:05:44.900 --> 00:05:47.800]  可能隔幾個星期就回到教會崇拜
[00:05:47.800 --> 00:05:51.600]  但神對我的生命有很大的計劃
[00:05:51.600 --> 00:05:52.800]  好幾年之後
[00:05:52.800 --> 00:05:55.600]  我在三藩市灣區讀研究院的時候
[00:05:55.600 --> 00:05:57.900]  神接著不同的人
[00:05:57.900 --> 00:05:59.100]  不同的弟兄姊妹
[00:05:59.100 --> 00:06:00.500]  和一些環境
[00:06:00.500 --> 00:06:02.800]  喚醒了我的沉睡的靈魂
[00:06:02.800 --> 00:06:05.200]  聖靈覆興了我的心
[00:06:05.200 --> 00:06:06.300]  不久以後
[00:06:06.300 --> 00:06:09.300]  我開始在帕魯阿圖的主恩教會聚會
[00:06:09.300 --> 00:06:13.400]  也在那裡我認識了我敬愛的屬靈導師
[00:06:13.600 --> 00:06:16.200]  是堂會的主任牧師張唐牧師
[00:06:16.200 --> 00:06:19.800]  張牧師是一位很難得的牧者
[00:06:19.800 --> 00:06:22.200]  他有深厚的神學根基
[00:06:22.200 --> 00:06:24.300]  也有真誠的牧者心腸
[00:06:24.300 --> 00:06:26.800]  他牧養了我和我太太Winnie
[00:06:26.800 --> 00:06:28.600]  差不多十幾年的時間
[00:06:28.600 --> 00:06:30.900]  他來加州牧會之前
[00:06:30.900 --> 00:06:33.600]  張牧師其實是在加拿大Winnipeg
[00:06:33.600 --> 00:06:35.400]  牧養一間華人教會
[00:06:35.400 --> 00:06:38.900]  他影響了很多後來成為基督教領袖的信徒
[00:06:38.900 --> 00:06:42.000]  包括了香港突破的蔡元雲醫生
[00:06:42.400 --> 00:06:44.500]  前中信的羅曼華博士
[00:06:44.500 --> 00:06:46.700]  以及很多愛主愛神的僕人
[00:06:46.700 --> 00:06:48.700]  對我和Winnie來說
[00:06:48.700 --> 00:06:50.800]  主恩教會是我們侍奉最長
[00:06:50.800 --> 00:06:52.900]  也是最深刻的屬靈之家
[00:06:52.900 --> 00:06:55.800]  當我預備這篇講道的時候
[00:06:55.800 --> 00:06:58.000]  尼西米基不斷地湧入我的心裡面
[00:06:58.000 --> 00:07:00.800]  尼西米是一位領受神意象
[00:07:00.800 --> 00:07:03.200]  並且全心投入神使命的僕人
[00:07:03.200 --> 00:07:05.000]  而聖靈也讓我看到
[00:07:05.000 --> 00:07:07.400]  其實尼西米和張牧師之間
[00:07:07.400 --> 00:07:09.700]  其實有很多美好相似的地方
[00:07:10.200 --> 00:07:13.500]  在1992年張牧師曾經邀請我考慮擔任
[00:07:13.500 --> 00:07:15.200]  當時教會的執事
[00:07:15.200 --> 00:07:18.800]  但我很有禮貌地婉拒了他這個邀請
[00:07:18.800 --> 00:07:21.100]  並且告訴牧師我和Winnie
[00:07:21.100 --> 00:07:24.200]  其實感到神可能很快就呼召我們回亞洲
[00:07:24.200 --> 00:07:25.700]  參與Tag Making
[00:07:25.700 --> 00:07:27.200]  大職宣教侍奉
[00:07:27.200 --> 00:07:30.900]  張牧師不單沒有因此覺得被我拒絕了
[00:07:30.900 --> 00:07:34.500]  反而鼓勵我們要忠心地跟隨神的帶領
[00:07:34.500 --> 00:07:36.200]  差不多同一時間
[00:07:36.200 --> 00:07:39.900]  原來張牧師他自己也是在神的呼召中尋求
