
[00:00:00.000 --> 00:00:02.780]  讓我們一起低頭祈禱
[00:00:02.780 --> 00:00:04.420]  天護上帝,我們感謝祢
[00:00:04.420 --> 00:00:06.720]  當洪水氾濫的時候
[00:00:06.720 --> 00:00:09.000]  祢仍然坐著為王
[00:00:09.000 --> 00:00:12.400]  在我們平順的日子,祢坐著為王
[00:00:12.400 --> 00:00:14.980]  在我們艱難的日子,祢坐著為王
[00:00:14.980 --> 00:00:18.220]  在我們很豐盛的日子,祢坐著為王
[00:00:18.220 --> 00:00:21.820]  在我們孤單、飄零的日子,祢仍然在
[00:00:21.820 --> 00:00:23.640]  我們為此來感謝祢
[00:00:23.640 --> 00:00:28.020]  為眾頂姐妹,特別仍然在香港的頂姐妹來祈禱
[00:00:28.020 --> 00:00:29.800]  因為祢留我們在
[00:00:29.800 --> 00:00:33.540]  仍然讓我們可以在這裡來見證祢
[00:00:33.540 --> 00:00:36.760]  讓我們可以在這裡來服侍祢、榮耀祢
[00:00:36.760 --> 00:00:38.880]  又賜福給我們在海外的頂姐妹
[00:00:38.880 --> 00:00:42.720]  主啊,好像我們的意象、願景一樣
[00:00:42.720 --> 00:00:47.340]  讓他們帶著照明到每一個地方生活的時候
[00:00:47.340 --> 00:00:49.640]  都是見證祢、都是榮耀祢
[00:00:49.640 --> 00:00:51.320]  願祢賜福、恩代我們
[00:00:51.320 --> 00:00:53.980]  將今天的崇拜我們再一次交託在祢手中
[00:00:53.980 --> 00:00:56.380]  求聖靈親自對我們說話
[00:00:56.380 --> 00:00:59.040]  奉耶穌基督聖名祈禱,阿門
[00:01:00.080 --> 00:01:05.440]  如果我說現在的香港是充滿著鬥爭
[00:01:05.440 --> 00:01:08.620]  舉報、批評的這些文化
[00:01:08.620 --> 00:01:10.800]  相信大家都不會反對,是嗎?
[00:01:10.800 --> 00:01:13.780]  在這種舉報的文化
[00:01:13.780 --> 00:01:16.160]  破壞了很多信任的關係
[00:01:16.160 --> 00:01:20.760]  最近大家都很關心奧運
[00:01:20.760 --> 00:01:25.220]  香港代表隊一個成員只穿一件
[00:01:25.220 --> 00:01:28.940]  仍然是合規格的黑色球衣
[00:01:28.940 --> 00:01:32.600]  都可以在未被了解之下
[00:01:32.600 --> 00:01:36.120]  毫不留情地遭受抨擊
[00:01:36.120 --> 00:01:41.660]  結果不是抨擊的人要道歉
[00:01:41.660 --> 00:01:44.280]  而是指出抨擊的人有問題的人
[00:01:44.280 --> 00:01:47.860]  反被批評、批鬥
[00:01:47.860 --> 00:01:50.200]  其實現在的香港就是這麼荒謬
[00:01:50.200 --> 00:01:54.320]  我想我們身處在其中超過兩年的日子
[00:01:54.320 --> 00:01:56.600]  是見證著這種的情況
[00:01:56.600 --> 00:01:58.840]  所以有時連我們在教會的生活
[00:01:58.840 --> 00:02:00.880]  都好像有些不安
[00:02:00.880 --> 00:02:02.120]  甚至有些說話
[00:02:02.120 --> 00:02:04.120]  我們都不知道可不可以在小組裡說
[00:02:04.120 --> 00:02:05.440]  在教會裡說
[00:02:05.440 --> 00:02:06.440]  跟頂尖會說
[00:02:06.440 --> 00:02:08.080]  跟傳達人來說
[00:02:08.080 --> 00:02:12.040]  其實教會都沒有兩樣
[00:02:12.040 --> 00:02:13.640]  今天跟大家說的經文
[00:02:13.640 --> 00:02:15.720]  正正是說當年的信徒
[00:02:15.720 --> 00:02:20.200]  他們之間都面對著很多的爭戰、鬥毆
[00:02:20.200 --> 00:02:21.880]  放在今天的處境
[00:02:21.880 --> 00:02:25.480]  其實相信可以成為我們的提醒
[00:02:25.480 --> 00:02:31.000]  上次講道是講良言、善語、真話
[00:02:31.000 --> 00:02:32.120]  是講第三章
[00:02:32.120 --> 00:02:34.640]  講舌頭的威力
[00:02:34.640 --> 00:02:36.560]  在這個關係撕裂的年代
[00:02:36.560 --> 00:02:38.520]  人的說話充滿著惡毒
[00:02:38.520 --> 00:02:40.480]  也都充滿著虛荒
[00:02:40.480 --> 00:02:43.120]  作為門徒的我們有什麼不同呢?
[00:02:43.120 --> 00:02:46.920]  就是記得我們有怎樣的內在生命
[00:02:46.920 --> 00:02:48.920]  就有怎樣的言語
[00:02:48.920 --> 00:02:50.600]  今天的講道
[00:02:50.600 --> 00:02:53.680]  本是同根生
[00:02:53.680 --> 00:02:58.920]  本是同根生在我最後的時候會再解一解
[00:02:58.920 --> 00:03:00.320]  作者來到第四章
[00:03:00.320 --> 00:03:02.480]  沒有再講我的弟兄們
[00:03:02.480 --> 00:03:05.040]  沒有用這樣來做開始
[00:03:05.040 --> 00:03:10.160]  是承接著上文第三章講言語的衝突
[00:03:10.160 --> 00:03:12.400]  其實是來自什麼呢?
[00:03:12.400 --> 00:03:18.080]  不單單第四章進入到一個具體的例子
[00:03:18.080 --> 00:03:19.440]  不單單是一個形容
[00:03:19.440 --> 00:03:25.840]  也都再追溯原來的那些嫉妒、紛爭、鬥毆
[00:03:25.840 --> 00:03:27.920]  是來自裡面
[00:03:27.920 --> 00:03:30.760]  不是外在的衝突這麼簡單
[00:03:30.760 --> 00:03:34.280]  不是外在環境事件這麼簡單
[00:03:34.280 --> 00:03:37.200]  而是我們裡面的渴求
[00:03:37.200 --> 00:03:38.880]  我們一起來看
[00:03:38.880 --> 00:03:41.240]  先看第四章的第一節
[00:03:41.240 --> 00:03:46.400]  雅各說:你們中間的真戰鬥毆是從哪裡來呢?
[00:03:46.400 --> 00:03:51.240]  不是從你們八體中戰鬥之私欲來的嗎?
[00:03:51.240 --> 00:03:54.160]  真戰鬥毆即是吵架
[00:03:54.160 --> 00:03:56.080]  即是衝突
[00:03:56.080 --> 00:03:58.280]  當時的信徒記得
[00:03:58.280 --> 00:04:01.480]  他們是散居在不同的地方
[00:04:01.480 --> 00:04:05.600]  雅各是說寫信給散居的十二支派
[00:04:05.600 --> 00:04:07.400]  十二支派就是猶太的信徒
[00:04:07.400 --> 00:04:12.640]  他們當時在不同的時刻受著逼迫患難
[00:04:12.640 --> 00:04:13.560]  去到不同的地方
[00:04:13.560 --> 00:04:15.560]  就好像香港今天這樣的情況
[00:04:15.560 --> 00:04:17.360]  但為什麼去到不同的地方
[00:04:17.360 --> 00:04:18.120]  都會吵架?
[00:04:18.120 --> 00:04:19.920]  即是這麼遠怎麼吵架?
[00:04:19.920 --> 00:04:21.240]  今天可以吵架
[00:04:21.240 --> 00:04:22.960]  因為網絡很發達
[00:04:22.960 --> 00:04:26.120]  我們在Facebook或者社交媒體
[00:04:26.120 --> 00:04:28.840]  說話就可以爭拗
[00:04:28.840 --> 00:04:31.120]  他們有各式各樣的爭論
[00:04:31.120 --> 00:04:33.360]  其中有兩樣較為明顯的
[00:04:33.360 --> 00:04:37.560]  就是怎樣去對待貧窮和富有的人
[00:04:37.560 --> 00:04:40.120]  還有什麼是信心
[00:04:40.120 --> 00:04:43.240]  什麼是有行為的信心
[00:04:43.240 --> 00:04:46.400]  這個在前三章已經跟頂姐妹說了
[00:04:46.400 --> 00:04:47.120]  留意
[00:04:47.120 --> 00:04:51.320]  雅各在這裡用的詞語是很強烈的
[00:04:51.320 --> 00:04:53.760]  他說是「爭戰鬥毆」
[00:04:53.760 --> 00:04:58.520]  「爭戰鬥毆」是一個暗喻的方式
[00:04:58.520 --> 00:05:02.720]  表達基督徒之間的吵架
[00:05:02.720 --> 00:05:05.560]  或者衝突的分歧
[00:05:05.560 --> 00:05:08.280]  那種敵對、惡劣的程度
[00:05:08.280 --> 00:05:11.880]  好像成為了戰場一樣
[00:05:11.880 --> 00:05:13.280]  是戰場
[00:05:13.280 --> 00:05:16.040]  和諧已經不再存在
[00:05:16.040 --> 00:05:18.960]  雅各說爭吵這些衝突
[00:05:18.960 --> 00:05:20.480]  源於什麼呢?
[00:05:20.480 --> 00:05:22.280]  他說是源於
[00:05:22.280 --> 00:05:27.600]  「八體中爭戰鬥的私欲」
[00:05:27.600 --> 00:05:28.960]  私欲是什麼呢?
[00:05:28.960 --> 00:05:30.440]  第一章的時候已經解釋
[00:05:30.440 --> 00:05:33.000]  私欲是說個人的慾望
