
[00:00:00.000 --> 00:00:03.080]  我們開始之前我們同心的祈禱
[00:00:30.000 --> 00:00:33.080]  奉主耶穌基督德性的明智祈求 阿們
[00:01:00.000 --> 00:01:03.000]  體會到有主的大靈
[00:01:03.000 --> 00:01:06.000]  當然有些詳細的事不說了
[00:01:06.000 --> 00:01:09.000]  我相信這些的總結 可能都是我們生命的寫照
[00:01:09.000 --> 00:01:12.000]  可以說這些的體會
[00:01:12.000 --> 00:01:15.000]  是幫助我們超越所謂人生的順境或者逆境
[00:01:15.000 --> 00:01:18.000]  今天可能在香港的處境
[00:01:18.000 --> 00:01:21.000]  可能都會
[00:01:21.000 --> 00:01:24.000]  我們心裏面都可能有些迷茫和壓力
[00:01:24.000 --> 00:01:27.000]  或者都不知道怎樣去面對
[00:01:27.000 --> 00:01:30.000]  但是在保羅和巴拿巴的侍奉上
[00:01:30.000 --> 00:01:33.000]  我們看到即使他們在侍奉上的
[00:01:33.000 --> 00:01:36.000]  信流或者逆流
[00:01:36.000 --> 00:01:39.000]  都不改他們對神的偉心和忠心
[00:01:39.000 --> 00:01:42.000]  就讓我們看看這一段的經文
[00:01:42.000 --> 00:01:45.000]  來明白神給我們有什麼訊息
[00:01:45.000 --> 00:01:48.000]  在保羅的侍奉裏面
[00:01:48.000 --> 00:01:51.000]  似乎有
[00:01:51.000 --> 00:01:54.000]  始童傳裏面有兩大主角
[00:01:54.000 --> 00:01:57.000]  分別是士徒彼得和保羅
[00:01:57.000 --> 00:02:00.000]  由十三章開始
[00:02:00.000 --> 00:02:03.000]  由蘇羅改名為保羅
[00:02:03.000 --> 00:02:06.000]  跟著十三章打後
[00:02:06.000 --> 00:02:09.000]  就是保羅的一個主角之一
[00:02:09.000 --> 00:02:12.000]  在這個侍童傳裏面
[00:02:12.000 --> 00:02:15.000]  在侍奉裏面
[00:02:15.000 --> 00:02:18.000]  無疑有很多可以說是榮耀的地方
[00:02:18.000 --> 00:02:21.000]  但往往在榮耀裏面也有危機
[00:02:21.000 --> 00:02:24.000]  可以在剛才江卓主席所讀的經文裏面
[00:02:24.000 --> 00:02:27.000]  都讓我們看到
[00:02:27.000 --> 00:02:30.000]  在人生裏面或在侍奉裏面
[00:02:30.000 --> 00:02:33.000]  波濤洶湧
[00:02:33.000 --> 00:02:36.000]  但也有可以說是很順境的地方
[00:02:36.000 --> 00:02:39.000]  我們就來看看十四章的一至七節
[00:02:39.000 --> 00:02:42.000]  二人
[00:02:42.000 --> 00:02:45.000]  這個只是保羅和巴拿巴
[00:02:45.000 --> 00:02:48.000]  在以哥廉同進猶太人的會堂
[00:02:48.000 --> 00:02:51.000]  叫猶太人和希臘人信的人很多
[00:02:51.000 --> 00:02:54.000]  很自然
[00:02:54.000 --> 00:02:57.000]  如果你想想保羅和巴拿巴
[00:02:57.000 --> 00:03:00.000]  去到一個猶太人的會堂
[00:03:00.000 --> 00:03:03.000]  然後分享神的話語
[00:03:03.000 --> 00:03:06.000]  分享福音那裏信的人很多
[00:03:06.000 --> 00:03:09.000]  是不是很開心很值得高興
[00:03:09.000 --> 00:03:12.000]  即是他們看到自己是被神使用
[00:03:12.000 --> 00:03:15.000]  這個可以說是一個順境
[00:03:15.000 --> 00:03:18.000]  但是第二節開始
[00:03:18.000 --> 00:03:21.000]  但那不順從的猶太人
[00:03:21.000 --> 00:03:24.000]  聳動外邦人叫他們心裏老恨弟兄
[00:03:24.000 --> 00:03:27.000]  在同時這個順境有很多人信主的時候
[00:03:27.000 --> 00:03:30.000]  另外一班人就聽得很不舒服
[00:03:30.000 --> 00:03:33.000]  從而去
[00:03:33.000 --> 00:03:36.000]  即是說聳動外邦人
[00:03:36.000 --> 00:03:39.000]  去挑戰
[00:03:39.000 --> 00:03:42.000]  或者去不順從
[00:03:42.000 --> 00:03:45.000]  這個保羅和巴拿巴的宣講
[00:03:45.000 --> 00:03:48.000]  甚至聖經形容是老恨弟兄
[00:03:48.000 --> 00:03:51.000]  簡直是氣他們
[00:03:51.000 --> 00:03:54.000]  帶著憤怒
[00:03:54.000 --> 00:03:57.000]  你想想你遇過一些朋友甚至家人
[00:03:57.000 --> 00:04:00.000]  很憤怒地對你其實是很不舒服的
[00:04:00.000 --> 00:04:03.000]  第三節
[00:04:03.000 --> 00:04:06.000]  二人在那裏住了多日
[00:04:06.000 --> 00:04:09.000]  倚靠主放膽講道
[00:04:09.000 --> 00:04:12.000]  這個是他們第一知道
[00:04:12.000 --> 00:04:15.000]  不是靠自己的能力和膽量
[00:04:15.000 --> 00:04:18.000]  去應付一班老老他們的人
[00:04:18.000 --> 00:04:21.000]  但是在這個時間
[00:04:21.000 --> 00:04:24.000]  他們很有能力去宣講神的話語
[00:04:24.000 --> 00:04:27.000]  主藉他們的手
[00:04:27.000 --> 00:04:30.000]  施行神蹟騎士
[00:04:30.000 --> 00:04:33.000]  證明他的恩道
[00:04:33.000 --> 00:04:36.000]  就好像有些困難的時候
[00:04:36.000 --> 00:04:39.000]  聳動外邦人又使用他們
[00:04:39.000 --> 00:04:42.000]  當他們宣講的時候
[00:04:42.000 --> 00:04:45.000]  有神蹟騎士
[00:04:45.000 --> 00:04:48.000]  證明他的恩道
[00:04:48.000 --> 00:04:51.000]  今天我們搞報道會
[00:04:51.000 --> 00:04:54.000]  我們都是講信息
[00:04:54.000 --> 00:04:57.000]  我們不會說神蹟醫治
[00:04:57.000 --> 00:05:00.000]  可能行動卑鄙的站起來
[00:05:00.000 --> 00:05:03.000]  有病有什麼嚴重疾病
[00:05:03.000 --> 00:05:06.000]  我們今天未必是這樣
[00:05:06.000 --> 00:05:09.000]  但是當天神用這個特別的恩典
[00:05:09.000 --> 00:05:12.000]  讓那裏聽的人
[00:05:12.000 --> 00:05:15.000]  就看得出保祿和巴拿巴他們所宣講的
[00:05:15.000 --> 00:05:18.000]  真是一個聖經的真道
[00:05:18.000 --> 00:05:21.000]  從神而來的啟示
[00:05:21.000 --> 00:05:24.000]  是帶著權柄的宣講
[00:05:24.000 --> 00:05:27.000]  所以就令到第十四節
[00:05:27.000 --> 00:05:30.000]  城裏的眾人就分了黨
[00:05:30.000 --> 00:05:33.000]  猶太人的有附從使徒的
[00:05:33.000 --> 00:05:36.000]  即是說在這個群體裏面
[00:05:36.000 --> 00:05:39.000]  甚至在這個城市裏面
[00:05:39.000 --> 00:05:42.000]  可以說分撕裂
[00:05:42.000 --> 00:05:45.000]  一班人就信從猶太人
[00:05:45.000 --> 00:05:48.000]  即是說反對保祿和巴拿巴
[00:05:48.000 --> 00:05:51.000]  另外有一班人就支持使徒
[00:05:51.000 --> 00:05:54.000]  第十四章的五節說
[00:05:54.000 --> 00:05:57.000]  那時外邦人和猶太人
[00:05:57.000 --> 00:06:00.000]  一起湧上要凌辱使徒
[00:06:00.000 --> 00:06:03.000]  用石頭打他們
[00:06:03.000 --> 00:06:06.000]  即是說當時使徒
[00:06:06.000 --> 00:06:09.000]  他們不是不受歡迎被人趕出去會堂這麼簡單
[00:06:09.000 --> 00:06:14.000]  是被人準備用石頭去扔他們
[00:06:14.000 --> 00:06:17.000]  這個是可以導致身體受傷
[00:06:17.000 --> 00:06:20.000]  甚至大家記得在《史壇傳》
[00:06:20.000 --> 00:06:23.000]  第一個殉道的一個執事
[00:06:23.000 --> 00:06:27.000]  一個外邦的執事就是被石頭扔死
[00:06:27.000 --> 00:06:33.000]  即是說他們面對不是這麼簡單的逼迫
[00:06:33.000 --> 00:06:36.000]  而是甚至生命受到威脅
[00:06:36.000 --> 00:06:39.000]  接著十四章的六節說
[00:06:39.000 --> 00:06:42.000]  使徒知道了就逃往呂高黎的路斯德
[00:06:42.000 --> 00:06:46.000]  特比兩個城和周圍的地方去
[00:06:46.000 --> 00:06:49.000]  使徒見到這個情勢
[00:06:49.000 --> 00:06:51.000]  自然就離開就走了
[00:06:51.000 --> 00:06:53.000]  但是走了就不算了
[00:06:53.000 --> 00:06:58.000]  他們就繼續在那裡傳福音
[00:06:58.000 --> 00:07:04.000]  即是說在這個《史壇傳》給我們看到
[00:07:04.000 --> 00:07:08.000]  保羅他們有一個人生的使命和目標
[00:07:08.000 --> 00:07:11.000]  他們的焦點就是傳耶穌基督的福音
[00:07:11.000 --> 00:07:13.000]  並他的十字架
[00:07:13.000 --> 00:07:15.000]  這個叫人知罪
[00:07:15.000 --> 00:07:17.000]  也是一個赦免的福音
[00:07:17.000 --> 00:07:21.000]  雖然可以說在今天
[00:07:21.000 --> 00:07:25.000]  神都不會很多時候用一些神蹟騎士
[00:07:25.000 --> 00:07:27.000]  來印證這個福音
[00:07:27.000 --> 00:07:30.000]  而是著重聖靈的光照
[00:07:30.000 --> 00:07:31.000]  以致人得重生
[00:07:31.000 --> 00:07:33.000]  叫人悔改知罪
[00:07:33.000 --> 00:07:37.000]  但是在保羅在這個《史壇傳》裡的紀錄裡
[00:07:37.000 --> 00:07:41.000]  給我們看到保羅自己親身經歷到
[00:07:41.000 --> 00:07:45.000]  藉著他去施展那些神蹟騎士
[00:07:45.000 --> 00:07:47.000]  甚至醫治的權能
[00:07:47.000 --> 00:07:50.000]  可以說保羅自己他的悔改
[00:07:50.000 --> 00:07:55.000]  他怎樣在大馬士革路上如何遇見主
[00:07:55.000 --> 00:07:57.000]  都是一個很特別的經歷
[00:07:57.000 --> 00:08:02.000]  這些經歷都是幫助成就了他對信仰的體會
[00:08:02.000 --> 00:08:08.000]  再不單止只是所謂讀聖經
[00:08:08.000 --> 00:08:09.000]  只是那些書卷
[00:08:09.000 --> 00:08:10.000]  舊約的書卷
[00:08:10.000 --> 00:08:15.000]  他以往接受傳統法利賽人的教導
[00:08:15.000 --> 00:08:17.000]  而在他的生命的經歷裡
[00:08:17.000 --> 00:08:23.000]  真是實實在在經歷到耶穌基督就是那位復活的主
[00:08:23.000 --> 00:08:25.000]  在這個馴流裡
[00:08:25.000 --> 00:08:29.000]  猶太人和希臘的人信主很多
[00:08:29.000 --> 00:08:30.000]  逆流是什麼呢
[00:08:30.000 --> 00:08:31.000]  就剛才說了
[00:08:31.000 --> 00:08:32.000]  被擄行
[00:08:32.000 --> 00:08:36.000]  甚至餐廳被石頭扔死
[00:08:36.000 --> 00:08:40.000]  但是保羅給我們一個見證
[00:08:40.000 --> 00:08:43.000]  就是他因言擺上
[00:08:43.000 --> 00:08:46.000]  即使遇到這麼大的危險
[00:08:46.000 --> 00:08:51.000]  在侍奉裡仍然去見證神和他的恩典
[00:08:51.000 --> 00:08:56.000]  今天其實我們的人生都是有順境有逆境
[00:08:56.000 --> 00:08:59.000]  這個是你應該接受
[00:08:59.000 --> 00:09:02.000]  每一個人都要明白和接受
[00:09:02.000 --> 00:09:05.000]  難就難在我們順境是沒有什麼難的
[00:09:05.000 --> 00:09:07.000]  為什麼神給我這麼多順境
[00:09:07.000 --> 00:09:08.000]  不會這樣說
[00:09:08.000 --> 00:09:09.000]  只是在逆境的時候
[00:09:09.000 --> 00:09:11.000]  為什麼神給我遇上這件事
[00:09:11.000 --> 00:09:12.000]  或者這一個疾病
[00:09:12.000 --> 00:09:14.000]  或者這一個處境
[00:09:14.000 --> 00:09:15.000]  可能我們就會問
[00:09:15.000 --> 00:09:17.000]  但是順境我們不會
[00:09:17.000 --> 00:09:18.000]  不會問神
[00:09:18.000 --> 00:09:20.000]  為什麼你給我這麼多順境
[00:09:20.000 --> 00:09:21.000]  我又可以去旅行了
[00:09:21.000 --> 00:09:22.000]  我又可以怎樣了
[00:09:22.000 --> 00:09:24.000]  又可以做什麼了
[00:09:24.000 --> 00:09:26.000]  我們很少這樣問的
[00:09:26.000 --> 00:09:28.000]  所以其實
[00:09:28.000 --> 00:09:30.000]  但是相反原來一個基督徒
[00:09:30.000 --> 00:09:35.000]  怎樣去面對所謂順境或者逆境
[00:09:35.000 --> 00:09:39.000]  甚至他遇到波濤的時候
[00:09:39.000 --> 00:09:42.000]  即是說有疑惑的時候
[00:09:42.000 --> 00:09:46.000]  其實仍然可以有一些感恩的事
[00:09:46.000 --> 00:09:49.000]  我們如果看回基督教的歷史
[00:09:49.000 --> 00:09:50.000]  我們就知道
[00:09:50.000 --> 00:09:54.000]  逼迫不只是第一世紀的基督徒他們遇到
[00:09:54.000 --> 00:09:56.000]  到了今時今日
[00:09:56.000 --> 00:09:58.000]  即是說我們基督教的信仰
[00:09:58.000 --> 00:10:00.000]  在全球不同的地方
[00:10:00.000 --> 00:10:03.000]  都有一些地方是比較困難一點的
[00:10:03.000 --> 00:10:04.000]  那裡做基督徒
[00:10:04.000 --> 00:10:06.000]  做神的兒女
[00:10:06.000 --> 00:10:09.000]  甚至生命受到威脅
[00:10:09.000 --> 00:10:13.000]  有時候會有一些人會覺得
[00:10:13.000 --> 00:10:14.000]  基督徒去傳福音
[00:10:14.000 --> 00:10:16.000]  其實是一件很蠢的事
[00:10:16.000 --> 00:10:18.000]  特別是一些危險的地方
[00:10:18.000 --> 00:10:21.000]  傳福音值不值得呢
[00:10:21.000 --> 00:10:25.000]  但是我相信保羅都知道這個危險
[00:10:25.000 --> 00:10:29.000]  但是他知道能夠叫一個靈魂得救不死
[00:10:29.000 --> 00:10:35.000]  也都知道天父已經賜下天上最大的禮物
[00:10:35.000 --> 00:10:38.000]  就是耶穌基督給過世人
[00:10:38.000 --> 00:10:40.000]  為世人捨身流血
[00:10:40.000 --> 00:10:41.000]  為我們捨身流血
[00:10:41.000 --> 00:10:43.000]  以致我們得救
[00:10:43.000 --> 00:10:45.000]  所以他更加願意
[00:10:45.000 --> 00:10:49.000]  將這麼寶貴的福音跟人分享
[00:10:49.000 --> 00:10:52.000]  這個是保羅他自己的經歷
[00:10:52.000 --> 00:10:56.000]  甚至他在侍奉裏面很實實在在
[00:10:56.000 --> 00:11:00.000]  經歷到神藉著他的手去醫治人
[00:11:00.000 --> 00:11:04.000]  我們來看看詩壇轉十四章的八至十節
[00:11:04.000 --> 00:11:05.000]  那裡這樣說
[00:11:05.000 --> 00:11:06.000]  聖經說
[00:11:06.000 --> 00:11:09.000]  路斯德城裡坐了一個兩腳無力的人
[00:11:09.000 --> 00:11:11.000]  身來是瘸腿的
[00:11:11.000 --> 00:11:13.000]  從來沒有走過
[00:11:13.000 --> 00:11:17.000]  大家可以想像一個人曾經走過路
[00:11:17.000 --> 00:11:20.000]  而慢慢可能年紀大了
[00:11:20.000 --> 00:11:23.000]  或者因為一些什麼意外緣故
[00:11:23.000 --> 00:11:24.000]  不能夠走得
[00:11:24.000 --> 00:11:27.000]  其實都是很難很辛苦的
[00:11:27.000 --> 00:11:29.000]  最近有一套戲
[00:11:29.000 --> 00:11:32.000]  就是說一個運動很叻的人
[00:11:32.000 --> 00:11:34.000]  但是因為一次交通意外
[00:11:34.000 --> 00:11:36.000]  就要坐輪椅
[00:11:36.000 --> 00:11:38.000]  但是他後來經過苦練
[00:11:38.000 --> 00:11:43.000]  就成功可以攀上獅子山
[00:11:43.000 --> 00:11:45.000]  都是帶著毅力
[00:11:45.000 --> 00:11:49.000]  但是如果一個身來從來沒有走過的人
[00:11:49.000 --> 00:11:51.000]  見到周圍的人可以走
[00:11:51.000 --> 00:11:54.000]  自己又不能夠走的話
[00:11:54.000 --> 00:11:57.000]  其實那種無力的感是很大的
[00:11:57.000 --> 00:11:59.000]  不是說曾經走過
[00:11:59.000 --> 00:12:01.000]  又能夠因為某些的緣故
[00:12:01.000 --> 00:12:02.000]  希望再走
[00:12:02.000 --> 00:12:04.000]  而是從來都沒有走過
[00:12:04.000 --> 00:12:08.000]  是完全可以說沒有盼望
[00:12:08.000 --> 00:12:11.000]  是很無力很軟弱
[00:12:11.000 --> 00:12:13.000]  路斯德在這個地方
[00:12:13.000 --> 00:12:15.000]  就有一個這樣身來瘸腿的人
[00:12:15.000 --> 00:12:16.000]  沒有走過的
[00:12:16.000 --> 00:12:20.000]  但是當保羅在那個地方宣講的時候
[00:12:20.000 --> 00:12:24.000]  這個人就很留心聽保羅的講道
[00:12:24.000 --> 00:12:27.000]  以至保羅見到這個人的信心
[00:12:27.000 --> 00:12:30.000]  便吩咐他站立起來
[00:12:30.000 --> 00:12:35.000]  那個人當時竟然能夠立刻跳起來行走
[00:12:35.000 --> 00:12:39.000]  大家知道聖經曾經描述過耶穌
[00:12:39.000 --> 00:12:42.000]  醫治過一些瘸腿的人
[00:12:42.000 --> 00:12:50.000]  之前彼得也醫治過在聖殿門前一個瘸腿的人
[00:12:50.000 --> 00:12:54.000]  在保羅的經歷裡
[00:12:54.000 --> 00:12:56.000]  他也體會到
[00:12:56.000 --> 00:12:58.000]  因為對著神的信心
[00:12:58.000 --> 00:13:00.000]  這個人能夠得醫治
[00:13:00.000 --> 00:13:04.000]  關鍵不是保羅自己有醫治的能力
[00:13:04.000 --> 00:13:06.000]  這個是保羅自己很清楚的
[00:13:06.000 --> 00:13:08.000]  他也不是一個醫生
[00:13:08.000 --> 00:13:11.000]  他也不是做了什麼醫治的功夫
[00:13:11.000 --> 00:13:13.000]  讓這個身來瘸腿的人
[00:13:13.000 --> 00:13:15.000]  能夠得醫治
[00:13:15.000 --> 00:13:17.000]  很明顯他看到這個人的信心
[00:13:17.000 --> 00:13:20.000]  以至成為他醫治的關鍵
[00:13:20.000 --> 00:13:25.000]  其實今天可能在不同的人生的場景裡
[00:13:25.000 --> 00:13:29.000]  可能就好像這個身來瘸腿的人
[00:13:29.000 --> 00:13:31.000]  完全腳沒有力
[00:13:31.000 --> 00:13:32.000]  撐不起
[00:13:32.000 --> 00:13:33.000]  沒有力就沒有力
[00:13:33.000 --> 00:13:34.000]  你說想走半步
[00:13:34.000 --> 00:13:36.000]  半步都走不起來
[00:13:36.000 --> 00:13:38.000]  唯一可以做的是什麼呢
[00:13:38.000 --> 00:13:40.000]  就是倚靠神
[00:13:40.000 --> 00:13:42.000]  倚靠這位創天造地、海
[00:13:42.000 --> 00:13:44.000]  和其中萬物的永生神
[00:13:44.000 --> 00:13:47.000]  今天可能我們走得走得
[00:13:47.000 --> 00:13:49.000]  我們都還沒有去到這個地步
[00:13:49.000 --> 00:13:54.000]  但是我們都需要去倚靠這位永生的神
[00:13:54.000 --> 00:13:56.000]  不是等到困難的時候
[00:13:56.000 --> 00:13:59.000]  才去倚靠神
[00:13:59.000 --> 00:14:01.000]  但是反過來說
[00:14:01.000 --> 00:14:03.000]  假如即使你今天真的遇到
[00:14:03.000 --> 00:14:05.000]  在人生裡有一些困境
[00:14:05.000 --> 00:14:08.000]  這個困境可能是因為家庭上
[00:14:08.000 --> 00:14:10.000]  因為感情上
[00:14:10.000 --> 00:14:12.000]  因為經濟上
[00:14:12.000 --> 00:14:15.000]  甚至因為這個社會的環境上
[00:14:15.000 --> 00:14:18.000]  令到你無力前行
[00:14:18.000 --> 00:14:21.000]  但是你仍然可以做什麼呢
[00:14:21.000 --> 00:14:24.000]  去仰望那位藏翅成蟲的主
[00:14:24.000 --> 00:14:28.000]  另外在這段經文給我們看到
[00:14:28.000 --> 00:14:30.000]  在十一至十七節
[00:14:30.000 --> 00:14:33.000]  保羅他所做的事情
[00:14:33.000 --> 00:14:36.000]  其實那些人明白嗎
[00:14:36.000 --> 00:14:39.000]  其實那些人的焦點是落錯了
[00:14:39.000 --> 00:14:42.000]  保羅明明是一個醫治的神蹟
[00:14:42.000 --> 00:14:47.000]  但是令到當地拜偶像的人有誤會
[00:14:47.000 --> 00:14:48.000]  誤會什麼呢
[00:14:48.000 --> 00:14:54.000]  就以為是一個當時的神明化身成為凡人
[00:14:54.000 --> 00:15:00.000]  所以就出現下面十一至十七節的事件
[00:15:00.000 --> 00:15:02.000]  請聽我讀
[00:15:02.000 --> 00:15:04.000]  眾人看見保羅所做的事
[00:15:04.000 --> 00:15:06.000]  就用呂高麗的話大聲說
[00:15:06.000 --> 00:15:10.000]  有神蹟著人形降臨在我們中間了
[00:15:10.000 --> 00:15:13.000]  於是稱巴拿巴為貂獅
[00:15:13.000 --> 00:15:15.000]  稱保羅為希爾米
[00:15:15.000 --> 00:15:18.000]  因為他說的話領首
[00:15:18.000 --> 00:15:21.000]  在城外貂獅廟的祭司牽著牛
