
[00:00:00.000 --> 00:00:06.000]  今日很開心又可以和大家一家人共聚
[00:00:06.000 --> 00:00:10.000]  首先是想和你分享一些心事
[00:00:10.000 --> 00:00:15.000]  是今次要負責這個陪寧會遇到一些困難
[00:00:15.000 --> 00:00:22.000]  困難一就是傳道部部長鍾牧師
[00:00:22.000 --> 00:00:24.000]  之前和我說過
[00:00:24.000 --> 00:00:27.000]  他說得要深
[00:00:27.000 --> 00:00:33.000]  於是我就說說得深會悶死人
[00:00:33.000 --> 00:00:36.000]  他說來陪寧會的弟兄姊妹們
[00:00:36.000 --> 00:00:41.000]  都是有心人可以聽得深一點
[00:00:41.000 --> 00:00:43.000]  我聽到鍾牧師這番說話
[00:00:43.000 --> 00:00:46.000]  我仍然是半信半疑
[00:00:46.000 --> 00:00:49.000]  不知道應不應該信他
[00:00:49.000 --> 00:00:51.000]  第二個困難就是
[00:00:51.000 --> 00:00:57.000]  說今次的陪寧會需要扣上宗教改革運動
[00:00:57.000 --> 00:01:00.000]  因為今年是宗教改革運動
[00:01:00.000 --> 00:01:05.000]  五百週年的感恩和紀念的一個年份
[00:01:05.000 --> 00:01:08.000]  如果要扣上這個話題
[00:01:08.000 --> 00:01:14.000]  最容易的方法就是說一個專題的演講
[00:01:14.000 --> 00:01:17.000]  但這個是陪寧會
[00:01:17.000 --> 00:01:19.000]  是陪寧會
[00:01:19.000 --> 00:01:22.000]  所以用專題的方式去講的話
[00:01:22.000 --> 00:01:25.000]  有些弟兄姊妹們就說
[00:01:25.000 --> 00:01:27.000]  就不夠陪寧了
[00:01:27.000 --> 00:01:29.000]  亦不夠屬寧了
[00:01:29.000 --> 00:01:33.000]  但如果要專注在這個陪寧會的話
[00:01:33.000 --> 00:01:37.000]  怎樣又可以講到宗教改革運動
[00:01:37.000 --> 00:01:42.000]  又怎樣可以講到我們香港浸信宗教會
[00:01:42.000 --> 00:01:44.000]  面對這些問題
[00:01:44.000 --> 00:01:47.000]  是不容易的
[00:01:47.000 --> 00:01:49.000]  但我只好硬著頭皮
[00:01:49.000 --> 00:01:51.000]  靠著神的恩典
[00:01:51.000 --> 00:01:56.000]  希望能夠解決剛才所講的問題
[00:01:56.000 --> 00:01:59.000]  無論怎樣都要努力
[00:01:59.000 --> 00:02:05.000]  結果昨晚我們講到第一個講題
[00:02:05.000 --> 00:02:08.000]  我們熱愛耶穌
[00:02:08.000 --> 00:02:10.000]  唯獨基督
[00:02:10.000 --> 00:02:12.000]  我們在當中提及到
[00:02:12.000 --> 00:02:16.000]  浸信教會的一些起源的故事
[00:02:16.000 --> 00:02:19.000]  亦對比到浸信教會
[00:02:19.000 --> 00:02:23.000]  和宗教改革運動的一些不同的地方
[00:02:23.000 --> 00:02:26.000]  一些極為相同的地方
[00:02:26.000 --> 00:02:30.000]  尤其是唯獨基督這一部份
[00:02:30.000 --> 00:02:34.000]  我們肯定是和宗教改革運動
[00:02:34.000 --> 00:02:37.000]  是一脈相傳的
[00:02:37.000 --> 00:02:39.000]  我們花了一段時間
[00:02:39.000 --> 00:02:43.000]  去思考了《馬學福音》的八至十章
[00:02:43.000 --> 00:02:45.000]  我們找到一個很重要的訊息
[00:02:45.000 --> 00:02:47.000]  在路途上
[00:02:47.000 --> 00:02:49.000]  on the way
[00:02:49.000 --> 00:02:51.000]  我們跟隨耶穌基督
[00:02:51.000 --> 00:02:55.000]  仍然要跟隨耶穌基督
[00:02:55.000 --> 00:02:57.000]  愛耶穌基督
[00:02:57.000 --> 00:03:00.000]  經歷祂的受苦
[00:03:00.000 --> 00:03:04.000]  是要背負祂的十字架
[00:03:04.000 --> 00:03:08.000]  接著我們在今天的晚上
[00:03:08.000 --> 00:03:10.000]  我們會講另一個題目
[00:03:10.000 --> 00:03:18.000]  這個題目就是我們相信二收針
[00:03:18.000 --> 00:03:20.000]  是唯獨信心
[00:03:20.000 --> 00:03:24.000]  在今天晚上會講多一點教義方面
[00:03:24.000 --> 00:03:28.000]  然後就會在羅馬書第六章那裡
[00:03:28.000 --> 00:03:31.000]  我們找出一些重要的訊息
[00:03:31.000 --> 00:03:32.000]  講給你聽
[00:03:32.000 --> 00:03:37.000]  今晚是更為抽象
[00:03:37.000 --> 00:03:39.000]  所以大家要互相鼓勵
[00:03:39.000 --> 00:03:41.000]  互相幫助
[00:03:41.000 --> 00:03:43.000]  要集中精神
[00:03:43.000 --> 00:03:44.000]  用心去聽
[00:03:44.000 --> 00:03:46.000]  用心去思考
[00:03:46.000 --> 00:03:50.000]  希望明晚的情況局面好一點
[00:03:50.000 --> 00:03:52.000]  明晚應該會多一點故事
[00:03:52.000 --> 00:03:54.000]  有故事有經文
[00:03:54.000 --> 00:03:56.000]  就會輕鬆寫意一點
[00:03:56.000 --> 00:03:58.000]  所以今晚你們來到
[00:03:58.000 --> 00:03:59.000]  你們有福了
[00:03:59.000 --> 00:04:03.000]  因為今晚是最難
[00:04:03.000 --> 00:04:05.000]  辛苦的一晚
[00:04:05.000 --> 00:04:06.000]  無論如何
[00:04:06.000 --> 00:04:07.000]  希望我們一起努力
[00:04:07.000 --> 00:04:09.000]  一起學習 一同領袖
[00:04:09.000 --> 00:04:12.000]  我們一同去禱告
[00:04:12.000 --> 00:04:13.000]  主日多謝祢
[00:04:13.000 --> 00:04:17.000]  讓我們能夠相信
[00:04:17.000 --> 00:04:19.000]  可以跟隨祢
[00:04:19.000 --> 00:04:21.000]  今天晚上我們眾弟兄姊妹們
[00:04:21.000 --> 00:04:23.000]  我們在不同的教會
[00:04:23.000 --> 00:04:25.000]  我們來到尖沙咀浸信會
[00:04:25.000 --> 00:04:28.000]  我們一同去團契
[00:04:28.000 --> 00:04:30.000]  是要和你團契
[00:04:30.000 --> 00:04:34.000]  是要和弟兄姊妹們一同去團契
[00:04:34.000 --> 00:04:38.000]  我們要在我們的歷史上
[00:04:38.000 --> 00:04:42.000]  我們要在你的話語上
[00:04:42.000 --> 00:04:44.000]  我們要在你上
[00:04:44.000 --> 00:04:46.000]  我們一同去團契
[00:04:46.000 --> 00:04:48.000]  主日求祢讓我們眾弟兄姊妹們
[00:04:48.000 --> 00:04:50.000]  都有美好的耳朵
[00:04:50.000 --> 00:04:52.000]  讓我們聽見
[00:04:52.000 --> 00:04:54.000]  我們做一同的相信
[00:04:54.000 --> 00:04:56.000]  主日求祢憐憫
[00:04:56.000 --> 00:04:58.000]  求祢幫助
[00:04:58.000 --> 00:04:59.000]  我們這樣的禱告
[00:04:59.000 --> 00:05:01.000]  是奉主耶穌基督的名字
[00:05:01.000 --> 00:05:04.000]  在今天晚上
[00:05:04.000 --> 00:05:06.000]  我們一同會思想
[00:05:06.000 --> 00:05:10.000]  信而受浸的浸禮
[00:05:10.000 --> 00:05:14.000]  在浸信會的重要性
[00:05:14.000 --> 00:05:19.000]  信而受浸的浸禮模式
[00:05:19.000 --> 00:05:22.000]  是浸信會的傳統的一個
[00:05:22.000 --> 00:05:25.000]  很主要的記號
[00:05:25.000 --> 00:05:29.000]  浸禮對我來說是非常重要的
[00:05:29.000 --> 00:05:31.000]  我在十二歲的時候
[00:05:31.000 --> 00:05:33.000]  就受浸加入教會
[00:05:33.000 --> 00:05:37.000]  記得是決定受浸的時候
[00:05:37.000 --> 00:05:40.000]  我的心是很害怕
[00:05:40.000 --> 00:05:44.000]  因為我是很怕水的
[00:05:44.000 --> 00:05:47.000]  另一方面就是
[00:05:47.000 --> 00:05:48.000]  我也知道
[00:05:48.000 --> 00:05:50.000]  我自己的生命裡有很多問題
[00:05:50.000 --> 00:05:53.000]  我在家裡是一隻豺狼
[00:05:53.000 --> 00:05:56.000]  我在外面回到教會
[00:05:56.000 --> 00:05:58.000]  就好像一隻羊一樣
[00:05:58.000 --> 00:06:00.000]  我知道自己的事
[00:06:00.000 --> 00:06:03.000]  所以說要受浸
[00:06:03.000 --> 00:06:05.000]  成為教會的一份子
[00:06:05.000 --> 00:06:07.000]  覺得是很困難
[00:06:07.000 --> 00:06:08.000]  而最困難的就是
[00:06:08.000 --> 00:06:11.000]  我真的很怕水
[00:06:11.000 --> 00:06:13.000]  為什麼我很怕水呢?
[00:06:13.000 --> 00:06:18.000]  因為我爸爸在我小時候
[00:06:18.000 --> 00:06:20.000]  就帶我和妹妹
[00:06:20.000 --> 00:06:26.000]  去九龍城的公共泳池游泳
[00:06:26.000 --> 00:06:28.000]  在那個時候
[00:06:28.000 --> 00:06:30.000]  爸爸一隻手就帶著我妹妹
[00:06:30.000 --> 00:06:32.000]  另一隻手就帶著我
[00:06:32.000 --> 00:06:36.000]  誰知道妹妹出現了一些狀況
[00:06:36.000 --> 00:06:39.000]  爸爸於是就要去照顧妹妹
[00:06:39.000 --> 00:06:41.000]  就將我放下
[00:06:41.000 --> 00:06:44.000]  一放下我就沉在水裡
[00:06:44.000 --> 00:06:45.000]  喝了幾口水
[00:06:45.000 --> 00:06:47.000]  所以自此之後
[00:06:47.000 --> 00:06:49.000]  我是很怕水的
[00:06:49.000 --> 00:06:51.000]  想起受浸
[00:06:51.000 --> 00:06:53.000]  要睡在水裡
[00:06:53.000 --> 00:06:56.000]  我真的很害怕
[00:06:56.000 --> 00:07:00.000]  但是又因為真是信耶穌
[00:07:00.000 --> 00:07:02.000]  信耶穌是何等的好
[00:07:02.000 --> 00:07:05.000]  所以我經歷過考問心事
[00:07:05.000 --> 00:07:08.000]  我就能夠去浸泥
[00:07:08.000 --> 00:07:11.000]  去浸泥那天的時候
[00:07:11.000 --> 00:07:12.000]  我是很害怕
[00:07:12.000 --> 00:07:13.000]  因為我怕水
[00:07:13.000 --> 00:07:16.000]  但另一方面我也有些擔心
[00:07:16.000 --> 00:07:20.000]  因為那時候為我施浸的李春澤牧師
[00:07:20.000 --> 00:07:22.000]  我擔心他有沒有足夠的氣力
[00:07:22.000 --> 00:07:25.000]  將我拉上來
[00:07:25.000 --> 00:07:28.000]  因為他個子是比較瘦削
[00:07:28.000 --> 00:07:31.000]  而且年紀也不是很輕
[00:07:31.000 --> 00:07:37.000]  但是當我被推到水裡的時候
[00:07:37.000 --> 00:07:38.000]  我本來是很害怕的
[00:07:38.000 --> 00:07:40.000]  我是不會看水的
[00:07:40.000 --> 00:07:41.000]  但很奇妙的
[00:07:41.000 --> 00:07:43.000]  我打開眼睛
[00:07:43.000 --> 00:07:46.000]  我看到水是很美的
[00:07:46.000 --> 00:07:50.000]  我看到折射出來的光線是很美麗的
[00:07:50.000 --> 00:07:52.000]  這幅是很特別的圖畫
[00:07:52.000 --> 00:07:55.000]  到今天我還記得
[00:07:55.000 --> 00:07:57.000]  自此之後還有一個奇妙的地方
[00:07:57.000 --> 00:08:00.000]  竟然經過這個浸泥
[00:08:00.000 --> 00:08:02.000]  我變得乖了
[00:08:02.000 --> 00:08:08.000]  我很自然地踏上門徒的道路
[00:08:08.000 --> 00:08:12.000]  由那時候乖到李家
[00:08:12.000 --> 00:08:15.000]  所以這個十二歲的浸泥
[00:08:15.000 --> 00:08:17.000]  對我來說是很重要
[00:08:17.000 --> 00:08:19.000]  十二歲的時候的浸泥
[00:08:19.000 --> 00:08:24.000]  是我生命的一個重要的開始
[00:08:24.000 --> 00:08:26.000]  對浸信會來說
[00:08:26.000 --> 00:08:32.000]  浸泥不是單單是浸信會傳統的主要的記號
[00:08:32.000 --> 00:08:35.000]  它是會帶來人的信仰
[00:08:35.000 --> 00:08:38.000]  很具體的經歷
[00:08:38.000 --> 00:08:44.000]  事實上浸信會當中的信義受浸的浸泥模式
[00:08:44.000 --> 00:08:51.000]  這種強調不是單單在聖經那裡拿回來的
[00:08:51.000 --> 00:08:57.000]  並且和我們很多信仰的實踐原則息息相關
[00:08:57.000 --> 00:09:01.000]  所以今天晚上我會和大家去溫習
[00:09:01.000 --> 00:09:08.000]  一些重要的浸信會信仰實踐的方法和原則
[00:09:08.000 --> 00:09:11.000]  然後說出我們為什麼會這樣浸泥
[00:09:11.000 --> 00:09:16.000]  接著我們就回到羅馬書六章那裡
[00:09:16.000 --> 00:09:18.000]  我們再深入
[00:09:18.000 --> 00:09:25.000]  我們去深化我們對浸信會浸泥那種信仰的經歷
[00:09:25.000 --> 00:09:32.000]  我們首先看看一些重要的原則和特點
[00:09:32.000 --> 00:09:35.000]  我今晚所說的只是一部分
[00:09:35.000 --> 00:09:37.000]  昨晚已經說了一部分
[00:09:37.000 --> 00:09:40.000]  第一點就是唯獨聖經
[00:09:40.000 --> 00:09:43.000]  昨晚我們說過宗教改革者
[00:09:43.000 --> 00:09:46.000]  就是說到啟示只有一個來源
[00:09:46.000 --> 00:09:50.000]  就是聖經是最高的權威
[00:09:50.000 --> 00:09:56.000]  但昨晚我們又說到宗教改革運動的教會
[00:09:56.000 --> 00:10:00.000]  他們仍然是沿用教會的傳統
[00:10:00.000 --> 00:10:02.000]  例如信經
[00:10:02.000 --> 00:10:09.000]  浸信會一直都是以唯獨聖經作為信仰的終極基礎
[00:10:09.000 --> 00:10:15.000]  我們都會說我們可以直接去到聖經那裡
[00:10:15.000 --> 00:10:19.000]  我們不需要靠其他的傳統
[00:10:19.000 --> 00:10:23.000]  因為我們都認為聖經是自足的
[00:10:23.000 --> 00:10:25.000]  如果說要有信條的話
[00:10:25.000 --> 00:10:28.000]  聖經是我們的信條
[00:10:28.000 --> 00:10:33.000]  聖靈是會透過聖經向我們說話的
[00:10:33.000 --> 00:10:38.000]  第二個信仰的原則和強調
[00:10:38.000 --> 00:10:41.000]  就是唯獨信心
[00:10:41.000 --> 00:10:45.000]  這個是我們今天晚上會思想多一點的
[00:10:45.000 --> 00:10:48.000]  馬丁路德說出人的得救
[00:10:48.000 --> 00:10:52.000]  不是靠人的功德
[00:10:52.000 --> 00:10:54.000]  靠人做過什麼事情
[00:10:54.000 --> 00:10:57.000]  而是靠著神的恩典
[00:10:57.000 --> 00:11:00.000]  而恩典能夠得到
[00:11:00.000 --> 00:11:03.000]  是唯獨信心
[00:11:03.000 --> 00:11:10.000]  其實浸信會都是繼承這種宗教改革運動的心得
[00:11:10.000 --> 00:11:14.000]  但是浸信會和宗教改革運動
[00:11:14.000 --> 00:11:17.000]  在這方面的實踐是有不同的
[00:11:17.000 --> 00:11:20.000]  在救贖方面
[00:11:20.000 --> 00:11:23.000]  大家的著重點是很不同的
[00:11:23.000 --> 00:11:27.000]  當宗教改革家說到救贖的問題的時候
[00:11:27.000 --> 00:11:35.000]  他們是會強調恩順清二的清二 justification
[00:11:35.000 --> 00:11:37.000]  清二就是說
[00:11:37.000 --> 00:11:41.000]  好了,人在神的面前
[00:11:41.000 --> 00:11:43.000]  被宣佈罪得赦免
[00:11:43.000 --> 00:11:46.000]  而清二好了
[00:11:46.000 --> 00:11:50.000]  但是浸信會人士說救贖的時候
[00:11:50.000 --> 00:11:52.000]  是會說什麼呢?
[00:11:52.000 --> 00:11:57.000]  是會說從生
[00:11:57.000 --> 00:11:58.000]  意思就是說
[00:11:58.000 --> 00:12:04.000]  我們是因從生而進入到神的家
[00:12:04.000 --> 00:12:08.000]  這個就是關於唯獨信心的部分
[00:12:08.000 --> 00:12:14.000]  接著另一點就是信徒皆祭司
[00:12:14.000 --> 00:12:16.000]  馬丁路德就是認為
[00:12:16.000 --> 00:12:19.000]  每一個人都是可以做祭司
[00:12:19.000 --> 00:12:23.000]  和神有直接交通的自由
[00:12:23.000 --> 00:12:26.000]  所以每一個信徒都可以直接去到神那裡
[00:12:26.000 --> 00:12:28.000]  成為祭司
[00:12:28.000 --> 00:12:29.000]  為自己祈禱
[00:12:29.000 --> 00:12:32.000]  為其他人祈禱
[00:12:32.000 --> 00:12:35.000]  但是宗教改革者的教會
[00:12:35.000 --> 00:12:37.000]  我們如果留意
[00:12:37.000 --> 00:12:40.000]  他們雖然說每一個信徒都是做祭司
[00:12:40.000 --> 00:12:41.000]  有一個自由
[00:12:41.000 --> 00:12:44.000]  直接為自己祈禱,為人祈禱
[00:12:44.000 --> 00:12:48.000]  但是很多時候都是權力集中
[00:12:48.000 --> 00:12:53.000]  所實踐的是中央的集權的制度
[00:12:53.000 --> 00:12:56.000]  很多時候就會凸顯教務
[00:12:56.000 --> 00:13:01.000]  在執行禮儀方面的重要角色
[00:13:01.000 --> 00:13:02.000]  在這一方面
[00:13:02.000 --> 00:13:05.000]  浸信教會都是秉承
[00:13:05.000 --> 00:13:09.000]  是眾信徒皆祭司這種的看法
[00:13:09.000 --> 00:13:12.000]  但是我們所實踐的
[00:13:12.000 --> 00:13:16.000]  是比宗教改革運動所實踐的
[00:13:16.000 --> 00:13:19.000]  是更加的透徹
[00:13:19.000 --> 00:13:21.000]  在浸信會當中
[00:13:21.000 --> 00:13:25.000]  有一位很著名的神學家叫做梅連思
[00:13:25.000 --> 00:13:29.000]  他講出就是每一個信徒在神的面前
[00:13:29.000 --> 00:13:31.000]  都是平等,是自由的
[00:13:31.000 --> 00:13:33.000]  能夠去到神的面前
[00:13:33.000 --> 00:13:37.000]  是不需要靠任何中間人
[00:13:37.000 --> 00:13:39.000]  他接著又講就是說
[00:13:39.000 --> 00:13:41.000]  這種的自由可以被理解為
