
[00:00:00.000 --> 00:00:04.200]  很高興看到各位身心健康
[00:00:04.200 --> 00:00:07.420]  一齊來到懸拜主
[00:00:07.420 --> 00:00:13.600]  相信我們上個禮拜感恩節的時候
[00:00:13.600 --> 00:00:18.200]  我們都向我們的神感謝
[00:00:18.200 --> 00:00:22.800]  感謝主耶穌為我們的罪死在十字架上
[00:00:22.800 --> 00:00:27.140]  感謝主耶穌為我們預備
[00:00:27.140 --> 00:00:33.660]  將來在天國裏面我們大家一齊見面
[00:00:33.660 --> 00:00:39.300]  人人都有走人生路程的經驗
[00:00:39.300 --> 00:00:47.200]  也都知道走的路程會結束
[00:00:47.200 --> 00:00:53.440]  請大家聽一下摩西在祈禱時候他的嘆息
[00:00:53.440 --> 00:00:59.200]  他說「我們一生的年齡是七十歲
[00:00:59.200 --> 00:01:04.540]  若是強壯可以到八十歲
[00:01:04.540 --> 00:01:10.600]  但是其中所經跨的不過是老虎仇犯
[00:01:10.600 --> 00:01:19.040]  轉眼成空,我們便如飛而去」
[00:01:19.040 --> 00:01:26.040]  當你回憶你曾經走過的人生路程的時候
[00:01:26.040 --> 00:01:32.100]  你遇到老虎仇犯
[00:01:32.100 --> 00:01:38.000]  一定會呈現在你的眼前
[00:01:38.000 --> 00:01:41.940]  有智慧的所羅門王
[00:01:41.940 --> 00:01:49.740]  他也嘆息地說「虛空的虛空
[00:01:49.740 --> 00:01:53.740]  凡事都是虛空
[00:01:53.740 --> 00:01:57.100]  人一切的牢牢
[00:01:57.100 --> 00:02:00.240]  就是他在日光之下的牢牢
[00:02:00.240 --> 00:02:06.840]  有什麼益處呢?」
[00:02:06.840 --> 00:02:13.800]  有一位古代的哲學家Shopansur
[00:02:13.800 --> 00:02:24.940]  他說人生三分一是從死借來
[00:02:24.940 --> 00:02:32.240]  人生的三分一是從死亡借來
[00:02:32.240 --> 00:02:38.440]  睡眠是我們每天付出的利息
[00:02:38.440 --> 00:02:46.340]  他說人生是一場騙局
[00:02:46.340 --> 00:02:52.140]  近來在美國和世界各地都看到
[00:02:52.140 --> 00:03:00.740]  天災人禍、飢荒、經濟困難
[00:03:00.740 --> 00:03:04.840]  家庭不和
[00:03:04.840 --> 00:03:09.140]  和其他很多很多的困境
[00:03:09.140 --> 00:03:20.540]  因而嚴重的身體和精神的病患都出現
[00:03:20.540 --> 00:03:26.440]  當人遇到憂傷或者痛苦的時候
[00:03:26.440 --> 00:03:30.840]  都渴望得到安慰
[00:03:30.840 --> 00:03:36.640]  在你走過的人生路程上
[00:03:36.640 --> 00:03:45.340]  有多少時候你渴望得到安慰呢?
[00:03:45.340 --> 00:03:47.240]  今天訊息的題目是
[00:03:47.240 --> 00:03:55.040]  困境中得安慰
[00:03:55.040 --> 00:04:03.240]  古代最崇敬的哲學家、神學家
[00:04:03.240 --> 00:04:07.540]  奧古斯丁他這麼說
[00:04:07.540 --> 00:04:13.040]  基督徒是天國的公民
[00:04:13.040 --> 00:04:20.240]  人間的美麗是天堂的寫照
[00:04:20.240 --> 00:04:26.640]  我們生存在榮耀之中
[00:04:26.640 --> 00:04:34.740]  但是我們沒有辦法避免悲傷
[00:04:34.740 --> 00:04:39.640]  今天的訊息將會談論到
[00:04:39.640 --> 00:04:50.940]  我們怎樣去體驗在榮耀中有悲傷這個矛盾
[00:04:50.940 --> 00:04:53.040]  請我們大家一起祈禱
[00:04:53.040 --> 00:04:56.140]  求聖靈幫助我們聽的、說的
[00:04:56.140 --> 00:04:59.140]  都能夠得著你的教導
[00:04:59.140 --> 00:05:03.940]  明白主耶穌給我們的真理
[00:05:03.940 --> 00:05:10.640]  禱告奉主耶穌的名扣,阿們
[00:05:10.640 --> 00:05:15.940]  當我們遇到艱難痛苦的時候
[00:05:15.940 --> 00:05:19.440]  會立刻想到師篇
[00:05:19.440 --> 00:05:24.040]  二十三篇第四節
[00:05:24.040 --> 00:05:27.140]  我雖然行過死陰的幽谷
[00:05:27.140 --> 00:05:31.240]  也不怕遭害
[00:05:31.240 --> 00:05:33.440]  因為你與我同在
[00:05:33.440 --> 00:05:41.840]  你的脹、你的肝都安慰我
[00:05:41.840 --> 00:05:47.440]  羊看見牧人的脹和肝的時候
[00:05:47.440 --> 00:05:49.440]  得到安慰
[00:05:49.440 --> 00:05:55.440]  因為牧人用牠的脹趕走那些野獸
[00:05:55.440 --> 00:06:04.640]  用牠的肝帶領救助保護牠們
[00:06:04.640 --> 00:06:10.540]  這首詩引起我非常深刻的感受
[00:06:10.540 --> 00:06:12.240]  我六歲的時候
[00:06:12.240 --> 00:06:17.940]  父親教完我熟讀這篇經文
[00:06:17.940 --> 00:06:23.640]  他就回到天父的家裏
[00:06:23.640 --> 00:06:30.140]  我第一次嘗試人生痛苦的經驗
[00:06:30.140 --> 00:06:32.440]  過去幾十年
[00:06:32.440 --> 00:06:37.740]  都時時經過艱難痛苦的日子
[00:06:37.740 --> 00:06:41.540]  這首詩教導了我
[00:06:41.540 --> 00:06:47.340]  安慰是從大牧人那裏來的
[00:06:47.340 --> 00:06:50.140]  我記得耶穌說
[00:06:50.140 --> 00:06:52.640]  我是好牧人
[00:06:52.640 --> 00:06:55.140]  我認識我的羊
[00:06:55.140 --> 00:06:58.640]  我的羊也認識我
[00:06:58.640 --> 00:07:03.340]  每逢我懷念父親的時候
[00:07:03.340 --> 00:07:07.440]  雖然眼淚充滿淚水
[00:07:07.440 --> 00:07:11.540]  但是心靈得到安慰
[00:07:11.540 --> 00:07:13.740]  因為我知道我的父親
[00:07:13.740 --> 00:07:23.340]  已經和主耶穌一起在歡樂的光景
[00:07:23.340 --> 00:07:30.940]  猶太人也都在歷史中認識神
[00:07:30.940 --> 00:07:36.240]  因為他們知道神是參與在歷史裏面
[00:07:36.240 --> 00:07:41.040]  但是祂是隱藏在歷史裏面
[00:07:41.040 --> 00:07:49.340]  大衛王寫這段詩的其他五節
[00:07:49.340 --> 00:07:56.540]  描寫出安慰的象徵和來源
[00:07:56.540 --> 00:07:57.540]  耶穌說
[00:07:57.540 --> 00:08:00.040]  是我的牧者
[00:08:00.040 --> 00:08:01.840]  我必不自缺佛
[00:08:01.840 --> 00:08:05.440]  他使我躺在青草地上
[00:08:05.440 --> 00:08:08.940]  領我在可安歇的水邊
[00:08:08.940 --> 00:08:11.340]  他使我的靈魂蘇醒
[00:08:11.340 --> 00:08:13.040]  為自己的名
[00:08:13.040 --> 00:08:19.840]  引導我走二路
[00:08:19.840 --> 00:08:28.240]  大衛用羊和牧人來象徵神
[00:08:28.240 --> 00:08:39.140]  給我們的帶領引導和安慰
[00:08:39.140 --> 00:08:41.840]  第五節和第六節
[00:08:41.840 --> 00:08:47.940]  描寫出神的帶領救助和安慰
[00:08:47.940 --> 00:08:53.440]  並且同神直到永遠
[00:08:53.440 --> 00:08:55.040]  在我敵人面前
[00:08:55.040 --> 00:08:59.740]  祢為我擺設延寂
[00:08:59.740 --> 00:09:02.040]  祢用由高了我的頭
[00:09:02.040 --> 00:09:05.040]  使我的福杯滿日
[00:09:05.040 --> 00:09:09.840]  我一生一世
[00:09:09.840 --> 00:09:12.240]  都有因為慈愛隨著我
[00:09:12.240 --> 00:09:15.540]  我且要住在耶和華的殿中
[00:09:15.540 --> 00:09:21.640]  直到永遠
[00:09:21.640 --> 00:09:25.940]  祢在人生的路程上
[00:09:25.940 --> 00:09:38.740]  如何得到神的帶領救助和安慰呢
[00:09:38.740 --> 00:09:41.340]  今早分享了
[00:09:41.340 --> 00:09:44.240]  在人生路程上
[00:09:44.240 --> 00:09:49.940]  三個得安慰的心態和體驗
[00:09:49.940 --> 00:09:55.840]  第一個是苦難與安慰
[00:09:55.840 --> 00:10:00.440]  當人遇到任何的痛苦的時候
[00:10:00.440 --> 00:10:05.640]  都以為要先解決苦難
[00:10:05.640 --> 00:10:11.240]  然後才得到安慰
[00:10:11.240 --> 00:10:12.840]  先解決苦難
[00:10:12.840 --> 00:10:16.540]  然後才得到安慰
[00:10:16.540 --> 00:10:20.440]  第二個心態
[00:10:20.440 --> 00:10:24.040]  安慰與救助
[00:10:24.040 --> 00:10:27.140]  當人遇到苦難的時候
[00:10:27.140 --> 00:10:33.140]  憑著信心靈得到安慰
[00:10:33.140 --> 00:10:38.740]  同時苦難也得到救助
[00:10:38.740 --> 00:10:43.640]  這是第二個講題
[00:10:43.640 --> 00:10:49.340]  第三是永恆的安慰
[00:10:49.340 --> 00:10:51.740]  當人遇到苦難的時候
[00:10:51.740 --> 00:10:54.740]  憑著信心
[00:10:54.740 --> 00:10:57.140]  心靈得到安慰
[00:10:57.140 --> 00:11:02.640]  苦難得到救助
[00:11:02.640 --> 00:11:12.540]  更加預先看見永恆的安慰和歡樂
[00:11:12.540 --> 00:11:16.640]  從第一個到第三個的心態
[00:11:16.640 --> 00:11:19.440]  我們可以體驗到
[00:11:19.440 --> 00:11:24.040]  我們不但得到安慰
[00:11:24.040 --> 00:11:26.940]  並且活得更有意義
[00:11:26.940 --> 00:11:31.840]  更有目的
[00:11:31.840 --> 00:11:33.440]  現在先分享
[00:11:33.440 --> 00:11:37.340]  第一個苦難與安慰
[00:11:37.340 --> 00:11:42.240]  每當苦難和痛苦臨到我們的時候
[00:11:42.240 --> 00:11:47.640]  因為我們身體、精神受到困擾
[00:11:47.640 --> 00:11:52.240]  我們立刻想到用自己的經驗
[00:11:52.240 --> 00:11:56.140]  各種不同的方法去解決
[00:11:56.140 --> 00:11:58.940]  希望得到安慰
[00:11:58.940 --> 00:12:05.440]  但是往往因為不能夠解決苦難
[00:12:05.440 --> 00:12:10.240]  而得不到安慰
[00:12:10.240 --> 00:12:15.640]  那時候人就會在各樣的地方
[00:12:15.640 --> 00:12:21.840]  盲盲目目地尋找救助
[00:12:21.840 --> 00:12:26.340]  在人類學、考古學、聖經、歷史等等
[00:12:26.340 --> 00:12:37.440]  都有記載世人向不同的神求助
[00:12:37.440 --> 00:12:40.440]  很多中國人按照幾千年
[00:12:40.440 --> 00:12:44.040]  雙朝皇帝拜天的傳統
[00:12:44.040 --> 00:12:48.240]  去尋找救助
[00:12:48.240 --> 00:12:51.240]  敬拜先祖
[00:12:51.240 --> 00:12:55.640]  演變到不同信仰的念頭
[00:12:55.640 --> 00:12:59.840]  去找尋救助
[00:12:59.840 --> 00:13:03.440]  這些人的災難和痛苦
[00:13:03.440 --> 00:13:07.040]  如果得到救助的時候
[00:13:07.040 --> 00:13:14.040]  他們就認為心裡面所相信的神
[00:13:14.040 --> 00:13:16.240]  相信的神靈
[00:13:16.240 --> 00:13:21.940]  使他們的問題得到解決
[00:13:21.940 --> 00:13:31.440]  你在哪一個找尋救助的經驗裡面
[00:13:31.440 --> 00:13:34.340]  得到你的體驗呢?
[00:13:34.340 --> 00:13:40.940]  你有沒有得到你的安慰呢?
[00:13:40.940 --> 00:13:53.240]  現在談論第二個心態
[00:13:53.240 --> 00:14:09.440]  MN 412282 燈還在亮
[00:14:09.440 --> 00:14:13.340]  412282 燈還在亮
[00:14:13.340 --> 00:14:15.940]  我們人生的路上時時都有燈
[00:14:15.940 --> 00:14:20.140]  不過現在我們的燈暫時不要亮
[00:14:20.140 --> 00:14:21.340]  請你出去關掉
[00:14:21.340 --> 00:14:31.940]  MN 412282
[00:14:31.940 --> 00:14:39.940]  若知道安慰和救助是從耶和華以來
[00:14:39.940 --> 00:14:43.540]  若因為哥哥的妒忌
[00:14:43.540 --> 00:14:46.340]  而被賣到埃及
[00:14:46.340 --> 00:14:48.540]  又因為被控告
[00:14:48.540 --> 00:14:50.640]  就被放在監獄裡面
[00:14:50.640 --> 00:14:53.340]  我雖然行過死陰的幽谷
[00:14:53.340 --> 00:14:59.140]  也不怕遭害
[00:14:59.140 --> 00:15:06.440]  但是神早已激應他安慰和救助
[00:15:06.440 --> 00:15:13.640]  並且使他在埃及得到榮耀
[00:15:13.640 --> 00:15:21.640]  正如詩人在三十篇中描寫
[00:15:21.640 --> 00:15:31.840]  你將我的哀哭變為跳舞
[00:15:31.840 --> 00:15:34.040]  脫去我的麻衣
[00:15:34.040 --> 00:15:40.840]  為我披上喜樂
[00:15:40.840 --> 00:15:49.740]  若失饒恕了哥哥和他們一起歡樂團聚
[00:15:49.740 --> 00:15:54.240]  後來又和他年老的父親一起團聚
[00:15:54.240 --> 00:16:01.740]  帶給這位老人家滿足的快樂
[00:16:01.740 --> 00:16:11.440]  詩篇二十三篇中有一句話:「你擁有高沒了我的頭
[00:16:11.440 --> 00:16:20.340]  使我的福杯滿日喜樂」
[00:16:20.340 --> 00:16:25.340]  摩西也有同樣的心態
[00:16:25.340 --> 00:16:28.340]  埃及公主收養了
[00:16:28.340 --> 00:16:36.640]  裝在籃子裡浮在水上的嬰孩摩西
[00:16:36.640 --> 00:16:41.440]  後來摩西受埃及皇宮的教育
[00:16:41.440 --> 00:16:47.840]  四十歲後帶領受苦的以色列人
[00:16:47.840 --> 00:16:53.340]  離開埃及進入迦南地
[00:16:53.340 --> 00:17:11.840]  這段歷史記載了神行其事大能和祂的作為
[00:17:11.840 --> 00:17:29.940]  出於埃及的三章第十七節神話:「我要將你們從埃及的困苦中領出來到流淚與物之地」
[00:17:29.940 --> 00:17:35.840]  耶和華在他們前面行
[00:17:35.840 --> 00:17:42.940]  日間用雲柱領路,夜間用火柱光照他們
[00:17:42.940 --> 00:17:49.840]  使他們日夜可以行走,又使海水分開
[00:17:49.840 --> 00:17:56.840]  讓以色列人過紅海進入迦南地
[00:17:56.840 --> 00:17:59.540]  詩篇二十三篇又有一節這樣說:
[00:17:59.540 --> 00:18:10.640]  「你的象,你的肝都安慰我,在我敵人面前,你為我擺設賢職」
[00:18:10.640 --> 00:18:16.540]  大衛一定聯想到在詩篇七十七篇
[00:18:16.540 --> 00:18:32.040]  聽眾神的話語:「你曾藉摩西和亞倫的手引導你的百姓,好象羊群」
[00:18:32.040 --> 00:18:41.540]  後來以西結傳講神對以色列人的話,他又這樣說:
[00:18:41.540 --> 00:18:54.440]  「你們必住在我所賜你們列祖之地,你們要作我的子民,我要作你們的神」
[00:18:54.440 --> 00:19:06.440]  「你的象,你的肝都安慰我,在我敵人面前,你為我擺設賢職」
[00:19:06.440 --> 00:19:15.640]  窮苦的人也體驗到神的救助
[00:19:15.640 --> 00:19:25.740]  試想一下,每天都要在污染的水坑裡找可以喝的水
[00:19:25.740 --> 00:19:33.740]  沒辦法在困苦裡找到救助和安慰
[00:19:33.740 --> 00:19:41.740]  近年來,有慈善的機構和教會一起配合
[00:19:41.740 --> 00:19:58.240]  用太陽能發電,在含水的石層,很低很低的石層,抽出清水來供給他們飲用
[00:19:58.240 --> 00:20:06.440]  村民也得到救助和安慰
[00:20:06.440 --> 00:20:09.240]  四篇二十三篇有一節這樣說:
[00:20:09.240 --> 00:20:20.840]  「他領我在可安希的水邊」
[00:20:20.840 --> 00:20:30.240]  第三個,心態是體驗到有意義和目的的安慰
[00:20:30.240 --> 00:20:39.840]  滿足的安慰,是知道將來會見到在天國裡等候我們的耶穌
[00:20:39.840 --> 00:20:44.240]  這是滿足的安慰
[00:20:44.240 --> 00:20:55.440]  著名的畫家貝勃朗·拉姆布蘭
[00:20:55.440 --> 00:21:03.240]  他兩個女嬰孩,兩個男嬰孩,兩個男嬰孩
[00:21:03.240 --> 00:21:08.840]  都是出生沒多久就死了
[00:21:08.840 --> 00:21:17.040]  接著他所愛,他所很愛的妻子,愛了二十多年的妻子
[00:21:17.040 --> 00:21:27.040]  因為這樣,生小孩子的緣故,疲勞過度而離開世界
[00:21:27.040 --> 00:21:33.840]  過了一段哀痛和悲傷的日子
[00:21:33.840 --> 00:21:44.040]  當這位畫家抱著他唯一剩下來的遠親的嬰兒受洗的時候
[00:21:44.040 --> 00:21:56.440]  心裡想到西面抱著嬰孩耶穌,而感動的一段說話
[00:21:56.440 --> 00:21:59.440]  請聽我讀出來
[00:21:59.440 --> 00:22:07.440]  盧伽福音這樣記載:在耶路撒冷,西面是一個又公義又虔誠的人
[00:22:07.440 --> 00:22:14.440]  掃上盼望以色列的安慰者而到
[00:22:14.440 --> 00:22:19.240]  他得了在他身上聖靈的啟示
[00:22:19.240 --> 00:22:27.240]  知道自己未死之前必看見主所立的基督
[00:22:27.240 --> 00:22:32.240]  他受了聖靈的感動,進入聖殿
[00:22:32.240 --> 00:22:40.240]  正遇見耶穌的父母抱著孩子進來,要照律法的規矩辦理
[00:22:40.240 --> 00:22:46.240]  西面就用手接孩子來
[00:22:46.240 --> 00:23:00.240]  慶祝神說:主啊,如今可以見祢,可以照祢的話,釋放僕人,安然去世
[00:23:00.240 --> 00:23:05.240]  因為我的眼睛已經看見祢的救恩
[00:23:05.240 --> 00:23:10.240]  就是祢在萬民面前所預備的
[00:23:10.240 --> 00:23:14.240]  是照亮外邦人的光
[00:23:14.240 --> 00:23:21.240]  尤其是你聞以色列的榮耀
[00:23:21.240 --> 00:23:28.240]  倫巴的心靈有所感動
[00:23:28.240 --> 00:23:38.240]  畫出一幅很著名的名畫,叫做西面在聖殿
[00:23:38.240 --> 00:23:47.240]  詩篇23,21節說:我且要住在耶和華的殿中,直到永遠
[00:23:47.240 --> 00:23:54.240]  多麼安慰的一句話
[00:23:54.240 --> 00:24:00.240]  我們都知道從古時到現在,猶太人
[00:24:00.240 --> 00:24:14.240]  不斷地經歷在敵人來的暴風雨,和過著動盪的生活
[00:24:14.240 --> 00:24:23.240]  但是神的應許始終沒有改變
[00:24:23.240 --> 00:24:28.240]  在我敵人面前,祢為我擺設賢職
[00:24:28.240 --> 00:24:33.240]  大家都知道最近的打仗
[00:24:33.240 --> 00:24:42.240]  將恐怖分子帶來的人殺死
[00:24:42.240 --> 00:24:53.240]  在我敵人面前,祢為我擺設賢職
[00:24:53.240 --> 00:25:00.240]  神的應許始終沒有改變
[00:25:00.240 --> 00:25:26.240]  在我面前,祢為我擺設賢職
[00:25:26.240 --> 00:25:34.240]  但耶和華要升起來,照耀祢,祂的榮耀要彰顯在祢身上
[00:25:34.240 --> 00:25:38.240]  萬國要在祢的光中行走
[00:25:38.240 --> 00:25:46.240]  聖母也說,以色列的永恆不會被動搖
[00:25:46.240 --> 00:25:50.240]  借用一個猶太人的詩人一句詩
[00:25:50.240 --> 00:25:55.240]  以色列人不會走進黑夜
[00:25:55.240 --> 00:26:04.240]  我們永遠不需要對光明的消逝感到憤怒
[00:26:04.240 --> 00:26:16.240]  因為以色列的火炬,將永遠閃耀
[00:26:16.240 --> 00:26:28.240]  多麼安慰,我要住在耶和華的殿中直到永遠
[00:26:28.240 --> 00:26:36.240]  當我們遇到困苦,不需要害怕
[00:26:36.240 --> 00:26:41.240]  主與我們同在
[00:26:41.240 --> 00:26:49.240]  神的話就像腳前的燈,路上的光
[00:26:49.240 --> 00:26:58.240]  照明我們每一天生活的路程
[00:26:58.240 --> 00:27:07.240]  困境中得到安慰,同時遇見永恆的福樂
[00:27:07.240 --> 00:27:14.240]  詩篇說,我要住在耶和華的殿中直到永遠
[00:27:14.240 --> 00:27:20.240]  多麼安慰的一句話
[00:27:20.240 --> 00:27:27.240]  耶和華教導我們,耶穌教導我們祈禱
[00:27:27.240 --> 00:27:29.240]  祂說在地約天
[00:27:29.240 --> 00:27:34.240]  第一句話,在地約天
[00:27:34.240 --> 00:27:38.240]  我們信徒在地上的生活
[00:27:38.240 --> 00:27:43.240]  不論在家庭,或者在教會
[00:27:43.240 --> 00:27:54.240]  都應該實踐將來我們在天國裡面生活的模式
[00:27:54.240 --> 00:28:06.240]  屬天的生命是從我們做了信徒開始一直到永遠
[00:28:06.240 --> 00:28:12.240]  詩篇第十六章十一節,大家很熟悉的一句說話
[00:28:12.240 --> 00:28:17.240]  你必將生命的道路指示我
[00:28:17.240 --> 00:28:22.240]  在你面前有滿足的喜樂
[00:28:22.240 --> 00:28:28.240]  在你的右手中有永遠的福樂
[00:28:28.240 --> 00:28:32.240]  在你的右手有永遠的福樂
[00:28:32.240 --> 00:28:37.240]  多麼安慰的永恆的說話
[00:28:37.240 --> 00:28:42.240]  永恆的安慰
[00:28:42.240 --> 00:28:45.240]  現在我們來思考一下
[00:28:45.240 --> 00:28:51.240]  或許你過去克服了很多困苦
