
[00:00:00.000 --> 00:00:03.080]  我們開始聽今天的訊息
[00:00:03.080 --> 00:00:05.760]  楊維欽馮
[00:00:05.760 --> 00:00:09.800]  我不知道大家在你平時的生活裏面
[00:00:09.800 --> 00:00:13.600]  你有沒有經歷過有些人答應了你一些事
[00:00:13.600 --> 00:00:15.600]  但接著又沒有做到
[00:00:15.600 --> 00:00:17.800]  即是說就嘩
[00:00:17.800 --> 00:00:19.120]  口爽爽
[00:00:19.120 --> 00:00:21.840]  但是沒有實踐到
[00:00:21.840 --> 00:00:25.120]  這個就叫做楊馮欽維
[00:00:25.120 --> 00:00:26.720]  即是答應了你
[00:00:26.720 --> 00:00:28.440]  但是沒有做到
[00:00:28.440 --> 00:00:33.520]  但是我們今天就會從耶穌基督一個比喻裏面
[00:00:33.520 --> 00:00:35.520]  來去了解一下
[00:00:35.520 --> 00:00:38.320]  有時候我們會楊馮欽維
[00:00:38.320 --> 00:00:39.680]  答應了一些事
[00:00:39.680 --> 00:00:40.800]  但我們沒有去做
[00:00:40.800 --> 00:00:43.120]  但有時候我們又會調轉的
[00:00:43.120 --> 00:00:45.480]  我們會是楊維欽馮
[00:00:45.480 --> 00:00:48.040]  我們拒絕不肯去做一些事
[00:00:48.040 --> 00:00:50.040]  但後來我們又會做
[00:00:50.040 --> 00:00:54.760]  再從這個比喻裏面來檢視我們自己的信仰生活
[00:00:54.760 --> 00:00:56.760]  我們的工作態度
[00:00:56.760 --> 00:00:59.240]  和我們和家人的關係是怎樣
[00:00:59.240 --> 00:01:01.640]  當我們看比喻的時候
[00:01:01.640 --> 00:01:03.960]  我已經講解經很重要
[00:01:03.960 --> 00:01:06.920]  就是要了解那個背景是怎樣
[00:01:06.920 --> 00:01:09.360]  耶穌每一次講比喻的時候
[00:01:09.360 --> 00:01:15.640]  都會有一定的背景來引發去講這個比喻
[00:01:15.640 --> 00:01:18.800]  耶穌臨被人拒絕之前
[00:01:18.800 --> 00:01:20.800]  是很多人歡迎去
[00:01:20.800 --> 00:01:23.640]  大家記得有一次耶穌
[00:01:23.640 --> 00:01:26.280]  是騎驢進去耶路撒冷
[00:01:26.280 --> 00:01:29.240]  而當時的人夾道歡迎
[00:01:29.240 --> 00:01:32.440]  那些人拿著松柱枝去歡迎
[00:01:32.440 --> 00:01:35.280]  和珊雅要來的王是值得稱頌的
[00:01:35.280 --> 00:01:36.680]  甚至有些人
[00:01:36.680 --> 00:01:40.280]  竟然要把自己的外衣鋪在地上
[00:01:40.280 --> 00:01:43.800]  讓耶穌那隻雷子經過
[00:01:43.800 --> 00:01:46.480]  印了腳印在上面的時候
[00:01:46.480 --> 00:01:48.480]  都已經覺得很厲害
[00:01:48.480 --> 00:01:50.640]  而在這個時候
[00:01:50.640 --> 00:01:52.360]  大家都很歡迎他
[00:01:52.360 --> 00:01:54.800]  我們一起來看《馬太福音》二十一章
[00:01:54.800 --> 00:01:56.360]  第九到第十節
[00:01:56.360 --> 00:01:58.360]  我們很快地讀出
[00:01:58.360 --> 00:02:18.160]  耶穌這樣進城
[00:02:18.160 --> 00:02:19.920]  很多人歡迎他
[00:02:19.920 --> 00:02:22.080]  甚至有些人不認識也說
[00:02:22.080 --> 00:02:23.080]  這個是誰來的
[00:02:23.080 --> 00:02:25.080]  為什麼會這麼受歡迎呢
[00:02:25.080 --> 00:02:27.080]  但不要忘記在那個時候
[00:02:27.080 --> 00:02:29.840]  耶穌有一些敵對勢力
[00:02:29.840 --> 00:02:32.160]  就是當時的宗教領袖
[00:02:32.160 --> 00:02:34.640]  一些民事法利塞人
[00:02:34.640 --> 00:02:36.640]  他們一直都對耶穌很不滿
[00:02:36.640 --> 00:02:38.200]  因為耶穌指出他們的錯
[00:02:38.200 --> 00:02:41.520]  當我們見到群眾這麼歡迎耶穌的時候
[00:02:41.520 --> 00:02:44.280]  他們心裡面絕不是美意
[00:02:44.280 --> 00:02:45.680]  很不開心
[00:02:45.680 --> 00:02:47.280]  特別是怎樣呢
[00:02:47.280 --> 00:02:49.920]  耶穌曾經在聖殿裡面
[00:02:49.920 --> 00:02:53.080]  去指責這些宗教領袖
[00:02:53.080 --> 00:02:56.080]  原來當時有很多在外地居住的人
[00:02:56.080 --> 00:02:58.400]  他們要回耶路撒冷過節
[00:02:58.400 --> 00:03:01.240]  當他們在耶路撒冷過節的時候
[00:03:01.240 --> 00:03:03.240]  他們就要獻祭
[00:03:03.240 --> 00:03:06.280]  當時他們獻祭的時候是獻牛和羊
[00:03:06.280 --> 00:03:09.280]  他們就不會去拿一隻牛或者羊
[00:03:09.280 --> 00:03:10.720]  從外地回來
[00:03:10.720 --> 00:03:12.160]  很簡單舉個例
[00:03:12.160 --> 00:03:14.160]  新年的時候我們去拜年
[00:03:14.160 --> 00:03:15.880]  特別是和家人、長輩拜年
[00:03:15.880 --> 00:03:17.880]  你一定要買些禮物的
[00:03:17.880 --> 00:03:19.560]  我住大埔的
[00:03:19.560 --> 00:03:21.560]  我家裡全部都是住在香港的
[00:03:21.560 --> 00:03:24.560]  算了,平時推圓沽寒一些,大不了了
[00:03:24.560 --> 00:03:26.360]  我就不會早兩天
[00:03:26.360 --> 00:03:28.560]  去一些超市買一些東西
[00:03:28.560 --> 00:03:32.520]  然後就從大埔抽回去西營培那邊
[00:03:32.520 --> 00:03:34.000]  來送給我家裡
[00:03:34.000 --> 00:03:35.800]  有時候我們怎樣算呢?
[00:03:35.800 --> 00:03:37.280]  一年只有一次
[00:03:37.280 --> 00:03:39.960]  我就寧願去到我家附近
[00:03:39.960 --> 00:03:42.720]  才買這些曲奇餅
[00:03:42.720 --> 00:03:45.640]  大家知道那兩大間超市
[00:03:45.640 --> 00:03:48.120]  年初一、二、三就會關門
[00:03:48.120 --> 00:03:52.320]  是那些7-11、Circle K才會開的
[00:03:52.320 --> 00:03:53.600]  什麼城市都開的
[00:03:53.600 --> 00:03:55.880]  但就會貴一點,貴一點點的
[00:03:55.880 --> 00:03:59.080]  但我都算了,免得買來買去
[00:03:59.080 --> 00:04:01.640]  就去到家裡樓下或者附近才買
[00:04:01.640 --> 00:04:05.880]  當時有很多人他們從外地回來的時候
[00:04:05.880 --> 00:04:09.160]  原來那些宗教領袖竟然
[00:04:09.160 --> 00:04:12.240]  將聖殿一個外邦人的院子
[00:04:12.240 --> 00:04:14.600]  給那些人來販賣牛羊
[00:04:14.600 --> 00:04:18.600]  讓那些人可以在這裡買了這些牛羊才可以獻祭
[00:04:18.600 --> 00:04:20.080]  還有就是兌換銀錢
[00:04:20.080 --> 00:04:22.720]  因為從外地回來要用回當時的錢
[00:04:22.720 --> 00:04:26.320]  耶穌基督彌大爺去指責這班人
[00:04:26.320 --> 00:04:28.920]  所以這班人是心心不忿
[00:04:28.920 --> 00:04:31.680]  好了,耶穌潔淨聖殿並且行神蹟
[00:04:31.680 --> 00:04:35.200]  我們看《馬太福音》第21章12到第14節
[00:04:35.200 --> 00:04:36.720]  我們不讀這段經文
[00:04:36.720 --> 00:04:38.080]  耶穌就指出你們
[00:04:38.080 --> 00:04:41.080]  你為什麼要將我這個聖殿變成一個賊窩
[00:04:41.080 --> 00:04:43.360]  為什麼要彌大爺去搞這裡這樣
[00:04:43.360 --> 00:04:45.920]  於是推倒這些桌椅
[00:04:45.920 --> 00:04:47.920]  趕那些牛羊出去外面
[00:04:47.920 --> 00:04:50.320]  這班人明知自己理虧
[00:04:50.320 --> 00:04:53.720]  所以都不敢彌大爺去回應耶穌
[00:04:53.720 --> 00:04:58.280]  所以這班人在見到耶穌這麼受歡迎的時候
[00:04:58.280 --> 00:04:59.960]  他終於忍受不住
[00:04:59.960 --> 00:05:03.400]  於是他當面彌大爺去挑戰耶穌
[00:05:03.400 --> 00:05:05.640]  如果你留意到
[00:05:05.640 --> 00:05:07.320]  如果按當時的經文記載
[00:05:07.320 --> 00:05:08.760]  《馬太福音》裡面的記載
[00:05:08.760 --> 00:05:10.040]  有三種人
[00:05:10.040 --> 00:05:12.600]  文士、法利塞人
[00:05:12.600 --> 00:05:15.800]  和這班猶太公會裡面組成的人
[00:05:15.800 --> 00:05:17.880]  就彌大爺去質詢耶穌
