
[00:00:00.000 --> 00:00:03.940]  現在這個年代有很多困苦的人
[00:00:03.940 --> 00:00:05.340]  是不是
[00:00:05.340 --> 00:00:07.360]  你有沒有想起哪一個呢
[00:00:07.360 --> 00:00:10.680]  可能一想起就是 最困苦的就是
[00:00:10.680 --> 00:00:11.680]  我了
[00:00:11.680 --> 00:00:13.060]  是不是
[00:00:13.060 --> 00:00:16.460]  這個也可以的 那你想另一個人吧
[00:00:16.460 --> 00:00:18.600]  不要不想自己
[00:00:18.600 --> 00:00:21.180]  那在困苦裡面的人
[00:00:21.180 --> 00:00:24.840]  其實是很需要被鼓勵的 特別在現在的時候
[00:00:24.840 --> 00:00:26.840]  所以第一點我想說的就是
[00:00:26.840 --> 00:00:30.420]  我們要思念一些困苦的人
[00:00:30.420 --> 00:00:33.280]  提摩泰的困苦是什麼
[00:00:33.280 --> 00:00:36.360]  如果你看提摩泰前書
[00:00:36.360 --> 00:00:40.020]  後書 你就體會到他的困苦了
[00:00:40.020 --> 00:00:43.780]  那我告訴大家 不用讀聖經 大家快點了解一下
[00:00:43.780 --> 00:00:47.820]  在保羅就要提摩泰留在異筆所
[00:00:47.820 --> 00:00:49.520]  就要牧養這間教會
[00:00:49.520 --> 00:00:52.600]  他們開荒出來的 怎樣也要有徒弟去牧養
[00:00:52.600 --> 00:00:55.000]  那提摩泰就是在當中牧養
[00:00:55.000 --> 00:00:57.460]  那當中有什麼問題呢 要面對
[00:00:57.460 --> 00:01:01.300]  前後前書有提到 有人傳異教
[00:01:01.300 --> 00:01:04.520]  異端 在爭辯很多問題
[00:01:04.520 --> 00:01:06.680]  特別是什麼問題呢 聖經提到
[00:01:06.680 --> 00:01:09.960]  有些人是主張 禁止嫁娶
[00:01:09.960 --> 00:01:12.140]  就是不要結婚
[00:01:12.140 --> 00:01:15.360]  可能這樣更加淑女 或者是
[00:01:15.360 --> 00:01:17.260]  侍奉主更好
[00:01:17.260 --> 00:01:20.420]  有人提議就是 不准吃一些食物
[00:01:20.420 --> 00:01:23.940]  好像舊藥那樣 應該什麼什麼不准吃
[00:01:23.940 --> 00:01:28.420]  最厲害的就是 有些人說 復活的事已經過去了
[00:01:28.420 --> 00:01:30.020]  提摩泰是後書提到的
[00:01:30.020 --> 00:01:34.120]  而提摩泰就要面對這些局面
[00:01:34.120 --> 00:01:38.460]  有提到 領袖就離開教會
[00:01:38.460 --> 00:01:41.600]  他們不是離開教會那麼簡單 而是離棄信仰
[00:01:41.600 --> 00:01:45.380]  而且反過來 褻瀆耶穌
[00:01:45.380 --> 00:01:47.480]  旁瀆基督教
[00:01:47.480 --> 00:01:49.860]  那提摩泰要面對
[00:01:49.860 --> 00:01:54.540]  也提到 有人在教會服侍 是為了財利
[00:01:54.540 --> 00:01:58.640]  如果有人邀請我去這間教會
[00:01:58.640 --> 00:02:00.640]  我就說 不要搞了
[00:02:00.640 --> 00:02:02.640]  回來慈光頭比較好
[00:02:02.640 --> 00:02:08.080]  另外 還要做一些事 因為建立教會
[00:02:08.080 --> 00:02:10.080]  要建立領導團隊
[00:02:10.080 --> 00:02:14.580]  所以提摩泰要負責 設立監督 設立長老
[00:02:14.580 --> 00:02:17.800]  真的不容易 設立領導團隊
[00:02:17.800 --> 00:02:20.840]  還要各年齡層的牧養
[00:02:20.840 --> 00:02:23.880]  保羅都要教他 他自己也不知道怎麼辦
[00:02:23.880 --> 00:02:28.460]  聖經提到 他要牧養男士 女士 長者
[00:02:28.460 --> 00:02:31.120]  我覺得最難的就是有些奴隸信了主
[00:02:31.120 --> 00:02:34.480]  怎樣要牧養奴隸和主人的關係
[00:02:34.480 --> 00:02:36.480]  這個真的很不容易
[00:02:36.480 --> 00:02:38.480]  但提摩泰就要去做了
[00:02:38.480 --> 00:02:41.040]  而當時的情況
[00:02:41.040 --> 00:02:46.880]  提摩泰的師父已經被捉了
[00:02:48.760 --> 00:02:50.760]  提摩泰的徒弟會怎樣做呢
[00:02:50.760 --> 00:02:53.720]  當時的社會環境也是緊張的
[00:02:53.720 --> 00:02:55.720]  如果你說錯話
[00:02:55.720 --> 00:03:00.600]  當時羅馬的一些集族等等是可以告你的
[00:03:00.600 --> 00:03:04.920]  也會被猶太教的人追擊的
[00:03:04.920 --> 00:03:06.920]  就像保羅一樣
[00:03:06.920 --> 00:03:08.920]  終於保羅也被捉了
[00:03:08.920 --> 00:03:10.920]  所以普遍的環境都是緊張的
[00:03:10.920 --> 00:03:14.920]  提摩泰就要在這裏開荒牧養
[00:03:14.920 --> 00:03:16.920]  覺得難嗎
[00:03:16.920 --> 00:03:18.920]  你覺得他是否一個困局
[00:03:18.920 --> 00:03:20.920]  也是的
[00:03:20.920 --> 00:03:22.920]  所以大家多些為前路牧者祈禱
[00:03:22.920 --> 00:03:24.920]  特別是這個時代
[00:03:24.920 --> 00:03:26.920]  很多困局
[00:03:26.920 --> 00:03:28.920]  不只是慈光堂其他
[00:03:28.920 --> 00:03:30.920]  提摩泰的生命狀況和性格如何呢
[00:03:30.920 --> 00:03:32.920]  聖經也有交代
[00:03:32.920 --> 00:03:34.920]  他是較為膽怯
[00:03:34.920 --> 00:03:36.920]  內向
[00:03:36.920 --> 00:03:38.920]  行事很小心謹慎
[00:03:38.920 --> 00:03:40.920]  所以也不敢用他的恩賜
[00:03:40.920 --> 00:03:42.920]  教導的恩賜
[00:03:42.920 --> 00:03:44.920]  跟別人辯駁
[00:03:44.920 --> 00:03:46.920]  邪教
[00:03:46.920 --> 00:03:48.920]  這是他一個很大的難處
[00:03:48.920 --> 00:03:50.920]  而他的性格
[00:03:50.920 --> 00:03:52.920]  內向
[00:03:52.920 --> 00:03:54.920]  他覺得自己很年輕
[00:03:54.920 --> 00:03:56.920]  所以保羅說
[00:03:56.920 --> 00:03:58.920]  不要小看自己年輕
[00:03:58.920 --> 00:04:00.920]  言語行為
[00:04:00.920 --> 00:04:02.920]  信心愛心都要作人的榜樣
[00:04:02.920 --> 00:04:04.920]  說吧 教導吧
[00:04:04.920 --> 00:04:06.920]  但他只是覺得自己很年輕
[00:04:06.920 --> 00:04:08.920]  所以也有些軟弱
[00:04:08.920 --> 00:04:10.920]  臨前五章二十三節
[00:04:10.920 --> 00:04:12.920]  提到他還有一件事
[00:04:12.920 --> 00:04:14.920]  原來他常常有胃痛
[00:04:14.920 --> 00:04:16.920]  胃病
[00:04:16.920 --> 00:04:18.920]  時尚
[00:04:18.920 --> 00:04:20.920]  通常有胃病
[00:04:20.920 --> 00:04:22.920]  時尚有胃病的人是怎樣的
[00:04:22.920 --> 00:04:24.920]  通常是有壓力
[00:04:24.920 --> 00:04:26.920]  是吧
[00:04:26.920 --> 00:04:28.920]  心理影響
[00:04:28.920 --> 00:04:30.920]  生理
[00:04:30.920 --> 00:04:32.920]  看到他有很大壓力
[00:04:32.920 --> 00:04:34.920]  所以提摩泰
[00:04:34.920 --> 00:04:36.920]  真是一個困苦的綱頸
[00:04:36.920 --> 00:04:38.920]  一個困苦的人
[00:04:38.920 --> 00:04:40.920]  而聖經提到
[00:04:40.920 --> 00:04:42.920]  保羅是想念他
[00:04:42.920 --> 00:04:44.920]  這個他也是會想念的
[00:04:44.920 --> 00:04:46.920]  因為是他的徒弟
[00:04:46.920 --> 00:04:48.920]  而且真的是猜怕他
[00:04:48.920 --> 00:04:50.920]  他很擔心
[00:04:50.920 --> 00:04:52.920]  保羅自己其實也是
[00:04:52.920 --> 00:04:54.920]  一個困苦的當中
[00:04:54.920 --> 00:04:56.920]  他什麼時候寫這封信的
[00:04:56.920 --> 00:04:58.920]  他在羅馬坐牢的時候
[00:04:58.920 --> 00:05:00.920]  而且是很危急的
[00:05:00.920 --> 00:05:02.920]  你叫他寫這封信後面怎樣
[00:05:02.920 --> 00:05:04.920]  他提到自己
[00:05:04.920 --> 00:05:06.920]  快要死了
[00:05:06.920 --> 00:05:08.920]  打的仗已經差不多打完了
[00:05:08.920 --> 00:05:10.920]  外面已經為我存留
[00:05:10.920 --> 00:05:12.920]  所以叫提摩泰快點來探望我
[00:05:12.920 --> 00:05:14.920]  拿些什麼衣服
[00:05:14.920 --> 00:05:16.920]  拿些什麼物件來探望我
[00:05:16.920 --> 00:05:18.920]  其實他已經是要受審
[00:05:18.920 --> 00:05:20.920]  還有知道會死的
[00:05:20.920 --> 00:05:22.920]  他另外一個困境就是提到
[00:05:22.920 --> 00:05:24.920]  當他訴訟的時候
[00:05:24.920 --> 00:05:26.920]  沒有人幫他
[00:05:26.920 --> 00:05:28.920]  亞西亞的人也離開他
[00:05:28.920 --> 00:05:30.920]  那裡的人等於會離開他
[00:05:30.920 --> 00:05:32.920]  有人叛教
[00:05:32.920 --> 00:05:34.920]  有人貪愛世界又走了
[00:05:34.920 --> 00:05:36.920]  其實他也是一個很孤獨
[00:05:36.920 --> 00:05:38.920]  不過在牢裡
[00:05:38.920 --> 00:05:40.920]  他就想起提摩泰
[00:05:40.920 --> 00:05:42.920]  為什麼會想起他呢
[00:05:42.920 --> 00:05:44.920]  除了是
[00:05:44.920 --> 00:05:46.920]  他的屬靈的兒子
[00:05:46.920 --> 00:05:48.920]  我近期有一點點的體會
[00:05:48.920 --> 00:05:50.920]  不知道是不是他坐牢
[00:05:50.920 --> 00:05:52.920]  比較有空
[00:05:52.920 --> 00:05:54.920]  這個我這樣想
[00:05:54.920 --> 00:05:56.920]  當然坐牢也很辛苦
[00:05:56.920 --> 00:05:58.920]  保羅不用再去報道
[00:05:58.920 --> 00:06:00.920]  再去建立教會
[00:06:00.920 --> 00:06:02.920]  再去趕鬼
[00:06:02.920 --> 00:06:04.920]  再去港島
[00:06:04.920 --> 00:06:06.920]  在一個地方
[00:06:06.920 --> 00:06:08.920]  是不是有多一點安靜的時間
[00:06:08.920 --> 00:06:10.920]  想起一些人呢
[00:06:10.920 --> 00:06:12.920]  不知道
[00:06:12.920 --> 00:06:14.920]  大家什麼時候會想起一些人的困苦
[00:06:14.920 --> 00:06:16.920]  可能真的靜一靜的時候
[00:06:16.920 --> 00:06:18.920]  你很忙很忙的時候
[00:06:18.920 --> 00:06:20.920]  根本不會
[00:06:20.920 --> 00:06:22.920]  可能你跑得很快的時候
[00:06:22.920 --> 00:06:24.920]  神故意撞你腳
[00:06:24.920 --> 00:06:26.920]  讓你撲一撲
[00:06:26.920 --> 00:06:28.920]  然後就想起自己的痛苦
[00:06:28.920 --> 00:06:30.920]  又可以多一點空間
[00:06:30.920 --> 00:06:32.920]  想起一些人的需要
[00:06:32.920 --> 00:06:34.920]  可能是這樣
[00:06:34.920 --> 00:06:36.920]  我以前沒想過這樣
[00:06:36.920 --> 00:06:38.920]  不敢這樣想保羅
[00:06:38.920 --> 00:06:40.920]  不過近期有多一點空間
[00:06:40.920 --> 00:06:42.920]  想起很多人
[00:06:42.920 --> 00:06:44.920]  會不會多一點空間的時候
[00:06:44.920 --> 00:06:46.920]  想起多一點人呢
[00:06:46.920 --> 00:06:48.920]  但無論如何
[00:06:48.920 --> 00:06:50.920]  保羅是想起他
[00:06:50.920 --> 00:06:52.920]  而想起他很有情感
[00:06:52.920 --> 00:06:54.920]  想起他的眼淚
[00:06:54.920 --> 00:06:56.920]  我猜保羅也有為他祈禱
[00:06:56.920 --> 00:06:58.920]  而眼淚
[00:06:58.920 --> 00:07:00.920]  為什麼想起他的眼淚呢
[00:07:00.920 --> 00:07:02.920]  因為保羅很認識提摩太
[00:07:02.920 --> 00:07:04.920]  剛才的性格
[00:07:04.920 --> 00:07:06.920]  又要做一件這麼偉大的事
[00:07:06.920 --> 00:07:08.920]  保羅叫他做的時候
[00:07:08.920 --> 00:07:10.920]  提摩太馬上流淚
[00:07:10.920 --> 00:07:12.920]  不要怪保羅
[00:07:12.920 --> 00:07:14.920]  是不是我這麼年輕
[00:07:14.920 --> 00:07:18.920]  他真的有很多眼淚
[00:07:18.920 --> 00:07:20.920]  所以
[00:07:20.920 --> 00:07:22.920]  保羅想起他
[00:07:22.920 --> 00:07:24.920]  是很想安慰他
[00:07:24.920 --> 00:07:26.920]  很想鼓勵他
[00:07:26.920 --> 00:07:28.920]  很想教導他
[00:07:28.920 --> 00:07:30.920]  因為他是屬靈兒子
[00:07:30.920 --> 00:07:32.920]  他怎樣都接受
[00:07:32.920 --> 00:07:34.920]  但很重要的是保羅很關心他
[00:07:34.920 --> 00:07:36.920]  大概經文裏看到
[00:07:36.920 --> 00:07:38.920]  保羅是怎樣呢
[00:07:38.920 --> 00:07:40.920]  他很肯定提摩太的信心
[00:07:40.920 --> 00:07:42.920]  無偽之信
[00:07:42.920 --> 00:07:44.920]  很簡單
[00:07:44.920 --> 00:07:46.920]  就是這樣
[00:07:46.920 --> 00:07:48.920]  而這些信心是他家族承傳給他的
[00:07:48.920 --> 00:07:50.920]  他的外祖母信主
[00:07:50.920 --> 00:07:52.920]  他的媽媽信主
[00:07:52.920 --> 00:07:54.920]  傳給他
[00:07:54.920 --> 00:07:56.920]  很可能是在保羅旅遊
[00:07:56.920 --> 00:07:58.920]  不是旅遊
[00:07:58.920 --> 00:08:00.920]  走到那裏
[00:08:00.920 --> 00:08:02.920]  認識這個家庭
[00:08:02.920 --> 00:08:04.920]  外祖母信主
[00:08:04.920 --> 00:08:06.920]  媽媽信主
[00:08:06.920 --> 00:08:08.920]  提摩太信主
[00:08:08.920 --> 00:08:10.920]  他們都是很單純的心
[00:08:10.920 --> 00:08:12.920]  所以保羅肯定他
[00:08:12.920 --> 00:08:14.920]  其實是一個很單純的心
[00:08:14.920 --> 00:08:16.920]  走上這條伺服的路
[00:08:16.920 --> 00:08:18.920]  這是無偽之信
[00:08:18.920 --> 00:08:20.920]  是很重要的
[00:08:20.920 --> 00:08:22.920]  保羅肯定他
[00:08:22.920 --> 00:08:24.920]  你有恩賜
[00:08:24.920 --> 00:08:26.920]  我們相信保羅的恩賜
[00:08:26.920 --> 00:08:28.920]  就是教導
[00:08:28.920 --> 00:08:30.920]  或者要牧養一個
[00:08:30.920 --> 00:08:32.920]  開荒的教會
[00:08:32.920 --> 00:08:34.920]  很希望他挑釁
[00:08:34.920 --> 00:08:36.920]  保羅的心挑釁
[00:08:36.920 --> 00:08:38.920]  保羅又提醒他
[00:08:38.920 --> 00:08:40.920]  不要太膽怯
[00:08:40.920 --> 00:08:42.920]  不要覺得自己小
[00:08:42.920 --> 00:08:44.920]  神不給我們的
[00:08:44.920 --> 00:08:46.920]  剛強仁愛謹守的心
[00:08:46.920 --> 00:08:48.920]  保羅又提醒他
[00:08:48.920 --> 00:08:50.920]  不要因為我被捉你又覺得羞恥
[00:08:50.920 --> 00:08:52.920]  羞恥的意思可能是
[00:08:52.920 --> 00:08:54.920]  覺得保羅做錯事所以被捉
[00:08:54.920 --> 00:08:56.920]  一種羞恥
[00:08:56.920 --> 00:08:58.920]  或者可能是為神的緣故
[00:08:58.920 --> 00:09:00.920]  很害怕,不要騷擾我
