
[00:00:00.000 --> 00:00:03.660]  我們今天講一個題目,就是「歸耶和華為聖」
[00:00:03.660 --> 00:00:06.540]  今天所講的題目是「歸耶和華為聖」
[00:00:06.540 --> 00:00:12.040]  我剛才講的那三段經文,大家有沒有發現到有什麼特點呢?
[00:00:12.040 --> 00:00:17.620]  就是大家剛才讀的三段經文,大家發現有什麼共同特點呢?
[00:00:17.620 --> 00:00:20.840]  大家有沒有注意到啊?
[00:00:20.840 --> 00:00:22.320]  大家有沒有注意到?
[00:00:22.320 --> 00:00:26.120]  啊,請你們回答我吧!
[00:00:26.120 --> 00:00:27.780]  請你們回答我!
[00:00:27.780 --> 00:00:29.320]  「歸耶和華為聖」
[00:00:29.320 --> 00:00:30.120]  嗯?
[00:00:30.120 --> 00:00:31.120]  「歸耶和華為聖」
[00:00:31.120 --> 00:00:32.620]  「歸耶和華為聖」
[00:00:32.620 --> 00:00:35.620]  是啦,沒錯啦,但還有一個特點的
[00:00:35.620 --> 00:00:36.620]  還有一個特點?
[00:00:36.620 --> 00:00:42.140]  有沒有注意到字體?
[00:00:42.140 --> 00:00:43.640]  有沒有注意到字體?
[00:00:43.640 --> 00:00:50.400]  對,還有,還有
[00:00:50.400 --> 00:00:51.400]  還有?
[00:00:51.400 --> 00:00:55.620]  在其他聖經裏面你找不到的
[00:00:55.620 --> 00:00:57.620]  在其他聖經裏面找不到的?
[00:00:57.620 --> 00:00:59.620]  特別大隻
[00:00:59.620 --> 00:01:01.620]  特別字體,特別大
[00:01:01.620 --> 00:01:03.120]  有沒有發現到?
[00:01:03.120 --> 00:01:04.120]  有沒有發現到?
[00:01:04.120 --> 00:01:05.620]  有沒有發現到?
[00:01:05.620 --> 00:01:07.120]  有沒有注意到?
[00:01:07.120 --> 00:01:09.620]  聖經裏面就是這三處經文
[00:01:09.620 --> 00:01:11.620]  「歸耶和華為聖」
[00:01:11.620 --> 00:01:14.620]  是特別黑,特別大
[00:01:14.620 --> 00:01:16.620]  就是在這個整本聖經裏面
[00:01:16.620 --> 00:01:20.620]  只有這三段經文「歸耶和華為聖」特別是用合理
[00:01:20.620 --> 00:01:23.620]  並且用放大的字體來解釋
[00:01:23.620 --> 00:01:25.620]  這對我來說是很重要的意思啦
[00:01:25.620 --> 00:01:27.620]  這對我們來說是非常重要的意思
[00:01:27.620 --> 00:01:30.620]  聖經裏面每一次重複又重複講
[00:01:30.620 --> 00:01:32.620]  好像很長氣
[00:01:32.620 --> 00:01:36.620]  主要在聖經裏面,在重複又重複表明是重點
[00:01:36.620 --> 00:01:38.620]  就是很重要這樣的意思
[00:01:38.620 --> 00:01:39.620]  就是很重要的意思
[00:01:39.620 --> 00:01:41.620]  好啦,我們今天既然這麼重要
[00:01:41.620 --> 00:01:45.120]  我們真的要認真看看這三處經文講什麼啦
[00:01:45.120 --> 00:01:49.620]  主要既然這麼重要,我們就認真來看這三處經文到底在講什麼
[00:01:49.620 --> 00:01:53.120]  好啦,第一題目就是「歸耶和華為聖」
[00:01:53.120 --> 00:01:55.120]  這題目就叫「歸耶和華為聖」
[00:01:55.120 --> 00:01:57.620]  每一次當我們講到「聖」的時候呢
[00:01:57.620 --> 00:01:58.620]  我們就嚇了一驚
[00:01:58.620 --> 00:02:02.120]  每次講到「聖」的時候我們都被嚇了一跳
[00:02:02.120 --> 00:02:04.120]  我們時時看到一些圖畫
[00:02:04.120 --> 00:02:07.120]  有聖彼得、聖雅各、聖約翰
[00:02:07.120 --> 00:02:08.620]  就說我們看一些圖畫
[00:02:08.620 --> 00:02:11.620]  比如聖雅各、聖彼得、聖約翰
[00:02:11.620 --> 00:02:13.120]  當然是加個「聖」字的
[00:02:13.120 --> 00:02:14.620]  都要加上一個「聖」
[00:02:14.620 --> 00:02:16.620]  如果你留心他們的圖畫呢
[00:02:16.620 --> 00:02:18.620]  圖畫當然是一個老人
[00:02:18.620 --> 00:02:20.620]  圖畫都是一些老人
[00:02:20.620 --> 00:02:21.620]  很磁場的老人
[00:02:21.620 --> 00:02:23.120]  很磁場的老人
[00:02:23.120 --> 00:02:25.120]  上面有個光環
[00:02:25.120 --> 00:02:26.620]  上面會有光環
[00:02:26.620 --> 00:02:27.620]  然後呢
[00:02:27.620 --> 00:02:30.120]  他走在路上好像很輕飄飄的
[00:02:30.120 --> 00:02:32.620]  他走在路上好像很輕飄飄的
[00:02:32.620 --> 00:02:34.120]  讓我照一下鏡子
[00:02:34.120 --> 00:02:35.120]  讓我照一下鏡子
[00:02:35.120 --> 00:02:36.120]  我像不像樣啊?
[00:02:36.120 --> 00:02:37.120]  我像不像?
[00:02:37.120 --> 00:02:38.620]  我上面看不到有光環
[00:02:38.620 --> 00:02:40.120]  我上面看不到有光環
[00:02:40.120 --> 00:02:43.620]  我要歸耶和華為聖
[00:02:43.620 --> 00:02:46.120]  我這樣的樣子怎麼行啊?
[00:02:46.120 --> 00:02:48.120]  我要歸耶和華為聖
[00:02:48.120 --> 00:02:50.120]  我這個樣子行嗎?
[00:02:50.120 --> 00:02:54.120]  所以今天,但是今天神對我們說
[00:02:54.120 --> 00:02:55.620]  但神跟我們講
[00:02:55.620 --> 00:02:57.620]  我們要歸耶和華為聖
[00:02:57.620 --> 00:02:59.120]  我們要歸耶和華為聖
[00:02:59.120 --> 00:02:59.620]  我們要歸耶和華為聖
[00:02:59.620 --> 00:03:00.120]  我們要歸耶和華為聖
[00:03:00.120 --> 00:03:00.620]  我們要歸耶和華為聖
[00:03:00.620 --> 00:03:01.120]  我們要歸耶和華為聖
[00:03:01.120 --> 00:03:01.620]  我們要歸耶和華為聖
[00:03:01.620 --> 00:03:02.120]  我們要歸耶和華為聖
[00:03:02.120 --> 00:03:02.620]  我們要歸耶和華為聖
[00:03:02.620 --> 00:03:03.120]  我們要歸耶和華為聖
[00:03:03.120 --> 00:03:03.620]  我們要歸耶和華為聖
[00:03:03.620 --> 00:03:04.120]  我們要歸耶和華為聖
[00:03:04.120 --> 00:03:04.620]  我們要歸耶和華為聖
[00:03:04.620 --> 00:03:05.120]  我們要歸耶和華為聖
[00:03:05.120 --> 00:03:05.620]  我們要歸耶和華為聖
[00:03:05.620 --> 00:03:06.120]  我們要歸耶和華為聖
[00:03:06.120 --> 00:03:28.120]  我們要歸耶和華為聖
[00:03:36.120 --> 00:03:38.120]  我們要歸耶和華為聖
[00:03:38.120 --> 00:03:40.120]  我們要歸耶和華為聖
[00:03:40.120 --> 00:03:42.120]  我們要歸耶和華為聖
[00:03:42.120 --> 00:03:44.120]  我們要歸耶和華為聖
[00:03:44.120 --> 00:03:46.120]  我們要歸耶和華為聖
[00:03:46.120 --> 00:03:48.120]  我們要歸耶和華為聖
[00:03:48.120 --> 00:03:50.120]  我們要歸耶和華為聖
[00:03:50.120 --> 00:03:52.120]  我們要歸耶和華為聖
[00:03:52.120 --> 00:03:54.120]  我們要歸耶和華為聖
[00:03:54.120 --> 00:03:56.120]  我們要歸耶和華為聖
[00:03:56.120 --> 00:03:58.120]  我們要歸耶和華為聖
[00:03:58.120 --> 00:04:00.120]  我們要歸耶和華為聖
[00:04:00.120 --> 00:04:02.120]  我們要歸耶和華為聖
[00:04:02.120 --> 00:04:04.120]  我們要歸耶和華為聖
[00:04:04.120 --> 00:04:06.120]  我們要歸耶和華為聖
[00:04:06.120 --> 00:04:08.120]  我們要歸耶和華為聖
[00:04:08.120 --> 00:04:10.120]  我們要歸耶和華為聖
[00:04:10.120 --> 00:04:12.120]  我們要歸耶和華為聖
[00:04:12.120 --> 00:04:14.120]  我們要歸耶和華為聖
[00:04:14.120 --> 00:04:16.120]  我們要歸耶和華為聖
[00:04:16.120 --> 00:04:18.120]  我們要歸耶和華為聖
[00:04:18.120 --> 00:04:20.120]  我們要歸耶和華為聖
[00:04:20.120 --> 00:04:22.120]  我們要歸耶和華為聖
[00:04:22.120 --> 00:04:24.120]  我們要歸耶和華為聖
[00:04:24.120 --> 00:04:26.120]  我們要歸耶和華為聖
[00:04:26.120 --> 00:04:28.120]  我們要歸耶和華為聖
[00:04:28.120 --> 00:04:30.120]  我們要歸耶和華為聖
[00:04:30.120 --> 00:04:32.120]  我們要歸耶和華為聖
[00:04:32.120 --> 00:04:34.120]  我們要歸耶和華為聖
[00:04:34.120 --> 00:04:36.120]  我們要歸耶和華為聖
[00:04:36.120 --> 00:04:38.120]  我們要歸耶和華為聖
[00:04:38.120 --> 00:04:40.120]  我們要歸耶和華為聖
[00:04:40.120 --> 00:04:42.120]  我們要歸耶和華為聖
