
[00:00:00.000 --> 00:00:02.380]  今天早上回來的時候
[00:00:02.380 --> 00:00:04.400]  不知道大家帶著什麼心情
[00:00:04.400 --> 00:00:05.760]  無論怎樣也好
[00:00:05.760 --> 00:00:07.980]  也願意上帝的話語
[00:00:07.980 --> 00:00:10.180]  讓我們重新得力
[00:00:10.180 --> 00:00:11.820]  讓我們一起去祈禱
[00:00:11.820 --> 00:00:15.480]  主啊 我們願意安靜去等候
[00:00:15.480 --> 00:00:18.400]  聖靈在我們心裏面向我們說話
[00:00:18.400 --> 00:00:22.560]  神啊 我們很需要祢的道
[00:00:22.560 --> 00:00:24.360]  去光照我們的心
[00:00:24.360 --> 00:00:28.040]  主啊 祢的話語好像兩刃劍
[00:00:28.220 --> 00:00:31.640]  能夠將我們的心思主義都能夠辨明
[00:00:31.640 --> 00:00:34.520]  有時候我們自己也不明白自己
[00:00:34.520 --> 00:00:38.200]  但是唯獨祢能夠幫我們知道我們的本相
[00:00:38.200 --> 00:00:41.420]  主啊 求祢讓我們在祢的恩典底下
[00:00:41.420 --> 00:00:43.800]  我們懂得來到去迴轉
[00:00:43.800 --> 00:00:47.360]  主啊 求祢藉著祢自己的道去幫助我們
[00:00:47.360 --> 00:00:49.960]  求祢引導我們以下的時間
[00:00:49.960 --> 00:00:53.000]  幫助我們帶著謙卑受教的心
[00:00:53.000 --> 00:00:54.560]  去領受祢的道
[00:00:54.560 --> 00:00:57.600]  再重在我們的生命裏面去結出果子
[00:00:57.600 --> 00:01:00.420]  由三十倍、六十倍、一百倍
[00:01:00.420 --> 00:01:02.140]  多謝祢 聽我們禱告
[00:01:02.140 --> 00:01:04.580]  奉耶穌基督的名 阿門
[00:01:04.580 --> 00:01:08.540]  有一位弟兄他年輕的時候
[00:01:08.540 --> 00:01:14.520]  很可惜被他爸爸曾經有一句說話傷害了他
[00:01:14.520 --> 00:01:16.800]  就是說「你真是沒用了」
[00:01:16.800 --> 00:01:23.320]  這句說話令他一直很努力很想做好自己
[00:01:23.320 --> 00:01:27.100]  希望得到爸爸的肯定和欣賞
[00:01:27.680 --> 00:01:31.620]  於是他對自己的每樣東西都要求很高
[00:01:31.620 --> 00:01:34.360]  他經常覺得自己不達標的時候
[00:01:34.360 --> 00:01:38.900]  就會很容易自責、很內疚和很自卑
[00:01:38.900 --> 00:01:41.720]  他不單對自己要求高
[00:01:41.720 --> 00:01:44.300]  他對其他人的要求也很高
[00:01:44.300 --> 00:01:47.520]  他雖然心裏不會說出來
[00:01:47.520 --> 00:01:51.200]  但當對方不能達到他心裏的要求的時候
[00:01:51.200 --> 00:01:53.560]  他裏面就會有很多「嘰哩咕嚕」
[00:01:53.560 --> 00:01:56.700]  就會將人分成不同的種類
[00:01:57.200 --> 00:01:59.880]  「不好」、「好」和「非常好」
[00:01:59.880 --> 00:02:03.400]  經常掛在嘴邊的就是說
[00:02:03.400 --> 00:02:06.280]  「某某你不應該這樣做事的」
[00:02:06.280 --> 00:02:08.280]  「你應該要這樣這樣」
[00:02:08.280 --> 00:02:13.780]  自然裏面就會有很多的批評、論斷和責備的說話
[00:02:13.780 --> 00:02:19.000]  我有一個靠近身體的問題很想問一下大家
[00:02:19.000 --> 00:02:21.260]  我們的信仰是很靠近身體的
[00:02:21.260 --> 00:02:25.040]  如果這樣的一個弟兄來到你的團契
[00:02:26.400 --> 00:02:28.780]  你會不會願意跟他相交呢?
[00:02:28.780 --> 00:02:31.700]  的確不容易的
[00:02:31.700 --> 00:02:36.200]  因為他開口閉口都是批評和論斷的說話
[00:02:36.200 --> 00:02:37.600]  很難忍受的,是嗎?
[00:02:37.600 --> 00:02:42.200]  事實上我們真的很喜歡做審判官的
[00:02:42.200 --> 00:02:45.800]  我們很喜歡去定自己的罪
[00:02:45.800 --> 00:02:47.800]  亦都去定別人的罪
[00:02:47.800 --> 00:02:52.300]  大家還記得我們的始祖亞當夏娃
[00:02:52.300 --> 00:02:55.600]  他們犯罪的其中一個誘因
[00:02:55.600 --> 00:02:58.800]  就是因為當時的蛇引誘她說
[00:02:58.800 --> 00:03:01.200]  你吃了這個果子之後
[00:03:01.200 --> 00:03:05.200]  就會好像神一樣能夠知道善惡
[00:03:05.200 --> 00:03:08.800]  她吃了禁果之後
[00:03:08.800 --> 00:03:10.800]  罪就進入了這個世界
[00:03:10.800 --> 00:03:16.000]  於是事實上聖經說她真的能夠分辨善惡
[00:03:16.000 --> 00:03:18.400]  不過她所知的善惡
[00:03:18.400 --> 00:03:22.200]  不是按著神的判斷去知道善惡
[00:03:22.200 --> 00:03:23.800]  而是用人的判斷
[00:03:23.800 --> 00:03:26.800]  用自己的判斷來分辨善惡
[00:03:26.800 --> 00:03:28.800]  所以從此以後
[00:03:28.800 --> 00:03:32.400]  人類就很喜歡充當審判官
[00:03:32.400 --> 00:03:35.400]  去定別人的好和壞
[00:03:35.400 --> 00:03:38.200]  所謂批判自己,亦都是批判別人
[00:03:38.200 --> 00:03:42.000]  或者其實這種的習慣
[00:03:42.000 --> 00:03:45.800]  我們已經覺得很習慣成自然
[00:03:45.800 --> 00:03:48.400]  特別是在中國人的社會裏面
[00:03:48.400 --> 00:03:49.800]  我們是很習慣
[00:03:49.800 --> 00:03:52.200]  你想想,你從小到大成長
[00:03:52.200 --> 00:03:55.800]  你的父母,你的老師,你的老闆
[00:03:55.800 --> 00:03:58.000]  是否很容易會在你面前說
[00:03:58.000 --> 00:04:01.600]  你真是蠢,你真是沒用
[00:04:01.600 --> 00:04:04.800]  你真的做不到事
[00:04:04.800 --> 00:04:09.400]  還有,我們已經很習慣做那些所謂的appraisal
[00:04:09.400 --> 00:04:12.200]  每年在公司都要做那些appraisal
[00:04:12.200 --> 00:04:13.800]  你的老闆就會告訴你
[00:04:13.800 --> 00:04:16.200]  你做不做得事,你做不到事
[00:04:16.200 --> 00:04:18.200]  你就沒用了
[00:04:18.200 --> 00:04:22.400]  所以我們亦都將這東西內化在我們心裏
[00:04:22.400 --> 00:04:24.000]  我們很習慣地說
[00:04:24.000 --> 00:04:27.000]  你真是蠢,你真是做不到事
[00:04:27.000 --> 00:04:30.200]  就會很快地將人分類
[00:04:30.200 --> 00:04:34.000]  哪些是你的朋友,哪些是你的敵人
[00:04:34.000 --> 00:04:36.200]  但是弟兄姊妹
[00:04:36.200 --> 00:04:39.200]  根據約翰一書所說
[00:04:39.200 --> 00:04:42.600]  剛才我說這位弟兄的生命
[00:04:42.600 --> 00:04:44.400]  有一個很大的缺失
[00:04:44.400 --> 00:04:47.400]  就是他其實雖然信了主
[00:04:47.400 --> 00:04:50.600]  但其實他神的愛
[00:04:50.600 --> 00:04:53.800]  在他的生命裏未得完全
[00:04:53.800 --> 00:04:57.000]  好,我們先看一看powerpoint
[00:04:57.000 --> 00:05:02.200]  今天約翰說到愛得已圓滿
[00:05:02.200 --> 00:05:04.200]  那個意思是甚麼呢?
[00:05:04.200 --> 00:05:06.600]  有兩個意思可以解
[00:05:06.600 --> 00:05:08.200]  第一,就是說
[00:05:08.200 --> 00:05:12.600]  神的愛在他的生命裏達至成熟
[00:05:12.600 --> 00:05:18.200]  或者神的愛已經完全轉化了他的生命
[00:05:18.200 --> 00:05:20.600]  那你就會問
[00:05:20.600 --> 00:05:23.200]  那我怎樣知道一個人
[00:05:23.200 --> 00:05:27.400]  他已經被神的愛完全轉化他的生命呢?
[00:05:27.400 --> 00:05:31.800]  就是今天我想和大家分享的這段經文的內容
[00:05:31.800 --> 00:05:33.800]  當約翰說到
[00:05:33.800 --> 00:05:38.000]  我們要讓神的愛在我們的生命裏得以完全
[00:05:38.000 --> 00:05:40.400]  有兩個轉化的記號
[00:05:40.400 --> 00:05:44.600]  當人裏面有這兩個轉化的特徵的時候
[00:05:44.600 --> 00:05:51.800]  他自然就會擺脫對自己的審判
[00:05:51.800 --> 00:05:54.800]  也擺脫對其他人的審判
[00:05:54.800 --> 00:06:00.200]  我們再看約翰一書
[00:06:00.200 --> 00:06:02.600]  由福特開始說的這一段
[00:06:02.600 --> 00:06:04.600]  四章七至二十一節
[00:06:04.600 --> 00:06:06.600]  其實都是在說彼此相愛
[00:06:06.600 --> 00:06:11.600]  七至十二節是在說一個客觀的事實
[00:06:11.600 --> 00:06:14.600]  約翰說到神的愛已經藉著
[00:06:14.600 --> 00:06:18.600]  基督所獻上的贖罪祭向世人顯明了
[00:06:18.600 --> 00:06:20.600]  這是一個客觀的事實
[00:06:20.600 --> 00:06:24.600]  然後上一次牧師和大家分享的十七至二十一節
[00:06:24.600 --> 00:06:26.600]  就是在說一個主觀的經驗
[00:06:26.600 --> 00:06:29.600]  就是說神已經藉著他的靈
[00:06:29.600 --> 00:06:31.600]  住入了我們的心裏面
[00:06:31.600 --> 00:06:33.600]  藉著我們相信的那一刻
[00:06:33.600 --> 00:06:38.600]  所以我們可以親身經驗上帝這一份的愛
[00:06:38.600 --> 00:06:42.600]  來到今天十七至二十一節
[00:06:42.600 --> 00:06:45.600]  約翰就將這兩個的內容
[00:06:45.600 --> 00:06:47.600]  推向一個具體的形容
[00:06:47.600 --> 00:06:49.600]  就是說弟兄姊妹
[00:06:49.600 --> 00:06:55.600]  你要讓神的愛在你的生命裏得以圓滿
[00:06:55.600 --> 00:06:58.600]  所以今天我和大家講的道
[00:06:58.600 --> 00:07:01.600]  這篇講章裏面的大綱很簡單
[00:07:01.600 --> 00:07:03.600]  就是和大家分享
[00:07:03.600 --> 00:07:05.600]  約翰在這篇經文裏面
[00:07:05.600 --> 00:07:09.600]  和我們講到愛得以圓滿的兩個很重要的記號
[00:07:09.600 --> 00:07:13.600]  第一就是一個人他能夠坦然無懼面見主
[00:07:13.600 --> 00:07:17.600]  第二就是他能夠顯出愛人的生命
[00:07:17.600 --> 00:07:20.600]  然後我會帶出一些應用
[00:07:20.600 --> 00:07:24.600]  今天很想去解釋這篇經文的時候
[00:07:24.600 --> 00:07:29.600]  我想去用一個很賄賂人口的耶穌的比喻
[00:07:29.600 --> 00:07:32.600]  去解釋浪子的比喻
[00:07:32.600 --> 00:07:34.600]  浪子的比喻大家都很熟悉
[00:07:34.600 --> 00:07:36.600]  爸爸對著兩個兒子
[00:07:36.600 --> 00:07:40.600]  一個小兒子花費了爸爸的家產
[00:07:40.600 --> 00:07:45.600]  一個大兒子一直都在家裏留守很忠心
[00:07:45.600 --> 00:07:50.600]  其實這兩個兒子分別是反映一個不斷批判自己
[00:07:50.600 --> 00:07:54.600]  另外一個就是不斷批判別人的生命
[00:07:54.600 --> 00:07:57.600]  當他們和父親相遇的時候
[00:07:57.600 --> 00:08:00.600]  父親的愛怎樣來轉化他們的生命
[00:08:00.600 --> 00:08:03.600]  我想用這個比喻來做一個例子
[00:08:03.600 --> 00:08:06.600]  首先我們看第一點
[00:08:06.600 --> 00:08:13.600]  圓滿的愛第一個記號就是能夠坦然無懼的面見主
[00:08:13.600 --> 00:08:16.600]  在第十七和第十八節
[00:08:16.600 --> 00:08:20.600]  大家可以聽我讀第十七節的上半節
[00:08:20.600 --> 00:08:24.600]  由此愛在我們裏面得以圓滿
[00:08:24.600 --> 00:08:29.600]  我們可以在審判的日子坦然無懼
[00:08:29.600 --> 00:08:31.600]  我再講一次
[00:08:31.600 --> 00:08:35.600]  剛才約翰講到愛得以圓滿的意思就是
[00:08:35.600 --> 00:08:38.600]  神的愛在一個人的生命裏面達到成熟
[00:08:38.600 --> 00:08:42.600]  所以神的愛已經完全轉化他的生命
[00:08:42.600 --> 00:08:45.600]  但你留意第十七節的上半節
[00:08:45.600 --> 00:08:48.600]  約翰加了一個「由此」
[00:08:48.600 --> 00:08:52.600]  「由此」就是第十六節所講的
[00:08:52.600 --> 00:08:57.600]  「神就是愛,住在愛裏面的,就是住在神裏面」
[00:08:57.600 --> 00:08:59.600]  「神也住在他裏面」
[00:08:59.600 --> 00:09:01.600]  我們經常說住在裏面
[00:09:01.600 --> 00:09:02.600]  你又住在裏面
[00:09:02.600 --> 00:09:03.600]  他又住在裏面
[00:09:03.600 --> 00:09:04.600]  好像很複雜
[00:09:04.600 --> 00:09:06.600]  其實他講得很簡單
[00:09:06.600 --> 00:09:07.600]  就是說弟兄姊妹
[00:09:07.600 --> 00:09:11.600]  你憑著信心去決志相信耶穌基督那一刻
[00:09:11.600 --> 00:09:13.600]  神已經進入了你的生命
[00:09:13.600 --> 00:09:16.600]  當神已經進入了你的生命的時候
[00:09:16.600 --> 00:09:20.600]  亦代表神的愛已經住在你裏面
[00:09:20.600 --> 00:09:25.600]  當神的愛完全充滿一個弟兄或一個姊妹
[00:09:25.600 --> 00:09:27.600]  佔據了他的生命
[00:09:27.600 --> 00:09:29.600]  達到成熟的時候
[00:09:29.600 --> 00:09:31.600]  第一個轉化的記號
[00:09:31.600 --> 00:09:33.600]  約翰第十七節告訴你
[00:09:33.600 --> 00:09:38.600]  就是他可以坦然無懼地面對末日的審判
[00:09:38.600 --> 00:09:40.600]  他不需要再懼怕
[00:09:40.600 --> 00:09:43.600]  亦都不需要再羞恥
[00:09:43.600 --> 00:09:44.600]  因為第十八節
[00:09:44.600 --> 00:09:46.600]  我請弟兄姊妹幫我讀第十八節
[00:09:46.600 --> 00:09:47.600]  好嗎?
[00:09:51.600 --> 00:09:55.600]  圓滿的愛把懼怕驅逐出去
[00:09:55.600 --> 00:09:58.600]  因為懼怕裡含著懲罰
[00:09:58.600 --> 00:10:02.600]  懼怕的人在愛裡尚未得到圓滿
