
[00:00:00.000 --> 00:00:02.940]  2010年11月
[00:00:02.940 --> 00:00:05.860]  香港電視台一名藝人
[00:00:05.860 --> 00:00:10.320]  稱為斌仔羅君佐先生
[00:00:10.320 --> 00:00:14.140]  因為糖尿病病發離世
[00:00:14.140 --> 00:00:16.800]  這件事令我印象很深刻
[00:00:16.800 --> 00:00:22.420]  因為他已經知道糖尿不可以亂吃東西
[00:00:22.420 --> 00:00:26.640]  已經割了腳,坐輪椅
[00:00:26.640 --> 00:00:30.540]  但他仍然不理會
[00:00:30.540 --> 00:00:33.600]  繼續吃什麼,喜歡就吃
[00:00:33.600 --> 00:00:39.720]  結果,這是糖尿病的病發症
[00:00:39.720 --> 00:00:41.840]  中年,51歲
[00:00:41.840 --> 00:00:46.880]  當時香港營養學會協會會長
[00:00:46.880 --> 00:00:49.880]  在專欄有個評論
[00:00:49.880 --> 00:01:04.860]  瘋狂吃喝與慢性自殺是無異的
[00:01:04.860 --> 00:01:08.600]  我們吃什麼,就會變成什麼
[00:01:08.600 --> 00:01:12.100]  We are what we eat
[00:01:12.100 --> 00:01:16.040]  我們屬靈的糧食都一樣
[00:01:16.040 --> 00:01:19.940]  前一段日子,我看見一段視頻
[00:01:19.940 --> 00:01:23.840]  講到一個被人發現時的孩童
[00:01:23.840 --> 00:01:26.120]  不知為何不懂得說話
[00:01:26.120 --> 00:01:31.980]  本身的病,醫生診斷是很難生存下來的
[00:01:31.980 --> 00:01:34.360]  他媽媽是一個妓女
[00:01:34.360 --> 00:01:36.780]  爸爸是誰都不知道
[00:01:36.780 --> 00:01:38.260]  我聽的時候覺得
[00:01:38.260 --> 00:01:41.320]  這個人是有憐憫的心
[00:01:41.320 --> 00:01:44.060]  但聽起來好像在說自己
[00:01:44.060 --> 00:01:46.260]  原來他真的在說自己
[00:01:46.260 --> 00:01:48.560]  一個演說家、講道家
[00:01:48.560 --> 00:01:53.080]  竟然身世如此坎坷
[00:01:53.080 --> 00:02:00.120]  因為機電送聖經
[00:02:00.120 --> 00:02:02.140]  拿了一本聖經
[00:02:02.140 --> 00:02:06.680]  這個人看來是很悲慘的一個人
[00:02:06.680 --> 00:02:09.660]  開始看聖經
[00:02:09.660 --> 00:02:13.060]  信聖經,又行聖經
[00:02:13.060 --> 00:02:16.460]  結果他讀聖經、吃聖經
[00:02:16.460 --> 00:02:19.540]  整個生命改變了他
[00:02:19.540 --> 00:02:21.740]  其實講到吃
[00:02:21.740 --> 00:02:24.100]  聖經是一個很重要的主題
[00:02:24.100 --> 00:02:26.200]  聖經開始的時候
[00:02:26.200 --> 00:02:27.680]  人們吃禁果
[00:02:27.680 --> 00:02:30.680]  分別善惡的果子而墮落
[00:02:30.680 --> 00:02:34.920]  我們都知道分別善惡的基本意思就是
[00:02:34.920 --> 00:02:37.780]  能夠分別善惡,代表你獨立自主
[00:02:37.780 --> 00:02:41.780]  可以向上帝宣告我不需要上帝
[00:02:41.780 --> 00:02:43.820]  上帝叫你不要吃的意思是
[00:02:43.820 --> 00:02:46.620]  好像一棵樹跟一個枝子說
[00:02:46.620 --> 00:02:51.100]  你不能離開樹幹,否則你會枯乾
[00:02:51.100 --> 00:02:58.120]  結果人們背叛上帝、拒絕上帝
[00:02:58.120 --> 00:03:02.880]  好像枝子要離開樹幹,就是墮落
[00:03:02.880 --> 00:03:05.720]  聖經結束的時候,又是看完吃了
[00:03:05.720 --> 00:03:08.720]  那裡有一個羔羊的現跡
[00:03:08.720 --> 00:03:12.860]  新鮮新地,耶穌的神蹟裡面
[00:03:12.860 --> 00:03:16.460]  最出名的只有一個,就是五餅二魚
[00:03:16.460 --> 00:03:19.220]  約翰福音七個神蹟,一個很重要的神蹟
[00:03:19.220 --> 00:03:22.360]  因為耶穌有解釋,這是神蹟的意思
[00:03:22.360 --> 00:03:25.500]  五餅二魚吃飽五千人,耶穌解釋
[00:03:25.500 --> 00:03:28.780]  我就是生命的糧
[00:03:28.780 --> 00:03:32.460]  我就是天上下來的馬拿
[00:03:32.460 --> 00:03:36.320]  剛才讀出的臨前十一章二十三、二十四節
[00:03:36.320 --> 00:03:40.820]  我再讀出二十六節
[00:03:40.820 --> 00:03:42.660]  我都是傳給你們的
[00:03:42.660 --> 00:03:44.700]  原是從主領受的
[00:03:44.700 --> 00:03:48.560]  就是主耶穌被賣過一夜拿起餅來
[00:03:48.560 --> 00:03:50.980]  捉著鳥就抹開
[00:03:50.980 --> 00:03:54.160]  說,這是我身體為你們寫的
[00:03:54.160 --> 00:03:57.860]  你們應當如此行,為的是紀念我
[00:03:57.860 --> 00:04:00.480]  這篇論,會逢吃這餅喝這杯
[00:04:00.480 --> 00:04:05.120]  二十六節,是表明主的死,直等到他來
[00:04:05.120 --> 00:04:08.780]  二段經文很重要,關於聖餐的教導
[00:04:08.780 --> 00:04:14.020]  第一,提及聖餐是教會的標記
[00:04:14.020 --> 00:04:17.020]  聖餐是教會的身分證
[00:04:17.020 --> 00:04:19.420]  我們透過吃聖餐
[00:04:19.420 --> 00:04:23.180]  表示我們吃盡基督的生命
[00:04:23.180 --> 00:04:25.120]  我們和基督結連
[00:04:25.120 --> 00:04:27.580]  我們是基督的身體
[00:04:27.580 --> 00:04:32.320]  吃聖體,證明我們是主的奧體
[00:04:32.320 --> 00:04:34.020]  奧秘的身體
[00:04:34.020 --> 00:04:37.280]  就是我們的教會,就是基督的身體
[00:04:37.280 --> 00:04:39.920]  第二,聖餐不只是身分證
[00:04:39.920 --> 00:04:43.420]  聖餐也是通行證
[00:04:43.420 --> 00:04:46.820]  我們紀念主的死
[00:04:46.820 --> 00:04:48.820]  這個紀念不是,我稍後會解釋
[00:04:48.820 --> 00:04:50.920]  不是我們主觀的紀念
[00:04:50.920 --> 00:04:55.080]  更大就是紀念主的死來到父的面前
[00:04:55.080 --> 00:05:01.620]  求父因為耶穌的死,紀念我們
[00:05:01.620 --> 00:05:06.520]  我們提起紀念的意思就是提起的意思
[00:05:06.520 --> 00:05:11.020]  基督的死,以及求父因為基督的死
[00:05:11.020 --> 00:05:15.520]  就是基督在聖靈女到父的面前
[00:05:15.520 --> 00:05:18.820]  紀念的主體是父上帝
[00:05:18.820 --> 00:05:22.320]  父因為基督的工作來紀念我們
[00:05:22.320 --> 00:05:24.720]  第三,因為基督的救贖
[00:05:24.720 --> 00:05:29.320]  我們心存感激下塊基督對世人說
[00:05:29.320 --> 00:05:33.220]  這是我的身體,是為你所捨的
[00:05:33.220 --> 00:05:38.720]  世界消費主義剛剛相反
[00:05:38.720 --> 00:05:43.620]  這個是你的身體,為我所享用的
[00:05:43.620 --> 00:05:48.420]  是一個完全與世界價值不同的看法
[00:05:48.420 --> 00:05:51.220]  最後說到聖餐是「祝謝」
[00:05:51.220 --> 00:05:53.520]  「祝謝了」就抹開
[00:05:53.520 --> 00:05:56.220]  因為我們心被感大
[00:05:56.220 --> 00:05:58.920]  因為耶穌的緣故,父紀念我們
[00:05:58.920 --> 00:06:02.020]  我們因信到上帝的面前
[00:06:02.020 --> 00:06:03.720]  我們心被恩感
