
[00:00:00.000 --> 00:00:05.000]  請您低頭與我們同心祈禱
[00:00:05.000 --> 00:00:09.000]  親愛的天父,我們滿心感謝讚美您
[00:00:09.000 --> 00:00:13.000]  因為您帶領我們經過了一個星期的時間
[00:00:13.000 --> 00:00:18.000]  我們知道在一個星期當中,我們遇到不同的事情
[00:00:18.000 --> 00:00:22.000]  但是您是用您的恩守看顧我們
[00:00:22.000 --> 00:00:25.000]  您用您的恩典承托我們
[00:00:25.000 --> 00:00:30.000]  以至我們生命當中,我們常常經歷您
[00:00:30.000 --> 00:00:36.000]  求主您常常開我們的眼,讓我們看見您自己的作為
[00:00:36.000 --> 00:00:40.000]  雖然我們生活在一個多變的時代當中
[00:00:40.000 --> 00:00:48.000]  但是求主您讓我們從您的話語當中得到幫助,得到力量
[00:00:48.000 --> 00:00:56.000]  以至我們了解如何在今天我們去為您而活,來見證您
[00:00:56.000 --> 00:00:59.000]  現在我們打開您的話來閱讀
[00:00:59.000 --> 00:01:04.000]  懇求您光照我們,您的聖靈教導我們
[00:01:04.000 --> 00:01:09.000]  又讓我們將您的話藏在心中
[00:01:09.000 --> 00:01:14.000]  我們這樣仰望祈禱,是奉耶穌基督的命求
[00:01:14.000 --> 00:01:25.000]  在一個看台上,坐滿了密密麻麻的觀眾
[00:01:25.000 --> 00:01:31.000]  這群觀眾情緒非常激昂
[00:01:31.000 --> 00:01:34.000]  大家都看著牆中間
[00:01:34.000 --> 00:01:37.000]  開始有些人就在那裡吶喊
[00:01:37.000 --> 00:01:40.000]  吃了它,撕碎它
[00:01:40.000 --> 00:01:43.000]  吃了它,撕碎它
[00:01:43.000 --> 00:01:46.000]  吶喊的人越來越多
[00:01:46.000 --> 00:01:49.000]  大家非常之憤怒
[00:01:49.000 --> 00:01:51.000]  伸出他們的拳頭
[00:01:51.000 --> 00:01:56.000]  好想將牆中間的人吞吃了一樣
[00:01:56.000 --> 00:02:01.000]  原來牆中間只有一個人
[00:02:01.000 --> 00:02:03.000]  是一位長者
[00:02:03.000 --> 00:02:06.000]  他穿著一件長袍
[00:02:06.000 --> 00:02:13.000]  雖然群眾的呼喊聲震天動地
[00:02:13.000 --> 00:02:19.000]  但是這位長者卻是非常平靜
[00:02:19.000 --> 00:02:26.000]  他的臉上流露出很安詳的面容
[00:02:26.000 --> 00:02:31.000]  當這些呼喊聲慢慢停下來的時候
[00:02:31.000 --> 00:02:35.000]  這個老人家說話
[00:02:35.000 --> 00:02:41.000]  我是耶穌基督的一粒種子
[00:02:41.000 --> 00:02:45.000]  耶穌啊,你們來吃了我吧
[00:02:45.000 --> 00:02:50.000]  耶穌啊,你們來撕裂我吧
[00:02:50.000 --> 00:02:56.000]  好讓我可以做成聖潔的麵包
[00:02:56.000 --> 00:03:02.000]  原來當時是一個羅馬的鬥獸場
[00:03:02.000 --> 00:03:06.000]  因為不久後他們就會放那些猛獸出來
[00:03:06.000 --> 00:03:11.000]  將牆中間的人撕碎了
[00:03:11.000 --> 00:03:19.000]  這位是一位為信仰而殉道的人
[00:03:19.000 --> 00:03:25.000]  殉道者是在第一、第二世紀的時候
[00:03:25.000 --> 00:03:31.000]  成為那個時代很重要的見證人
[00:03:31.000 --> 00:03:40.000]  這群殉道者就是讓當時的教會更蓬勃的生長
[00:03:40.000 --> 00:03:44.000]  我深信在每一個時代
[00:03:44.000 --> 00:03:49.000]  神都興起祂的見證人
[00:03:49.000 --> 00:03:53.000]  在今天香港這個社會裡面
[00:03:53.000 --> 00:04:00.000]  神同樣要讓我們成為這個時代的見證人
[00:04:00.000 --> 00:04:03.000]  作為一個時代的見證人
[00:04:03.000 --> 00:04:07.000]  應該具備什麼樣的條件呢?
[00:04:07.000 --> 00:04:11.000]  所以今天很想跟大家思想幾個人物
[00:04:11.000 --> 00:04:13.000]  我們來看一下
[00:04:13.000 --> 00:04:16.000]  在一個壓力下面
[00:04:16.000 --> 00:04:21.000]  怎樣出了一些勇者
[00:04:21.000 --> 00:04:24.000]  他們怎樣面對壓力
[00:04:24.000 --> 00:04:30.000]  剛才大家讀過《出埃及記》第一章
[00:04:30.000 --> 00:04:35.000]  是記載了以色列人受苦
[00:04:35.000 --> 00:04:40.000]  因為自從約瑟去到埃及之後
[00:04:40.000 --> 00:04:44.000]  以色列人的人數不斷增加
[00:04:44.000 --> 00:04:51.000]  但是後來有不認識約瑟的法老王興起
[00:04:51.000 --> 00:04:57.000]  於是這些埃及人就開始虐待這些以色列人
[00:04:57.000 --> 00:04:59.000]  聖經裡面怎樣說呢?
[00:04:59.000 --> 00:05:04.000]  他說埃及人派督公去核制他們
[00:05:04.000 --> 00:05:08.000]  將重擔撫害他們
[00:05:08.000 --> 00:05:13.000]  以色列人受了很多的苦難
[00:05:13.000 --> 00:05:18.000]  他們的哀聲已經達到神的面前
[00:05:18.000 --> 00:05:23.000]  但誰不知情況還變本加厲
[00:05:23.000 --> 00:05:29.000]  原來那些高壓是越來越厲害
[00:05:29.000 --> 00:05:34.000]  法老王就吩咐兩個修生婆
[00:05:34.000 --> 00:05:36.000]  就跟他們說
[00:05:36.000 --> 00:05:39.000]  當你們為希伯來夫人修生的時候
[00:05:39.000 --> 00:05:42.000]  如果生出來的是男孩
[00:05:42.000 --> 00:05:44.000]  你們就殺了他
[00:05:44.000 --> 00:05:49.000]  如果是女孩就可以保留
[00:05:49.000 --> 00:05:53.000]  因為男孩長大了之後
[00:05:53.000 --> 00:05:56.000]  可以成為軍人
[00:05:56.000 --> 00:05:59.000]  可以成為有力去打仗的人
[00:05:59.000 --> 00:06:02.000]  他們可以反抗埃及人
[00:06:02.000 --> 00:06:05.000]  但是女孩就不同
[00:06:05.000 --> 00:06:09.000]  增加一些勞動的人口
[00:06:09.000 --> 00:06:14.000]  所以法老王用了一個很毒辣的詭計
[00:06:14.000 --> 00:06:17.000]  就讓這些修生婆
[00:06:17.000 --> 00:06:22.000]  在以色列人臨盆的時候下手
[00:06:22.000 --> 00:06:26.000]  但是有什麼後果呢?
[00:06:26.000 --> 00:06:33.000]  因為這兩個人是兩位勇者
[00:06:33.000 --> 00:06:40.000]  聖經裡面有時候有些人物是沒有記載名字的
[00:06:40.000 --> 00:06:44.000]  當時法老王是誰
[00:06:44.000 --> 00:06:46.000]  聖經都沒有提
[00:06:46.000 --> 00:06:53.000]  但是聖經很特別記載了這兩個修生婆
[00:06:53.000 --> 00:06:56.000]  第一位叫做斯弗拉
[00:06:56.000 --> 00:07:01.000]  她的名字的意思就是美麗
