
[00:00:00.000 --> 00:00:02.000]  大英師妹平安
[00:00:02.000 --> 00:00:07.000]  感恩又可以跟大家一齊來到敬拜寨美主
[00:00:07.000 --> 00:00:10.000]  一齊來聆聽主對我們的說話
[00:00:10.000 --> 00:00:13.000]  讓我們先一同同心禱告
[00:00:13.000 --> 00:00:18.000]  親愛主
[00:00:18.000 --> 00:00:19.000]  親愛父
[00:00:19.000 --> 00:00:21.000]  親愛聖靈
[00:00:21.000 --> 00:00:23.000]  求主祢與我們同在
[00:00:23.000 --> 00:00:25.000]  對我們每一個說話
[00:00:25.000 --> 00:00:27.000]  讓僕人所講的
[00:00:27.000 --> 00:00:29.000]  都是主祢與我所講的
[00:00:29.000 --> 00:00:31.000]  那些不屬於祢的
[00:00:31.000 --> 00:00:33.000]  不是屬於主祢的
[00:00:33.000 --> 00:00:35.000]  就讓祂不能留在這裡
[00:00:35.000 --> 00:00:37.000]  我們這樣投告
[00:00:37.000 --> 00:00:39.000]  奉主耶穌基督名字祈求
[00:00:39.000 --> 00:00:41.000]  阿門
[00:00:41.000 --> 00:00:43.000]  在過去的一個星期
[00:00:43.000 --> 00:00:45.000]  我覺得
[00:00:45.000 --> 00:00:47.000]  我過得很充實
[00:00:47.000 --> 00:00:49.000]  很美好
[00:00:49.000 --> 00:00:51.000]  過去的一個星期
[00:00:51.000 --> 00:00:53.000]  讓大家知道我做了什麼
[00:00:53.000 --> 00:00:55.000]  好嗎?不是工作報告
[00:00:57.000 --> 00:00:59.000]  由星期一我就很開心
[00:00:59.000 --> 00:01:01.000]  第一次參加了迦勒團
[00:01:01.000 --> 00:01:03.000]  認識了很多很多的團友
[00:01:03.000 --> 00:01:07.000]  星期二就跟姊妹去探訪
[00:01:07.000 --> 00:01:09.000]  探訪一位老弟兄
[00:01:09.000 --> 00:01:13.000]  三四五我們做了什麼?
[00:01:13.000 --> 00:01:15.000]  進了camp
[00:01:15.000 --> 00:01:17.000]  我們去了教會的退休營
[00:01:17.000 --> 00:01:19.000]  到昨天
[00:01:19.000 --> 00:01:21.000]  好好預備今天的講道
[00:01:21.000 --> 00:01:23.000]  好好預備今天的聖餐
[00:01:23.000 --> 00:01:25.000]  很豐富的一個星期
[00:01:25.000 --> 00:01:27.000]  有不少的弟兄姊妹
[00:01:27.000 --> 00:01:29.000]  都會在這段時間關心我
[00:01:29.000 --> 00:01:31.000]  關心我問我
[00:01:31.000 --> 00:01:33.000]  你是新的教會上任
[00:01:33.000 --> 00:01:35.000]  大家都會問
[00:01:35.000 --> 00:01:37.000]  你忙不忙?
[00:01:37.000 --> 00:01:39.000]  你們猜我怎麼回答?
[00:01:39.000 --> 00:01:43.000]  忙不忙?
[00:01:43.000 --> 00:01:45.000]  我不說你們知道
[00:01:45.000 --> 00:01:47.000]  在這個講道的最後
[00:01:47.000 --> 00:01:49.000]  我告訴你們
[00:01:49.000 --> 00:01:51.000]  如果今天我問大家
[00:01:51.000 --> 00:01:53.000]  你覺得你自己忙不忙?
[00:01:53.000 --> 00:01:55.000]  有誰覺得自己
[00:01:55.000 --> 00:01:57.000]  很忙?
[00:01:57.000 --> 00:01:59.000]  都幾忙
[00:01:59.000 --> 00:02:01.000]  或者都忙
[00:02:01.000 --> 00:02:03.000]  舉手來看看
[00:02:03.000 --> 00:02:05.000]  老中青都有
[00:02:05.000 --> 00:02:07.000]  很多隻手
[00:02:07.000 --> 00:02:09.000]  如果我再問大家
[00:02:09.000 --> 00:02:11.000]  你覺得自己
[00:02:11.000 --> 00:02:13.000]  忙不忙亂?
[00:02:13.000 --> 00:02:15.000]  我不知道你又會怎麼回答
[00:02:15.000 --> 00:02:19.000]  忙
[00:02:19.000 --> 00:02:21.000]  彷彿是現代人生活的標記
[00:02:21.000 --> 00:02:23.000]  大家都覺得
[00:02:23.000 --> 00:02:25.000]  無論在工作上
[00:02:25.000 --> 00:02:27.000]  家庭上
[00:02:27.000 --> 00:02:29.000]  社交生活
[00:02:29.000 --> 00:02:31.000]  聚會
[00:02:31.000 --> 00:02:33.000]  娛樂
[00:02:33.000 --> 00:02:35.000]  甚至教會生活
[00:02:35.000 --> 00:02:37.000]  都很忙
[00:02:37.000 --> 00:02:39.000]  如果你告訴別人
[00:02:39.000 --> 00:02:41.000]  我一點都不忙
[00:02:41.000 --> 00:02:43.000]  好像給人的感覺
[00:02:43.000 --> 00:02:45.000]  就是無所事事
[00:02:45.000 --> 00:02:47.000]  遊手好閒
[00:02:47.000 --> 00:02:49.000]  很懶
[00:02:49.000 --> 00:02:51.000]  忙碌的教導
[00:02:51.000 --> 00:02:53.000]  你會發現不是很多
[00:02:53.000 --> 00:02:55.000]  不多經文會提及這個話題
[00:02:55.000 --> 00:02:57.000]  偏偏今天我們看
[00:02:57.000 --> 00:02:59.000]  剛才這段經文
[00:02:59.000 --> 00:03:01.000]  我想我們不少頂正都熟悉
[00:03:01.000 --> 00:03:03.000]  這段經文記著在老家福音
[00:03:03.000 --> 00:03:05.000]  當中的描述
[00:03:05.000 --> 00:03:07.000]  簡單到不得了
[00:03:07.000 --> 00:03:09.000]  沒什麼細節
[00:03:09.000 --> 00:03:11.000]  但有一個
[00:03:11.000 --> 00:03:13.000]  很重要的
[00:03:13.000 --> 00:03:15.000]  很重要的話題
[00:03:15.000 --> 00:03:17.000]  耶穌這個教導都很重要
[00:03:17.000 --> 00:03:19.000]  但偏偏他的記著
[00:03:19.000 --> 00:03:21.000]  非常簡單
[00:03:21.000 --> 00:03:23.000]  好像很多細節都沒有
[00:03:23.000 --> 00:03:25.000]  甚至好像沒有結局
[00:03:25.000 --> 00:03:27.000]  結局最後馬大和馬利亞是怎樣的
[00:03:27.000 --> 00:03:29.000]  不知道
[00:03:29.000 --> 00:03:31.000]  不過越簡單的經文
[00:03:31.000 --> 00:03:33.000]  越簡單的經文
[00:03:33.000 --> 00:03:35.000]  就更加讓我們去留意
[00:03:35.000 --> 00:03:37.000]  每一個的細節
[00:03:37.000 --> 00:03:39.000]  不放過每一個細節
[00:03:39.000 --> 00:03:41.000]  不放過每一個重點
[00:03:41.000 --> 00:03:43.000]  所以今天我想來和大家
[00:03:43.000 --> 00:03:45.000]  看這段大家可能都不陌生的經文
[00:03:45.000 --> 00:03:47.000]  同時看看主給我們有什麼領受
[00:03:47.000 --> 00:03:49.000]  我今天的講題是
[00:03:49.000 --> 00:03:51.000]  選擇上好的福分
[00:03:51.000 --> 00:03:53.000]  我們進入經文的場景
[00:03:53.000 --> 00:03:55.000]  他就說
[00:03:55.000 --> 00:03:57.000]  耶穌和門徒一起進了一個村莊
[00:03:57.000 --> 00:03:59.000]  有一個女人
[00:03:59.000 --> 00:04:01.000]  她叫做馬大
[00:04:01.000 --> 00:04:03.000]  出來接耶穌到她家裡
[00:04:03.000 --> 00:04:05.000]  是馬大主動接耶穌回她家的
[00:04:05.000 --> 00:04:07.000]  她有個妹妹
[00:04:07.000 --> 00:04:09.000]  叫馬利亞
[00:04:09.000 --> 00:04:11.000]  就坐在主的腳前
[00:04:11.000 --> 00:04:13.000]  聽她的道
[00:04:13.000 --> 00:04:15.000]  馬大事後的事多
[00:04:15.000 --> 00:04:17.000]  心裡忘戀
[00:04:17.000 --> 00:04:19.000]  聖經怎樣形容這兩姐妹的狀況呢
[00:04:19.000 --> 00:04:21.000]  簡單到不得了
[00:04:21.000 --> 00:04:23.000]  就是馬利亞
[00:04:23.000 --> 00:04:25.000]  坐在主的腳前聽到
[00:04:25.000 --> 00:04:27.000]  馬大事後的事多
[00:04:27.000 --> 00:04:29.000]  心裡忘戀
[00:04:29.000 --> 00:04:31.000]  聖經形容
[00:04:31.000 --> 00:04:33.000]  馬大事後的事多
[00:04:33.000 --> 00:04:35.000]  心裡忘戀
[00:04:35.000 --> 00:04:37.000]  之後怎樣呢
[00:04:37.000 --> 00:04:39.000]  她下一步就是來找耶穌
[00:04:39.000 --> 00:04:41.000]  她心裡忘戀
[00:04:41.000 --> 00:04:43.000]  就進前來了
[00:04:43.000 --> 00:04:45.000]  和耶穌說什麼呢
[00:04:45.000 --> 00:04:47.000]  主啊 我的妹子留下我一個人的時候
[00:04:47.000 --> 00:04:49.000]  你不在意嗎
[00:04:49.000 --> 00:04:51.000]  你不在意嗎
[00:04:51.000 --> 00:04:53.000]  吩咐她來幫助我吧
[00:04:53.000 --> 00:04:55.000]  我不知道你有沒有
[00:04:55.000 --> 00:04:57.000]  看這段經文的時候
[00:04:57.000 --> 00:04:59.000]  覺得怪怪的呢
[00:04:59.000 --> 00:05:01.000]  我第一次看的時候
[00:05:01.000 --> 00:05:03.000]  覺得很奇怪
[00:05:03.000 --> 00:05:05.000]  你想像一下真實的場景
[00:05:05.000 --> 00:05:07.000]  好嗎
[00:05:07.000 --> 00:05:09.000]  今天你和你的妹妹
[00:05:09.000 --> 00:05:11.000]  邀請了一個貴賓
[00:05:11.000 --> 00:05:13.000]  來到你家
[00:05:13.000 --> 00:05:15.000]  那你一直
[00:05:15.000 --> 00:05:17.000]  就發現
[00:05:17.000 --> 00:05:19.000]  你妹妹不幫忙
[00:05:19.000 --> 00:05:21.000]  就在這裡和賓客
[00:05:21.000 --> 00:05:23.000]  招待她好 坐在這裡好
[00:05:23.000 --> 00:05:25.000]  總之她就不來幫忙
[00:05:25.000 --> 00:05:27.000]  那現在呢
[00:05:27.000 --> 00:05:29.000]  你就很想你妹妹來幫忙
[00:05:29.000 --> 00:05:31.000]  正常你會怎樣做呢
[00:05:31.000 --> 00:05:33.000]  叫妹妹來幫忙
[00:05:33.000 --> 00:05:35.000]  是不是
[00:05:35.000 --> 00:05:37.000]  應該正常是這樣
[00:05:37.000 --> 00:05:39.000]  如果你今天和妹妹
[00:05:39.000 --> 00:05:41.000]  一起招待一個賓客
[00:05:41.000 --> 00:05:43.000]  來到你家
[00:05:43.000 --> 00:05:45.000]  然後你走出去
[00:05:45.000 --> 00:05:47.000]  和那個賓客說
[00:05:47.000 --> 00:05:49.000]  我妹妹不來幫忙
[00:05:49.000 --> 00:05:51.000]  你叫她來幫忙吧
[00:05:51.000 --> 00:05:53.000]  這個會不會覺得很奇怪啊
[00:05:53.000 --> 00:05:57.000]  我第一次看這段經文的時候
[00:05:57.000 --> 00:05:59.000]  我覺得 怎麼會這樣
[00:05:59.000 --> 00:06:01.000]  不是很邏輯
[00:06:01.000 --> 00:06:03.000]  不是很合邏輯
[00:06:03.000 --> 00:06:05.000]  不是很合邏輯
[00:06:05.000 --> 00:06:07.000]  你應該是和你的妹妹說的嘛
[00:06:07.000 --> 00:06:11.000]  為什麼我走去和賓客說的
[00:06:11.000 --> 00:06:13.000]  他有一種
[00:06:13.000 --> 00:06:15.000]  不是說的那麼簡單
[00:06:15.000 --> 00:06:17.000]  似乎馬大氣
[00:06:17.000 --> 00:06:19.000]  帶著一種語氣
[00:06:19.000 --> 00:06:21.000]  有點投訴的語氣
[00:06:21.000 --> 00:06:23.000]  是不是
[00:06:23.000 --> 00:06:25.000]  有一點點埋怨的感覺
[00:06:25.000 --> 00:06:27.000]  有一點抱怨的態度
[00:06:27.000 --> 00:06:31.000]  好像和賓客說
[00:06:31.000 --> 00:06:33.000]  他妹妹不來幫忙
[00:06:33.000 --> 00:06:35.000]  我妹妹不來幫忙
[00:06:35.000 --> 00:06:37.000]  你不在乎嗎
[00:06:37.000 --> 00:06:39.000]  你快點叫她來幫忙吧
[00:06:39.000 --> 00:06:43.000]  所以我看這段經文的時候
[00:06:43.000 --> 00:06:45.000]  我停在這個位置
[00:06:45.000 --> 00:06:47.000]  我覺得馬大真的很奇怪
[00:06:47.000 --> 00:06:49.000]  為什麼會這樣
[00:06:49.000 --> 00:06:51.000]  但是當我再留心
[00:06:51.000 --> 00:06:55.000]  再翻查一下不同的經文
[00:06:55.000 --> 00:06:57.000]  再看一下
[00:06:57.000 --> 00:06:59.000]  究竟馬大和瑪利亞和耶穌
[00:06:59.000 --> 00:07:01.000]  是什麼關係呢
[00:07:01.000 --> 00:07:03.000]  他是不是一個普通的賓客
[00:07:03.000 --> 00:07:05.000]  那麼簡單呢
[00:07:05.000 --> 00:07:07.000]  我就開始明白
[00:07:07.000 --> 00:07:09.000]  為什麼馬大會這樣去找耶穌
[00:07:09.000 --> 00:07:13.000]  聖經有好幾處的經文都記載
[00:07:13.000 --> 00:07:15.000]  其實耶穌和他們的姐妹
[00:07:15.000 --> 00:07:17.000]  還有拉撒路
[00:07:17.000 --> 00:07:19.000]  都是他們三姊弟下的關係
[00:07:19.000 --> 00:07:21.000]  是很特別的
[00:07:21.000 --> 00:07:23.000]  特別是包括記載了
[00:07:23.000 --> 00:07:25.000]  當他們的兄弟拉撒路死的時候
[00:07:25.000 --> 00:07:27.000]  他們和耶穌的對話
[00:07:27.000 --> 00:07:29.000]  顯示了其實他們和耶穌
[00:07:29.000 --> 00:07:31.000]  是很親近的
[00:07:31.000 --> 00:07:33.000]  甚至有不少的解經家相信
[00:07:33.000 --> 00:07:35.000]  其實耶穌是經常去他們家裡的
[00:07:35.000 --> 00:07:37.000]  經常在他們家裡出入
[00:07:37.000 --> 00:07:39.000]  經常都會在他們家裡
[00:07:39.000 --> 00:07:41.000]  做客人
[00:07:41.000 --> 00:07:45.000]  所以有時候
[00:07:45.000 --> 00:07:47.000]  我看這段經文的時候
[00:07:47.000 --> 00:07:49.000]  我們很容易就會覺得
[00:07:49.000 --> 00:07:51.000]  瑪利亞真的很好
[00:07:51.000 --> 00:07:53.000]  她最會選擇
[00:07:53.000 --> 00:07:55.000]  坐在耶穌面前
[00:07:55.000 --> 00:07:57.000]  馬大就蠢了
[00:07:57.000 --> 00:07:59.000]  似乎不是
[00:07:59.000 --> 00:08:01.000]  在這個時候
[00:08:01.000 --> 00:08:03.000]  當我們覺得只有瑪利亞
[00:08:03.000 --> 00:08:05.000]  坐在耶穌的腳前
[00:08:05.000 --> 00:08:07.000]  其實不是
[00:08:07.000 --> 00:08:09.000]  你有沒有發現
[00:08:09.000 --> 00:08:11.000]  其實馬大都在尋求耶穌
[00:08:11.000 --> 00:08:15.000]  馬大都去找耶穌
