
[00:00:00.000 --> 00:00:03.220]  今天和大家思想的經文
[00:00:03.220 --> 00:00:07.400]  可能是一段大家都很熟悉的經文
[00:00:07.400 --> 00:00:11.080]  但是我們希望透過這段經文
[00:00:11.080 --> 00:00:16.540]  我們再來體會主耶穌的心是怎樣的
[00:00:16.540 --> 00:00:18.960]  請我們打開今天的經文
[00:00:18.960 --> 00:00:22.580]  《馬福音》第十四章
[00:00:22.580 --> 00:00:24.140]  一到十一節
[00:00:24.140 --> 00:00:29.980]  多謝張先生為我準備了一個PowerPoint
[00:00:29.980 --> 00:00:31.820]  我是看不到的
[00:00:31.820 --> 00:00:33.020]  你們看得到
[00:00:33.020 --> 00:00:38.080]  我們慢慢讀完這一段經文
[00:00:38.080 --> 00:00:38.800]  好嗎?
[00:00:38.800 --> 00:00:40.220]  我們慢慢一起讀
[00:00:40.220 --> 00:00:43.380]  過兩天是如意節
[00:00:43.380 --> 00:00:45.580]  隨教節
[00:00:45.580 --> 00:00:52.340]  祭司長和民事想法子怎樣用詭計捉拿耶穌
[00:00:52.340 --> 00:00:53.380]  殺他
[00:00:53.620 --> 00:00:54.900]  此時說
[00:00:54.900 --> 00:00:57.540]  當節日子不可
[00:00:57.540 --> 00:00:59.900]  恐怕百姓生亂
[00:00:59.900 --> 00:01:06.380]  耶穌在伯大利長大麻風的西門家裡坐寂的時候
[00:01:06.380 --> 00:01:12.820]  有一個女人拿著一玉瓶至貴的珍拿達香膏來
[00:01:12.820 --> 00:01:14.620]  打破玉瓶
[00:01:14.620 --> 00:01:18.300]  把膏敲在耶穌的頭上
[00:01:18.300 --> 00:01:22.020]  有幾個人心中很不喜悅
[00:01:22.020 --> 00:01:26.420]  說:何用這樣枉費香膏呢?
[00:01:26.420 --> 00:01:31.780]  這香膏可以賣三十多兩銀子周濟窮人
[00:01:31.780 --> 00:01:34.940]  他們就向那女人生氣
[00:01:34.940 --> 00:01:37.460]  耶穌說:由他吧
[00:01:37.460 --> 00:01:39.980]  為什麼難為他呢?
[00:01:39.980 --> 00:01:44.380]  他在我身上作的是一件美事
[00:01:44.380 --> 00:01:48.300]  因為常有窮人和你們同在
[00:01:48.300 --> 00:01:52.380]  要向他們行善隨時都可以
[00:01:52.380 --> 00:01:55.220]  此事你們不常有我
[00:01:55.220 --> 00:01:58.700]  他所作的是盡他所能的
[00:01:58.700 --> 00:02:01.420]  他是為我安葬的事
[00:02:01.420 --> 00:02:05.060]  把香膏預先敲在我身上
[00:02:05.060 --> 00:02:07.140]  我實在告訴你們
[00:02:07.140 --> 00:02:08.540]  普天之下
[00:02:08.540 --> 00:02:11.980]  無論在什麼地方傳這福音
[00:02:11.980 --> 00:02:17.020]  也要述說這女人所作的以為紀念
[00:02:17.020 --> 00:02:19.380]  十二門徒之中
[00:02:19.380 --> 00:02:23.380]  有一個伽略人由大去建制思想
[00:02:23.380 --> 00:02:26.020]  要把耶穌交給他們
[00:02:26.020 --> 00:02:28.780]  他們聽見就歡喜
[00:02:28.780 --> 00:02:31.580]  又應許給他銀子
[00:02:31.580 --> 00:02:37.740]  他就知如何得便把耶穌交給他們
[00:02:37.740 --> 00:02:40.500]  我今天的題目就叫做
[00:02:40.500 --> 00:02:43.500]  一件美事
[00:02:43.500 --> 00:02:49.500]  這個女人多數都認為是伯大尼的瑪麗亞
[00:02:49.500 --> 00:02:51.980]  因為這件事在伯大尼發生
[00:02:51.980 --> 00:02:54.500]  瑪麗亞大家都很熟悉
[00:02:54.500 --> 00:02:56.980]  她有個姐姐叫什麼名字?
[00:02:56.980 --> 00:02:59.300]  瑪大 大家很聰明
[00:02:59.300 --> 00:03:00.500]  一定是主要學生
[00:03:00.500 --> 00:03:02.900]  還有個弟弟叫什麼名字?
[00:03:02.900 --> 00:03:04.500]  拉薩路
[00:03:04.500 --> 00:03:08.500]  這兩姐妹和耶穌是很友好的
[00:03:08.500 --> 00:03:11.900]  另外耶穌時時去他們家
[00:03:11.900 --> 00:03:14.100]  隨時可以去
[00:03:14.100 --> 00:03:16.100]  他們又隨時招呼耶穌
[00:03:16.100 --> 00:03:20.700]  甚至大家熟悉得很不客氣
[00:03:20.700 --> 00:03:24.700]  大家都知道瑪大 瑪麗亞的故事
[00:03:24.700 --> 00:03:31.300]  另外拉薩路是病死了
[00:03:31.300 --> 00:03:36.500]  但是後來耶穌就叫拉薩路復活
[00:03:36.500 --> 00:03:40.100]  在約翰福音會記載
[00:03:40.100 --> 00:03:43.100]  這件事之後很多人
[00:03:43.100 --> 00:03:47.100]  因為知道拉薩路復活的事情
[00:03:47.100 --> 00:03:49.100]  就相信了耶穌
[00:03:49.100 --> 00:03:57.100]  所以拉薩路復活對瑪麗亞有很大的影響
[00:04:07.100 --> 00:04:11.100]  一件美事
[00:04:11.100 --> 00:04:19.100]  是耶穌對瑪麗亞做的這件事
[00:04:19.100 --> 00:04:24.100]  這件事就是用香膏抹主耶穌
[00:04:24.100 --> 00:04:29.100]  這件事是在伯大利這個地方發生的
[00:04:29.100 --> 00:04:32.100]  在什麼時候呢?聖經告訴我們
[00:04:32.100 --> 00:04:35.100]  還有兩天就是如月節
[00:04:35.100 --> 00:04:38.100]  如月節的背景大家都可能熟悉
[00:04:38.100 --> 00:04:41.100]  就是以色列人
[00:04:41.100 --> 00:04:45.100]  他們的先祖在埃及奴隸
[00:04:45.100 --> 00:04:49.100]  但是神用大能拯救他們
[00:04:49.100 --> 00:04:52.100]  最重要的是
[00:04:52.100 --> 00:04:59.100]  當晚神要擊殺埃及地的長子
[00:04:59.100 --> 00:05:05.100]  每一家神都會叫他們的長子喪命
[00:05:05.100 --> 00:05:09.100]  但是以色列人因為聽神的話
[00:05:09.100 --> 00:05:14.100]  就將羊羔的血塗在門眉門腔上
[00:05:14.100 --> 00:05:19.100]  滅命的天使就會如月而過
[00:05:19.100 --> 00:05:22.100]  這就是猶太人的背景
[00:05:22.100 --> 00:05:25.100]  猶太人這個如月節可以說是他們
[00:05:25.100 --> 00:05:30.100]  蒙神拯救成為一個神的子民
[00:05:30.100 --> 00:05:33.100]  這個紀念的
[00:05:33.100 --> 00:05:35.100]  每一年他們都紀念
[00:05:35.100 --> 00:05:38.100]  等於我們中國人過年一樣
[00:05:38.100 --> 00:05:41.100]  是一個很重要的節日
[00:05:41.100 --> 00:05:45.100]  歷史的背景告訴我們
[00:05:45.100 --> 00:05:50.100]  猶太人已經在主前500多年亡國了
[00:05:50.100 --> 00:05:56.100]  雖然當時是羅馬統治這個世界
[00:05:56.100 --> 00:05:59.100]  羅馬統治猶太這個地方
[00:05:59.100 --> 00:06:01.100]  每一年如月節
[00:06:01.100 --> 00:06:04.100]  散居在四周的猶太人
[00:06:04.100 --> 00:06:08.100]  都回到耶路撒冷過如月節
[00:06:08.100 --> 00:06:10.100]  是很熱鬧的
[00:06:10.100 --> 00:06:13.100]  全世界的猶太人都回來
[00:06:13.100 --> 00:06:15.100]  有些類似
[00:06:15.100 --> 00:06:20.100]  譬如五一黃金周或十一國慶
[00:06:20.100 --> 00:06:25.100]  很多人或譬如在國內很多工人
[00:06:25.100 --> 00:06:29.100]  由大城市廣州上海那些地方
[00:06:29.100 --> 00:06:31.100]  回到自己的鄉下
[00:06:31.100 --> 00:06:35.100]  每一年大家看到那些文工
[00:06:35.100 --> 00:06:37.100]  他們回鄉下那種情形
[00:06:37.100 --> 00:06:41.100]  是很令我們大開眼界的
[00:06:41.100 --> 00:06:44.100]  或者我們說今天的香港
[00:06:44.100 --> 00:06:48.100]  都很多我們的同胞每天下來
[00:06:48.100 --> 00:06:50.100]  我昨天搭地鐵的時候
[00:06:50.100 --> 00:06:52.100]  在旺角我特別看一看
[00:06:52.100 --> 00:06:57.100]  嘩!真的幾乎一半或以上
[00:06:57.100 --> 00:06:59.100]  都是很像我們的同胞
[00:06:59.100 --> 00:07:01.100]  我不敢說實話
[00:07:01.100 --> 00:07:03.100]  不過開行李的就多數是
[00:07:03.100 --> 00:07:06.100]  另外就是樣貌或者他們說國語
[00:07:06.100 --> 00:07:09.100]  是很熱鬧的
[00:07:09.100 --> 00:07:13.100]  嘩!真的很多人來
[00:07:13.100 --> 00:07:16.100]  昨天我又收到另外一個消息
