
[00:00:00.000 --> 00:00:02.000]  各位聽眾姐妹們早安
[00:00:02.000 --> 00:00:06.000]  今天很開心可以和婦女部一起慶祝一百周年
[00:00:06.000 --> 00:00:07.000]  這只是開始
[00:00:07.000 --> 00:00:09.000]  我們一整年都有很多慶祝
[00:00:09.000 --> 00:00:11.000]  剛才我們的主席也和我們分享了
[00:00:11.000 --> 00:00:14.000]  在這個程序表裡也夾了一張我們今年的行事曆
[00:00:14.000 --> 00:00:19.000]  在當中你會看到真的很忙
[00:00:19.000 --> 00:00:22.000]  因為你看到每一樣東西是一個聚會
[00:00:22.000 --> 00:00:24.000]  但之前也有很多準備功夫
[00:00:24.000 --> 00:00:29.000]  所以我們的主妹們也是很用心地準備自己
[00:00:29.000 --> 00:00:32.000]  是用一個致奉來回應神
[00:00:32.000 --> 00:00:34.000]  給我們一百年的歷史
[00:00:34.000 --> 00:00:38.000]  我自己最近看到葛培里牧師離世
[00:00:38.000 --> 00:00:42.000]  我特別翻閱多一些他的訪問
[00:00:42.000 --> 00:00:44.000]  有些他自己說的話
[00:00:44.000 --> 00:00:47.000]  我看到有一段是有人訪問他
[00:00:47.000 --> 00:00:50.000]  在他差不多九十六歲的時候
[00:00:50.000 --> 00:00:53.000]  就說牧師你做了這麼多的事
[00:00:53.000 --> 00:00:55.000]  如果你離開這個世界
[00:00:55.000 --> 00:00:58.000]  你想別人記得你什麼呢
[00:00:58.000 --> 00:01:01.000]  我回看他年輕的照片覺得他很英俊
[00:01:01.000 --> 00:01:03.000]  是不是說這個帥哥牧師呢
[00:01:03.000 --> 00:01:07.000]  因為他真的去了很多地方講福音的訊息
[00:01:07.000 --> 00:01:09.000]  不知道去了多少個國家
[00:01:09.000 --> 00:01:10.000]  我都不記得了
[00:01:10.000 --> 00:01:14.000]  但是有多少百萬人次進去聽他講福音
[00:01:14.000 --> 00:01:16.000]  這些都是很偉大的事
[00:01:16.000 --> 00:01:17.000]  但牧師就說
[00:01:17.000 --> 00:01:19.000]  我只希望別人記得
[00:01:19.000 --> 00:01:23.000]  我是一個忠心的僕人
[00:01:23.000 --> 00:01:25.000]  我自己也給我很多的感謝
[00:01:25.000 --> 00:01:31.000]  因為真的要忠心至死是不容易的
[00:01:31.000 --> 00:01:32.000]  我們每一個人信了主之後
[00:01:32.000 --> 00:01:35.000]  我們都有很多的機會給我們侍奉
[00:01:35.000 --> 00:01:37.000]  有很多機會給我們去生活
[00:01:37.000 --> 00:01:40.000]  但是我們是不是真的一路都是忠心的
[00:01:40.000 --> 00:01:42.000]  去跟隨和服侍神呢
[00:01:42.000 --> 00:01:46.000]  我自己在婦女部準備的時候也反省了
[00:01:46.000 --> 00:01:51.000]  也回顧婦女在過去一百年裡面
[00:01:51.000 --> 00:01:52.000]  其實如果你有機會
[00:01:52.000 --> 00:01:56.000]  你去圖書館他們有些特刊是做了
[00:01:56.000 --> 00:01:58.000]  他們九十年有一本
[00:01:58.000 --> 00:02:00.000]  今年一百年我們都會再出一本
[00:02:00.000 --> 00:02:03.000]  是我們的歷史和我們所做的事
[00:02:03.000 --> 00:02:07.000]  你就會發現一百年真的不容易過
[00:02:07.000 --> 00:02:09.000]  我過個禮拜來講到
[00:02:09.000 --> 00:02:12.000]  其實我都講到好像沒什麼好講
[00:02:12.000 --> 00:02:15.000]  你有沒有覺得好像聽來聽去都是聽那些呢
[00:02:15.000 --> 00:02:17.000]  其實一本聖經
[00:02:17.000 --> 00:02:20.000]  如果你真的用心去讀
[00:02:20.000 --> 00:02:22.000]  你會很熟悉的
[00:02:22.000 --> 00:02:24.000]  但是在一百年裡面
[00:02:24.000 --> 00:02:26.000]  這班的姐妹究竟是抓住什麼
[00:02:26.000 --> 00:02:29.000]  一路的承傳下去呢
[00:02:29.000 --> 00:02:33.000]  我相信他們就是對神的忠心
[00:02:33.000 --> 00:02:36.000]  他們是很用心的去服侍
[00:02:36.000 --> 00:02:39.000]  他們是很願意的將自己擺上
[00:02:39.000 --> 00:02:43.000]  以致到他們成為一班美好的見證人
[00:02:43.000 --> 00:02:45.000]  叫周圍的人見到
[00:02:45.000 --> 00:02:47.000]  都是願意跟他們同工
[00:02:47.000 --> 00:02:49.000]  也是與神同工
[00:02:49.000 --> 00:02:51.000]  我記得我最初參與婦女部的時候
[00:02:51.000 --> 00:02:53.000]  其實我對他們是不認識的
[00:02:53.000 --> 00:02:56.000]  我那時候好像很年輕
[00:02:56.000 --> 00:02:58.000]  五十年前很年輕
[00:02:58.000 --> 00:03:01.000]  我回教會很喜歡去祈禱會
[00:03:01.000 --> 00:03:02.000]  去到祈禱會
[00:03:02.000 --> 00:03:04.000]  其實祈禱會裡面基本上
[00:03:04.000 --> 00:03:06.000]  都是很多年紀大一點
[00:03:06.000 --> 00:03:08.000]  特別是很多的婦女
[00:03:08.000 --> 00:03:10.000]  當年劉少康牧師的媽媽
[00:03:10.000 --> 00:03:12.000]  還在世的時候
[00:03:12.000 --> 00:03:14.000]  劉師太
[00:03:14.000 --> 00:03:19.000]  一班婦女 他們都老了 很有愛心
[00:03:19.000 --> 00:03:23.000]  但是都很囉嗦
[00:03:23.000 --> 00:03:25.000]  很多東西講 講來講去都是那樣
[00:03:25.000 --> 00:03:28.000]  但是我那時候年輕
[00:03:28.000 --> 00:03:29.000]  不是很懂得欣賞
[00:03:29.000 --> 00:03:32.000]  覺得這班阿姨很煩
[00:03:32.000 --> 00:03:36.000]  但是他們的愛心真的爆棚
[00:03:36.000 --> 00:03:38.000]  有一位叫宋太 她是上海人
[00:03:38.000 --> 00:03:40.000]  她的食物真的是
[00:03:40.000 --> 00:03:43.000]  是食物引誘了我們婦女部
[00:03:43.000 --> 00:03:45.000]  她們是一個團體
[00:03:45.000 --> 00:03:47.000]  每個月一次是職業婦女團
[00:03:47.000 --> 00:03:50.000]  你放了工 有一班在家裡
[00:03:50.000 --> 00:03:52.000]  不用做得那麼辛苦的人
[00:03:52.000 --> 00:03:53.000]  就煮飯菜
[00:03:53.000 --> 00:03:54.000]  等我們回來吃
[00:03:54.000 --> 00:03:57.000]  吃完之後就可以開會
[00:03:57.000 --> 00:03:59.000]  很美麗的交通體
[00:03:59.000 --> 00:04:02.000]  當時我真的很坦白
[00:04:02.000 --> 00:04:04.000]  我是欣賞食物多一點
[00:04:04.000 --> 00:04:05.000]  宋太就教了我
[00:04:05.000 --> 00:04:07.000]  一二三四五排骨
[00:04:07.000 --> 00:04:09.000]  就是酸甜排骨
[00:04:09.000 --> 00:04:11.000]  一二三四五那個食譜
[00:04:11.000 --> 00:04:13.000]  很有用 我去到哪裡
[00:04:13.000 --> 00:04:15.000]  都是去煮給認識的人
[00:04:15.000 --> 00:04:16.000]  不認識的人吃
[00:04:16.000 --> 00:04:17.000]  真是很好的
[00:04:17.000 --> 00:04:19.000]  所以在這個團體裡面
[00:04:19.000 --> 00:04:21.000]  起初是因為我餵食
[00:04:21.000 --> 00:04:23.000]  但去著去著就發現
[00:04:23.000 --> 00:04:24.000]  雖然他們有些囉嗦
[00:04:24.000 --> 00:04:26.000]  但是真的很有愛心
[00:04:26.000 --> 00:04:28.000]  又很關心你
[00:04:28.000 --> 00:04:29.000]  我自己就覺得
[00:04:29.000 --> 00:04:32.000]  特別當我要去宣教的時候
[00:04:32.000 --> 00:04:34.000]  我自己有團體
[00:04:34.000 --> 00:04:35.000]  我也有主一學
[00:04:35.000 --> 00:04:37.000]  有同學 有很多弟兄姊妹認識我
[00:04:37.000 --> 00:04:39.000]  都為我祈禱
[00:04:39.000 --> 00:04:41.000]  因為我出去
[00:04:41.000 --> 00:04:43.000]  我的差遣禮真的很感謝主
[00:04:43.000 --> 00:04:46.000]  那時候我都不知道自己在做什麼
[00:04:46.000 --> 00:04:48.000]  其實去非洲就去吧
[00:04:48.000 --> 00:04:51.000]  當時在遣禮中學
[00:04:51.000 --> 00:04:53.000]  我們在重建的時候
[00:04:53.000 --> 00:04:55.000]  在遣禮中學就有一個差遣禮
[00:04:55.000 --> 00:04:56.000]  坐滿了禮堂
[00:04:56.000 --> 00:04:57.000]  很開心
[00:04:57.000 --> 00:04:59.000]  但當我去到非洲之後
[00:04:59.000 --> 00:05:01.000]  很苦
[00:05:01.000 --> 00:05:02.000]  很苦的時候
[00:05:02.000 --> 00:05:03.000]  你就會記得
[00:05:03.000 --> 00:05:05.000]  那些人說為我祈禱
[00:05:05.000 --> 00:05:07.000]  但真是哪些人為我祈禱呢
[00:05:07.000 --> 00:05:09.000]  我不知道
[00:05:09.000 --> 00:05:10.000]  但我回來
[00:05:10.000 --> 00:05:11.000]  哪些人找我
[00:05:11.000 --> 00:05:13.000]  哪些人告訴我為我祈禱
[00:05:13.000 --> 00:05:15.000]  哪些人真是關心我的事情
[00:05:15.000 --> 00:05:17.000]  我就知道他們為我祈禱
[00:05:17.000 --> 00:05:18.000]  是哪些呢
[00:05:18.000 --> 00:05:20.000]  我的團友都很好
[00:05:20.000 --> 00:05:22.000]  但可能不是藉口
[00:05:22.000 --> 00:05:24.000]  可能他們真的忙
[00:05:24.000 --> 00:05:27.000]  但這班婦女真是很忠心
[00:05:27.000 --> 00:05:29.000]  為我祈禱
[00:05:29.000 --> 00:05:30.000]  所以我回來的時候
[00:05:30.000 --> 00:05:32.000]  他們就會很疼我
[00:05:32.000 --> 00:05:34.000]  又是給我吃東西
[00:05:34.000 --> 00:05:36.000]  我每次回來一定肥二十磅
[00:05:36.000 --> 00:05:37.000]  很擔心
[00:05:37.000 --> 00:05:38.000]  因為一回到非洲
[00:05:38.000 --> 00:05:40.000]  兩個星期又瘦二十磅
[00:05:40.000 --> 00:05:44.000]  但我和婦女一直認識
[00:05:44.000 --> 00:05:46.000]  和他們同工
[00:05:46.000 --> 00:05:48.000]  和他們一起服侍的時候
[00:05:48.000 --> 00:05:50.000]  我發現他們有很多優點
[00:05:50.000 --> 00:05:51.000]  但同樣
[00:05:51.000 --> 00:05:53.000]  是否沒有缺點呢
[00:05:53.000 --> 00:05:55.000]  有沒有
[00:05:55.000 --> 00:05:59.000]  一定有
[00:05:59.000 --> 00:06:00.000]  你和我都有
[00:06:00.000 --> 00:06:02.000]  因為我們是人
[00:06:02.000 --> 00:06:04.000]  人一定有缺點
[00:06:04.000 --> 00:06:05.000]  但這班婦女
[00:06:05.000 --> 00:06:06.000]  我覺得她們的優點
[00:06:06.000 --> 00:06:08.000]  就是她們很勤力
[00:06:08.000 --> 00:06:09.000]  很勤力
[00:06:09.000 --> 00:06:10.000]  我們就知道
[00:06:10.000 --> 00:06:12.000]  我們平時去做工
[00:06:12.000 --> 00:06:15.000]  不做就不錯
[00:06:15.000 --> 00:06:16.000]  不做就不錯
[00:06:16.000 --> 00:06:17.000]  少做就少錯
[00:06:17.000 --> 00:06:18.000]  多做就多錯
[00:06:18.000 --> 00:06:19.000]  這班婦女
[00:06:19.000 --> 00:06:21.000]  她們這麼多事情做
[00:06:21.000 --> 00:06:23.000]  當然會錯
[00:06:23.000 --> 00:06:25.000]  因為這麼多事情
[00:06:25.000 --> 00:06:28.000]  大家結合來做
[00:06:28.000 --> 00:06:30.000]  是有很多磨擦
[00:06:30.000 --> 00:06:33.000]  所以實在是不容易
[00:06:33.000 --> 00:06:36.000]  在婦女部生存也不容易
[00:06:36.000 --> 00:06:38.000]  但今天你看到一班
[00:06:38.000 --> 00:06:39.000]  很開心的婦女
[00:06:39.000 --> 00:06:41.000]  就是她們的見證
[00:06:41.000 --> 00:06:43.000]  所以今天我特意選了
[00:06:43.000 --> 00:06:45.000]  《路加福音》第十七章
[00:06:45.000 --> 00:06:47.000]  和大家分享
[00:06:47.000 --> 00:06:49.000]  我覺得這班婦女
[00:06:49.000 --> 00:06:51.000]  成為了一大群
[00:06:51.000 --> 00:06:53.000]  是一班見證人
[00:06:53.000 --> 00:06:55.000]  在《路加福音》第十六章
[00:06:55.000 --> 00:06:56.000]  其實很簡短
[00:06:56.000 --> 00:06:58.000]  給大家一點前設
[00:06:58.000 --> 00:07:00.000]  是耶穌說了一個故事
[00:07:00.000 --> 00:07:02.000]  有個財主很有錢
[00:07:02.000 --> 00:07:05.000]  有個乞丐叫拉薩路
[00:07:05.000 --> 00:07:06.000]  很窮
