
[00:00:00.000 --> 00:00:02.000]  各位兄弟姊妹平安
[00:00:02.000 --> 00:00:05.000]  很高興來到一個新的地方
[00:00:05.000 --> 00:00:07.000]  和你們分享神的話
[00:00:07.000 --> 00:00:11.000]  求主大大使用全因堂這個地方
[00:00:11.000 --> 00:00:13.000]  和各位兄弟姊妹
[00:00:13.000 --> 00:00:17.000]  今天和大家分享詩篇三十六篇
[00:00:17.000 --> 00:00:21.000]  我用的經文版本是和合版
[00:00:21.000 --> 00:00:23.000]  可能大家有些差別
[00:00:23.000 --> 00:00:26.000]  但不要緊 都是神的話
[00:00:26.000 --> 00:00:30.000]  我相信大家都曾經去過戲院看電影
[00:00:30.000 --> 00:00:35.000]  都會看電視 或者看小說
[00:00:35.000 --> 00:00:39.000]  無論電影 電視 小說都有不同的角色
[00:00:39.000 --> 00:00:43.000]  有男主角 有女主角 有配角
[00:00:43.000 --> 00:00:46.000]  亦都有奸角的角色
[00:00:46.000 --> 00:00:49.000]  每一個角色都很重要
[00:00:49.000 --> 00:00:53.000]  不知你們最討厭哪一種角色
[00:00:53.000 --> 00:00:56.000]  奸角是很討厭的
[00:00:56.000 --> 00:00:59.000]  想快快地消滅他們
[00:00:59.000 --> 00:01:03.000]  但試想想 如果一齣電影或電視劇
[00:01:03.000 --> 00:01:07.000]  沒有了奸角 好看嗎
[00:01:07.000 --> 00:01:09.000]  不好看
[00:01:09.000 --> 00:01:14.000]  似乎原來奸角都有他的重要性
[00:01:14.000 --> 00:01:17.000]  不過我們試想想
[00:01:17.000 --> 00:01:19.000]  在現實生活裏
[00:01:19.000 --> 00:01:22.000]  如果現實生活裏有奸人在你面前
[00:01:22.000 --> 00:01:24.000]  在你附近常常出現
[00:01:24.000 --> 00:01:26.000]  你又會怎樣
[00:01:26.000 --> 00:01:28.000]  你會否覺得他很重要
[00:01:28.000 --> 00:01:31.000]  不想吧 不覺得他很重要
[00:01:31.000 --> 00:01:33.000]  最好有一個取消的按鈕
[00:01:33.000 --> 00:01:36.000]  取消一按就消失
[00:01:36.000 --> 00:01:38.000]  這樣就好了
[00:01:38.000 --> 00:01:42.000]  但現實是不會這樣出現
[00:01:42.000 --> 00:01:45.000]  現在我的人 無論如何
[00:01:45.000 --> 00:01:47.000]  常常在我們身邊出現
[00:01:47.000 --> 00:01:49.000]  好像便利店一樣
[00:01:49.000 --> 00:01:51.000]  總有一個在附近
[00:01:51.000 --> 00:01:53.000]  那怎麼辦
[00:01:53.000 --> 00:01:58.000]  雖然我們不能取消或逃避這些奸惡的人
[00:01:58.000 --> 00:02:02.000]  不過我們可以選擇怎樣去面對他們
[00:02:02.000 --> 00:02:05.000]  以甚麼心態來對待他們
[00:02:05.000 --> 00:02:08.000]  我們有選擇的權利
[00:02:08.000 --> 00:02:10.000]  怎樣去對待他們
[00:02:10.000 --> 00:02:13.000]  我們亦可以選擇自己成為一個怎樣的角色
[00:02:13.000 --> 00:02:18.000]  不同的選擇便會有不同的人生和不同的結局
[00:02:18.000 --> 00:02:21.000]  今日和大家一起去看詩篇三十六篇
[00:02:21.000 --> 00:02:26.000]  當中詩人將惡人和願意投靠神的義人
[00:02:26.000 --> 00:02:28.000]  來做一個對比
[00:02:28.000 --> 00:02:31.000]  要我們作出一個選擇
[00:02:31.000 --> 00:02:34.000]  詩篇三十六篇可以分為三個部分
[00:02:34.000 --> 00:02:36.000]  三個段落
[00:02:36.000 --> 00:02:39.000]  第一個段落是一至四節
[00:02:39.000 --> 00:02:43.000]  當中是講到惡人的心思和行為
[00:02:43.000 --> 00:02:50.000]  第二個段落是講到忠贊耶和華的尾線和投靠耶和華
[00:02:50.000 --> 00:02:52.000]  是五至九節
[00:02:52.000 --> 00:02:55.000]  第三個段落是十至十二節
[00:02:55.000 --> 00:02:57.000]  是向神的祈願
[00:02:57.000 --> 00:02:59.000]  我們一起來看
[00:02:59.000 --> 00:03:01.000]  首先看一至四節
[00:03:01.000 --> 00:03:03.000]  第一節是講到
[00:03:03.000 --> 00:03:07.000]  惡人的罪過在他心中的深處說話
[00:03:07.000 --> 00:03:10.000]  他眼中也不怕神
[00:03:10.000 --> 00:03:13.000]  詩人透過這節經文講到
[00:03:13.000 --> 00:03:15.000]  人的罪過在於
[00:03:15.000 --> 00:03:21.000]  人的心靈深處完全不懼怕神
[00:03:21.000 --> 00:03:23.000]  不敬畏神
[00:03:23.000 --> 00:03:25.000]  認為神不存在
[00:03:25.000 --> 00:03:27.000]  當人認為神不存在
[00:03:27.000 --> 00:03:30.000]  他們也不會相信神的審判
[00:03:30.000 --> 00:03:33.000]  眼中不怕神
[00:03:33.000 --> 00:03:37.000]  這就是人基本的罪惡
[00:03:37.000 --> 00:03:42.000]  也是成為惡人的第一步
[00:03:42.000 --> 00:03:44.000]  眼中不怕神的人是怎樣的呢?
[00:03:44.000 --> 00:03:48.000]  第二至第四節繼續講下去
[00:03:48.000 --> 00:03:50.000]  第二節這樣說
[00:03:50.000 --> 00:03:52.000]  罪過迷惑他
[00:03:52.000 --> 00:03:54.000]  因此在他眼中看來
[00:03:54.000 --> 00:03:57.000]  自己的罪業不會揭發
[00:03:57.000 --> 00:04:01.000]  也不會被恨惡
[00:04:01.000 --> 00:04:05.000]  一個惡人雖然他的行為很醜惡
[00:04:05.000 --> 00:04:09.000]  但他們會自圓其說
[00:04:09.000 --> 00:04:13.000]  將自己的行為用漂亮的話說得很好
[00:04:13.000 --> 00:04:16.000]  來欺騙自己
[00:04:16.000 --> 00:04:19.000]  他們不會覺得自己所做的事是有罪
[00:04:19.000 --> 00:04:21.000]  甚至認為自己所做的事
[00:04:21.000 --> 00:04:25.000]  是很值得向人誇耀
[00:04:25.000 --> 00:04:32.000]  例如香港有很多翻版的東西
[00:04:32.000 --> 00:04:34.000]  製造翻版貨物的商人覺得
[00:04:34.000 --> 00:04:38.000]  做這些翻版貨物商品
[00:04:38.000 --> 00:04:40.000]  既可以賺錢
[00:04:40.000 --> 00:04:43.000]  又可以令很多人用比較便宜的價錢
[00:04:43.000 --> 00:04:45.000]  買到他需要的東西
[00:04:45.000 --> 00:04:46.000]  有什麼不好呢?
[00:04:46.000 --> 00:04:48.000]  一舉兩得,何樂而不為?
[00:04:48.000 --> 00:04:51.000]  他們沒有想過自己這樣做是不對的
[00:04:51.000 --> 00:04:55.000]  還說得非常漂亮
[00:04:55.000 --> 00:04:58.000]  當人心裡沒有神的時候
[00:04:58.000 --> 00:05:01.000]  他們眼中看不到自己的罪
[00:05:01.000 --> 00:05:07.000]  他們只會想到自己的好處
[00:05:07.000 --> 00:05:10.000]  回想起來,可能有些基督徒
[00:05:10.000 --> 00:05:13.000]  未信主之前心裡是沒有神的
[00:05:13.000 --> 00:05:15.000]  不懼怕神
[00:05:15.000 --> 00:05:18.000]  別人跟他傳福音的時候
[00:05:18.000 --> 00:05:20.000]  都覺得自己沒有罪
[00:05:20.000 --> 00:05:22.000]  根本不需要神
[00:05:22.000 --> 00:05:27.000]  甚至會取笑跟他傳福音的基督徒
