
[00:00:00.000 --> 00:00:02.820]  教會應該是這樣
[00:00:02.820 --> 00:00:06.140]  1990年
[00:00:06.140 --> 00:00:07.920]  一個
[00:00:07.920 --> 00:00:10.760]  剛纔看左邊這個伯伯
[00:00:10.760 --> 00:00:12.520]  現在他應該八十多九十歲
[00:00:12.520 --> 00:00:13.880]  他叫李洛夫
[00:00:13.880 --> 00:00:15.360]  下個禮拜呢
[00:00:15.360 --> 00:00:18.040]  陳德俊牧師來,他很熟悉這個
[00:00:18.040 --> 00:00:21.280]  因爲他的夥伴Ben Wong是他的徒弟
[00:00:21.280 --> 00:00:24.880]  我們有些人在小組教會叫Uncle Ray
[00:00:24.880 --> 00:00:27.720]  李洛夫1990年寫了本書
[00:00:27.720 --> 00:00:30.680]  英文叫Where Do We Go From Here
[00:00:30.680 --> 00:00:33.520]  到底我從這裏會去哪裏呢
[00:00:33.520 --> 00:00:35.160]  1990年寫
[00:00:35.160 --> 00:00:38.680]  這本書是花了他三十多年
[00:00:38.680 --> 00:00:42.200]  在一間傳統的贈信教會里面的牧養的時候
[00:00:42.200 --> 00:00:46.840]  他發覺教會似乎只是內在再內在
[00:00:46.840 --> 00:00:48.640]  對得救的人數的時候
[00:00:48.640 --> 00:00:52.400]  他們想,但沒什麼能力
[00:00:52.400 --> 00:00:54.800]  所以他寫了這本書的時候
[00:00:54.800 --> 00:00:56.800]  是他三十年的經驗
[00:00:56.800 --> 00:00:58.520]  這本書在他寫完之後
[00:00:58.520 --> 00:01:02.760]  大約八年左右翻譯成何去何從
[00:01:02.760 --> 00:01:04.760]  其實當我預備這篇廣章的時候
[00:01:04.760 --> 00:01:07.560]  很大掙扎,到底我們是怎樣的
[00:01:07.560 --> 00:01:10.560]  這本書我大概上三年左右
[00:01:10.560 --> 00:01:11.360]  或者三四年左右
[00:01:11.360 --> 00:01:13.360]  我一定要翻一翻看
[00:01:13.360 --> 00:01:17.520]  到底我們在小組教會的小組的精髓在哪裏
[00:01:17.520 --> 00:01:20.040]  我無獨有偶的時候
[00:01:20.040 --> 00:01:21.320]  我這個禮拜預備廣章
[00:01:21.320 --> 00:01:23.800]  就比較匆忙,因爲剛剛放完教回來
[00:01:23.800 --> 00:01:25.480]  我就不知如何路向
[00:01:25.480 --> 00:01:27.480]  大衆裏面很大的掙扎
[00:01:27.480 --> 00:01:28.640]  應該怎麼說呢
[00:01:28.640 --> 00:01:30.160]  裏面有股火
[00:01:30.160 --> 00:01:32.160]  在當中想和大家分享
[00:01:32.160 --> 00:01:34.160]  當教會應該怎樣
[00:01:34.160 --> 00:01:36.640]  我拿到的印證,我就問我的傳導
[00:01:36.640 --> 00:01:39.040]  你指揮傳導,你說什麼
[00:01:39.040 --> 00:01:44.040]  他說關於教會應該怎樣關心周圍的人
[00:01:44.040 --> 00:01:46.480]  我們教會很內在
[00:01:46.480 --> 00:01:49.000]  我不知道你明白,你看不看得到
[00:01:49.000 --> 00:01:50.520]  自從我回來之後
[00:01:50.520 --> 00:01:53.520]  我發覺我們教會越來越內在
[00:01:56.000 --> 00:01:58.000]  當我再翻這張圖時
[00:01:58.000 --> 00:02:00.840]  是我們寧定這個題目,靈明根深的時候
[00:02:00.840 --> 00:02:02.640]  是我們一個新的主題
[00:02:02.640 --> 00:02:04.640]  叫做小組有根深
[00:02:04.640 --> 00:02:11.760]  耶穌說新皮袋不能夠接受舊酒
[00:02:11.760 --> 00:02:13.040]  又或者這樣說
[00:02:13.040 --> 00:02:16.040]  新酒只能夠注入新皮袋
[00:02:16.040 --> 00:02:17.440]  什麼叫新酒
[00:02:17.440 --> 00:02:19.240]  就是經歷新的東西
[00:02:19.240 --> 00:02:20.440]  什麼叫舊皮袋
[00:02:20.440 --> 00:02:21.440]  就是舊的東西
[00:02:21.440 --> 00:02:23.440]  如果你這樣說,可能很不明白
[00:02:23.440 --> 00:02:24.720]  我就用耶穌當時
[00:02:24.720 --> 00:02:26.440]  耶穌當時所行所做
[00:02:26.440 --> 00:02:30.440]  和當時的猶太教完全不同
[00:02:30.440 --> 00:02:32.560]  不是說他精髓不同
[00:02:32.560 --> 00:02:34.200]  他仍然相信耶和華神
[00:02:34.200 --> 00:02:36.520]  所以耶穌說天地廢棄我的話
[00:02:36.520 --> 00:02:39.160]  一句都不能廢棄
[00:02:39.160 --> 00:02:41.640]  因此,當耶穌所做的時候
[00:02:41.640 --> 00:02:43.320]  大家記不記得
[00:02:43.320 --> 00:02:46.280]  安息日去醫人,對不對
[00:02:46.280 --> 00:02:48.200]  被人點牌
[00:02:48.200 --> 00:02:50.080]  罵到他七彩
[00:02:50.080 --> 00:02:52.560]  甚至因爲這些情況
[00:02:52.560 --> 00:02:53.920]  耶穌點了一釘十字架
[00:02:53.920 --> 00:02:55.160]  不只是猶太出賣
[00:02:55.160 --> 00:02:57.240]  不要以爲猶太是個壞人
[00:02:57.240 --> 00:02:59.560]  猶太只是一個棋子
[00:02:59.560 --> 00:03:03.680]  是整個民族忍受不了這個新酒
[00:03:03.680 --> 00:03:08.320]  耶穌將信仰重新擺正
[00:03:08.320 --> 00:03:10.480]  我有時習慣了一些東西
[00:03:10.480 --> 00:03:11.320]  大家在家裏
[00:03:11.320 --> 00:03:13.120]  我不知道你喜不喜歡乾淨
[00:03:13.120 --> 00:03:14.320]  這次我去旅行裏
[00:03:14.320 --> 00:03:15.120]  見到有個人
[00:03:15.120 --> 00:03:16.400]  家裏我不記得是誰
[00:03:16.400 --> 00:03:20.320]  他家裏上面那個抽屜線
[00:03:20.320 --> 00:03:21.720]  佈滿那些塵
[00:03:21.720 --> 00:03:24.280]  我就覺得你住了一年多兩年
[00:03:24.280 --> 00:03:25.880]  那麼多塵爲什麼不抹
[00:03:25.880 --> 00:03:27.280]  我們習慣了
[00:03:27.280 --> 00:03:29.480]  我想說回剛纔那個圖畫
[00:03:29.480 --> 00:03:32.080]  李洛夫這個牧師
[00:03:32.080 --> 00:03:33.720]  他經歷了三十年
[00:03:33.720 --> 00:03:35.200]  他在一間浸信會
[00:03:35.200 --> 00:03:37.120]  爲什麼我說他是浸信會
[00:03:37.120 --> 00:03:38.120]  的情況裏面
[00:03:38.120 --> 00:03:41.360]  他不滿足教會的人數
[00:03:41.360 --> 00:03:44.120]  不是他想教會大
[00:03:44.120 --> 00:03:45.560]  OK
[00:03:45.560 --> 00:03:47.280]  他是想教會里面
[00:03:47.280 --> 00:03:50.080]  很多未信耶穌的人
[00:03:50.080 --> 00:03:52.560]  能夠信耶穌
[00:03:52.560 --> 00:03:54.640]  因此他寫了這本書
[00:03:54.640 --> 00:03:56.880]  與其說他寫這本書
[00:03:56.880 --> 00:03:58.280]  不如這樣說
[00:03:58.280 --> 00:04:03.040]  他將他在牧養生涯
[00:04:03.040 --> 00:04:07.720]  那三十年開始轉化的時候
[00:04:07.720 --> 00:04:09.320]  一些經歷
[00:04:09.320 --> 00:04:10.800]  一些遇到的難題
[00:04:10.800 --> 00:04:12.960]  甚至介紹給其他教會的時候
[00:04:12.960 --> 00:04:17.440]  其他教會的牧者使用這個觀念
[00:04:17.440 --> 00:04:20.440]  又或者使用這個根基
[00:04:20.440 --> 00:04:22.200]  其實裏面很多
[00:04:22.200 --> 00:04:24.200]  大部分都是
[00:04:24.200 --> 00:04:28.440]  耶穌的教訓的重新演繹
[00:04:28.440 --> 00:04:30.200]  但很多教會的牧者
[00:04:30.200 --> 00:04:31.200]  當他這樣用的時候
[00:04:31.200 --> 00:04:34.360]  教會就一個一個將他們開除
[00:04:34.360 --> 00:04:37.480]  因爲他們接受不到這種做法
[00:04:37.480 --> 00:04:39.040]  我今天想說這篇信息
[00:04:39.040 --> 00:04:40.640]  教會當是這樣的時候
[00:04:40.640 --> 00:04:42.600]  讓我們弟弟姐妹重新
[00:04:42.600 --> 00:04:44.600]  在進行更新的時候
[00:04:44.600 --> 00:04:46.400]  小組應該是怎樣
[00:04:46.400 --> 00:04:47.520]  教會就是這樣
[00:04:47.520 --> 00:04:49.120]  就是他過的那四十五週年
[00:04:49.120 --> 00:04:51.120]  核心價值
[00:04:51.120 --> 00:04:52.040]  我就想
[00:04:52.040 --> 00:04:53.880]  我們是否真的核心價值這樣
[00:04:53.880 --> 00:04:56.160]  我不是挑戰大家想過的東西
[00:04:56.160 --> 00:04:57.680]  其中一件事我就想
[00:04:57.680 --> 00:05:00.800]  我們是一間追求真理的教會
[00:05:00.800 --> 00:05:02.280]  我就想追求真理的時候
[00:05:02.280 --> 00:05:03.640]  一會兒我會說
[00:05:03.640 --> 00:05:04.880]  真理即是聖經
[00:05:04.880 --> 00:05:05.840]  很多聖經
[00:05:05.840 --> 00:05:06.760]  你有多少
[00:05:06.760 --> 00:05:07.800]  我就想
[00:05:07.800 --> 00:05:09.400]  我找遍全個教會
[00:05:09.400 --> 00:05:11.360]  現在你看得到的地方
[00:05:11.360 --> 00:05:15.600]  包括我的程序表在這裏
[00:05:15.600 --> 00:05:17.320]  我們呢
[00:05:17.320 --> 00:05:21.160]  提醒我們一句的經文都沒有
[00:05:21.160 --> 00:05:22.040]  那時候我就說
[00:05:22.040 --> 00:05:23.400]  哇 法理出人了
[00:05:23.400 --> 00:05:24.400]  那些衣服呢
[00:05:24.400 --> 00:05:26.040]  不是一條經文一條經文一條經文
[00:05:26.040 --> 00:05:27.720]  我就說它太多了
[00:05:27.720 --> 00:05:29.480]  你用不着給人看
[00:05:29.480 --> 00:05:32.640]  我想問你心裏有多少經文
[00:05:32.640 --> 00:05:36.040]  所以在我的卡片裏感謝主
[00:05:36.040 --> 00:05:37.200]  這張沒有東西是我的卡片
[00:05:37.200 --> 00:05:39.720]  但我背後有兩句我很喜歡的經文
[00:05:39.720 --> 00:05:40.640]  一句就是耶穌說
[00:05:40.640 --> 00:05:42.640]  我就是道路 真理生命
[00:05:42.640 --> 00:05:43.600]  另一個就是大家知道
[00:05:43.600 --> 00:05:44.480]  要上上起落
[00:05:44.480 --> 00:05:46.640]  堵住肚子 然後呢
[00:05:46.640 --> 00:05:48.120]  哈利路亞 你們心裏有經文
[00:05:48.120 --> 00:05:49.640]  感謝主 給點掌聲
[00:05:49.640 --> 00:05:51.120]  你的心裏有經文
[00:05:51.120 --> 00:05:53.600]  最重要是心裏有經文
[00:05:53.600 --> 00:05:55.840]  當李洛夫寫這本書的時候
[00:05:55.840 --> 00:05:59.120]  我今天想和大家分享一下
[00:05:59.120 --> 00:06:01.560]  到底教會應該怎樣
[00:06:01.560 --> 00:06:07.520]  所以我就用了《仕途行傳》第二章
[00:06:07.520 --> 00:06:09.560]  第42到47節
[00:06:09.560 --> 00:06:11.440]  我想和大家看看
[00:06:11.440 --> 00:06:12.440]  教會應該怎樣
[00:06:12.440 --> 00:06:13.920]  沒看《仕途行傳》的時候
[00:06:13.920 --> 00:06:15.680]  有些人會問教會應該怎樣
[00:06:15.680 --> 00:06:18.360]  下一張卡片
[00:06:18.360 --> 00:06:20.960]  教會原來這個字很多人聽過
[00:06:20.960 --> 00:06:23.760]  就是Ecclesia
[00:06:23.760 --> 00:06:26.480]  即是叫它出來
[00:06:26.480 --> 00:06:28.600]  這個是用羅馬當時的一個政制
[00:06:28.600 --> 00:06:30.520]  即是一個術語來的
[00:06:30.520 --> 00:06:31.880]  本來用的一個術語就是
[00:06:31.880 --> 00:06:34.320]  當時羅馬因爲沒有麥克風
[00:06:34.320 --> 00:06:35.600]  沒有報紙
[00:06:35.600 --> 00:06:36.880]  要開會就說
[00:06:36.880 --> 00:06:38.680]  開會嘍
[00:06:38.680 --> 00:06:40.160]  全部吹麥克風
[00:06:40.160 --> 00:06:41.840]  那些人聽到就
[00:06:41.840 --> 00:06:44.560]  就從四面八方來的
[00:06:44.560 --> 00:06:46.200]  這個字就是Ecclesia
[00:06:46.200 --> 00:06:48.560]  如果大家今天在天空裏面
[00:06:48.560 --> 00:06:50.400]  有個高射的
[00:06:50.400 --> 00:06:53.120]  現在流行的航拍
[00:06:53.120 --> 00:06:54.960]  知不知道什麼是航拍
[00:06:54.960 --> 00:06:56.320]  航空的航拍
[00:06:56.320 --> 00:06:57.320]  拍攝的拍
[00:06:57.320 --> 00:06:59.200]  如果航拍是八點半
[00:06:59.200 --> 00:07:00.560]  在那裏拍
[00:07:00.560 --> 00:07:01.760]  飛機在那裏拍
[00:07:01.760 --> 00:07:03.480]  然後縮短了一分鐘
