
[00:00:00.000 --> 00:00:01.880]  說起宣教
[00:00:01.880 --> 00:00:04.640]  前陣子我也有一些分享的機會
[00:00:04.640 --> 00:00:06.080]  其中有一個教會就說
[00:00:06.080 --> 00:00:09.680]  說一下你的跨文化宣教異象
[00:00:09.680 --> 00:00:11.280]  剛好在同一時期
[00:00:11.280 --> 00:00:14.080]  我認識了一個姐妹在日本居住
[00:00:14.080 --> 00:00:20.000]  她說「弟兄,你有沒有見過異象、異夢、鬼」
[00:00:20.000 --> 00:00:21.440]  這麼厲害
[00:00:21.440 --> 00:00:25.840]  「又有弟兄姐妹見過白色大寶座,又聽到聲音」
[00:00:25.840 --> 00:00:29.520]  她說「耶穌跟自己說話,首先我真的不知道」
[00:00:29.520 --> 00:00:31.440]  「怎麼為之耶穌跟自己說話」
[00:00:31.440 --> 00:00:34.000]  「但是很厲害,她的弟兄姐妹」
[00:00:34.000 --> 00:00:36.400]  「但是我就沒有見過異象」
[00:00:36.400 --> 00:00:38.560]  她要說跨文化宣教異象
[00:00:38.560 --> 00:00:42.320]  即是說你應該是在睡覺
[00:00:42.320 --> 00:00:44.480]  有一個異夢境
[00:00:44.480 --> 00:00:45.680]  我沒有看過
[00:00:45.680 --> 00:00:47.280]  那有沒有東西可以分享
[00:00:47.280 --> 00:00:48.080]  是有的
[00:00:48.080 --> 00:00:49.760]  因為看回聖經就行了
[00:00:49.760 --> 00:00:51.440]  不用自己那麼辛苦
[00:00:51.440 --> 00:00:53.760]  我們看回最開始的
[00:00:53.760 --> 00:00:57.120]  算是有系統的一次的宣教是什麼
[00:00:57.120 --> 00:01:00.320]  用這個來互相鼓勵
[00:01:00.320 --> 00:01:06.320]  那時所謂的差派教會
[00:01:06.320 --> 00:01:09.520]  就是我們剛才經文所觸及的安提柯教會
[00:01:09.520 --> 00:01:12.240]  那安提柯教會是否很有計劃成立呢
[00:01:12.240 --> 00:01:13.120]  又不是的
[00:01:13.120 --> 00:01:14.800]  是被逼迫出來的
[00:01:14.800 --> 00:01:16.240]  即是鑑粗成立的
[00:01:16.240 --> 00:01:17.040]  你有沒有試過
[00:01:17.040 --> 00:01:19.120]  即是被趕
[00:01:19.120 --> 00:01:20.080]  聖史提法
[00:01:20.080 --> 00:01:22.640]  史提法被扔石頭
[00:01:22.640 --> 00:01:25.360]  扔死了之後大家就逃跑了
[00:01:25.360 --> 00:01:31.040]  有些猶太人回到自己的本地
[00:01:31.040 --> 00:01:32.960]  他們本身的鄉下不是耶路撒冷的
[00:01:32.960 --> 00:01:34.240]  回到自己的鄉下的時候
[00:01:34.240 --> 00:01:38.400]  有些人就只跟說自己話的人傳
[00:01:38.400 --> 00:01:40.000]  但有些人回到鄉下
[00:01:40.000 --> 00:01:42.480]  就不如又跟其他人傳
[00:01:42.480 --> 00:01:45.760]  所以安提柯就成為一個混合了
[00:01:45.760 --> 00:01:48.480]  不同的民族
[00:01:48.480 --> 00:01:50.000]  不同的膚色
[00:01:50.000 --> 00:01:51.520]  甚至不同的階層
[00:01:51.520 --> 00:01:54.720]  譬如說分封王希律一起長大的馬廉
[00:01:54.720 --> 00:01:57.600]  是大希律的其中一個兒子
[00:01:57.600 --> 00:01:58.880]  跟著他長大的馬廉
[00:01:58.880 --> 00:02:01.680]  都不妨礙他的地位太低了
[00:02:01.680 --> 00:02:04.400]  所以是一個混合的群體
[00:02:04.400 --> 00:02:07.760]  在那一天他們就沒有說具體內容
[00:02:07.760 --> 00:02:09.520]  侍奉主禁食
[00:02:09.520 --> 00:02:12.160]  就沒有說聖靈跟誰說的
[00:02:12.160 --> 00:02:13.280]  聖靈書
[00:02:13.280 --> 00:02:15.920]  是不是突然間派兩個人走
[00:02:15.920 --> 00:02:20.000]  派巴拿巴和掃羅去做事
[00:02:20.000 --> 00:02:21.440]  可以怎樣理解呢
[00:02:21.440 --> 00:02:24.400]  那時候的教會領袖
[00:02:24.400 --> 00:02:26.960]  就是把教會最厲害的兩個人分出來
[00:02:26.960 --> 00:02:29.920]  因為巴拿巴是耶路撒冷教會派出來的
[00:02:29.920 --> 00:02:31.040]  根正苗紅
[00:02:31.040 --> 00:02:34.560]  之後他願意留在教會
[00:02:34.560 --> 00:02:36.720]  顯然是一個前輩
[00:02:36.720 --> 00:02:39.360]  掃羅就是那時候叫保羅
[00:02:39.360 --> 00:02:42.560]  純粹是因為他由大地
[00:02:42.560 --> 00:02:45.280]  他出去土耳其要講回容易一點的名字
[00:02:45.280 --> 00:02:47.360]  就是由梁韻成變了Mark
[00:02:47.360 --> 00:02:49.920]  就不是掃羅決字了變了保羅
[00:02:49.920 --> 00:02:52.000]  這個就太奇特了
[00:02:52.000 --> 00:02:53.440]  我覺得不是很需要
[00:02:53.440 --> 00:02:56.560]  要不然每個人都要改一次名字
[00:02:56.560 --> 00:02:58.640]  但是掃羅應該是很厲害的
[00:02:58.640 --> 00:03:00.960]  因為他是沒有系統的宣教
[00:03:00.960 --> 00:03:02.160]  他已經在宣教
[00:03:02.160 --> 00:03:03.680]  他自己開談的
[00:03:03.680 --> 00:03:05.120]  搞到大家都很害怕
[00:03:05.120 --> 00:03:09.120]  要確認一下他是不是真的在傳真信仰
[00:03:09.120 --> 00:03:12.000]  那就是最厲害的兩個了
[00:03:12.000 --> 00:03:14.320]  所以其他人合起來就要禁食禱告
[00:03:14.320 --> 00:03:18.400]  要確定是不是神真的這樣去指揮我們
[00:03:18.400 --> 00:03:20.560]  然後就按守在他們那裡
[00:03:20.560 --> 00:03:22.160]  什麼意思呢
[00:03:22.160 --> 00:03:25.280]  宣教不是一兩個人發夢
[00:03:25.280 --> 00:03:26.800]  可以是有這樣的想法
[00:03:26.800 --> 00:03:28.560]  但是一定是全體人
[00:03:28.560 --> 00:03:29.600]  或者不是全體
[00:03:29.600 --> 00:03:32.720]  起碼都有一部分人去支持才會成行的
[00:03:32.720 --> 00:03:34.160]  是按守的
[00:03:34.160 --> 00:03:36.240]  就是說我們都是一起負責的
[00:03:36.240 --> 00:03:39.440]  是他都畫額
[00:03:39.440 --> 00:03:41.040]  我們跟在一起做的
[00:03:41.040 --> 00:03:43.120]  不是只是出發那兩個人做的
[00:03:43.120 --> 00:03:44.960]  是全部人做的
[00:03:44.960 --> 00:03:47.280]  好了 然後出去之後
[00:03:47.280 --> 00:03:49.440]  又不是 怎麼講
[00:03:49.440 --> 00:03:51.360]  就是不是發過夢的
[00:03:51.360 --> 00:03:52.240]  去哪裡好啊
[00:03:52.240 --> 00:03:54.240]  我們抽籤 摘一下大富翁
[00:03:54.240 --> 00:03:55.920]  滾一下骰子去哪裡
[00:03:55.920 --> 00:03:57.520]  有計劃的
[00:03:57.520 --> 00:03:59.520]  他們安提柯那個地方
[00:03:59.520 --> 00:04:01.840]  在耶路撒冷向北一點點
[00:04:01.840 --> 00:04:03.280]  他有兩個選擇的
[00:04:03.280 --> 00:04:04.320]  要麼就向東
[00:04:04.320 --> 00:04:06.880]  就去回加勒底
[00:04:06.880 --> 00:04:08.880]  伊拉克那個地方
[00:04:08.880 --> 00:04:10.320]  或者就是向西
[00:04:10.320 --> 00:04:11.840]  就一直去土耳其
[00:04:11.840 --> 00:04:14.000]  羅馬帝國那個核心的範圍
[00:04:14.000 --> 00:04:17.200]  當然他們就選擇了向西面
[00:04:17.200 --> 00:04:19.040]  其實都有原因的
[00:04:19.040 --> 00:04:24.160]  因為巴拿巴的鄉下是塞浦路斯
[00:04:24.160 --> 00:04:26.080]  所以其實不是完全沒有計劃的
[00:04:26.080 --> 00:04:28.080]  他們一走的時候
