
[00:00:00.000 --> 00:00:02.000]  各位親愛的品主們平安
[00:00:02.000 --> 00:00:04.000]  今天要講的是
[00:00:04.000 --> 00:00:06.000]  神今天說話
[00:00:06.000 --> 00:00:08.000]  記得在上個星期
[00:00:08.000 --> 00:00:10.000]  我分享我領受的是
[00:00:10.000 --> 00:00:13.000]  以塞亞書43章19節
[00:00:13.000 --> 00:00:17.000]  我們的神是一位作新事的神
[00:00:17.000 --> 00:00:19.000]  他是不斷作事的神
[00:00:19.000 --> 00:00:21.000]  很奇妙
[00:00:21.000 --> 00:00:23.000]  因為在大除夕的時候
[00:00:23.000 --> 00:00:25.000]  我向神有一個禱告
[00:00:25.000 --> 00:00:28.000]  我說神我很想聽你的聲音
[00:00:28.000 --> 00:00:30.000]  神就在過去幾天裡面
[00:00:30.000 --> 00:00:33.000]  一直將以塞亞書43章19節
[00:00:33.000 --> 00:00:35.000]  放在我的心裡
[00:00:35.000 --> 00:00:37.000]  誰知道1月2日
[00:00:37.000 --> 00:00:41.000]  就有香港一對夫婦WhatsApp給我
[00:00:41.000 --> 00:00:43.000]  那天星期日就是1月1日
[00:00:43.000 --> 00:00:46.000]  他們去了一間西人的教會聚會
[00:00:46.000 --> 00:00:48.000]  誰知道那個教會的牧師
[00:00:48.000 --> 00:00:52.000]  就是講以塞亞書43章
[00:00:52.000 --> 00:00:55.000]  而且是16一直到20節
[00:00:55.000 --> 00:00:58.000]  也是講神是作新事的神
[00:00:58.000 --> 00:01:00.000]  然後1月3日
[00:01:00.000 --> 00:01:04.000]  每天我都打開God Today
[00:01:04.000 --> 00:01:06.000]  就是一個廣播節目
[00:01:06.000 --> 00:01:08.000]  那一天早上
[00:01:08.000 --> 00:01:10.000]  領受的那位姊妹
[00:01:10.000 --> 00:01:11.000]  她也是引用
[00:01:11.000 --> 00:01:15.000]  以塞亞書43章19節
[00:01:15.000 --> 00:01:17.000]  我就覺得很震撼
[00:01:17.000 --> 00:01:19.000]  神真的很厲害
[00:01:19.000 --> 00:01:22.000]  她向我說話
[00:01:22.000 --> 00:01:23.000]  我都很期待
[00:01:23.000 --> 00:01:27.000]  今天神都向你說話
[00:01:27.000 --> 00:01:29.000]  因為祂是一位行其事
[00:01:29.000 --> 00:01:31.000]  行新事的神
[00:01:31.000 --> 00:01:34.000]  祂要在曠野裡面開道路
[00:01:34.000 --> 00:01:37.000]  在沙漠裡面拒開光學
[00:01:37.000 --> 00:01:39.000]  在過去的日子
[00:01:39.000 --> 00:01:42.000]  我時時都要預備講道
[00:01:42.000 --> 00:01:44.000]  因為差不多每個星期天
[00:01:44.000 --> 00:01:46.000]  我都要去分享
[00:01:46.000 --> 00:01:50.000]  於是我就查很多那些注釋書
[00:01:50.000 --> 00:01:53.000]  了解聖經裡面的原意是怎樣
[00:01:53.000 --> 00:01:54.000]  上下文是怎樣
[00:01:54.000 --> 00:01:56.000]  要參考很多書的
[00:01:56.000 --> 00:02:01.000]  但自從我仰望聖靈的教導
[00:02:01.000 --> 00:02:04.000]  透過聖靈進入真理裡面的時候
[00:02:04.000 --> 00:02:08.000]  神很奇妙就給我很多亮光
[00:02:08.000 --> 00:02:10.000]  給我很多新的領受
[00:02:10.000 --> 00:02:13.000]  是我以前沒有看見的
[00:02:13.000 --> 00:02:17.000]  過去我真是一個太注重侍奉
[00:02:17.000 --> 00:02:20.000]  只注重工作的人
[00:02:20.000 --> 00:02:22.000]  我很缺少一樣東西
[00:02:22.000 --> 00:02:28.000]  就跟神建立一個很密切的關係
[00:02:28.000 --> 00:02:30.000]  神就一直提醒我
[00:02:30.000 --> 00:02:32.000]  祂說:小康
[00:02:32.000 --> 00:02:35.000]  工作侍奉不是不好
[00:02:35.000 --> 00:02:39.000]  但你需要更多來到我面前
[00:02:39.000 --> 00:02:41.000]  聽我的聲音
[00:02:41.000 --> 00:02:43.000]  與我親近
[00:02:43.000 --> 00:02:45.000]  等候我
[00:02:45.000 --> 00:02:50.000]  就好像耶穌去到瑪大瑪利亞的家裡
[00:02:50.000 --> 00:02:53.000]  那位瑪大就忙於去做事
[00:02:53.000 --> 00:02:55.000]  要招待耶穌
[00:02:55.000 --> 00:02:57.000]  他竟然跟耶穌說
[00:02:57.000 --> 00:02:58.000]  耶穌你看看
[00:02:58.000 --> 00:02:59.000]  我的妹妹瑪利亞
[00:02:59.000 --> 00:03:01.000]  她只是坐在你面前
[00:03:01.000 --> 00:03:04.000]  不如找她來幫我一手
[00:03:04.000 --> 00:03:06.000]  耶穌怎樣回答瑪大呢
[00:03:06.000 --> 00:03:12.000]  祂說瑪利亞選了上好的伏筏
[00:03:12.000 --> 00:03:14.000]  是沒有人能夠奪去
[00:03:14.000 --> 00:03:17.000]  什麼叫做選了上好的伏筏
[00:03:17.000 --> 00:03:20.000]  原來我們有一個選擇
[00:03:20.000 --> 00:03:22.000]  要麼你就掛念侍奉
[00:03:22.000 --> 00:03:24.000]  忙於去做事
[00:03:24.000 --> 00:03:26.000]  忙於去為神工作
[00:03:26.000 --> 00:03:28.000]  另外一個選擇
[00:03:28.000 --> 00:03:31.000]  就是你安靜來到神的面前
[00:03:31.000 --> 00:03:34.000]  等候與祂相交
[00:03:34.000 --> 00:03:35.000]  仰望祂
[00:03:35.000 --> 00:03:39.000]  聆聽祂向我們說話
[00:03:39.000 --> 00:03:42.000]  所以今天我很想提醒各位
[00:03:42.000 --> 00:03:45.000]  原來我們不是不注重侍奉
[00:03:45.000 --> 00:03:49.000]  而是更多的去選擇
[00:03:49.000 --> 00:03:51.000]  要來到主的面前
[00:03:51.000 --> 00:03:53.000]  仰望祂
[00:03:53.000 --> 00:03:54.000]  親近祂
[00:03:54.000 --> 00:03:56.000]  仰望祂
[00:03:56.000 --> 00:03:58.000]  來到祂的面前
[00:03:58.000 --> 00:04:00.000]  等候祂
[00:04:00.000 --> 00:04:03.000]  要等候耶穌說
[00:04:03.000 --> 00:04:04.000]  因為我們的力量
[00:04:04.000 --> 00:04:06.000]  是從安靜
[00:04:06.000 --> 00:04:10.000]  從安舒的裡面
[00:04:10.000 --> 00:04:13.000]  我們能夠重新得力
[00:04:13.000 --> 00:04:15.000]  原來我們很需要明白
[00:04:15.000 --> 00:04:19.000]  我們是天父的兒女
[00:04:19.000 --> 00:04:20.000]  你知不知道
[00:04:20.000 --> 00:04:22.000]  一個做爸爸媽媽的
[00:04:22.000 --> 00:04:24.000]  特別我聽一對夫婦說
[00:04:24.000 --> 00:04:27.000]  他時時等子女回家吃飯
[00:04:27.000 --> 00:04:29.000]  都不知道等到什麼時候
[00:04:29.000 --> 00:04:30.000]  子女才回來
[00:04:30.000 --> 00:04:33.000]  因為現在子女都長大了
[00:04:33.000 --> 00:04:35.000]  他們又有自己的家
[00:04:35.000 --> 00:04:37.000]  可能很久才答應
[00:04:37.000 --> 00:04:40.000]  答應我回家吃飯
[00:04:40.000 --> 00:04:42.000]  於是在這裡等
[00:04:42.000 --> 00:04:44.000]  為何等的都還沒到呢
[00:04:44.000 --> 00:04:47.000]  因為他們有很忙的節目
[00:04:47.000 --> 00:04:49.000]  又忙這個又忙那個
[00:04:49.000 --> 00:04:51.000]  所以等子女回來吃飯
[00:04:51.000 --> 00:04:53.000]  真的很艱難
[00:04:53.000 --> 00:04:57.000]  原來今天天父都等我們
[00:04:57.000 --> 00:04:59.000]  來到祂的面前
[00:04:59.000 --> 00:05:00.000]  安靜
[00:05:00.000 --> 00:05:03.000]  好像要親近祂
[00:05:03.000 --> 00:05:05.000]  因為做爸爸媽媽最開心的
[00:05:05.000 --> 00:05:08.000]  子女無論你多大年紀都好
[00:05:08.000 --> 00:05:11.000]  你回來陪我
[00:05:11.000 --> 00:05:13.000]  坐下來跟我聊天
[00:05:13.000 --> 00:05:15.000]  我就覺得很滿足
[00:05:15.000 --> 00:05:17.000]  我煲了一些好湯
[00:05:17.000 --> 00:05:19.000]  如果看到女兒在這裡喝
[00:05:19.000 --> 00:05:21.000]  不知道多滿足
[00:05:21.000 --> 00:05:24.000]  她真的可以喝我的好湯
[00:05:24.000 --> 00:05:27.000]  我太太就很喜歡
[00:05:27.000 --> 00:05:29.000]  捉著我跟我聊天
[00:05:29.000 --> 00:05:32.000]  她說要講你的感受給我聽
[00:05:32.000 --> 00:05:35.000]  因為我不知道你裡面在想什麼
[00:05:35.000 --> 00:05:38.000]  你要將你想的東西和我分享
[00:05:38.000 --> 00:05:40.000]  原來今天我們的天父
[00:05:40.000 --> 00:05:44.000]  都很喜歡聽我們的講話
[00:05:44.000 --> 00:05:46.000]  聖經裡面有一節聖經
[00:05:46.000 --> 00:05:49.000]  約翰一書三章一節
[00:05:49.000 --> 00:05:52.000]  約翰一書三章一節
[00:05:52.000 --> 00:05:53.000]  那裡說
[00:05:53.000 --> 00:05:56.000]  你看神賜給我們的
[00:05:56.000 --> 00:05:59.000]  是賀等的自愛
[00:05:59.000 --> 00:06:03.000]  叫我們得稱為神的兒女
[00:06:03.000 --> 00:06:07.000]  你看天父賜給我們的
[00:06:07.000 --> 00:06:09.000]  是賀等的自愛
[00:06:09.000 --> 00:06:15.000]  叫我們真的被稱為神的兒女
[00:06:15.000 --> 00:06:19.000]  原來做神的兒女是最寶貴
[00:06:19.000 --> 00:06:21.000]  我們可以宣告說
[00:06:21.000 --> 00:06:25.000]  我是天父的子女
[00:06:25.000 --> 00:06:30.000]  這是一個很尊貴很寶貴的身份
[00:06:30.000 --> 00:06:31.000]  做子女的
[00:06:31.000 --> 00:06:34.000]  最重要的是親吻你的爸爸
[00:06:34.000 --> 00:06:36.000]  我們天上面的天父
[00:06:36.000 --> 00:06:40.000]  都很希望我們這群做兒女的
[00:06:40.000 --> 00:06:43.000]  我們多點去親吻他親近他
[00:06:43.000 --> 00:06:45.000]  當我們和他傾訴
[00:06:45.000 --> 00:06:47.000]  當我們唱詩歌讚美他
[00:06:47.000 --> 00:06:50.000]  當我們來到他面前安靜
[00:06:50.000 --> 00:06:52.000]  打開聖經讀的時候
[00:06:52.000 --> 00:06:56.000]  他就會覺得很喜樂很開心
[00:06:56.000 --> 00:06:59.000]  所以讓我們不要沉迷於
[00:06:59.000 --> 00:07:01.000]  忘錄的侍奉裏面
[00:07:01.000 --> 00:07:06.000]  一定要選上好的福分
[00:07:06.000 --> 00:07:09.000]  就是來到我們的天父爸爸面前
[00:07:09.000 --> 00:07:11.000]  阿爸父啊
[00:07:11.000 --> 00:07:13.000]  我走近你
[00:07:13.000 --> 00:07:15.000]  阿爸父啊
[00:07:15.000 --> 00:07:17.000]  我要享受你的愛
[00:07:17.000 --> 00:07:18.000]  阿爸父啊
[00:07:18.000 --> 00:07:20.000]  我要來到你的面前
[00:07:20.000 --> 00:07:24.000]  領受你給我各樣的祝福
[00:07:24.000 --> 00:07:27.000]  你看天父賜給我們的
[00:07:27.000 --> 00:07:29.000]  是何等的摯愛
[00:07:29.000 --> 00:07:33.000]  我們得稱為神的兒女
[00:07:33.000 --> 00:07:36.000]  原來約翰一書三章一節
[00:07:36.000 --> 00:07:39.000]  是可以唱出來的
[00:07:39.000 --> 00:07:54.000]  請看天父賜神賜給我們的是何等的摯愛
[00:07:54.000 --> 00:08:09.000]  使我們得稱為神的兒女
[00:08:09.000 --> 00:08:17.000]  請看天父賜給我們的是何等的摯愛
[00:08:17.000 --> 00:08:25.000]  請看天父賜神賜給我們的是何等的摯愛
[00:08:25.000 --> 00:08:42.000]  使我們得稱為神的兒女
[00:08:42.000 --> 00:08:47.000]  所以我送約翰一書三章一節給你
[00:08:47.000 --> 00:08:49.000]  希望你時時記得
[00:08:49.000 --> 00:08:56.000]  你是天父最愛最愛的兒子女兒
[00:08:56.000 --> 00:08:59.000]  你回到父的面前
[00:08:59.000 --> 00:09:01.000]  親近他
[00:09:01.000 --> 00:09:03.000]  安靜等候他
