
[00:00:00.000 --> 00:00:02.000]  讓姊妹平安
[00:00:02.000 --> 00:00:07.000]  世上有很多事是難以解釋
[00:00:07.000 --> 00:00:09.300]  完全明白
[00:00:09.300 --> 00:00:11.400]  但我知道
[00:00:11.400 --> 00:00:13.500]  我這位永活的主
[00:00:13.500 --> 00:00:14.800]  沒有離開過我
[00:00:14.800 --> 00:00:17.000]  永遠和我同在
[00:00:17.000 --> 00:00:22.600]  有人會因為摯愛的離開
[00:00:22.600 --> 00:00:24.600]  生無可戀
[00:00:24.600 --> 00:00:27.800]  有人也因為摯愛
[00:00:28.600 --> 00:00:31.000]  他能夠在最艱難的時候
[00:00:31.000 --> 00:00:33.600]  繼續努力生存
[00:00:33.600 --> 00:00:35.600]  可能是一個召命
[00:00:35.600 --> 00:00:37.600]  是一個承諾
[00:00:37.600 --> 00:00:39.400]  丁姊妹
[00:00:39.400 --> 00:00:41.400]  你又為什麼
[00:00:41.400 --> 00:00:44.000]  繼續活著呢
[00:00:44.000 --> 00:00:45.700]  你活著
[00:00:45.700 --> 00:00:48.300]  又會否帶著一個使命
[00:00:48.300 --> 00:00:50.400]  或者一個目標呢
[00:00:50.400 --> 00:00:52.900]  因他活著
[00:00:52.900 --> 00:00:55.600]  我能夠面對明天
[00:00:55.700 --> 00:00:59.400]  這個「他」很明顯是指復活的主耶穌
[00:00:59.400 --> 00:01:01.100]  明天呢
[00:01:01.100 --> 00:01:03.600]  當我們說明天的時候
[00:01:03.600 --> 00:01:04.900]  可能是一個
[00:01:04.900 --> 00:01:08.500]  未到達的日子
[00:01:08.500 --> 00:01:10.800]  這日子就算到達也好
[00:01:10.800 --> 00:01:12.500]  我們不知道會發生什麼
[00:01:12.500 --> 00:01:13.600]  可能很艱難
[00:01:13.600 --> 00:01:14.900]  可能很開心
[00:01:14.900 --> 00:01:18.300]  但對於主的門徒你和我
[00:01:18.300 --> 00:01:20.700]  明天或將來
[00:01:20.700 --> 00:01:23.000]  是充滿盼望
[00:01:23.600 --> 00:01:26.500]  因為我們所信的是復活的救主耶穌基督
[00:01:26.500 --> 00:01:29.100]  正如一首詩歌
[00:01:29.100 --> 00:01:32.400]  「我知誰掌管明天」
[00:01:32.400 --> 00:01:36.300]  「我不知明天將如何」
[00:01:36.300 --> 00:01:39.000]  「每一天只為主活」
[00:01:39.000 --> 00:01:41.800]  「我不借明天的陽光」
[00:01:41.800 --> 00:01:45.100]  「因明天或不晴朗」
[00:01:45.100 --> 00:01:48.200]  「我不會為將來憂慮」
[00:01:48.200 --> 00:01:50.600]  「因為我信主的應許」
[00:01:50.600 --> 00:01:53.200]  「我今天要與主同行」
[00:01:53.400 --> 00:01:56.000]  「因祂知前面的路程」
[00:01:56.000 --> 00:01:57.000]  富哥說
[00:01:57.000 --> 00:01:59.400]  「有許多未來的事情」
[00:01:59.400 --> 00:02:01.900]  「我現在不能夠悉透」
[00:02:01.900 --> 00:02:03.800]  「但我知道」
[00:02:03.800 --> 00:02:05.900]  「掌管明天是誰」
[00:02:05.900 --> 00:02:08.100]  「我也知道誰」
[00:02:08.100 --> 00:02:10.000]  「捉住我的手」
[00:02:10.000 --> 00:02:12.400]  今天講到的經文
[00:02:12.400 --> 00:02:15.800]  是記載主耶穌復活第一個見證
[00:02:15.800 --> 00:02:19.200]  這是記載在路加福音第24章
[00:02:19.200 --> 00:02:20.500]  也是最後一章
[00:02:21.200 --> 00:02:25.800]  前面23章是記載耶穌的壽死
[00:02:25.800 --> 00:02:28.000]  但來到第24章
[00:02:28.000 --> 00:02:30.200]  它記載耶穌的復活
[00:02:30.200 --> 00:02:32.800]  顯現和升天
[00:02:32.800 --> 00:02:36.700]  即是主耶穌基督降生成為人
[00:02:36.700 --> 00:02:41.100]  天使唱詩去讚美
[00:02:41.100 --> 00:02:42.600]  普世是寬恨
[00:02:42.600 --> 00:02:44.800]  所以聖誕節我們會唱這首詩歌
[00:02:44.800 --> 00:02:46.500]  然而
[00:02:46.500 --> 00:02:49.400]  這位道成肉身成為聖嬰的耶穌
[00:02:49.600 --> 00:02:53.700]  來到這個世界 最終因為要救贖你和我
[00:02:53.700 --> 00:02:56.200]  被釘在十字架上
[00:02:56.200 --> 00:02:58.600]  一個普世寬恨的景象
[00:02:58.600 --> 00:02:59.900]  因著祂的死
[00:02:59.900 --> 00:03:01.600]  變得沉寂
[00:03:01.600 --> 00:03:03.300]  變得好像很灰
[00:03:03.300 --> 00:03:05.100]  好像很沒有盼望
[00:03:05.100 --> 00:03:07.000]  但感謝主
[00:03:07.000 --> 00:03:08.300]  三天後
[00:03:08.300 --> 00:03:12.100]  這位死去的耶穌竟然復活了
[00:03:12.100 --> 00:03:14.100]  而且在祂升天之前
[00:03:14.100 --> 00:03:16.600]  也好 臨升天之前
[00:03:16.600 --> 00:03:18.600]  祂也說祂會再來
[00:03:18.800 --> 00:03:20.900]  掌管萬有
[00:03:20.900 --> 00:03:23.800]  這是先知一早的預言
[00:03:23.800 --> 00:03:25.600]  也是施洗約翰
[00:03:25.600 --> 00:03:28.400]  他在施洗的時候所教導的信息
[00:03:28.400 --> 00:03:31.300]  這也是我們基督信仰
[00:03:31.300 --> 00:03:33.300]  一個很整全的內容
[00:03:33.300 --> 00:03:36.400]  我們的信仰不只是記載耶穌的生
[00:03:36.400 --> 00:03:38.600]  也會記載祂的死
[00:03:38.600 --> 00:03:40.400]  更記載祂的復活
[00:03:40.400 --> 00:03:42.400]  升天和再來
[00:03:42.400 --> 00:03:44.000]  因此
[00:03:44.000 --> 00:03:46.700]  我們能夠在這個腐爛的世代
[00:03:46.700 --> 00:03:48.600]  很多事情難以解釋
[00:03:48.800 --> 00:03:50.600]  難以明白的世代
[00:03:50.600 --> 00:03:54.900]  我們仍然可以活得普世歡幸
[00:03:54.900 --> 00:04:00.900]  當然是來自內心的盼望和歡欣
[00:04:00.900 --> 00:04:05.900]  我們一起讀讀今天所講到的經文內容
[00:04:05.900 --> 00:04:07.700]  我們一起跟著螢幕讀
[00:04:07.700 --> 00:04:08.700]  預備起
[00:04:18.900 --> 00:04:20.900]  (廣東話)
[00:04:49.700 --> 00:04:51.700]  (廣東話)
[00:05:18.800 --> 00:05:20.800]  (廣東話)
[00:05:20.800 --> 00:05:35.800]  我們同心祈禱
[00:05:35.800 --> 00:05:38.000]  天父感謝祢
[00:05:38.000 --> 00:05:40.400]  但願今天的信息
[00:05:40.400 --> 00:05:44.000]  成為我們在很多難以解釋
[00:05:44.000 --> 00:05:47.300]  不能夠悉透的事情當中
[00:05:47.800 --> 00:05:49.000]  得著盼望
[00:05:49.000 --> 00:05:51.400]  求主的令與我們同在
[00:05:51.400 --> 00:05:53.200]  向我們每個人講說話
[00:05:53.200 --> 00:05:54.700]  使用祢的僕人
[00:05:54.700 --> 00:05:56.400]  講得清楚明白
[00:05:56.400 --> 00:05:58.400]  奉耶穌基督的聖名
[00:05:58.400 --> 00:05:59.400]  阿門
[00:05:59.400 --> 00:06:01.700]  這裏記載
[00:06:01.700 --> 00:06:03.900]  其他科幻書也是記載的
[00:06:03.900 --> 00:06:05.800]  當我們參考其他科幻書的時候
[00:06:05.800 --> 00:06:08.000]  我想我們對於耶穌基督的復活
[00:06:08.000 --> 00:06:11.800]  我們更加有一個詳細全面的了解
[00:06:11.800 --> 00:06:14.500]  可能有些地方有些不同
[00:06:14.700 --> 00:06:18.500]  不同可能是因為作者選取的角度
[00:06:18.500 --> 00:06:20.000]  重點不同
[00:06:20.000 --> 00:06:21.500]  我們很相信
[00:06:21.500 --> 00:06:22.300]  不是
[00:06:22.300 --> 00:06:26.900]  婦女不是單單一次來到墳墓的
[00:06:26.900 --> 00:06:29.300]  可能是穆達拉瑪麗亞先去
[00:06:29.300 --> 00:06:31.100]  接著有其他婦女再去等等
[00:06:31.100 --> 00:06:34.400]  所以理化道理在時間上面
[00:06:34.400 --> 00:06:35.700]  有些為什麼又講天黑
[00:06:35.700 --> 00:06:37.200]  有些就快發光
[00:06:37.200 --> 00:06:38.500]  就是就快天光
[00:06:38.500 --> 00:06:40.900]  甚至是說陽光已經出來了
[00:06:40.900 --> 00:06:43.300]  這些就是時間上的問題
[00:06:44.100 --> 00:06:44.900]  無論如何
[00:06:44.900 --> 00:06:50.000]  為什麼馬可和路加會記載
[00:06:50.000 --> 00:06:52.400]  婦人會帶著香料呢
[00:06:52.400 --> 00:06:55.900]  是因為耶穌臨死的時候
[00:06:55.900 --> 00:06:57.800]  或者是耶穌死的時候
[00:06:57.800 --> 00:07:00.100]  是快要安息日
[00:07:00.100 --> 00:07:03.100]  因此可能耶穌埋葬
[00:07:03.100 --> 00:07:07.100]  都是比較緊張一點
[00:07:07.100 --> 00:07:08.600]  或者是草率一點
[00:07:08.600 --> 00:07:10.800]  所以一班婦女
[00:07:10.800 --> 00:07:12.000]  她們愛惜耶穌
[00:07:12.500 --> 00:07:15.500]  希望看看這個已經在墳墓裏面
[00:07:15.500 --> 00:07:19.500]  被包裹著的夫子耶穌是怎麼樣
