
[00:00:00.000 --> 00:00:05.680]  有一個人叫駱,名字叫駱,快樂的駱
[00:00:05.680 --> 00:00:09.640]  但駱是一個憂心忡忡的人
[00:00:09.640 --> 00:00:16.080]  常常為家事、國事、天下事感到憂愁
[00:00:16.080 --> 00:00:20.560]  他甚至常常和朋友去享樂、去散步
[00:00:20.560 --> 00:00:23.880]  日散夜散,散到樹葉都落了
[00:00:23.880 --> 00:00:26.760]  但有一天,他的朋友突然間見到他
[00:00:26.760 --> 00:00:30.920]  居然滿面笑容,表現得很輕鬆自在
[00:00:30.920 --> 00:00:34.720]  他幾乎不能相信自己的眼睛會變成這樣
[00:00:34.720 --> 00:00:38.040]  於是問他:為什麼有這麼大的轉變?
[00:00:38.040 --> 00:00:41.760]  駱說:你有所不知,真是奇妙
[00:00:41.760 --> 00:00:45.720]  我已經有幾個星期都沒有憂慮過
[00:00:45.720 --> 00:00:50.000]  朋友問:我看得出,但你怎樣做到的呢?
[00:00:50.000 --> 00:00:53.600]  駱於是揭開謎底
[00:00:53.600 --> 00:00:58.680]  我請了一個人替我擔當我的憂慮
[00:00:58.680 --> 00:01:01.480]  朋友不敢相信自己的耳
[00:01:01.480 --> 00:01:04.200]  你告訴我,這樣都可以?
[00:01:04.200 --> 00:01:07.800]  你可不可以告訴我,你用了多少錢請這個人?
[00:01:07.800 --> 00:01:10.720]  不是很貴,每個月五千元
[00:01:10.720 --> 00:01:15.440]  用五千元就可以幫我去拿走這些憂慮
[00:01:15.440 --> 00:01:16.680]  你說划算不划算?
[00:01:16.680 --> 00:01:19.680]  如果你覺得好的話,你都可以試一下
[00:01:19.680 --> 00:01:23.280]  如果你是駱的朋友,你會怎樣回應呢?
[00:01:23.280 --> 00:01:26.760]  如果是我,我一定會說
[00:01:26.760 --> 00:01:30.840]  不如你收我八折,我收你四千元,我幫你憂慮
[00:01:30.840 --> 00:01:33.160]  人無遠慮必有近憂
[00:01:33.160 --> 00:01:35.680]  憂慮是每個人都會經歷到的
[00:01:35.680 --> 00:01:39.560]  人生不同的階段,我們都會感到有憂慮的事情
[00:01:39.560 --> 00:01:42.200]  做學生的時候會有讀書的憂慮
[00:01:42.200 --> 00:01:45.120]  然後考試等等的問題
[00:01:45.120 --> 00:01:49.520]  離開了學校之後,依然都會有憂慮
[00:01:49.520 --> 00:01:51.320]  我們會拍拖拍拖的憂慮
[00:01:51.320 --> 00:01:55.640]  結婚有結婚的憂慮,做父母的憂慮就更加多
[00:01:55.640 --> 00:01:59.240]  作為基督徒,神有沒有給我們一個免疫的藥物
[00:01:59.240 --> 00:02:00.560]  使我們不用憂慮呢?
[00:02:00.560 --> 00:02:01.840]  答案是沒有的
[00:02:01.840 --> 00:02:05.840]  不過,神是教導我們怎樣去面對憂慮
[00:02:05.840 --> 00:02:09.560]  太古聖堂要成為一個生生不息的教會
[00:02:09.560 --> 00:02:10.640]  其中有兩個使命
[00:02:10.640 --> 00:02:15.320]  就是要優化屬靈土樣和倍增毀身門徒
[00:02:15.320 --> 00:02:18.160]  甚麼是毀身門徒呢?
[00:02:18.160 --> 00:02:20.560]  我覺得毀身門徒可以用另一個詞來代表
[00:02:20.560 --> 00:02:22.400]  就是真門徒
[00:02:22.400 --> 00:02:24.400]  真門徒到底有多真呢?
[00:02:24.400 --> 00:02:30.480]  就是祂可以怎樣用神的方法去成為一個門徒
[00:02:30.480 --> 00:02:31.760]  今天的經文就告訴我們
[00:02:31.760 --> 00:02:36.360]  神怎樣教導我們去面對憂慮
[00:02:36.360 --> 00:02:39.160]  有三個功課是值得我們去學習的
[00:02:39.160 --> 00:02:43.160]  分別是怎樣真正去認識和真正經歷
[00:02:43.160 --> 00:02:45.680]  最後是一個真心的尋求
[00:02:45.680 --> 00:02:48.640]  我們首先看第一段的內容裡面說到
[00:02:48.640 --> 00:02:50.080]  憂慮的實況
[00:02:50.080 --> 00:02:52.400]  我們看到這段經文裡面
[00:02:52.400 --> 00:02:56.080]  在開頭、結尾和中間的地方
[00:02:56.080 --> 00:02:59.080]  都說到「所以不要憂慮」
[00:02:59.080 --> 00:03:01.480]  這個訊息重複了三次
[00:03:01.480 --> 00:03:05.040]  所以很明顯就是這段經文的重點
[00:03:05.040 --> 00:03:07.080]  當大家讀這段經文的時候
[00:03:07.080 --> 00:03:09.680]  不知道內心會不會有一種疑問
[00:03:09.680 --> 00:03:12.800]  為甚麼耶穌會叫人不要憂慮呢?
[00:03:12.800 --> 00:03:15.600]  其實憂慮也有正面的作用
[00:03:15.600 --> 00:03:19.760]  但人如果不會為將來的事情感到憂慮的時候
[00:03:19.760 --> 00:03:21.080]  就不會警醒
[00:03:21.080 --> 00:03:25.240]  就不會為明天做好的預備、做好的計劃
[00:03:25.240 --> 00:03:27.280]  的確從某種意義來說
[00:03:27.280 --> 00:03:30.800]  憂慮有時是有需要的
[00:03:30.800 --> 00:03:32.920]  可以幫助我們評估將來的危險
[00:03:32.920 --> 00:03:38.720]  計劃一些措施去預防一些應對的問題
[00:03:38.720 --> 00:03:41.560]  可以保護自己,甚至保護別人
[00:03:41.560 --> 00:03:44.320]  是有建設性的
[00:03:44.320 --> 00:03:46.080]  這種建設性的憂慮
[00:03:46.080 --> 00:03:48.200]  我換個詞去形容
[00:03:48.200 --> 00:03:49.800]  可以是警醒
[00:03:49.800 --> 00:03:52.560]  主要是基於一個理性的思考和判斷
[00:03:52.560 --> 00:03:55.960]  受到一些負面的情緒影響比較小
[00:03:55.960 --> 00:03:57.080]  但我們要留意
[00:03:57.080 --> 00:03:58.120]  耶穌在這裡
[00:03:58.120 --> 00:04:00.600]  甚至包括聖經大部分講人
[00:04:00.600 --> 00:04:03.040]  提醒門徒不要憂慮
[00:04:03.040 --> 00:04:04.840]  是指另一方面的憂慮
[00:04:04.840 --> 00:04:06.920]  是指破壞性的憂慮
[00:04:06.920 --> 00:04:10.720]  這種憂慮是由負面的情感所主導的
[00:04:10.720 --> 00:04:12.400]  當這種憂慮來到的時候
[00:04:12.400 --> 00:04:14.040]  人會感到很緊張
[00:04:14.040 --> 00:04:16.080]  心煩意亂
[00:04:16.080 --> 00:04:17.640]  心裏面很不安
[00:04:17.640 --> 00:04:20.520]  心跳加速
[00:04:20.520 --> 00:04:21.720]  流汗
[00:04:21.720 --> 00:04:22.840]  坐立不安
[00:04:22.840 --> 00:04:24.840]  手忙腳亂等等
[00:04:24.840 --> 00:04:28.200]  甚至更重要的是失眠
[00:04:28.200 --> 00:04:29.440]  反覆的憂慮
[00:04:29.440 --> 00:04:31.200]  甚至是習慣性的憂慮
[00:04:31.200 --> 00:04:33.160]  會變成焦慮
[00:04:33.160 --> 00:04:34.320]  嚴重的話
[00:04:34.320 --> 00:04:35.720]  心理醫生告訴我們
[00:04:35.720 --> 00:04:39.240]  有可能慢慢就患有焦慮症
[00:04:39.240 --> 00:04:40.880]  甚至是抑鬱症
[00:04:40.880 --> 00:04:43.120]  我對心理學的認識真的很有限
[00:04:43.120 --> 00:04:45.480]  不過從我自己的一些經歷
[00:04:45.480 --> 00:04:47.760]  和人生的一些觀察
[00:04:47.760 --> 00:04:50.680]  我發現破壞性的憂慮
[00:04:50.680 --> 00:04:53.080]  帶來的負面感受
[00:04:53.080 --> 00:04:56.120]  往往影響了我們原有的理性思考
[00:04:56.120 --> 00:04:57.920]  潛意識以為自己的憂慮
[00:04:57.920 --> 00:05:00.600]  就代表了自己在處理的問題
[00:05:00.600 --> 00:05:04.560]  其實並不能夠實質地解決問題
[00:05:04.560 --> 00:05:05.480]  聖經也說
[00:05:05.480 --> 00:05:08.360]  你們哪一個能夠用思慮
[00:05:08.360 --> 00:05:11.720]  洗碎掃多加一刻呢?
[00:05:11.720 --> 00:05:13.120]  沒有人因為憂慮
[00:05:13.120 --> 00:05:16.160]  可以變得更加健康、更加長壽
[00:05:16.160 --> 00:05:18.040]  舉一個最簡單的例子
[00:05:18.040 --> 00:05:22.040]  肥的人會不會因為憂慮而可以瘦身呢?
