
[00:00:00.000 --> 00:00:07.000]  各位弟兄姊妹平安,感恩節快樂。
[00:00:07.000 --> 00:00:14.000]  你是一個快樂的人,還是一個很容易會憂愁的人呢?
[00:00:14.000 --> 00:00:20.000]  通常你是為甚麼事來歡樂快樂的呢?
[00:00:20.000 --> 00:00:28.000]  而這種快樂是一種表面,一會兒有,很快就消失,
[00:00:28.000 --> 00:00:36.000]  還是一種心靈深處的快樂,是可以很持久的,
[00:00:36.000 --> 00:00:42.000]  是真的有一種滿足的感覺的。
[00:00:42.000 --> 00:00:50.000]  最近我思想這個問題,就是為甚麼要做一個常常喜樂的人呢?
[00:00:50.000 --> 00:00:55.000]  因為在貼前第五章十六到十八節說:
[00:00:55.000 --> 00:01:01.000]  「要常常喜樂,不住的禱告,凡事謝因,
[00:01:01.000 --> 00:01:07.000]  因為這是神在基督耶穌裡向你們所定的旨意。」
[00:01:07.000 --> 00:01:16.000]  在神的旨意裡,其實是要我們時時喜樂,不住的禱告,凡事謝因。
[00:01:16.000 --> 00:01:23.000]  怎能夠做到常常喜樂,不住的禱告,凡事謝因呢?
[00:01:23.000 --> 00:01:30.000]  有很多事無法感恩,你不知道用甚麼說話去感恩。
[00:01:30.000 --> 00:01:38.000]  但神叫我們在凡事上感恩,意思是不是為那件事感恩,
[00:01:38.000 --> 00:01:44.000]  而是為了你能夠在那件事的中間去面對挑戰,
[00:01:44.000 --> 00:01:51.000]  去經歷祂的恩典來感恩,不是事的本身,是那個過程。
[00:01:51.000 --> 00:01:57.000]  當我再看回貼前第五章十六到十八節,我發覺怎能夠做到呢?
[00:01:57.000 --> 00:02:01.000]  原來在下面那一節,貼前五章十九節,
[00:02:01.000 --> 00:02:06.000]  有一句很特別的說話,我經常說的,但沒有把它們連在一起,
[00:02:06.000 --> 00:02:14.000]  它說不要消滅聖靈的感動,不要消滅聖靈的感動。
[00:02:14.000 --> 00:02:20.000]  原來如果你能夠時時喜樂,除非你在聖靈裡面喜樂。
[00:02:20.000 --> 00:02:26.000]  如果你能夠時時不住的禱告,順境逆境你都禱告,
[00:02:26.000 --> 00:02:33.000]  這是因為在聖靈裡面禱告,聖靈教我們禱告,聖靈為我們禱告。
[00:02:33.000 --> 00:02:36.000]  如果我能夠凡事謝恩,在什麼處境底下,
[00:02:36.000 --> 00:02:43.000]  我都為那個過程,那個經歷,神同在,神的恩典救勇,
[00:02:43.000 --> 00:02:48.000]  是因為我在聖靈裡面去感恩。
[00:02:48.000 --> 00:02:52.000]  當我一直在讀聖經,在看聖經的時候發覺,
[00:02:52.000 --> 00:02:57.000]  有兩個情況,兩個處境,兩件事件,
[00:02:57.000 --> 00:03:05.000]  讓我看到他們在聖靈裡面感恩,而且充滿了喜樂去感恩。
[00:03:05.000 --> 00:03:13.000]  第一件事件,第一個人物,就是路加分第二章,
[00:03:13.000 --> 00:03:20.000]  第二十五到三十三節,路加分第二章二十五到三十三節,
[00:03:20.000 --> 00:03:29.000]  在家裡的弟兄姊妹在這裡,你可以跟我一起讀,看著銀幕上的字你可以讀。
[00:03:29.000 --> 00:03:34.000]  在耶路撒冷有一個人,名叫西眠,
[00:03:34.000 --> 00:03:41.000]  這人又公義又虔誠,素嘗盼望以色列的安慰者來到,
[00:03:41.000 --> 00:03:48.000]  又有聖靈在他身上,他得了聖靈的啟示,
[00:03:48.000 --> 00:03:55.000]  知道自己未死以前必看見主所立的基督,
[00:03:55.000 --> 00:04:02.000]  他受了聖靈的感動,進入聖殿,正遇見耶穌的父母,
[00:04:02.000 --> 00:04:08.000]  抱著孩子進來,要照律法的規矩辦理。
[00:04:08.000 --> 00:04:12.000]  先停一停在這裡,讓大家認識一下,
[00:04:12.000 --> 00:04:18.000]  有一個人,他住在耶路撒冷,他叫西眠,
[00:04:18.000 --> 00:04:24.000]  他是一個怎樣的人呢?是一個又公義又虔誠的人,
[00:04:24.000 --> 00:04:27.000]  他心裡只有一個盼望,
[00:04:27.000 --> 00:04:37.000]  就是能夠見到神為世人,為他的百姓所預備的安慰者來到,
[00:04:37.000 --> 00:04:43.000]  那個就是主基督,後面這兩節經文互相補充。
[00:04:43.000 --> 00:04:51.000]  而聖靈在西眠的身上,很奇妙,三次提到聖靈,
[00:04:51.000 --> 00:04:56.000]  聖靈在西眠身上,西眠得了聖靈的啟示,
[00:04:56.000 --> 00:05:02.000]  然後他又受了聖靈的感動,叫他去聖殿,
[00:05:02.000 --> 00:05:09.000]  而他照著聖靈的感動去做,就在聖殿裡正遇見耶穌的父母,
[00:05:09.000 --> 00:05:16.000]  抱著孩子進來,他在什麼地方遇到耶穌的父母呢?
[00:05:16.000 --> 00:05:22.000]  在女院,聖殿有很多個院,外院,有女院,
[00:05:22.000 --> 00:05:26.000]  因為瑪利亞也可以進去,那個是女院,
[00:05:26.000 --> 00:05:31.000]  而他為什麼會見到瑪利亞和約瑟去聖殿呢?
[00:05:31.000 --> 00:05:36.000]  原因是耶穌出生之後,第八天就要行國禮,
[00:05:36.000 --> 00:05:43.000]  行了國禮之後,這個是其中一個奉獻禮,
[00:05:43.000 --> 00:05:51.000]  因為耶穌是投生的兒子,他們要將耶穌帶回聖殿獻給神,
[00:05:51.000 --> 00:05:55.000]  但是那個時候已經四十天了,
[00:05:55.000 --> 00:06:02.000]  因為如果你去讀《利美記》就發覺,如果生了一個嬰兒,
[00:06:02.000 --> 00:06:11.000]  你就有三十三天要留在家裡,真的要居家了,
[00:06:11.000 --> 00:06:18.000]  然後頭七天是不潔的,第八天就行國禮,
[00:06:18.000 --> 00:06:21.000]  所以整個過程是四十天的,
[00:06:21.000 --> 00:06:28.000]  當天耶穌和祂的父母去到聖殿,剛剛那一天,
[00:06:28.000 --> 00:06:34.000]  如果不是聖靈感動西面那一天去,祂是遇不到耶穌的,
[00:06:34.000 --> 00:06:41.000]  所以在西面的身上,你會看到祂是有聖靈的,
[00:06:41.000 --> 00:06:46.000]  聖靈是充滿祂的,聖靈是住在祂裡面的,
[00:06:46.000 --> 00:06:52.000]  聖靈是時時會啟示祂的,時時會感動祂去做每一件事的,
[00:06:52.000 --> 00:06:57.000]  祂知道耶穌基督是神派來的,
[00:06:57.000 --> 00:07:00.000]  所以後面祂在讚美神,我們來看看,
[00:07:00.000 --> 00:07:07.000]  二十八節到三十三節,西面就用手接過耶穌來,
[00:07:07.000 --> 00:07:17.000]  就稱頌神說:「主啊,如今我可以照祢的話,釋放僕人,安然去世,
