
[00:00:00.000 --> 00:00:04.800]  奉主的名,問候弟兄姊妹,平安
[00:00:04.800 --> 00:00:12.240]  我今早聽新聞,有一班飛機在非洲
[00:00:12.240 --> 00:00:17.680]  我今天聽新聞報告的時候,聽說從非洲那裡有一個飛機
[00:00:17.680 --> 00:00:21.440]  有加拿大人在內
[00:00:21.440 --> 00:00:24.080]  其中有很多加拿大人在內
[00:00:24.080 --> 00:00:29.200]  其實在這個世界上,很多事情是沒有什麼肯定的
[00:00:29.200 --> 00:00:33.040]  在這個世界上,很多事情是沒有什麼肯定的
[00:00:33.040 --> 00:00:35.200]  所以我們要時時準備
[00:00:35.200 --> 00:00:38.640]  所以我們要時時常常地準備
[00:00:38.640 --> 00:00:45.520]  今天我和大家分享的經文,題目是「猶大陰聲的猶大」第四講
[00:00:45.520 --> 00:00:51.760]  今天我和大家分享的經文題目就是「任性的猶大的第四講」
[00:00:51.760 --> 00:00:53.840]  就是講審判的理據
[00:00:53.840 --> 00:00:56.080]  審判的理據
[00:00:56.080 --> 00:00:59.440]  經文是在耶利米蘇九章十到十六節
[00:00:59.440 --> 00:01:03.600]  經文是在耶利米蘇九章十到十六節
[00:01:03.600 --> 00:01:08.880]  但是原文,即是希伯來文,Masoretic Text
[00:01:08.880 --> 00:01:11.920]  在原文的Masoretic Text裡面的話
[00:01:11.920 --> 00:01:14.400]  就是九章九到十五節
[00:01:14.400 --> 00:01:16.800]  是從九章的九到十五節
[00:01:16.800 --> 00:01:17.760]  換句話來說
[00:01:17.760 --> 00:01:18.880]  換句話說
[00:01:18.880 --> 00:01:20.480]  第九章來說
[00:01:20.480 --> 00:01:21.680]  第九章裡面
[00:01:21.680 --> 00:01:23.280]  我們的第二節
[00:01:23.280 --> 00:01:24.480]  我們的第二節
[00:01:24.480 --> 00:01:27.040]  《希伯來文》就是第九章的第一節
[00:01:27.040 --> 00:01:29.920]  《希伯來文》即是原文的第一節
[00:01:29.920 --> 00:01:36.960]  所以我這個分段是根據《希伯來文》的規矩
[00:01:36.960 --> 00:01:38.800]  所以今天我們分段的時候
[00:01:38.800 --> 00:01:44.320]  我們是根據《希伯來文》它的分段來講它的
[00:01:44.320 --> 00:01:45.760]  首先我們來看看
[00:01:45.760 --> 00:01:52.400]  橫觀就是耶利米蘇七章一至十章二十五節
[00:01:52.400 --> 00:01:54.640]  一樣讓我們先看一下
[00:01:54.640 --> 00:01:58.800]  從耶利米蘇的七章第一節到十章的二十五節
[00:01:58.800 --> 00:02:00.240]  它給人一個透視
[00:02:00.240 --> 00:02:02.000]  它給我們一個透視
[00:02:02.000 --> 00:02:04.880]  就是猶大普羅大眾
[00:02:04.880 --> 00:02:07.040]  就是猶大普羅大眾
[00:02:07.040 --> 00:02:12.080]  是聽從宗教領袖的假言論
[00:02:12.080 --> 00:02:16.160]  他們只聽從宗教領袖的假言論
[00:02:16.160 --> 00:02:19.120]  假先知的信息
[00:02:19.120 --> 00:02:26.800]  拒絕了耶利米從耶和華帶來的信息
[00:02:26.800 --> 00:02:33.840]  因此顛覆了對上帝真正的敬拜
[00:02:33.840 --> 00:02:36.800]  以致帶來懲罰
[00:02:36.800 --> 00:02:39.840]  這是大圖畫
[00:02:39.840 --> 00:02:50.080]  耶和華對頑硬、頑梗的猶太人感到悲哀
[00:02:50.080 --> 00:02:56.240]  我們不要誤會上帝是很喜歡懲罰人
[00:02:56.240 --> 00:03:01.600]  祂的子民百姓不聽話
[00:03:01.600 --> 00:03:03.760]  祂要懲罰
[00:03:03.760 --> 00:03:07.120]  你可以看到我們的上帝不是一個放縱人的上帝
[00:03:07.120 --> 00:03:11.360]  你可以看到我們的上帝不是一個放縱人的上帝
[00:03:11.360 --> 00:03:13.360]  上帝也發出悲鳴
[00:03:13.360 --> 00:03:15.040]  上帝也發出悲鳴
[00:03:15.040 --> 00:03:17.360]  這是我翻譯成 Lament
[00:03:17.360 --> 00:03:20.160]  這是我翻譯成 Lament
[00:03:20.160 --> 00:03:21.520]  悲哀、悲鳴
[00:03:21.520 --> 00:03:23.040]  悲哀、悲鳴
[00:03:23.040 --> 00:03:25.280]  第九章
[00:03:25.280 --> 00:03:30.560]  可以說是耶和華在上帝的Lament、悲哀
[00:03:30.560 --> 00:03:31.520]  Amplify
[00:03:31.520 --> 00:03:33.440]  踩了pedal加大
[00:03:33.440 --> 00:03:37.360]  第九章可以說是耶和華悲哀的擴大
[00:03:37.360 --> 00:03:40.560]  好像踩油加油一樣的更快
[00:03:40.560 --> 00:03:42.160]  我回覆上面
[00:03:42.160 --> 00:03:44.160]  先前就是第二章
[00:03:44.160 --> 00:03:48.400]  你看到耶利米先前表示一個憂傷
[00:03:48.400 --> 00:03:50.800]  因為我回覆到先前第二節的裡面
[00:03:50.800 --> 00:03:52.800]  所講到耶利米的憂傷
[00:03:52.800 --> 00:03:56.960]  上帝就跟著舉例了猶太的罪
[00:03:56.960 --> 00:03:58.480]  第三節至到第六節
[00:03:58.480 --> 00:04:01.920]  上帝就舉例了猶太人他們的罪
[00:04:01.920 --> 00:04:03.520]  從第三到第六節
[00:04:03.520 --> 00:04:07.600]  意思是上帝要啟動一個正念的過程
[00:04:07.600 --> 00:04:08.320]  七到九節
[00:04:08.320 --> 00:04:09.760]  所以從第七到九節
[00:04:09.760 --> 00:04:13.200]  上帝就要啟動一個正念的過程工作
[00:04:13.200 --> 00:04:18.880]  上帝要融化和熬煉猶太
[00:04:18.880 --> 00:04:22.560]  上帝要融化、熬煉猶太
[00:04:22.560 --> 00:04:23.360]  這是七節
[00:04:23.360 --> 00:04:24.880]  這是第七節的內容
[00:04:24.880 --> 00:04:28.720]  因為猶太現時已經定在什麼呢?
[00:04:28.720 --> 00:04:32.400]  猶太的舌頭是毒箭
[00:04:32.400 --> 00:04:34.800]  現在猶太他們的陣仗
[00:04:34.800 --> 00:04:38.960]  陣仗就是他們的舌頭已經變成毒箭
[00:04:38.960 --> 00:04:40.800]  口說和平的說話
[00:04:40.800 --> 00:04:42.800]  口說和平的話
[00:04:42.800 --> 00:04:44.560]  心裡面想謀害人
[00:04:44.560 --> 00:04:46.000]  心確實要謀害別人
[00:04:46.000 --> 00:04:46.720]  第八節
[00:04:46.720 --> 00:04:48.480]  這是第八節的內容
[00:04:48.480 --> 00:04:51.920]  我們中文有句說話
[00:04:51.920 --> 00:04:52.880]  口蜜
[00:04:52.880 --> 00:04:55.600]  我們中文也有說話就是口蜜
[00:04:55.600 --> 00:04:57.600]  福建
[00:04:58.320 --> 00:05:01.200]  其實當一個沒有上帝的人
[00:05:01.200 --> 00:05:03.680]  當一個人沒有上帝的人
[00:05:03.680 --> 00:05:04.720]  他的說話
[00:05:04.720 --> 00:05:05.760]  他的說話
[00:05:05.760 --> 00:05:09.520]  你聽起來可能會是口蜜福建
[00:05:09.520 --> 00:05:14.320]  你可以聽出他的說話是口蜜福建
[00:05:14.320 --> 00:05:17.920]  所以你現在聽到很多假新聞
[00:05:17.920 --> 00:05:23.280]  所以現在你聽到經常有人說假消息者報道
[00:05:23.280 --> 00:05:26.160]  還有說謊
[00:05:26.160 --> 00:05:27.520]  或者講謊話
[00:05:28.480 --> 00:05:30.880]  所以讓我們基督徒想到一樣就是
[00:05:30.880 --> 00:05:32.320]  我們信主的人
[00:05:32.320 --> 00:05:34.080]  我們應該要講真說話
[00:05:34.080 --> 00:05:35.920]  所以讓我們基督徒應該想到
[00:05:35.920 --> 00:05:38.160]  我們更加要說真的說話
[00:05:38.160 --> 00:05:42.000]  所以你可以怎樣證明自己是一個真正的基督徒呢
[00:05:42.000 --> 00:05:44.960]  所以怎樣知道自己是一個真正的基督徒呢
[00:05:44.960 --> 00:05:46.400]  看看別人是不是真正的基督徒呢
[00:05:46.400 --> 00:05:49.280]  要怎樣看到別人是一個真正的基督徒呢
[00:05:49.280 --> 00:05:51.120]  是講的說話是不是真誠
[00:05:51.120 --> 00:05:54.000]  你看他的說話的真誠度就可以了
[00:05:54.000 --> 00:05:54.800]  還有就是
[00:05:54.800 --> 00:05:55.600]  Do you mean it?
[00:05:55.600 --> 00:05:57.760]  你是不是真的這樣說呢
[00:05:57.760 --> 00:06:01.760]  還有就是他是不是真心有這個動機呢
[00:06:01.760 --> 00:06:03.600]  上帝的屬性
[00:06:03.600 --> 00:06:05.120]  上帝的屬性
[00:06:05.120 --> 00:06:07.680]  就驅使他要追討罪孽
[00:06:07.680 --> 00:06:10.240]  就驅使他要追討罪孽
[00:06:10.240 --> 00:06:11.600]  其實這個心態
[00:06:11.600 --> 00:06:13.120]  實際上這個心態
[00:06:13.120 --> 00:06:14.160]  不是新鮮的
[00:06:14.160 --> 00:06:15.520]  一部新的事情
[00:06:15.520 --> 00:06:18.400]  早在出埃及的時代
[00:06:18.400 --> 00:06:20.480]  早在出埃及的時代
[00:06:20.480 --> 00:06:22.400]  上帝赤下十戒
[00:06:22.400 --> 00:06:24.720]  上帝赤下十戒
[00:06:24.720 --> 00:06:25.600]  第二戒
[00:06:25.600 --> 00:06:26.960]  第二戒
[00:06:26.960 --> 00:06:28.720]  怎麼說呢
[00:06:28.720 --> 00:06:34.320]  不可為自己雕刻偶像
[00:06:34.320 --> 00:06:44.560]  也不可做什麼形象彷彿上天、下地和地底下水中的百物
[00:06:44.560 --> 00:06:52.000]  也不可做什麼形象彷彿上天、下地和地底下水中的百物
[00:06:52.000 --> 00:06:56.240]  不可跪拜那些像
[00:06:56.240 --> 00:06:58.800]  也不可侍奉他
[00:06:58.800 --> 00:07:06.480]  因為我耶和華你們的神是忌邪的神
[00:07:06.480 --> 00:07:08.400]  恨我的
[00:07:08.400 --> 00:07:11.680]  我必追討他的罪
[00:07:11.680 --> 00:07:16.080]  自父子直到三、四代
[00:07:16.080 --> 00:07:19.920]  愛我守我誡命的
[00:07:19.920 --> 00:07:25.120]  我必向他們發慈愛
[00:07:25.120 --> 00:07:28.000]  直到千代
[00:07:28.000 --> 00:07:36.000]  我引用出埃及記二十章四到五節的經文
[00:07:36.000 --> 00:07:39.200]  上帝講了
[00:07:39.200 --> 00:07:46.880]  上帝必須要跟著做
[00:07:46.880 --> 00:07:54.560]  整個以色列民族進入迦南地之後
[00:07:54.560 --> 00:07:57.360]  進入迦南地大約是祖前一千四百年
[00:07:57.360 --> 00:08:02.240]  進入迦南地大約是祖前一千四百年的時間
[00:08:02.240 --> 00:08:07.360]  進入之後都犯第二戒
[00:08:07.360 --> 00:08:12.480]  上帝容忍了幾百年
[00:08:12.480 --> 00:08:17.600]  直到祖前七二二
[00:08:17.600 --> 00:08:26.560]  現在我們可以計算一下從祖前一千四百年到七百二十二年
[00:08:26.560 --> 00:08:31.680]  大約是七百年的時間
[00:08:31.680 --> 00:08:34.240]  上帝
[00:08:34.240 --> 00:08:39.360]  七二二是用在北國以色列
[00:08:39.360 --> 00:08:41.140]  用了七百年
[00:08:41.140 --> 00:08:47.040]  所以這裡說上帝容忍了北國七百年
[00:08:47.040 --> 00:08:49.600]  結果在祖前七二二
[00:08:49.600 --> 00:08:53.180]  上帝容許亞俗國滅了北國
[00:08:53.180 --> 00:08:58.040]  所以最後上帝容許亞俗國滅了北國以色列
[00:08:58.040 --> 00:08:59.580]  南國比較好一點
[00:08:59.580 --> 00:09:00.860]  出了好幾個君王
[00:09:00.860 --> 00:09:02.920]  出了幾個好君王
[00:09:02.920 --> 00:09:07.780]  但是這些好君王也不能力挽狂瀾
[00:09:07.780 --> 00:09:12.140]  但這些好的君王也不能夠力挽狂瀾
[00:09:12.140 --> 00:09:15.460]  來到南國末期的時候
[00:09:15.460 --> 00:09:17.760]  來到南國的末期
[00:09:17.760 --> 00:09:20.580]  即是耶利米的時代
[00:09:20.580 --> 00:09:23.140]  特別是約西亞王
[00:09:23.140 --> 00:09:24.940]  死之後的二十二年
[00:09:24.940 --> 00:09:30.300]  特別是約西亞王死後二十二年之後
[00:09:30.300 --> 00:09:35.420]  猶大的屬靈程度已經崩潰
[00:09:35.420 --> 00:09:38.240]  猶大的屬靈情況已經崩潰了
[00:09:38.240 --> 00:09:45.420]  上帝叫耶利米向南國全盡施
[00:09:45.420 --> 00:09:47.460]  沒有人在聽
[00:09:47.460 --> 00:09:51.820]  上帝接著就容許巴比倫
[00:09:51.820 --> 00:09:55.660]  來到滅了南國
[00:09:55.660 --> 00:09:58.220]  我剛才已經說過了
[00:09:58.220 --> 00:10:01.540]  上帝要懲罰他的子民
[00:10:01.540 --> 00:10:02.820]  上帝不開心的
[00:10:02.820 --> 00:10:04.620]  上帝時常不開心的
[00:10:04.620 --> 00:10:06.420]  這裡有做父母的
