
[00:00:00.000 --> 00:00:04.360]  世界上有不少異端邪說
[00:00:04.360 --> 00:00:08.300]  其實都是由基督教教會裏面產生出來的
[00:00:08.300 --> 00:00:11.100]  世界上有不少異端邪教
[00:00:11.100 --> 00:00:13.820]  都是從基督教教會裏面產生的
[00:00:13.820 --> 00:00:15.060]  因為崇拜
[00:00:15.060 --> 00:00:17.120]  我們的中心是敬拜神
[00:00:17.120 --> 00:00:19.520]  不過為了幫助大家了解
[00:00:19.520 --> 00:00:25.000]  的而且確不少邪教是從基督教裏面產生的
[00:00:25.000 --> 00:00:30.100]  確實有不少邪教是從基督教裏面產生的
[00:00:30.100 --> 00:00:32.400]  譬如最簡單的一個例子
[00:00:32.400 --> 00:00:34.400]  譬如一個簡單的例子
[00:00:34.400 --> 00:00:36.600]  摩門教的創辦人
[00:00:36.600 --> 00:00:38.600]  摩門教的創辦人
[00:00:38.600 --> 00:00:45.400]  他原本原來他是一個很熱衷在教會裏面生活的一位追隨者
[00:00:45.400 --> 00:00:49.600]  他是一位原來在教會裏面很熱衷的一個追求者
[00:00:49.600 --> 00:00:52.400]  他學會了基督教的一些道理
[00:00:52.400 --> 00:00:55.000]  他學會了基督教的一些道理
[00:00:55.000 --> 00:00:58.000]  跟著隨著基督教的特色
[00:00:58.000 --> 00:01:00.400]  跟著基督教的特色
[00:01:00.400 --> 00:01:02.400]  他自己另立了一個宗教出來
[00:01:02.400 --> 00:01:04.400]  自己另立了一個宗教出來
[00:01:04.400 --> 00:01:05.600]  在這裏我不詳細講了
[00:01:05.600 --> 00:01:08.800]  如果有興趣大家可以看看摩門教創辦人的故事
[00:01:08.800 --> 00:01:13.400]  如果大家有興趣就可以看一些摩門教的創始人
[00:01:13.400 --> 00:01:17.000]  另外譬如成功神學
[00:01:17.000 --> 00:01:24.200]  這就是基督教走向世俗化的其中一個主要的道路的因由
[00:01:24.200 --> 00:01:26.200]  另外一個就是成功神學
[00:01:26.200 --> 00:01:30.600]  他是一個今天在基督教上走向世俗化的一個因由
[00:01:30.600 --> 00:01:33.400]  成功神學的最主要的特色就是
[00:01:33.400 --> 00:01:35.800]  信耶穌你就可以解決你的問題
[00:01:35.800 --> 00:01:37.400]  可以得到亨通
[00:01:37.400 --> 00:01:39.000]  成功神學主要是一個
[00:01:39.000 --> 00:01:43.000]  就是說你信耶穌你就可以得到亨通
[00:01:43.000 --> 00:01:46.800]  另外有很多基督教的旁支
[00:01:46.800 --> 00:01:49.800]  另外還有一些基督教的旁支
[00:01:49.800 --> 00:01:53.000]  譬如在我們中國的教會歷史上
[00:01:53.000 --> 00:01:55.400]  譬如說在中國教會的歷史上
[00:01:55.400 --> 00:02:02.200]  有不少的極端的教會的教派也是基督教而衍生的
[00:02:02.200 --> 00:02:06.800]  有些不少的極端的基督教的教派也是從基督教而衍生的
[00:02:06.800 --> 00:02:10.800]  你們有興趣可以在有日子可以和大家講一下
[00:02:10.800 --> 00:02:15.400]  環教會的異端的一些宗教的崛起的過程
[00:02:15.400 --> 00:02:22.200]  如果大家有興趣我可以找些時間和大家一起來研究這些基督教的一些異端的事情
[00:02:22.200 --> 00:02:24.600]  但是我想和大家去思想的是
[00:02:24.600 --> 00:02:29.000]  為什麼異端是這麼容易由教會裏面產生呢?
[00:02:29.000 --> 00:02:35.000]  我和大家思想的是為什麼異端這麼容易在教會裏面產生呢?
[00:02:35.000 --> 00:02:37.600]  其中一個最主要的原因
[00:02:37.600 --> 00:02:39.400]  其中一個最主要的原因
[00:02:39.400 --> 00:02:44.600]  也是我和不少的神學院的同學教授討論過的
[00:02:44.600 --> 00:02:47.600]  也是不少神學院教授討論的
[00:02:47.600 --> 00:02:53.000]  就是原來今天我們的神和其他的神所稱之為神的很不同
[00:02:53.000 --> 00:02:57.400]  原來今天我們稱呼的神和其他人所稱的神不一樣
[00:02:57.400 --> 00:02:59.400]  我們今天的神呢
[00:02:59.400 --> 00:03:01.000]  我們今天的神呢
[00:03:01.000 --> 00:03:02.400]  就是很多的神
[00:03:02.400 --> 00:03:03.800]  有很多的神
[00:03:03.800 --> 00:03:08.000]  和我們聖經裏面所介紹這位我們的主耶和華
[00:03:08.000 --> 00:03:15.000]  最不同的地方就是我們的神今天沒有再用祂真身現形給大家在面前見到
[00:03:15.000 --> 00:03:19.000]  聖經裏所介紹的基督耶和華神
[00:03:19.000 --> 00:03:21.800]  是因為沒有在生活中顯現出來
[00:03:21.800 --> 00:03:24.200]  我們的神只留下祂說的話
[00:03:24.200 --> 00:03:26.200]  我們的神只留下祂講的話
[00:03:26.200 --> 00:03:28.000]  祂沒有現身在你面前
[00:03:28.000 --> 00:03:29.600]  祂沒有現身在你面前
[00:03:29.600 --> 00:03:31.400]  但是很多的宗教呢
[00:03:31.400 --> 00:03:33.000]  但是很多的宗教
[00:03:33.000 --> 00:03:34.600]  就現身在你的面前
[00:03:34.600 --> 00:03:36.200]  就現身在你面前
[00:03:36.200 --> 00:03:39.000]  又說自己是
[00:03:39.000 --> 00:03:40.800]  有些人說自己是神
[00:03:40.800 --> 00:03:42.600]  我們不要去到這麼極端的那些了
[00:03:42.600 --> 00:03:44.800]  有些人自稱自己是神
[00:03:44.800 --> 00:03:46.600]  有些人又說祂是先知
[00:03:46.600 --> 00:03:49.000]  是神派來的在你們當中的
[00:03:49.000 --> 00:03:51.600]  有些人又自稱是先知是神派來的
[00:03:51.600 --> 00:03:54.400]  為什麼這是一個主要的因素呢?
[00:03:54.400 --> 00:03:56.400]  為什麼這是一個主要的因素呢?
[00:03:56.400 --> 00:03:58.400]  因為當你和我
[00:03:58.400 --> 00:04:04.200]  大家都見不到我們相信這位真實的神耶和華在人的面前出現的話
[00:04:04.200 --> 00:04:09.400]  因為當你和我都看不到真正的神在大家眼前出現的話
[00:04:09.400 --> 00:04:12.400]  就很容易那些人就說他都不知道是不是在這裡
[00:04:12.400 --> 00:04:15.400]  就會讓人感覺他都不知道是不是真的在這裡
[00:04:15.400 --> 00:04:16.800]  人很特別的
[00:04:16.800 --> 00:04:17.800]  人很特別
[00:04:17.800 --> 00:04:21.200]  見到的東西他會信多過見不到的東西
[00:04:21.200 --> 00:04:23.200]  見到的會信多過
[00:04:23.200 --> 00:04:25.200]  比見不到的信多一點
[00:04:25.200 --> 00:04:30.200]  所以大家都曾經看過一個電視台的shopping channel
[00:04:30.200 --> 00:04:34.200]  大家都是看一個在購物頻道裡看到
[00:04:34.200 --> 00:04:39.200]  shopping channel最大特色的那句說話是什麼呢?
[00:04:39.200 --> 00:04:42.600]  他那個購物頻道他有一個口號是什麼呢?
[00:04:42.600 --> 00:04:44.200]  "Seeing is believing"
[00:04:44.200 --> 00:04:46.200]  "Seeing is believing"
[00:04:46.200 --> 00:04:49.600]  你看到你就等同於你的信了
[00:04:49.600 --> 00:04:50.800]  就是眼見為實
[00:04:50.800 --> 00:04:52.000]  看不到你就不信
[00:04:52.000 --> 00:04:53.200]  看不見有先知
[00:04:53.200 --> 00:04:57.200]  所以其他宗教都有它的教主有它的先知出現出來
[00:04:57.200 --> 00:04:59.200]  其他的宗教都有它的先知
[00:04:59.200 --> 00:05:00.200]  人就信了
[00:05:00.200 --> 00:05:01.200]  人就相信了
[00:05:01.200 --> 00:05:04.200]  誰說它等同於神現身的
