
[00:00:00.000 --> 00:00:02.000]  我們一同的祈禱
[00:00:02.000 --> 00:00:05.000]  親愛的主你與我們同在
[00:00:05.000 --> 00:00:08.000]  感謝你因為你是以馬來利
[00:00:08.000 --> 00:00:11.000]  當我們在生命裏面
[00:00:11.000 --> 00:00:13.000]  曉得你的時候
[00:00:13.000 --> 00:00:16.000]  我們感受到這一份的溫暖
[00:00:16.000 --> 00:00:18.000]  追求你去祝福恩典
[00:00:18.000 --> 00:00:20.000]  叫我們在生命裏面
[00:00:20.000 --> 00:00:23.000]  沒有主你自己的恩典在我們當中
[00:00:23.000 --> 00:00:24.000]  交到我們
[00:00:24.000 --> 00:00:25.000]  直接主你自己的話語
[00:00:25.000 --> 00:00:27.000]  幫助我們曉得去說話
[00:00:27.000 --> 00:00:29.000]  幫助我們曉得去傳揚
[00:00:29.000 --> 00:00:34.000]  幫助我們曉得去說積極的說話
[00:00:34.000 --> 00:00:37.000]  以致我們能夠去建立
[00:00:37.000 --> 00:00:38.000]  造就別人
[00:00:38.000 --> 00:00:40.000]  主求你在我們當中
[00:00:40.000 --> 00:00:42.000]  你的聖靈親自引導
[00:00:42.000 --> 00:00:43.000]  幫助我們所宣講的
[00:00:43.000 --> 00:00:46.000]  主求你去祝福恩靈
[00:00:46.000 --> 00:00:47.000]  多謝我們的主
[00:00:47.000 --> 00:00:48.000]  你聽我們祈禱
[00:00:48.000 --> 00:00:50.000]  奉耶穌名靠
[00:00:50.000 --> 00:00:53.000]  我們每天都說話
[00:00:53.000 --> 00:00:56.000]  沒有人不說話
[00:00:56.000 --> 00:00:58.000]  對人一個最大的懲罰是什麼呢
[00:00:58.000 --> 00:01:00.000]  不讓他說話
[00:01:00.000 --> 00:01:02.000]  所以監獄裏面
[00:01:02.000 --> 00:01:08.000]  最辛苦的就是單獨囚禁
[00:01:08.000 --> 00:01:10.000]  不能夠讓你說話
[00:01:10.000 --> 00:01:12.000]  人是需要表達
[00:01:12.000 --> 00:01:14.000]  因為在表達的過程裏面
[00:01:14.000 --> 00:01:16.000]  他可以溝通
[00:01:16.000 --> 00:01:18.000]  我們崇拜之前
[00:01:18.000 --> 00:01:20.000]  在上面祈禱
[00:01:20.000 --> 00:01:21.000]  姐姐就說
[00:01:21.000 --> 00:01:23.000]  我可以說話
[00:01:23.000 --> 00:01:25.000]  弟弟未懂得說話
[00:01:25.000 --> 00:01:26.000]  暫時不能說話
[00:01:26.000 --> 00:01:29.000]  這是一個很特別的感覺
[00:01:29.000 --> 00:01:31.000]  懂得說話都很厲害
[00:01:31.000 --> 00:01:34.000]  用這種方式去鼓勵自己
[00:01:34.000 --> 00:01:36.000]  言語作為一個溝通
[00:01:36.000 --> 00:01:39.000]  是一個思想和感情的交流
[00:01:39.000 --> 00:01:42.000]  有時候感情很難去表達
[00:01:42.000 --> 00:01:45.000]  很難去說出來
[00:01:45.000 --> 00:01:47.000]  又或者我們
[00:01:47.000 --> 00:01:49.000]  在我們華人的傳統裏面
[00:01:49.000 --> 00:01:51.000]  我們不懂得說一些
[00:01:51.000 --> 00:01:54.000]  讚賞愛慕的話
[00:01:54.000 --> 00:01:56.000]  但是我們要知道
[00:01:56.000 --> 00:02:00.000]  說話就肩負著一種媒介
[00:02:00.000 --> 00:02:02.000]  我們去溝通交流
[00:02:02.000 --> 00:02:05.000]  我們可以傳遞知識
[00:02:05.000 --> 00:02:07.000]  更加重要的就是
[00:02:07.000 --> 00:02:10.000]  去建立人際之間
[00:02:10.000 --> 00:02:13.000]  那份的愛和友誼
[00:02:13.000 --> 00:02:16.000]  金螳道是今年的主題
[00:02:16.000 --> 00:02:20.000]  最後一次我們說彼此相愛
[00:02:20.000 --> 00:02:22.000]  當我們說彼此相愛的時候
[00:02:22.000 --> 00:02:24.000]  我發覺有一個元素很重要
[00:02:24.000 --> 00:02:28.000]  就是你懂不懂得去說話
[00:02:28.000 --> 00:02:32.000]  懂不懂得去表達你那份的愛
[00:02:32.000 --> 00:02:34.000]  如果天堂愛語裏面
[00:02:34.000 --> 00:02:37.000]  我們說是一個表達
[00:02:37.000 --> 00:02:40.000]  是需要用積極的言語
[00:02:40.000 --> 00:02:42.000]  鼓勵的說話去說
[00:02:42.000 --> 00:02:45.000]  這個是一個愛的流露
[00:02:45.000 --> 00:02:48.000]  頂至每當我們去說話的時候
[00:02:48.000 --> 00:02:50.000]  有的時候我們都很佩服
[00:02:50.000 --> 00:02:56.000]  一些在一個市場的角度
[00:02:56.000 --> 00:02:59.000]  懂得做市場營銷的人
[00:02:59.000 --> 00:03:01.000]  市場營銷知不知道什麼意思
[00:03:01.000 --> 00:03:03.000]  即是說傳銷
[00:03:03.000 --> 00:03:09.000]  有的時候那個產品本身吸引不了我
[00:03:09.000 --> 00:03:11.000]  吸引我留下來的
[00:03:11.000 --> 00:03:12.000]  就在街頭
[00:03:12.000 --> 00:03:15.000]  本來我今天都想有一個咪是這樣的
[00:03:15.000 --> 00:03:17.000]  然後就這樣割出來
[00:03:17.000 --> 00:03:18.000]  有一個咪戴著
[00:03:18.000 --> 00:03:23.000]  在街頭就告訴你這個地拖怎樣好用
[00:03:23.000 --> 00:03:26.000]  這個鑊是多麼省油
[00:03:26.000 --> 00:03:28.000]  甚至不需要用油
[00:03:28.000 --> 00:03:35.000]  太太在家裏做家務做得那麼辛苦
[00:03:35.000 --> 00:03:38.000]  這個地拖就這樣轉的
[00:03:38.000 --> 00:03:42.000]  在角落那裏都可以將污漬清除
[00:03:42.000 --> 00:03:45.000]  放回去探望老婆
[00:03:45.000 --> 00:03:47.000]  老婆做事那麼辛苦
[00:03:47.000 --> 00:03:49.000]  作為老公我們應該這樣做
[00:03:49.000 --> 00:03:51.000]  然後很省水的
[00:03:51.000 --> 00:03:52.000]  你不需要碰手的
[00:03:52.000 --> 00:03:56.000]  轉來轉去就可以洗乾淨那個地方
[00:03:56.000 --> 00:03:58.000]  就是這樣說
[00:03:58.000 --> 00:04:01.000]  今天是銷售價
[00:04:01.000 --> 00:04:03.000]  你去什麼大百貨公司
[00:04:03.000 --> 00:04:05.000]  這個價錢買不到
[00:04:05.000 --> 00:04:08.000]  今天八折
[00:04:08.000 --> 00:04:11.000]  還送多一樣手套給你
[00:04:11.000 --> 00:04:14.000]  頂至每
[00:04:14.000 --> 00:04:16.000]  這個是在說傳銷
[00:04:16.000 --> 00:04:19.000]  我常常覺得我們傳福音
[00:04:19.000 --> 00:04:22.000]  能夠有這樣的口舌便給的功能
[00:04:22.000 --> 00:04:24.000]  我們那麼會說話
[00:04:24.000 --> 00:04:28.000]  連樹上的鳥仔都哄了下來的時候
[00:04:28.000 --> 00:04:33.000]  人們就乖乖去買你所傳銷的貨品
[00:04:33.000 --> 00:04:36.000]  我其實對這個貨物沒有興趣
[00:04:36.000 --> 00:04:39.000]  但我就很留意它的銷售技巧
[00:04:39.000 --> 00:04:43.000]  男男女女他們更加一套的訓練方式
[00:04:43.000 --> 00:04:46.000]  頂至每如果言語作為一個溝通的工具
[00:04:46.000 --> 00:04:48.000]  今天我們要彼此相愛
[00:04:48.000 --> 00:04:55.000]  豈不是一個更加重要的使命和任務
[00:04:55.000 --> 00:05:01.000]  頂至每我們能不能表達溫柔的說話
[00:05:01.000 --> 00:05:04.000]  有沒有人說你自己說話很溫柔的
[00:05:04.000 --> 00:05:06.000]  不過如果你真是溫柔
[00:05:06.000 --> 00:05:07.000]  你都不敢舉手的
[00:05:07.000 --> 00:05:11.000]  你很害羞或者很謙卑
[00:05:11.000 --> 00:05:15.000]  我在三十年前去大陸旅行
[00:05:15.000 --> 00:05:20.000]  去旅行的時候就逼車
[00:05:20.000 --> 00:05:26.000]  帶著背囊上公共的交通工具
[00:05:26.000 --> 00:05:31.000]  三十年前的江蘇浙江一帶
[00:05:31.000 --> 00:05:34.000]  仍然都是很落後
[00:05:34.000 --> 00:05:36.000]  原來江蘇浙江一帶
[00:05:36.000 --> 00:05:42.000]  他們所表達的言語我們叫做吳儂軟語
[00:05:42.000 --> 00:05:44.000]  知不知道什麼叫軟語
[00:05:44.000 --> 00:05:48.000]  說話很溫柔很溫軟很舒服
[00:05:48.000 --> 00:05:51.000]  有一天坐車就見到有人逼車
[00:05:51.000 --> 00:05:55.000]  逼車有兩個人開始口角
[00:05:55.000 --> 00:05:58.000]  即是吵架
[00:05:58.000 --> 00:06:02.000]  吵架那位女士吵架很溫柔
[00:06:02.000 --> 00:06:07.000]  那種說話其實我們做男士的
[00:06:07.000 --> 00:06:09.000]  就很喜歡聽這種說話
[00:06:09.000 --> 00:06:12.000]  很喜歡聽這種溫柔的說話
[00:06:12.000 --> 00:06:20.000]  姐妹的溫柔是很能夠令到老公鐵鐵服服
[00:06:20.000 --> 00:06:24.000]  原來就算他們吵架的時候都這麼溫柔
[00:06:24.000 --> 00:06:29.000]  我就想如果人世間有一種言語的方式
[00:06:29.000 --> 00:06:34.000]  表達的方式可以化解很多的紛爭和仇怨
[00:06:34.000 --> 00:06:37.000]  言語的感染力
[00:06:37.000 --> 00:06:42.000]  如果我們配合那種溫柔而堅定
[00:06:42.000 --> 00:06:44.000]  就好像彼得前書說
[00:06:44.000 --> 00:06:47.000]  我們有一種gentle but firm
[00:06:47.000 --> 00:06:49.000]  很溫柔但是很堅定
[00:06:49.000 --> 00:06:51.000]  教兒子可以嗎
[00:06:51.000 --> 00:06:53.000]  都可以教兒子教女兒
[00:06:53.000 --> 00:06:55.000]  都應該可以用這一套的方式
[00:06:55.000 --> 00:07:02.000]  如果剛烈和溫柔是一個強烈的對比的時候
[00:07:02.000 --> 00:07:07.000]  我們都會明白什麼叫做以柔制剛
[00:07:07.000 --> 00:07:12.000]  在人際的技巧或者是公關的課程裡面
[00:07:12.000 --> 00:07:14.000]  是一個必修課
[00:07:14.000 --> 00:07:16.000]  公關的課程裡面
[00:07:16.000 --> 00:07:19.000]  要怎樣溫柔對待你的客人
[00:07:19.000 --> 00:07:24.000]  特別是對待你投訴的客人
[00:07:24.000 --> 00:07:28.000]  你投訴的客人一定要去跟進
[00:07:28.000 --> 00:07:34.000]  先那幾個月去東區太古城看電影
[00:07:34.000 --> 00:07:37.000]  看電影排了很長時間
[00:07:37.000 --> 00:07:41.000]  兩行一個counter
[00:07:41.000 --> 00:07:46.000]  即場的售票和預售票同一個counter
[00:07:46.000 --> 00:07:49.000]  我們這些看電影很少去預售
[00:07:49.000 --> 00:07:51.000]  多數都去買即場的
[00:07:51.000 --> 00:07:54.000]  我看電影不會在星期六星期日
[00:07:54.000 --> 00:07:55.000]  一定在平時的時間
[00:07:55.000 --> 00:07:58.000]  誰知道一行很長的路
[00:07:58.000 --> 00:08:01.000]  我還有五分鐘就開戲了
[00:08:01.000 --> 00:08:06.000]  時間一分一秒在手指縫那裡流走
[00:08:06.000 --> 00:08:08.000]  有些戲不能等的
[00:08:08.000 --> 00:08:10.000]  一開場就很精彩
[00:08:10.000 --> 00:08:11.000]  我怎樣可以等
[00:08:11.000 --> 00:08:13.000]  一開場就沒有冷場
[00:08:13.000 --> 00:08:18.000]  你就是看他開場那五分鐘就已經一半的票價了
[00:08:18.000 --> 00:08:22.000]  怎麼可以這樣呢
[00:08:22.000 --> 00:08:25.000]  很煩躁
[00:08:25.000 --> 00:08:29.000]  我買票的時候跟銷售的女士說
[00:08:29.000 --> 00:08:36.000]  為什麼這麼多人銷售預售和即場是一條龍
[00:08:36.000 --> 00:08:40.000]  你們不可以多給一條龍呢
[00:08:40.000 --> 00:08:43.000]  其實去到最後的一兩分鐘
[00:08:43.000 --> 00:08:45.000]  經理出來買票
[00:08:45.000 --> 00:08:46.000]  可能有個病了
[00:08:46.000 --> 00:08:47.000]  經理出來買票
[00:08:47.000 --> 00:08:50.000]  我就去跟經理說
[00:08:50.000 --> 00:08:52.000]  我現在趕著看戲
[00:08:52.000 --> 00:08:54.000]  我不跟你說
[00:08:54.000 --> 00:08:56.000]  我要看戲
[00:08:56.000 --> 00:08:59.000]  看完戲你還在不在
[00:08:59.000 --> 00:09:03.000]  我要跟你聊天
