
[00:00:00.000 --> 00:00:02.000]  昌廷節目 你們好
[00:00:02.000 --> 00:00:05.000]  我不知道大家剛才一路唱詩有什麼感受
[00:00:05.000 --> 00:00:08.000]  我剛才唱第二首歌的時候
[00:00:08.000 --> 00:00:10.000]  我是流著眼淚的
[00:00:10.000 --> 00:00:14.000]  因為我們已經一段很長時間沒有集體的敬拜
[00:00:14.000 --> 00:00:15.000]  在過去的日子裡
[00:00:15.000 --> 00:00:17.000]  我在家裡都會一起來有敬拜的
[00:00:17.000 --> 00:00:20.000]  我和我太太、女兒初有敬拜的時候
[00:00:20.000 --> 00:00:22.000]  但是唱詩很真
[00:00:22.000 --> 00:00:25.000]  在家裡很難這麼大聲帶她去唱歌
[00:00:25.000 --> 00:00:28.000]  所以只是心裡默默地來有歌頌
[00:00:28.000 --> 00:00:32.000]  但是今天其實我們在禮堂裡不多人
[00:00:32.000 --> 00:00:35.000]  因為政府說到禮堂坐多少人呢
[00:00:35.000 --> 00:00:37.000]  一半 其實我們要求更高
[00:00:37.000 --> 00:00:39.000]  我們只有五十多人左右
[00:00:39.000 --> 00:00:42.000]  但是剛才大家有沒有聽你們唱的詩歌呢
[00:00:42.000 --> 00:00:43.000]  是很震撼
[00:00:43.000 --> 00:00:45.000]  是很觸動我的心
[00:00:45.000 --> 00:00:48.000]  所以剛才我唱第二首歌的時候
[00:00:48.000 --> 00:00:50.000]  我真的在流眼淚
[00:00:50.000 --> 00:00:54.000]  我期望我們可以快點有實體的敬拜
[00:00:54.000 --> 00:00:57.000]  所以在網上我們看直播不是不好的
[00:00:57.000 --> 00:01:01.000]  但是始終我們能夠在一起是最好的
[00:01:01.000 --> 00:01:03.000]  雖然現在我們大家的距離很遠
[00:01:03.000 --> 00:01:05.000]  每一行都隔很遠
[00:01:05.000 --> 00:01:07.000]  還有中間完全是空的
[00:01:07.000 --> 00:01:08.000]  沒有人的
[00:01:08.000 --> 00:01:11.000]  但是我們的心可以很近
[00:01:11.000 --> 00:01:14.000]  正如有時候我很怕在這個疫情裡
[00:01:14.000 --> 00:01:16.000]  我們大家都困在家裡
[00:01:16.000 --> 00:01:18.000]  我們大家的距離很近
[00:01:18.000 --> 00:01:19.000]  但是心可以很遠
[00:01:19.000 --> 00:01:22.000]  因為各有各來帶她上網看劇集
[00:01:22.000 --> 00:01:23.000]  做自己的事
[00:01:23.000 --> 00:01:26.000]  身雖近 但心卻是遠離
[00:01:26.000 --> 00:01:27.000]  這是悲哀
[00:01:27.000 --> 00:01:32.000]  如果你留意到香港沒有本地的個案發生
[00:01:32.000 --> 00:01:34.000]  去到第23日
[00:01:34.000 --> 00:01:36.000]  又是23這個號碼
[00:01:36.000 --> 00:01:37.000]  就斷了
[00:01:37.000 --> 00:01:40.000]  因為有梨木樹這個個案
[00:01:40.000 --> 00:01:42.000]  但是之後又沒事了
[00:01:42.000 --> 00:01:44.000]  所以很多人都很渴望
[00:01:44.000 --> 00:01:47.000]  快點有實體的敬拜
[00:01:47.000 --> 00:01:49.000]  包括我在內
[00:01:49.000 --> 00:01:50.000]  我都很著緊的
[00:01:50.000 --> 00:01:52.000]  因為看到陸陸續續很多事情都恢復了
[00:01:52.000 --> 00:01:54.000]  我很少看直播
[00:01:54.000 --> 00:01:56.000]  我不想看一些人在說話
[00:01:56.000 --> 00:01:59.000]  但是你留意到
[00:01:59.000 --> 00:02:01.000]  連特首她自己都說
[00:02:01.000 --> 00:02:04.000]  這個限聚令某個程度是沒有科學根據的
[00:02:04.000 --> 00:02:06.000]  為什麼開頭是4個人
[00:02:06.000 --> 00:02:08.000]  後來為什麼是8個人呢
[00:02:08.000 --> 00:02:10.000]  是沒有這個科學根據的
[00:02:10.000 --> 00:02:12.000]  甚至有一些專家說
[00:02:12.000 --> 00:02:14.000]  其實當我們坐巴士
[00:02:14.000 --> 00:02:16.000]  我們是有共同目標的
[00:02:16.000 --> 00:02:18.000]  但是距離很近的
[00:02:18.000 --> 00:02:20.000]  很簡單 我現在坐307出中環
[00:02:20.000 --> 00:02:22.000]  車子滿了
[00:02:22.000 --> 00:02:24.000]  我前後那裡沒有1.5米距離
[00:02:24.000 --> 00:02:26.000]  我們都是有共同目標的
[00:02:26.000 --> 00:02:28.000]  但是沒有人去拘捕我們
[00:02:28.000 --> 00:02:30.000]  那不就很危險了
[00:02:30.000 --> 00:02:32.000]  但是你看到的時候
[00:02:32.000 --> 00:02:37.000]  政府都說會延長這個限聚令
[00:02:37.000 --> 00:02:39.000]  我在這個禮拜二
[00:02:39.000 --> 00:02:41.000]  19號的時候
[00:02:41.000 --> 00:02:43.000]  我刻意留在家裡
[00:02:43.000 --> 00:02:45.000]  來看直播
[00:02:45.000 --> 00:02:47.000]  看看特首會不會宣佈
[00:02:47.000 --> 00:02:50.000]  會解除這個限聚令
[00:02:50.000 --> 00:02:52.000]  因為前一天
[00:02:52.000 --> 00:02:56.000]  中大的教授都已經說了
[00:02:56.000 --> 00:02:58.000]  應該可以放鬆的了
[00:02:58.000 --> 00:03:02.000]  但是特首很清楚的說
[00:03:02.000 --> 00:03:04.000]  沒有這個放鬆
[00:03:04.000 --> 00:03:06.000]  宗教是不會有這個豁免的
[00:03:06.000 --> 00:03:08.000]  我都很失望
[00:03:08.000 --> 00:03:11.000]  那天我和我太太和我女兒
[00:03:11.000 --> 00:03:13.000]  就去了西貢透透氣
[00:03:13.000 --> 00:03:14.000]  因為前幾天 星期五
[00:03:14.000 --> 00:03:16.000]  你看到這些新聞都令我很辛苦
[00:03:16.000 --> 00:03:19.000]  我們就去西貢 還去橋咀走走
[00:03:19.000 --> 00:03:21.000]  當我坐車回來的時候
[00:03:21.000 --> 00:03:23.000]  6點多 我看WhatsApp
[00:03:23.000 --> 00:03:25.000]  九龍灣有位師弟跟我說
[00:03:25.000 --> 00:03:28.000]  牧師 限聚令已經解除了
[00:03:28.000 --> 00:03:30.000]  我們星期五晚上有沒有實體崇拜
[00:03:30.000 --> 00:03:31.000]  我說不是吧
[00:03:31.000 --> 00:03:33.000]  上午都說不行
[00:03:33.000 --> 00:03:35.000]  為什麼黃昏就可以呢
[00:03:35.000 --> 00:03:37.000]  難道真的是朝令夕改嗎
[00:03:37.000 --> 00:03:39.000]  但是這個朝令夕改我都覺得開心的
[00:03:39.000 --> 00:03:40.000]  後來就發現了
[00:03:40.000 --> 00:03:43.000]  原來宗教是可以豁免的
[00:03:43.000 --> 00:03:44.000]  事實上如果你留意
[00:03:44.000 --> 00:03:46.000]  之前黃大仙已經開了
[00:03:46.000 --> 00:03:49.000]  我上星期六 兩個星期六
[00:03:49.000 --> 00:03:51.000]  之前我去粉嶺的時候
[00:03:51.000 --> 00:03:53.000]  鳳凝仙館也開了
[00:03:53.000 --> 00:03:55.000]  為什麼基督教不可以開呢
[00:03:55.000 --> 00:03:58.000]  我馬上就通知我們的牧者
[00:03:58.000 --> 00:04:03.000]  我又聯絡當時仍然身在廣州的吳思慧牧師
[00:04:03.000 --> 00:04:05.000]  她昨天回來了
[00:04:05.000 --> 00:04:07.000]  我說已經開了
[00:04:07.000 --> 00:04:09.000]  我們教會會不會開呢
[00:04:09.000 --> 00:04:11.000]  吳牧師就說會啊 會開了
[00:04:11.000 --> 00:04:13.000]  但是有一個問題
[00:04:13.000 --> 00:04:16.000]  星期六早堂應該是我講的
[00:04:16.000 --> 00:04:18.000]  我預備錄影的
[00:04:18.000 --> 00:04:20.000]  但是如果開了實體崇拜
[00:04:20.000 --> 00:04:21.000]  沒理由有人回來敬拜
[00:04:21.000 --> 00:04:23.000]  然後看錄影帶
[00:04:23.000 --> 00:04:27.000]  牧師可不可以既然你禮拜六晚和星期都是你講的
[00:04:27.000 --> 00:04:29.000]  不如你負責講好不好
[00:04:29.000 --> 00:04:32.000]  這些掉下來的餅碎對我來說當然是興奮
[00:04:32.000 --> 00:04:34.000]  我說好啊 好啊 好啊
[00:04:34.000 --> 00:04:36.000]  但是如果你記得我有一個原則
[00:04:36.000 --> 00:04:38.000]  如果星期六我是講早堂
[00:04:38.000 --> 00:04:39.000]  就是過去
[00:04:39.000 --> 00:04:41.000]  星期六晚星期日都是我講的話
[00:04:41.000 --> 00:04:42.000]  雖然很少 但是都試過
[00:04:42.000 --> 00:04:45.000]  我一定是要不同的講章
[00:04:45.000 --> 00:04:49.000]  因為這個才能凸顯星期六的培靈正崇拜
[00:04:49.000 --> 00:04:52.000]  我說好 我會寫一篇新的講章
[00:04:52.000 --> 00:04:54.000]  但是那時候已經是禮拜六晚七點多了
[00:04:54.000 --> 00:04:57.000]  那我在想究竟我要講些什麼呢
[00:04:57.000 --> 00:04:58.000]  那我也很感恩的
[00:04:58.000 --> 00:05:00.000]  我有些弟兄姊妹 姊妹多的
[00:05:00.000 --> 00:05:02.000]  在這幾年裡面
[00:05:02.000 --> 00:05:03.000]  因為我不是名堂的牧師
[00:05:03.000 --> 00:05:07.000]  但是有人幫我義務的來打講章
[00:05:07.000 --> 00:05:10.000]  但是想想如果我今晚寫
[00:05:10.000 --> 00:05:13.000]  要人家這麼急的時間跟我打講章
[00:05:13.000 --> 00:05:14.000]  有點過份
[00:05:14.000 --> 00:05:18.000]  那我就問了以前幫我忙的阿Janice
[00:05:18.000 --> 00:05:20.000]  她星期四放假
[00:05:20.000 --> 00:05:23.000]  我想如果我星期五星期日給她打就來不及了
[00:05:23.000 --> 00:05:25.000]  但是我說好 我要寫一篇新的講章
[00:05:25.000 --> 00:05:29.000]  我可以用回 寫一個大綱就行了
[00:05:29.000 --> 00:05:31.000]  但是我又不接受到這件事
[00:05:31.000 --> 00:05:33.000]  我要堅持就是一定要出講章
[00:05:33.000 --> 00:05:35.000]  所以大家現在都有我的講章
[00:05:35.000 --> 00:05:37.000]  我很記得神有恩典
[00:05:37.000 --> 00:05:40.000]  那一晚我馬上回來這裡
[00:05:40.000 --> 00:05:41.000]  拿參考書
[00:05:41.000 --> 00:05:42.000]  八點多
[00:05:42.000 --> 00:05:44.000]  還遇到Decca
[00:05:44.000 --> 00:05:45.000]  我問他怎麼了
[00:05:45.000 --> 00:05:46.000]  一身大汗 有沒有失禮
[00:05:46.000 --> 00:05:48.000]  好 現在中了這麼多汗
[00:05:48.000 --> 00:05:50.000]  我說我要趕回去寫講章
[00:05:50.000 --> 00:05:52.000]  那一晚我由九點鐘
[00:05:52.000 --> 00:05:54.000]  寫到晚上差不多三點鐘
[00:05:54.000 --> 00:05:56.000]  我寫完這篇手稿
[00:05:56.000 --> 00:05:58.000]  雖然有點兒措手不及
[00:05:58.000 --> 00:06:01.000]  但是神有恩典和憐憫
[00:06:01.000 --> 00:06:04.000]  那我就在想究竟我要講什麼呢
[00:06:04.000 --> 00:06:07.000]  我就想起疫情和現在的處境
[00:06:07.000 --> 00:06:10.000]  我就想起耶穌在《馬達福音》二十四章裡面
[00:06:10.000 --> 00:06:12.000]  就在說祂會回來
[00:06:12.000 --> 00:06:14.000]  回來有什麼預兆
[00:06:14.000 --> 00:06:16.000]  但是接著第二十五章
[00:06:16.000 --> 00:06:18.000]  耶穌講了三個比喻
[00:06:18.000 --> 00:06:20.000]  就是講我們如何面對
[00:06:20.000 --> 00:06:23.000]  突然之間主回來作審判
[00:06:23.000 --> 00:06:26.000]  大家都很熟悉這三個比喻
[00:06:26.000 --> 00:06:27.000]  第二個比喻就是
[00:06:27.000 --> 00:06:29.000]  「安財留壽綱」
[00:06:29.000 --> 00:06:31.000]  給五千、二千、一千、兩個人
[00:06:31.000 --> 00:06:32.000]  你帶去工作嘛
[00:06:32.000 --> 00:06:34.000]  然後家主回來
[00:06:34.000 --> 00:06:36.000]  你帶去要他們交帳嘛
[00:06:36.000 --> 00:06:38.000]  另外就是「分綿羊和山羊」
[00:06:38.000 --> 00:06:40.000]  這個愛心的服侍
[00:06:40.000 --> 00:06:42.000]  很多人都會講這兩篇的訊息
[00:06:42.000 --> 00:06:43.000]  包括我在內
[00:06:43.000 --> 00:06:45.000]  我都講過
[00:06:45.000 --> 00:06:46.000]  但原來我發覺到
[00:06:46.000 --> 00:06:48.000]  很少人講第一個的訊息
[00:06:48.000 --> 00:06:50.000]  十個同類的比喻
[00:06:50.000 --> 00:06:51.000]  包括我在內
[00:06:51.000 --> 00:06:52.000]  都沒講過
[00:06:52.000 --> 00:06:53.000]  所以我就在想
[00:06:53.000 --> 00:06:57.000]  不如今天就來帶大家去講這個道
[00:06:57.000 --> 00:06:59.000]  成為大家的提醒
[00:06:59.000 --> 00:07:00.000]  互相的勉勵
[00:07:00.000 --> 00:07:02.000]  我們先來帶大家去讀這段經文
[00:07:02.000 --> 00:07:03.000]  這段經文就在
[00:07:03.000 --> 00:07:05.000]  《馬太福音》第25章
[00:07:05.000 --> 00:07:07.000]  第一到第十三節
[00:07:07.000 --> 00:07:08.000]  第一到第十三節
[00:07:08.000 --> 00:07:10.000]  我們一齊來帶大家去讀出來
[00:07:10.000 --> 00:07:12.000]  「那時天國好比
[00:07:12.000 --> 00:07:14.000]  十個同類拿著燈
[00:07:14.000 --> 00:07:16.000]  出去迎接新郎
[00:07:16.000 --> 00:07:19.000]  其中有五個是愚絕的
[00:07:19.000 --> 00:07:21.000]  五個是聰明的
[00:07:21.000 --> 00:07:23.000]  愚絕的拿著燈
[00:07:23.000 --> 00:07:25.000]  卻不預備由
[00:07:25.000 --> 00:07:27.000]  聰明的拿著燈
[00:07:27.000 --> 00:07:30.000]  又預備由在氣冥裡
[00:07:30.000 --> 00:07:33.000]  新郎辭言的時候
[00:07:33.000 --> 00:07:36.000]  他們都打頓睡著了
[00:07:36.000 --> 00:07:38.000]  半夜有人喊著說
[00:07:38.000 --> 00:07:40.000]  新郎來了
[00:07:40.000 --> 00:07:42.000]  你們出來迎接他
[00:07:42.000 --> 00:07:46.000]  那些同類就都起來收拾燈
[00:07:46.000 --> 00:07:49.000]  愚絕的對聰明的說
[00:07:49.000 --> 00:07:51.000]  請分點油給我們
[00:07:51.000 --> 00:07:54.000]  因為我們的燈要滅了
[00:07:54.000 --> 00:07:57.000]  聰明的回答說
[00:07:57.000 --> 00:08:00.000]  恐怕不夠你我用的
[00:08:00.000 --> 00:08:02.000]  不如你們自己去
[00:08:02.000 --> 00:08:05.000]  賣油的那裡去買吧
[00:08:05.000 --> 00:08:07.000]  他們去買的時候
[00:08:07.000 --> 00:08:09.000]  新郎到了
[00:08:09.000 --> 00:08:11.000]  那預備好了的
[00:08:11.000 --> 00:08:13.000]  和他進去坐直
[00:08:13.000 --> 00:08:15.000]  門就關了
[00:08:15.000 --> 00:08:17.000]  其餘的同類
[00:08:17.000 --> 00:08:19.000]  隨後也來了
[00:08:19.000 --> 00:08:21.000]  說主啊主啊
[00:08:21.000 --> 00:08:23.000]  給我們開門
[00:08:23.000 --> 00:08:25.000]  他卻回答說
[00:08:25.000 --> 00:08:27.000]  我實在高騷你們
[00:08:27.000 --> 00:08:29.000]  我不認識你們
[00:08:29.000 --> 00:08:32.000]  所以你們要警醒
[00:08:32.000 --> 00:08:35.000]  因為那日子那時辰
[00:08:35.000 --> 00:08:37.000]  你們不知道
[00:08:37.000 --> 00:08:40.000]  其實主耶穌要說一些比喻的時候
[00:08:40.000 --> 00:08:43.000]  一定有背景原因
[00:08:43.000 --> 00:08:45.000]  觸動祂說這個比喻
[00:08:45.000 --> 00:08:47.000]  正如路加福第十五章大家很熟悉
[00:08:47.000 --> 00:08:49.000]  有三個比喻一口氣說了
[00:08:49.000 --> 00:08:51.000]  一百隻羊
[00:08:51.000 --> 00:08:53.000]  不見了一隻
[00:08:53.000 --> 00:08:55.000]  有十個小錢
[00:08:55.000 --> 00:08:57.000]  但這個寡婦很珍惜
[00:08:57.000 --> 00:08:59.000]  但又不見了一個
[00:08:59.000 --> 00:09:01.000]  漏夜的尼達去翻箱倒籠找回這個小錢
[00:09:01.000 --> 00:09:03.000]  大家最熟悉就是浪子的比喻
[00:09:03.000 --> 00:09:05.000]  有兩個兒子一個兒子出去
[00:09:05.000 --> 00:09:07.000]  尼達去浪費資財
[00:09:07.000 --> 00:09:09.000]  但原來這三個比喻
[00:09:09.000 --> 00:09:12.000]  都是針對當時的法利賽人和文士
[00:09:12.000 --> 00:09:15.000]  因為當耶穌和這群罪人
[00:09:15.000 --> 00:09:17.000]  他們視為罪人的妓女
[00:09:17.000 --> 00:09:19.000]  瑞麗在一起的時候
[00:09:19.000 --> 00:09:21.000]  於是耶穌就說了這三個比喻
[00:09:21.000 --> 00:09:23.000]  說到有些罪人悔改
[00:09:23.000 --> 00:09:25.000]  天上非常開心
[00:09:25.000 --> 00:09:28.000]  這次說這三個比喻
[00:09:28.000 --> 00:09:30.000]  又有什麼因素呢?
[00:09:30.000 --> 00:09:33.000]  原來當時耶穌和門徒
[00:09:33.000 --> 00:09:35.000]  已經相聚了差不多三年的時間
[00:09:35.000 --> 00:09:37.000]  但蜜月期已經過了
[00:09:37.000 --> 00:09:40.000]  因為耶穌指責罪惡之後
[00:09:40.000 --> 00:09:42.000]  引來的反對勢力
[00:09:42.000 --> 00:09:44.000]  是越來越大
[00:09:44.000 --> 00:09:48.000]  祂甚至很快要面對祂的死亡
[00:09:48.000 --> 00:09:51.000]  但是門徒的心態是很大的
[00:09:51.000 --> 00:09:54.000]  感到很難過
[00:09:54.000 --> 00:09:56.000]  因為他們很渴望那個彌賽
[00:09:56.000 --> 00:09:58.000]  是一個要來的君王
[00:09:58.000 --> 00:10:00.000]  帶給他們在政治上的復甦
[00:10:00.000 --> 00:10:02.000]  但跟了耶穌三年
[00:10:02.000 --> 00:10:06.000]  他們的期盼好像達不到
[00:10:06.000 --> 00:10:10.000]  我想有點像我們香港的情況
[00:10:10.000 --> 00:10:12.000]  上個星期五和昨天
[00:10:12.000 --> 00:10:14.000]  我們會看到
[00:10:14.000 --> 00:10:17.000]  這些新聞令我們感到很沉鬱
[00:10:17.000 --> 00:10:20.000]  好像黑暗的力量越來越大的時候
[00:10:20.000 --> 00:10:21.000]  我們怎麼辦呢?
[00:10:21.000 --> 00:10:24.000]  於是耶穌就來帶我們去講這個比喻
[00:10:24.000 --> 00:10:26.000]  那個焦點告訴我們
[00:10:26.000 --> 00:10:28.000]  縱使是越來越黑暗
[00:10:28.000 --> 00:10:31.000]  越容易灰心的時刻
[00:10:31.000 --> 00:10:33.000]  你越更加要小心
[00:10:33.000 --> 00:10:37.000]  千萬不要放棄你所持守的
[00:10:37.000 --> 00:10:39.000]  你要警醒
[00:10:39.000 --> 00:10:43.000]  這就是這三個比喻的重點
[00:10:43.000 --> 00:10:45.000]  特別說到當我回來之前
[00:10:45.000 --> 00:10:47.000]  你們更加要去這樣做
[00:10:47.000 --> 00:10:50.000]  這就是講這個比喻的背景
[00:10:50.000 --> 00:10:53.000]  我們又要看這個比喻的背景是甚麼呢?
[00:10:53.000 --> 00:10:55.000]  剛才經文的背景我們看過了
[00:10:55.000 --> 00:10:58.000]  這個比喻的背景我們不太熟悉
[00:10:58.000 --> 00:11:02.000]  因為我們在香港或在外地活著的時候
