
[00:00:00.000 --> 00:00:03.440]  感謝各位平安,我們先一齊祈禱
[00:00:03.440 --> 00:00:06.200]  感謝您的恩典
[00:00:06.200 --> 00:00:09.400]  讓我們在今天的清晨可以一同聚集
[00:00:09.400 --> 00:00:10.280]  敬拜您
[00:00:10.280 --> 00:00:12.080]  聆聽您的話語
[00:00:12.080 --> 00:00:15.640]  也思想有關耶穌基督的身份
[00:00:15.640 --> 00:00:17.640]  求聖靈幫助我們
[00:00:17.640 --> 00:00:21.520]  讓我們可以明白您的啟示
[00:00:21.520 --> 00:00:23.240]  奉耶穌基督的名祈禱
[00:00:23.240 --> 00:00:23.800]  阿們
[00:00:27.800 --> 00:00:32.240]  我不知道大家是否熟悉《仕途信經》
[00:00:32.240 --> 00:00:35.320]  大家聽過嗎?《仕途信經》
[00:00:35.320 --> 00:00:39.400]  《仕途信經》第一段一開始是這樣說的
[00:00:39.400 --> 00:00:45.720]  「我信上帝全能的神,創造天地的主」
[00:00:45.720 --> 00:00:48.800]  全能
[00:00:48.800 --> 00:00:52.080]  我相信一般華人的理解
[00:00:52.080 --> 00:00:53.960]  都會認為全能的神
[00:00:53.960 --> 00:00:56.760]  即是上帝甚麼都做得到
[00:00:56.760 --> 00:00:59.680]  沒甚麼事是能難倒上帝的
[00:00:59.680 --> 00:01:03.480]  由於這種理解
[00:01:03.480 --> 00:01:05.880]  有時我們跟別人傳福音
[00:01:05.880 --> 00:01:09.960]  有些人會刁難我們
[00:01:09.960 --> 00:01:14.480]  「既然你信的上帝是全能的上帝」
[00:01:14.480 --> 00:01:16.880]  「祂能否做一塊石頭」
[00:01:16.880 --> 00:01:19.600]  「是重到祂自己都拿不起來的」
[00:01:19.600 --> 00:01:22.400]  其實這個問題
[00:01:22.400 --> 00:01:26.200]  是一個語言遊戲
[00:01:26.800 --> 00:01:30.760]  發問的人的問題本身
[00:01:30.760 --> 00:01:32.640]  是自相矛盾的
[00:01:32.640 --> 00:01:34.480]  又有全能
[00:01:34.480 --> 00:01:35.520]  又說能
[00:01:35.520 --> 00:01:37.600]  然後又弄個不能出來
[00:01:37.600 --> 00:01:42.680]  有些人想畫一個三角的四邊形
[00:01:42.680 --> 00:01:45.120]  或者一個圓的三角形
[00:01:45.120 --> 00:01:45.840]  可不可以呢?
[00:01:45.840 --> 00:01:49.960]  開玩笑而已
[00:01:51.320 --> 00:01:56.880]  但我相信我們應該先從聖經開始思想一下
[00:01:56.880 --> 00:02:00.920]  對聖經時代的人來說
[00:02:00.920 --> 00:02:03.680]  他們提到全能的時候
[00:02:03.680 --> 00:02:05.760]  是甚麼意思呢?
[00:02:05.760 --> 00:02:10.280]  是否指能力超越凡人呢?
[00:02:10.280 --> 00:02:14.720]  然後我們再思想主耶穌是否全能的神
[00:02:15.320 --> 00:02:22.040]  不過我們先討論一下
[00:02:22.040 --> 00:02:26.840]  「上帝」和「神」這兩個中文字詞的概念
[00:02:26.840 --> 00:02:31.320]  我先探討「上帝」這個詞的意思
[00:02:31.320 --> 00:02:35.880]  「上帝」本來是儒家經典裡面
[00:02:35.880 --> 00:02:38.520]  包括《詩經》、《尚書》、《禮記》
[00:02:38.520 --> 00:02:40.560]  以及《二十四史》中
[00:02:40.560 --> 00:02:43.240]  一個至上神的觀念
[00:02:43.240 --> 00:02:45.000]  至上神的觀念
[00:02:45.000 --> 00:02:47.720]  其實《蒼世紀》有提到至上神
[00:02:47.720 --> 00:02:52.040]  古代中國人和古代猶太人一樣
[00:02:52.040 --> 00:02:55.000]  認識到宇宙萬物
[00:02:55.000 --> 00:02:57.680]  以及人類命運之上
[00:02:57.680 --> 00:03:04.040]  其實是有一位至高無上的創造和主宰的力量
[00:03:04.040 --> 00:03:07.840]  中國人用「上帝」這個概念
[00:03:07.840 --> 00:03:13.040]  就是指這位至高神聖的力量
[00:03:15.400 --> 00:03:20.280]  最早把英文「God」這個詞翻譯成「上帝」的
[00:03:20.280 --> 00:03:26.120]  是天主教派來中國傳教的神父利瑪竇
[00:03:26.120 --> 00:03:28.560]  十六世紀時代的人
[00:03:28.560 --> 00:03:32.000]  他未曾開始傳教之前
[00:03:32.000 --> 00:03:36.400]  他先用了二十年的時間
[00:03:36.400 --> 00:03:38.240]  學好中文
[00:03:38.240 --> 00:03:39.640]  學習中文
[00:03:40.120 --> 00:03:45.920]  以致他可以用中文和當時的士大夫交流
[00:03:45.920 --> 00:03:52.200]  他在1595年先寫了一個叫「交友論」當中
[00:03:52.200 --> 00:03:56.480]  開始使用「上帝」這個概念來稱「造物主」
[00:03:56.480 --> 00:04:00.160]  因為他在中國的經典中
[00:04:00.160 --> 00:04:03.000]  發現了「上帝」這個詞
[00:04:03.000 --> 00:04:06.800]  和「神」有什麼分別呢?
[00:04:08.040 --> 00:04:11.000]  「神」這個詞是泛指靈界的力量
[00:04:11.000 --> 00:04:14.680]  和一些民間流傳的神話裡面提到的
[00:04:14.680 --> 00:04:17.640]  有些人主張用「神」
[00:04:17.640 --> 00:04:21.320]  有些人主張用「神」
[00:04:21.320 --> 00:04:23.640]  尤其是翻譯聖經的時候
[00:04:23.640 --> 00:04:26.440]  有些人主張應該用「上帝」
[00:04:26.440 --> 00:04:29.960]  結果到我們今天買聖經的時候
[00:04:29.960 --> 00:04:31.720]  你要小心選擇
[00:04:31.720 --> 00:04:33.960]  有些聖經寫明「上帝版」的
[00:04:33.960 --> 00:04:36.680]  有些聖經寫「神」字版的
[00:04:37.680 --> 00:04:39.800]  隨你個人吧
[00:04:39.800 --> 00:04:43.120]  我個人比較喜歡用「上帝版」
[00:04:43.120 --> 00:04:47.520]  因為不用再討論我信的那位神是不是最高的位置
[00:04:47.520 --> 00:04:53.880]  「上帝」這個詞本身是包含了這個意思的
[00:04:53.880 --> 00:04:56.400]  在華人的文化當中
[00:04:56.400 --> 00:04:59.440]  其實說「神」是可能有很多位置的
[00:04:59.440 --> 00:05:03.680]  但是「上帝」就一定是最高的位置
[00:05:04.920 --> 00:05:08.440]  所以所謂「豪天上帝」、「皇天上帝」
[00:05:08.440 --> 00:05:10.440]  對我們來說
[00:05:10.440 --> 00:05:12.560]  我們都知道上帝有一個名字
[00:05:12.560 --> 00:05:13.760]  叫甚麼呢?
[00:05:13.760 --> 00:05:17.040]  「耶和華」
[00:05:17.040 --> 00:05:18.600]  事實上
[00:05:18.600 --> 00:05:23.400]  現代學者都認為這個音譯不是很正確
[00:05:23.400 --> 00:05:27.280]  譯作「雅威」是可能更正確
[00:05:27.280 --> 00:05:28.760]  「雅維」
[00:05:28.760 --> 00:05:32.960]  因為希伯來文上帝的名字是由四個字母組成的
[00:05:33.320 --> 00:05:36.480]  為甚麼會弄成「耶和華」呢?
[00:05:36.480 --> 00:05:37.960]  今天不說了
[00:05:37.960 --> 00:05:39.840]  將來有機會再說
[00:05:39.840 --> 00:05:41.160]  無論如何
[00:05:41.160 --> 00:05:44.280]  在摩西以前的人來說
[00:05:44.280 --> 00:05:49.120]  即是包括阿布拉罕、以撒瓦國這些猶太人的列祖
[00:05:49.120 --> 00:05:50.240]  對他們來說
[00:05:50.240 --> 00:05:53.520]  他們不知道「雅威」這個名字
[00:05:53.520 --> 00:05:58.280]  讓我讀兩節經文
[00:05:58.280 --> 00:05:59.720]  讓大家了解一下
[00:05:59.720 --> 00:06:01.640]  這些不是我創作出來的
[00:06:01.800 --> 00:06:06.240]  在舊約七太及記六章二到三節怎樣說呢?
[00:06:06.240 --> 00:06:09.080]  「上帝吩咐摩西對他說
[00:06:09.080 --> 00:06:10.640]  『我是耶和華
[00:06:10.640 --> 00:06:17.360]  我從前向阿布拉罕、以撒瓦國顯現為全能的上帝
[00:06:17.360 --> 00:06:19.280]  至於我的名耶和華
[00:06:19.280 --> 00:06:21.720]  我未曾讓他們知道』」
[00:06:21.720 --> 00:06:24.840]  在這裡
[00:06:24.840 --> 00:06:29.480]  我不能夠不說一點希伯來文
[00:06:32.000 --> 00:06:35.240]  中文在這裡譯作「全能的上帝」
[00:06:35.240 --> 00:06:38.280]  英文譯作「Almighty God」
[00:06:38.280 --> 00:06:41.560]  英文有少許不同
[00:06:41.560 --> 00:06:42.600]  有兩個翻譯
[00:06:42.600 --> 00:06:44.160]  一個叫「Almighty God」
[00:06:44.160 --> 00:06:45.560]  一個叫「Mighty God」
[00:06:45.560 --> 00:06:50.280]  中文譯作「全能的上帝」
[00:06:50.280 --> 00:06:54.520]  「全能的上帝」在希伯來文有兩個字
[00:06:54.520 --> 00:06:55.680]  El Shaddai
[00:06:57.280 --> 00:07:01.880]  希伯來文前面El的L就是神的意思
[00:07:01.880 --> 00:07:10.120]  不過在希伯來文譯作「神」有幾個字
[00:07:10.120 --> 00:07:11.800]  都可以譯作「上帝」
[00:07:11.800 --> 00:07:15.520]  比較普通常用的「Elohim」
[00:07:15.520 --> 00:07:17.040]  或者有些人都聽過
[00:07:17.040 --> 00:07:20.680]  聖誕節將近
[00:07:20.680 --> 00:07:21.920]  我們都知道
[00:07:21.920 --> 00:07:25.080]  「彌賽亞」就是「以馬來利」
[00:07:25.360 --> 00:07:28.400]  英文的音譯叫做Emmanuel
[00:07:28.400 --> 00:07:30.120]  L在後面
[00:07:30.120 --> 00:07:31.040]  上帝
[00:07:31.040 --> 00:07:34.880]  Emmanuel就是「與我們同在」
[00:07:34.880 --> 00:07:39.560]  所以Emmanuel就是「上帝與我們同在」的意思
[00:07:39.560 --> 00:07:44.920]  為何要說希伯來文呢?
[00:07:44.920 --> 00:07:49.800]  因為《彌賽亞書》九章六節
[00:07:49.800 --> 00:07:54.200]  提到它的名稱為「全能的上帝」
[00:07:55.360 --> 00:08:01.800]  但是我查考過希伯來文的原文
[00:08:01.800 --> 00:08:04.280]  在《彌賽亞書》九章六節
[00:08:04.280 --> 00:08:06.960]  它不是用了El Shaddai這個名字
[00:08:06.960 --> 00:08:11.520]  而是用了另外一個稱呼
[00:08:11.520 --> 00:08:13.160]  叫做El Gibor
[00:08:13.160 --> 00:08:21.040]  和合本就不理會這件事
[00:08:21.040 --> 00:08:23.480]  它照譯作「全能的上帝」
[00:08:24.360 --> 00:08:26.360]  這個翻譯是值得商榷的
[00:08:26.360 --> 00:08:30.080]  因為這個翻譯不能夠反映出
[00:08:30.080 --> 00:08:32.680]  在原文是用了不同的字
[00:08:32.680 --> 00:08:35.440]  最新的中文譯本
[00:08:35.440 --> 00:08:37.600]  《環球聖經》譯本
[00:08:37.600 --> 00:08:40.720]  是將《彌賽亞書》九章六節
[00:08:40.720 --> 00:08:43.360]  譯作「大能的上帝」
[00:08:43.360 --> 00:08:47.120]  將「大能」和「全能」做了分別
[00:08:47.120 --> 00:08:48.880]  等於英文
[00:08:48.880 --> 00:08:51.680]  英文一個叫做「Almighty God」
[00:08:52.080 --> 00:08:54.960]  另外一個叫做「Mighty God」
[00:08:54.960 --> 00:09:01.360]  文字有不同
[00:09:01.360 --> 00:09:02.920]  但是可能是一樣
[00:09:02.920 --> 00:09:05.280]  意義上可能是一樣的
[00:09:05.280 --> 00:09:07.160]  「大能」、「全能」是一樣的
[00:09:07.160 --> 00:09:08.600]  不一樣的
[00:09:08.600 --> 00:09:11.600]  我們看幾段經文
[00:09:11.600 --> 00:09:14.280]  去了解究竟聖經
[00:09:14.280 --> 00:09:16.520]  說到上帝是「全能」的時候
[00:09:16.520 --> 00:09:18.280]  祂是指什麼呢?
[00:09:19.640 --> 00:09:22.440]  在《創世紀》十七章一到二節
[00:09:22.440 --> 00:09:25.040]  亞伯拉罕九十九歲的時候
[00:09:25.040 --> 00:09:26.960]  耶和向他顯現對他說
[00:09:26.960 --> 00:09:29.040]  「我是全能的上帝
[00:09:29.040 --> 00:09:31.320]  你當在我面前行走
[00:09:31.320 --> 00:09:32.680]  作完全的人
[00:09:32.680 --> 00:09:34.520]  我要與你納若
[00:09:34.520 --> 00:09:37.160]  使你的後裔極其繁多」
[00:09:37.160 --> 00:09:42.240]  在這裡上帝首先介紹他自己是全能的上帝
[00:09:42.240 --> 00:09:44.960]  接著那些說話說什麼呢?
[00:09:45.520 --> 00:09:49.760]  其實他是知道亞伯拉罕的所作所為
[00:09:49.760 --> 00:09:51.400]  所以吩咐亞伯拉罕
[00:09:51.400 --> 00:09:53.120]  「你乖乖做人
[00:09:53.120 --> 00:09:55.120]  你要做個完全人
[00:09:55.120 --> 00:09:58.840]  上帝是有能力手藥
[00:09:58.840 --> 00:10:02.160]  並且是祝福亞伯拉罕
[00:10:02.160 --> 00:10:04.400]  使他的後裔繁多」
[00:10:04.400 --> 00:10:08.800]  我們再看《創世紀》二十八章三到四節
[00:10:08.800 --> 00:10:12.120]  「完全能的上帝賜福給你
[00:10:12.120 --> 00:10:14.320]  使你生養眾多
[00:10:14.320 --> 00:10:16.040]  成為許多民族
[00:10:16.040 --> 00:10:20.080]  將應許亞伯拉罕的福賜給你和你的後裔
[00:10:20.080 --> 00:10:22.840]  使你承受所寄居的地為業」
[00:10:22.840 --> 00:10:25.240]  就是上帝賜給亞伯拉罕的地
[00:10:25.240 --> 00:10:29.320]  這裡是以撒祝福他的兒子雅各
[00:10:29.320 --> 00:10:36.360]  這裡也強調全能的上帝是手藥和祝福的上帝
[00:10:36.360 --> 00:10:40.120]  沒有強調他的能力超凡
[00:10:40.120 --> 00:10:41.920]  我們再看最後一段
[00:10:41.920 --> 00:10:45.320]  在《創世紀》三十五章十一至十二節
[00:10:45.320 --> 00:10:47.720]  這裡上帝對雅各說話
[00:10:47.720 --> 00:10:49.720]  也是先介紹自己
[00:10:49.720 --> 00:10:51.720]  「我是全能的上帝
[00:10:51.720 --> 00:10:53.720]  你要生養眾多
[00:10:53.720 --> 00:10:56.240]  至於我賜給亞伯拉罕為以撒的地
[00:10:56.240 --> 00:10:57.520]  我必賜給你
[00:10:57.520 --> 00:11:00.120]  我必賜給你的後裔」
[00:11:00.120 --> 00:11:01.720]  在說什麼?
[00:11:01.720 --> 00:11:04.720]  上帝每次提到自己是全能的上帝
[00:11:04.720 --> 00:11:06.840]  都沒有說「我能力比你厲害」
[00:11:06.840 --> 00:11:08.720]  「我很厲害,你看我多厲害」
[00:11:08.720 --> 00:11:10.720]  不是在說這些
[00:11:10.720 --> 00:11:15.120]  原來是在說他是會手藥的
[00:11:15.120 --> 00:11:17.120]  他是會賜福給人的
