
[00:00:00.000 --> 00:00:02.500]  好 那我們來禱告一下 好不好
[00:00:02.500 --> 00:00:05.200]  天父主耶穌 聖地牢祂是我們感謝讚美祢
[00:00:05.200 --> 00:00:07.300]  主耶穌 我們實在是看到
[00:00:07.300 --> 00:00:09.500]  在各樣的難處當中
[00:00:09.500 --> 00:00:10.900]  在各樣的黑暗裡
[00:00:10.900 --> 00:00:12.300]  主 祢是我們的光
[00:00:12.300 --> 00:00:13.700]  祢是我們的力量
[00:00:13.700 --> 00:00:16.700]  主 我們真的是歡喜快樂地來到祢面前
[00:00:16.700 --> 00:00:19.400]  主 我們求祢今天在我們中間
[00:00:19.400 --> 00:00:21.900]  開我們心中的眼睛 耳朵
[00:00:21.900 --> 00:00:23.700]  好 讓祢的愛充滿
[00:00:23.700 --> 00:00:26.900]  讓祢的聖靈再來帶領我們的腳步
[00:00:26.900 --> 00:00:28.100]  謝謝祢 主耶穌
[00:00:28.100 --> 00:00:30.400]  我們恭敬的祈禱奉耶穌的名
[00:00:30.400 --> 00:00:32.100]  Amen
[00:00:32.100 --> 00:00:36.300]  我們教會今年的目標是要恢復與更新
[00:00:36.300 --> 00:00:38.500]  然後上個禮拜天
[00:00:38.500 --> 00:00:41.900]  牧師的信息你們還記得是什麼嗎
[00:00:41.900 --> 00:00:44.700]  除舊布新
[00:00:44.700 --> 00:00:50.000]  那牧師是把這句名言翻譯成
[00:00:50.000 --> 00:00:53.700]  離開舊的 要到達新的
[00:00:53.700 --> 00:00:56.200]  感謝主 我也想從不同的角度
[00:00:56.200 --> 00:00:58.300]  來分享今年的主題
[00:00:58.300 --> 00:01:02.500]  2021年恢復的季節
[00:01:02.500 --> 00:01:06.100]  那上禮拜牧師用創世紀第二章第七節
[00:01:06.100 --> 00:01:09.200]  跟傳道書七章二十五節裡面
[00:01:09.200 --> 00:01:13.100]  他說神的創造是美好的 是正直的
[00:01:13.100 --> 00:01:14.700]  那句話很吸引我
[00:01:14.700 --> 00:01:18.100]  神的創造是美好 而且是正直的
[00:01:18.100 --> 00:01:20.200]  那但是因為人的敗壞
[00:01:20.200 --> 00:01:22.600]  我們慢慢的就遠離神
[00:01:22.600 --> 00:01:24.300]  就漸漸變壞了
[00:01:24.300 --> 00:01:28.400]  那今天我也想要針對牧師的這個信息
[00:01:28.400 --> 00:01:31.100]  再來錦上添花一下
[00:01:31.100 --> 00:01:35.800]  就是當我們在思考恢復這兩個字的時候
[00:01:35.800 --> 00:01:37.400]  這個意思恢復
[00:01:37.400 --> 00:01:39.900]  你怎麼來理解這個字呢
[00:01:39.900 --> 00:01:43.300]  這個其實恢復正確的意思
[00:01:43.300 --> 00:01:46.600]  正確的意思叫做restore
[00:01:46.600 --> 00:01:47.900]  restore的意思
[00:01:47.900 --> 00:01:51.000]  restore不是說再來改變一下
[00:01:51.000 --> 00:01:53.400]  再來修修 再來更正一下
[00:01:53.400 --> 00:01:54.600]  不是
[00:01:54.600 --> 00:01:58.600]  restore的意思就是恢復他本來的樣子
[00:01:58.600 --> 00:02:00.600]  他本來照是什麼樣子
[00:02:00.600 --> 00:02:03.300]  當初神創造的時候是什麼樣子
[00:02:03.300 --> 00:02:05.000]  就求神來恢復我們
[00:02:05.000 --> 00:02:09.100]  恢復到他原本創造我們的時候的樣子
[00:02:09.100 --> 00:02:16.900]  所以我們都知道當亞當違背了神犯罪以後
[00:02:16.900 --> 00:02:23.200]  那所有的邪惡都一點一點的佔據了我們的心思意念
[00:02:23.200 --> 00:02:26.900]  所以就是說當亞當把這個管理的權
[00:02:26.900 --> 00:02:34.100]  治理世界 治理環境的權柄轉讓給撒旦之後
[00:02:34.100 --> 00:02:41.200]  那生命樹上的果子就把我們人都帶入了唯物主義的人生觀
[00:02:41.200 --> 00:02:44.400]  然後使我們每天張開眼睛
[00:02:44.400 --> 00:02:46.000]  我們所擔心的是什麼
[00:02:46.000 --> 00:02:47.500]  就是我們要吃什麼
[00:02:47.500 --> 00:02:49.000]  我們要穿什麼
[00:02:49.000 --> 00:02:50.600]  我們要用什麼
[00:02:50.600 --> 00:02:56.300]  那整個在支配我們的都是要怎麼樣導向屬實的成功
[00:02:56.300 --> 00:02:58.300]  我們心裡面想的都是這些
[00:02:58.300 --> 00:02:59.000]  然後呢
[00:02:59.000 --> 00:03:01.000]  所謂的什麼忠心啊
[00:03:01.000 --> 00:03:01.600]  真理啊
[00:03:01.600 --> 00:03:02.200]  愛主啊
[00:03:02.200 --> 00:03:03.300]  信心啊
[00:03:03.300 --> 00:03:08.100]  有時候對我們來講都是口頭上說說的啦
[00:03:08.100 --> 00:03:09.400]  不是真的啦
[00:03:09.400 --> 00:03:11.200]  所以我們我們
[00:03:11.200 --> 00:03:13.900]  而且我們所要我們所要的是什麼
[00:03:13.900 --> 00:03:16.300]  我們要看得見的東西
[00:03:16.300 --> 00:03:17.800]  我們要摸得到的
[00:03:17.800 --> 00:03:19.700]  要要能夠感覺到的
[00:03:19.700 --> 00:03:21.700]  我們才覺得那是實際的
[00:03:21.700 --> 00:03:23.400]  你跟我講那些神的愛
[00:03:23.400 --> 00:03:25.200]  那些都太太遙遠了
[00:03:25.200 --> 00:03:26.900]  太空洞了
[00:03:26.900 --> 00:03:30.300]  那而且在公益的社會裡面
[00:03:30.300 --> 00:03:31.300]  凡事都怎麼樣
[00:03:31.300 --> 00:03:32.300]  要快
[00:03:32.300 --> 00:03:33.600]  要要準
[00:03:33.600 --> 00:03:37.300]  所以撒旦就利用這一些來迷惑我們
[00:03:37.300 --> 00:03:42.200]  所以美國甚至全世界會走到今天
[00:03:42.200 --> 00:03:44.100]  這不是一朝一夕的
[00:03:44.100 --> 00:03:46.400]  這不是一下子就來的
[00:03:46.400 --> 00:03:47.300]  所以有時候我
[00:03:47.300 --> 00:03:49.400]  我覺得川普總統很天真
[00:03:49.400 --> 00:03:50.400]  他很天真
[00:03:50.400 --> 00:03:54.500]  他想要用一群罪人來改變另外一群罪人
[00:03:54.500 --> 00:03:57.100]  這這個這個好像是不太可能的
[00:03:57.100 --> 00:04:01.600]  因為人心中的良善
[00:04:01.600 --> 00:04:03.100]  我們性命的良善
[00:04:03.100 --> 00:04:07.400]  只有來到主耶穌的寶血裡面才會活起來
[00:04:07.400 --> 00:04:09.600]  才會能感覺得到
[00:04:09.600 --> 00:04:11.500]  才會有永恆的價值
[00:04:11.500 --> 00:04:14.600]  所以只有在耶穌基督裡面重生
[00:04:14.600 --> 00:04:17.900]  才能夠靠著神的話來恢復
[00:04:17.900 --> 00:04:21.000]  神起初照我們的完全
[00:04:21.000 --> 00:04:24.500]  所以我們一定還是就像剛才Lucy講的
[00:04:24.500 --> 00:04:26.900]  River每天就讀聖經給他聽
[00:04:26.900 --> 00:04:28.200]  你光得就不行的
[00:04:28.200 --> 00:04:30.400]  你光說我接受不行的
[00:04:30.400 --> 00:04:31.900]  你還是要讓神的話
[00:04:31.900 --> 00:04:33.700]  不停的在你的心裡面
[00:04:33.700 --> 00:04:36.800]  慢慢的來恢復認識我們的神
[00:04:36.800 --> 00:04:39.700]  恢復神照我們的完全
[00:04:39.700 --> 00:04:42.500]  那就如我們最喜歡講的
[00:04:42.500 --> 00:04:43.100]  主耶穌啊
[00:04:43.100 --> 00:04:44.100]  我們感謝你
[00:04:44.100 --> 00:04:45.000]  你為我們生
[00:04:45.000 --> 00:04:45.900]  你為我們死
[00:04:45.900 --> 00:04:46.700]  為我們復活
[00:04:46.700 --> 00:04:48.800]  你還要為我們再來
[00:04:48.800 --> 00:04:49.700]  那我們現在來
[00:04:49.700 --> 00:04:51.700]  我們就來再讀一下
[00:04:51.700 --> 00:04:55.100]  今天我們宣召的經文
[00:04:55.100 --> 00:05:00.000]  有沒有菲律賓書二章七到九節的地方
[00:05:00.000 --> 00:05:01.300]  那五到十節也可以啦
[00:05:01.300 --> 00:05:02.900]  我們來讀一下好不好
[00:05:02.900 --> 00:05:06.000]  你們當以耶穌基督的心為心
[00:05:06.000 --> 00:05:29.800]  寫實在十字架上
[00:05:29.800 --> 00:05:33.000]  所以神將他身為至高
[00:05:33.000 --> 00:05:37.000]  又賜給他那超乎萬民之上的名
[00:05:37.000 --> 00:05:42.100]  叫一切天上的地上的和地底下的
[00:05:42.100 --> 00:05:43.600]  因耶穌基督名
[00:05:43.600 --> 00:05:44.900]  無不屈膝
[00:05:44.900 --> 00:05:48.200]  無不口稱耶穌為主
[00:05:48.200 --> 00:05:50.600]  使榮耀歸於神
[00:05:50.600 --> 00:05:51.500]  Hallelujah
[00:05:51.500 --> 00:05:52.100]  是的
[00:05:52.100 --> 00:05:55.000]  所以基督使你復活的大能
[00:05:55.000 --> 00:05:56.700]  把人的權柄
[00:05:56.700 --> 00:05:58.500]  上帝賜給我們的權柄
[00:05:58.500 --> 00:06:00.200]  從魔鬼撒旦手中
[00:06:00.200 --> 00:06:02.600]  又重新的奪回來
[00:06:02.600 --> 00:06:04.800]  那親愛的兄姊妹
[00:06:04.800 --> 00:06:06.200]  你能夠明白嗎
[00:06:06.200 --> 00:06:07.000]  你能夠明白
[00:06:07.000 --> 00:06:10.100]  當我們接受耶穌基督之後
[00:06:10.100 --> 00:06:11.800]  回到神的家裡面
[00:06:11.800 --> 00:06:16.000]  你就應該要回到神創造的本意裡面
[00:06:16.000 --> 00:06:19.400]  他希望他的兒女都能夠像他
[00:06:19.400 --> 00:06:21.200]  他希望我們都能夠像他
[00:06:21.200 --> 00:06:24.000]  所以當亞當失敗了以後
[00:06:24.000 --> 00:06:25.900]  那這個末後的亞當
[00:06:25.900 --> 00:06:30.000]  耶穌基督就來到我們中間
[00:06:30.000 --> 00:06:32.500]  把兒子完美的形象
[00:06:32.500 --> 00:06:35.400]  再重新的來向我們顯現
[00:06:35.400 --> 00:06:37.500]  所以基督的生命
[00:06:37.500 --> 00:06:40.700]  耶穌基督他是完全的人
[00:06:40.700 --> 00:06:43.000]  他又帶著神的屬性
[00:06:43.000 --> 00:06:45.800]  神的性情住在我們的中間
[00:06:45.800 --> 00:06:48.100]  所以當我們接受他之後
[00:06:48.100 --> 00:06:50.400]  我們的罪就得以潔淨
[00:06:50.400 --> 00:06:54.600]  我們的心智情感和靈卻沒有
[00:06:54.600 --> 00:06:56.300]  我們得救以後
[00:06:56.300 --> 00:06:58.100]  我們罪已經洗淨了
[00:06:58.100 --> 00:07:00.800]  可是我們的心智情感和靈
[00:07:00.800 --> 00:07:03.800]  卻沒有得到這個蒙福的事實
[00:07:03.800 --> 00:07:05.800]  我們還在過我們的舊生活
[00:07:05.800 --> 00:07:09.000]  因為我們的心都被現實的唯物主義
[00:07:09.000 --> 00:07:11.100]  緊緊的抓住了
[00:07:11.100 --> 00:07:13.300]  所以如何我們才能夠解脫
[00:07:13.300 --> 00:07:17.000]  怎麼樣解脫這個捆綁呢
[00:07:17.000 --> 00:07:20.000]  那神的應許
[00:07:20.000 --> 00:07:22.400]  神應許他的恩惠
[00:07:22.400 --> 00:07:24.600]  其實是要恢復我們個人
[00:07:24.600 --> 00:07:27.400]  家庭 教會 國家 社會
[00:07:27.400 --> 00:07:29.200]  他的心意是這樣子
[00:07:29.200 --> 00:07:31.100]  所以今天就讓我們
[00:07:31.100 --> 00:07:33.300]  要來從神的心意裡面
[00:07:33.300 --> 00:07:34.400]  我們來看看
[00:07:34.400 --> 00:07:36.000]  我們有幾個方向
[00:07:36.000 --> 00:07:38.300]  第一個我們來看一下人
[00:07:38.300 --> 00:07:40.200]  我們這個人生命的復興
[00:07:40.200 --> 00:07:41.300]  我們人要被
[00:07:41.300 --> 00:07:43.600]  我們人生命要被復興
[00:07:43.600 --> 00:07:46.000]  那我們人心中的善與惡
[00:07:46.000 --> 00:07:49.200]  其實從《創世紀》第三章之後
[00:07:49.200 --> 00:07:53.700]  那人就開始在善惡中掙扎
[00:07:53.700 --> 00:07:55.100]  有時候你想做的好事
[00:07:55.100 --> 00:07:56.100]  你做不出來
[00:07:56.100 --> 00:07:58.300]  不想做的壞事你天天在做
[00:07:58.300 --> 00:08:00.400]  所以一個人
[00:08:00.400 --> 00:08:04.100]  一個人有活在外面的品德
[00:08:04.100 --> 00:08:06.300]  也有隱藏在裡面的
[00:08:06.300 --> 00:08:08.600]  那這隱藏在裡面的呢
[00:08:08.600 --> 00:08:10.900]  牧師稱他為inner man
[00:08:10.900 --> 00:08:14.700]  裡面不為人知
[00:08:14.700 --> 00:08:18.200]  但是那個不為人知的人裡面呢
[00:08:18.200 --> 00:08:20.300]  卻是跟你在一起的
[00:08:20.300 --> 00:08:22.100]  跟你 天天跟你在一起的
[00:08:22.100 --> 00:08:28.900]  不但是讓你常常的非常的不舒服
[00:08:28.900 --> 00:08:32.300]  而且其實你那個裡面的那個你
[00:08:32.300 --> 00:08:34.000]  對你的家人都是
[00:08:34.000 --> 00:08:36.500]  有時候都是一個很大的折磨
[00:08:36.500 --> 00:08:38.900]  所以呢
[00:08:38.900 --> 00:08:41.700]  我們許多人呢
[00:08:41.700 --> 00:08:45.100]  要把常常把那個內在隱藏的
[00:08:45.100 --> 00:08:48.200]  一些悖逆啊 仇恨啊 驕傲啊 恐懼
[00:08:48.200 --> 00:08:49.700]  不滿足的感覺呢
[00:08:49.700 --> 00:08:50.900]  這些壓力啊
[00:08:50.900 --> 00:08:54.000]  我們其實是應該要把它
[00:08:54.000 --> 00:08:55.700]  帶到主的面前來
[00:08:55.700 --> 00:08:58.400]  那為什麼
[00:08:58.400 --> 00:09:00.400]  因為這些毒根跟罪行啊
[00:09:00.400 --> 00:09:03.800]  你解決這些毒根跟罪行唯一的方法
[00:09:03.800 --> 00:09:06.600]  就是要把它釘死在支架上面
[00:09:06.600 --> 00:09:08.800]  什麼意思叫釘死在支架上面
[00:09:08.800 --> 00:09:11.200]  那我們來看一下
[00:09:11.200 --> 00:09:13.500]  這個馬太福音23章25節
[00:09:13.500 --> 00:09:14.700]  我們一起來讀一下
[00:09:14.700 --> 00:09:19.900]  你們這假冒為善的文士和法利賽人有禍了
[00:09:19.900 --> 00:09:22.800]  因為你們洗盡悲慘的外面
[00:09:22.800 --> 00:09:26.800]  裡面卻盛滿了勒索和放蕩
[00:09:26.800 --> 00:09:29.900]  請問文士和法利賽人
[00:09:29.900 --> 00:09:33.200]  你知道當時的世代裡面
[00:09:33.200 --> 00:09:37.800]  這些文士跟法利賽人是非常受尊敬的
[00:09:37.800 --> 00:09:40.600]  是在他們的圈子裡面
[00:09:40.600 --> 00:09:44.700]  是他們的中心人物啊
[00:09:44.700 --> 00:09:47.700]  那這些人是我們現在的什麼人
[00:09:47.700 --> 00:09:52.900]  就是你們這些在Microsoft啊
[00:09:52.900 --> 00:09:54.100]  在Apple啊
[00:09:54.100 --> 00:09:55.300]  在谷歌啊
[00:09:55.300 --> 00:09:59.000]  你們這些工程師
[00:09:59.000 --> 00:10:00.700]  還有你們在這Wall Street裡面
[00:10:00.700 --> 00:10:04.000]  這些Financial的精英
[00:10:04.000 --> 00:10:09.100]  都是在這個社會上很有影響力的人
[00:10:09.100 --> 00:10:11.100]  你們 他上面講說
[00:10:11.100 --> 00:10:13.000]  你們要小心啊
[00:10:13.000 --> 00:10:14.000]  你們要注意啊
[00:10:14.000 --> 00:10:16.200]  因為你們是影響社會的人啊
[00:10:16.200 --> 00:10:19.300]  看我們這幾天影響多大
[00:10:19.300 --> 00:10:22.100]  都是因為這些high-tech people
[00:10:22.100 --> 00:10:23.200]  他們很有權力
[00:10:23.200 --> 00:10:26.800]  現在他們在社會上很有影響力
[00:10:26.800 --> 00:10:33.400]  但是你們的影響力不是只有靠外面洗乾淨就好了
[00:10:33.400 --> 00:10:35.600]  外面光鮮亮麗就夠了
[00:10:35.600 --> 00:10:36.600]  你們裡面
[00:10:36.600 --> 00:10:39.800]  我們的裡面還是要完全的洗乾淨
[00:10:39.800 --> 00:10:41.100]  完全的完全
[00:10:41.100 --> 00:10:42.900]  那你才能夠真正
[00:10:42.900 --> 00:10:44.100]  你要認識耶穌
[00:10:44.100 --> 00:10:45.600]  你要與神連結
[00:10:45.600 --> 00:10:49.100]  那你們這些社會上重要的人
[00:10:49.100 --> 00:10:54.200]  你們才能夠真正的對這個社會帶出好的影響來
[00:10:54.200 --> 00:10:59.700]  所以我們
[00:10:59.700 --> 00:11:07.600]  所以我們有時候要讓那個跟我們活了大半輩子的老我死掉
[00:11:07.600 --> 00:11:09.700]  請問什麼叫老我
[00:11:09.700 --> 00:11:12.700]  老我就是你的習慣
[00:11:12.700 --> 00:11:16.600]  跟你你你你裡面那個根深蒂固的想法
[00:11:16.600 --> 00:11:17.800]  然後這些呢
[00:11:17.800 --> 00:11:21.800]  其實你你的你的你生活的習慣跟你裡面這些想法
[00:11:21.800 --> 00:11:23.800]  其實是最傷人的
[00:11:23.800 --> 00:11:26.300]  而且是最自以為是的觀念
[00:11:26.300 --> 00:11:32.600]  你你你常常連那些你這些是連你自己都改變不了
[00:11:32.600 --> 00:11:34.400]  你自己都無可奈何的
[00:11:34.400 --> 00:11:37.200]  這種生命這些叫做老我的生命呢
[00:11:37.200 --> 00:11:40.000]  我們要把它跟基督同定十字架
[00:11:40.000 --> 00:11:44.000]  我們要求神來轉移我們的心智
[00:11:44.000 --> 00:11:47.500]  才能夠讓我們調轉我們的方向
[00:11:47.500 --> 00:11:49.100]  我們不然的話
[00:11:49.100 --> 00:11:51.500]  我們實在是很難的
[00:11:51.500 --> 00:12:00.300]  因為這個我們要讓我們數天的心思意念和我們的新新生命來恢復來恢復
[00:12:00.300 --> 00:12:07.900]  就像剛才穆斯好像也有講到要要從這個舊的人變成新的人
[00:12:07.900 --> 00:12:12.600]  那恢復就是要死與復活
[00:12:12.600 --> 00:12:15.400]  每天靠著聖靈所賜的恩典
[00:12:15.400 --> 00:12:17.400]  一天一天的更新
[00:12:17.400 --> 00:12:21.000]  慢慢的告別我們舊有的生命
[00:12:21.000 --> 00:12:27.500]  那我其實非常喜歡上週宣召的經文
[00:12:27.500 --> 00:12:31.500]  在以佛所書四章二十一節到三十二節很長
[00:12:31.500 --> 00:12:32.800]  我們不去念了
[00:12:32.800 --> 00:12:35.100]  但是他那些經文裡面在講什麼
