
[00:00:00.000 --> 00:00:02.940]  很高興在港台上見到大家
[00:00:02.940 --> 00:00:05.480]  今天很高興在講台上見到大家
[00:00:05.480 --> 00:00:09.580]  大家知道昨晚我們叫做「教了快鐘」
[00:00:09.580 --> 00:00:12.680]  大家知道了,我們昨天就敲了所謂的「快鐘」
[00:00:12.680 --> 00:00:15.000]  今天想著大部份人都會遲到的
[00:00:15.000 --> 00:00:17.440]  本來想像中大部份人今天都會遲到
[00:00:17.440 --> 00:00:18.980]  可見大部份人都準時
[00:00:18.980 --> 00:00:20.460]  可見大部份人都準時
[00:00:20.460 --> 00:00:25.580]  而且也是很精神的回到教會
[00:00:25.580 --> 00:00:27.980]  而且也是非常精神健康的來到教會
[00:00:27.980 --> 00:00:30.700]  睡少了一個小時都對你們沒甚麼影響
[00:00:30.700 --> 00:00:33.300]  少睡了一個小時好像對大家沒甚麼影響
[00:00:33.300 --> 00:00:35.460]  對我影響不大
[00:00:35.460 --> 00:00:38.040]  因為我的老人家平時就六點鐘醒
[00:00:38.040 --> 00:00:41.600]  因為他老人家平常六點鐘就起來
[00:00:41.600 --> 00:00:43.960]  那今天七點鐘就OK了
[00:00:43.960 --> 00:00:46.780]  今天七點鐘是還可以的
[00:00:46.780 --> 00:00:50.060]  那大家知道今天是母親主日是不是
[00:00:50.060 --> 00:00:52.060]  大家知道今天是母親的主日
[00:00:52.060 --> 00:00:56.320]  有很多在香港或其他地方過來英國的時候
[00:00:56.320 --> 00:00:59.540]  有很多在香港或其他地方過來英國的時候
[00:00:59.540 --> 00:01:03.120]  他們很奇怪為甚麼你們英國的母親節這麼怪
[00:01:03.120 --> 00:01:07.340]  他們都特別奇怪為甚麼英國的母親節的日子這麼奇怪
[00:01:07.340 --> 00:01:09.620]  不是五月第二個星期的嗎
[00:01:09.620 --> 00:01:11.460]  不是五月的第二個星期嗎
[00:01:11.460 --> 00:01:13.460]  為甚麼你們是會在三月的
[00:01:13.460 --> 00:01:14.740]  為甚麼會在三月呢
[00:01:14.740 --> 00:01:16.440]  而且每年都不同的
[00:01:16.440 --> 00:01:17.940]  而且每年都不同
[00:01:17.940 --> 00:01:21.900]  原來我們的母親節跟其他的母親節是不同的
[00:01:21.900 --> 00:01:24.420]  原來我們的母親節跟其他的母親節是不一樣的
[00:01:24.420 --> 00:01:26.220]  英國是一個很傳統的國家
[00:01:26.220 --> 00:01:28.100]  英國是一個很傳統的國家
[00:01:28.100 --> 00:01:31.100]  所以其實我們今天慶祝的不是母親節
[00:01:31.100 --> 00:01:33.500]  所以其實我們今天慶祝的不是母親節
[00:01:33.500 --> 00:01:35.500]  母親節是從美國而來的
[00:01:35.500 --> 00:01:37.060]  母親節是從美國而來的
[00:01:37.060 --> 00:01:40.520]  是一個世俗的節日
[00:01:40.520 --> 00:01:42.060]  是一個世俗的節日
[00:01:42.060 --> 00:01:43.380]  就是五月第二個星期
[00:01:43.380 --> 00:01:44.780]  就是五月的第二個星期
[00:01:44.780 --> 00:01:47.060]  而六月第三個星期就是父親節
[00:01:47.060 --> 00:01:48.060]  大家都很熟悉是不是
[00:01:48.060 --> 00:01:50.860]  六月的第三個星期就是父親節
[00:01:50.860 --> 00:01:51.660]  大家都非常熟悉
[00:01:51.660 --> 00:01:54.420]  今天我們慶祝的其實是母親主日
[00:01:54.420 --> 00:01:56.860]  今天我們慶祝的其實是母親主日
[00:01:56.860 --> 00:01:59.380]  你留意外面很多人說是Mother's Sunday
[00:01:59.380 --> 00:02:00.660]  就不是說Mother's Day
[00:02:00.660 --> 00:02:04.220]  我們留意大家都說Mother's Sunday
[00:02:04.220 --> 00:02:07.100]  就是星期天的母親日
[00:02:07.100 --> 00:02:10.300]  其實這個是一個教會的日子
[00:02:10.300 --> 00:02:12.420]  這其實是一個教會的日子
[00:02:12.420 --> 00:02:14.820]  我們福音派就很少留意
[00:02:14.820 --> 00:02:16.940]  原來教會是有一個日曆的
[00:02:16.940 --> 00:02:19.900]  我們福音派比較少留意
[00:02:19.900 --> 00:02:25.140]  原來教會會有一個日曆的
[00:02:25.140 --> 00:02:26.980]  但是我們禮儀派教會
[00:02:26.980 --> 00:02:28.980]  例如聖公會 信義宗那些
[00:02:28.980 --> 00:02:31.740]  他們有一個教會的日曆
[00:02:31.740 --> 00:02:33.540]  可是如果禮儀派的教會
[00:02:33.540 --> 00:02:35.700]  比如說聖公會 信義會的
[00:02:35.700 --> 00:02:38.740]  他們會有一個教會的日曆
[00:02:38.740 --> 00:02:44.100]  很多時候都是以復活節作為指標
[00:02:44.100 --> 00:02:46.980]  很多時候都是以復活節作為指標
[00:02:46.980 --> 00:02:49.700]  大家知道復活節前有四十天
[00:02:49.700 --> 00:02:51.940]  不計星期天有四十天
[00:02:51.940 --> 00:02:54.860]  我們叫它做Lunch和大齋期
[00:02:54.860 --> 00:02:57.620]  我們知道復活節前的四十天
[00:02:57.620 --> 00:02:59.340]  不算假期日
[00:02:59.340 --> 00:03:01.860]  其實是一個大齋期
[00:03:01.860 --> 00:03:07.100]  是紀念耶穌基督四十天的禁食
[00:03:07.100 --> 00:03:10.220]  那是今天耶穌基督四十天的禁食
[00:03:10.220 --> 00:03:11.540]  原來這個Mother's Sunday
[00:03:11.540 --> 00:03:15.140]  是大齋期中第四個主日
[00:03:15.140 --> 00:03:18.740]  這個母親日是大齋期中的
[00:03:18.740 --> 00:03:19.700]  第四個主日
[00:03:19.700 --> 00:03:23.620]  也是復活節之前第三個主日
[00:03:23.620 --> 00:03:26.020]  也是復活節之前的第三個主日
