
[00:00:00.000 --> 00:00:02.000]  我們一起看一看
[00:00:02.000 --> 00:00:04.000]  「成為你的傑作」
[00:00:04.000 --> 00:00:06.000]  請問那個「你」是誰?
[00:00:06.000 --> 00:00:08.000]  那個「你」是誰?
[00:00:08.000 --> 00:00:10.000]  那個「你」是上帝
[00:00:10.000 --> 00:00:12.000]  「成為你的傑作」
[00:00:12.000 --> 00:00:14.000]  今晚我們看的經文不如我們先讀一次
[00:00:14.000 --> 00:00:16.000]  其實今晚跟大家講七節經文
[00:00:16.000 --> 00:00:18.000]  應該大家都會聽過
[00:00:18.000 --> 00:00:20.000]  在詩篇十八篇
[00:00:20.000 --> 00:00:22.000]  我們一起讀一次
[00:00:22.000 --> 00:00:24.000]  詩篇十八篇
[00:00:24.000 --> 00:00:26.000]  我們看一看經文
[00:00:26.000 --> 00:00:28.000]  我們先讀四次的經文
[00:00:28.000 --> 00:00:30.000]  大家看到嗎?
[00:00:30.000 --> 00:00:32.000]  如果看到不如我們一起讀一下四字
[00:00:32.000 --> 00:00:34.000]  預備,一二三
[00:00:34.000 --> 00:00:37.000]  他從高天伸手抓住我
[00:00:37.000 --> 00:00:40.000]  把我從大水中拉上來
[00:00:40.000 --> 00:00:43.000]  他救我脫離我的勁敵
[00:00:43.000 --> 00:00:45.000]  和那些恨我的人
[00:00:45.000 --> 00:00:47.000]  因為他們比我強盛
[00:00:47.000 --> 00:00:50.000]  我遭遇災難的日子
[00:00:50.000 --> 00:00:52.000]  他們來攻擊我
[00:00:52.000 --> 00:00:55.000]  但耶和華是我的依靠
[00:00:55.000 --> 00:00:58.000]  領我到寬闊之處
[00:00:58.000 --> 00:01:00.000]  他救拔我
[00:01:00.000 --> 00:01:02.000]  因他喜悅我
[00:01:02.000 --> 00:01:04.000]  好,我很想跟大家分享一下
[00:01:04.000 --> 00:01:07.000]  其實當我們看到這首詩篇的時候
[00:01:07.000 --> 00:01:09.000]  我不知道哪一隻字最觸動你
[00:01:09.000 --> 00:01:11.000]  其實這首詩篇
[00:01:11.000 --> 00:01:13.000]  當我一看的時候
[00:01:13.000 --> 00:01:16.000]  其實幾個字都很觸動我
[00:01:16.000 --> 00:01:18.000]  觸動我的地方是什麼呢?
[00:01:18.000 --> 00:01:19.000]  我們跳下去
[00:01:19.000 --> 00:01:21.000]  下一章的時候我們就會看到
[00:01:21.000 --> 00:01:23.000]  不是,上回去
[00:01:23.000 --> 00:01:25.000]  剛剛那一章
[00:01:25.000 --> 00:01:27.000]  觸動我的時候
[00:01:27.000 --> 00:01:30.000]  其實原來神高天伸手抓住我
[00:01:30.000 --> 00:01:32.000]  很觸動到我
[00:01:32.000 --> 00:01:35.000]  說一說這首詩的背景
[00:01:35.000 --> 00:01:37.000]  我們跳下一章
[00:01:37.000 --> 00:01:39.000]  背景是什麼呢?
[00:01:39.000 --> 00:01:42.000]  原來是大衛的一首《勝利之歌》
[00:01:42.000 --> 00:01:45.000]  如果大家有看《薩姆爾記》下
[00:01:45.000 --> 00:01:47.000]  這首是大衛詩篇
[00:01:47.000 --> 00:01:49.000]  第十八篇是大衛所寫的
[00:01:49.000 --> 00:01:51.000]  如果有看《薩姆爾記》下
[00:01:51.000 --> 00:01:53.000]  第二章其實是一模一樣的
[00:01:53.000 --> 00:01:55.000]  當你打開聖經的時候
[00:01:55.000 --> 00:01:57.000]  背景是什麼呢?
[00:01:57.000 --> 00:02:01.000]  大家記不記得大衛之前是做什麼工作的?
[00:02:01.000 --> 00:02:03.000]  十幾歲的時候做什麼工作的?
[00:02:03.000 --> 00:02:05.000]  大衛
[00:02:05.000 --> 00:02:07.000]  看洋的嘛
[00:02:07.000 --> 00:02:09.000]  他是牧羊人來的嘛
[00:02:09.000 --> 00:02:11.000]  他十七歲的時候被薩姆爾
[00:02:11.000 --> 00:02:13.000]  高立了當時的先知
[00:02:13.000 --> 00:02:15.000]  高立了為王
[00:02:15.000 --> 00:02:17.000]  正式做王他是幾歲呢?
[00:02:17.000 --> 00:02:19.000]  三十歲
[00:02:19.000 --> 00:02:21.000]  看看你旁邊的那個他現在多少歲?
[00:02:21.000 --> 00:02:23.000]  哈哈哈
[00:02:23.000 --> 00:02:25.000]  我們不知道的
[00:02:25.000 --> 00:02:27.000]  但我看下去大家都是很年輕的
[00:02:27.000 --> 00:02:29.000]  大衛做牧羊人的時候是十七歲
[00:02:29.000 --> 00:02:31.000]  被高立為王
[00:02:31.000 --> 00:02:33.000]  是十七歲
[00:02:33.000 --> 00:02:35.000]  但是正式做王
[00:02:35.000 --> 00:02:37.000]  是三十歲
[00:02:37.000 --> 00:02:39.000]  就是說這十幾年做什麼呢?
[00:02:39.000 --> 00:02:41.000]  記得剛才跟大家說
[00:02:41.000 --> 00:02:43.000]  我九歲回教會
[00:02:43.000 --> 00:02:45.000]  二十六歲信耶穌
[00:02:45.000 --> 00:02:47.000]  其實一直是一個很害羞的人
[00:02:47.000 --> 00:02:49.000]  我很記得
[00:02:49.000 --> 00:02:51.000]  當時我跪下
[00:02:51.000 --> 00:02:53.000]  突然間體會到
[00:02:53.000 --> 00:02:55.000]  原來耶穌的愛和我這麼親切
[00:02:55.000 --> 00:02:57.000]  十戒原來是為我去釘
[00:02:57.000 --> 00:02:59.000]  那一晚之後
[00:02:59.000 --> 00:03:01.000]  其實我都不覺得
[00:03:01.000 --> 00:03:03.000]  但是第二天
[00:03:03.000 --> 00:03:05.000]  我就知道發生什麼事
[00:03:05.000 --> 00:03:07.000]  第二天一起床
[00:03:07.000 --> 00:03:09.000]  我想今早一點回教會
[00:03:09.000 --> 00:03:11.000]  星期天
[00:03:11.000 --> 00:03:13.000]  然後帶筆記簿
[00:03:13.000 --> 00:03:15.000]  還要回去一跑跑到錯第一行
[00:03:15.000 --> 00:03:17.000]  從九歲開始坐最後一行
[00:03:17.000 --> 00:03:19.000]  接著那天帶筆記簿
[00:03:19.000 --> 00:03:21.000]  跑去坐第一行
[00:03:21.000 --> 00:03:23.000]  從九歲開始認識我的牧師
[00:03:23.000 --> 00:03:25.000]  他一坐在那裡
[00:03:25.000 --> 00:03:27.000]  眼睛都大了
[00:03:27.000 --> 00:03:29.000]  為什麼坐在那裡
[00:03:29.000 --> 00:03:31.000]  接著全程
[00:03:31.000 --> 00:03:33.000]  其實我不是很記得那篇道
[00:03:33.000 --> 00:03:35.000]  但是我記得主題是
[00:03:35.000 --> 00:03:37.000]  你愛我比這些更什麼
[00:03:37.000 --> 00:03:39.000]  當時是幾年呢?
[00:03:39.000 --> 00:03:41.000]  一九八九年
[00:03:41.000 --> 00:03:43.000]  所以當我回頭看的時候
[00:03:43.000 --> 00:03:45.000]  我今天還記得
[00:03:45.000 --> 00:03:47.000]  全程沒有睡覺
[00:03:47.000 --> 00:03:49.000]  接著我還要寫筆記
[00:03:49.000 --> 00:03:51.000]  耶穌問了給了我三次
[00:03:51.000 --> 00:03:53.000]  你愛我比這些更什麼
[00:03:53.000 --> 00:03:55.000]  那篇道是我第一次
[00:03:55.000 --> 00:03:57.000]  在教會真真正正聽到
[00:03:57.000 --> 00:03:59.000]  十七年來我都是睡覺
[00:03:59.000 --> 00:04:01.000]  沒聽過道
[00:04:01.000 --> 00:04:03.000]  但是那天真正聽到
[00:04:03.000 --> 00:04:05.000]  我就想為什麼這麼厲害
[00:04:05.000 --> 00:04:07.000]  一個害羞的人
[00:04:07.000 --> 00:04:09.000]  原本坐到最後
[00:04:09.000 --> 00:04:11.000]  接著坐到第一行
[00:04:11.000 --> 00:04:13.000]  嘩為什麼主耶穌這麼厲害呢
[00:04:13.000 --> 00:04:15.000]  我完全不害羞
[00:04:15.000 --> 00:04:17.000]  我完全去到前面
[00:04:17.000 --> 00:04:19.000]  就是這樣很專心
[00:04:19.000 --> 00:04:21.000]  其實今天當我預備的時候
[00:04:21.000 --> 00:04:23.000]  阿南之前也跟我說
[00:04:23.000 --> 00:04:25.000]  其實我們二月份
[00:04:25.000 --> 00:04:27.000]  因為教會都說主題興起發光
[00:04:27.000 --> 00:04:29.000]  不過我們想說多一點
[00:04:29.000 --> 00:04:31.000]  是關於個性部分
[00:04:31.000 --> 00:04:33.000]  我今晚又試一下
[00:04:33.000 --> 00:04:35.000]  跟大家分享
[00:04:35.000 --> 00:04:37.000]  你看到我今晚拿麥克風
[00:04:37.000 --> 00:04:39.000]  其實我二十六歲的時候
[00:04:39.000 --> 00:04:41.000]  我是不得了的
[00:04:41.000 --> 00:04:43.000]  因為我極度害羞
[00:04:43.000 --> 00:04:45.000]  超級內向
[00:04:45.000 --> 00:04:47.000]  人際關係完全不OK
[00:04:47.000 --> 00:04:49.000]  但是神是怎樣改變我呢
[00:04:49.000 --> 00:04:51.000]  我們再看視頻
[00:04:51.000 --> 00:04:53.000]  我們看原來
[00:04:53.000 --> 00:04:55.000]  當大衛寫十八篇的時候
[00:04:55.000 --> 00:04:57.000]  是掃羅王剛剛戰死
[00:04:57.000 --> 00:04:59.000]  大家知道
[00:04:59.000 --> 00:05:01.000]  大衛擊敗了巨人哥利亞之後
[00:05:01.000 --> 00:05:03.000]  其實他一直被掃羅王追殺
[00:05:03.000 --> 00:05:05.000]  因為掃羅王妒忌他
[00:05:05.000 --> 00:05:07.000]  一直追殺他
[00:05:07.000 --> 00:05:09.000]  直到殺武爾記下
[00:05:09.000 --> 00:05:11.000]  第二十一章掃羅王戰死了
[00:05:11.000 --> 00:05:13.000]  接著大衛
[00:05:13.000 --> 00:05:15.000]  就寫了這首詩篇
[00:05:15.000 --> 00:05:17.000]  不是慶祝掃羅戰死
[00:05:17.000 --> 00:05:19.000]  而是他感謝主
[00:05:19.000 --> 00:05:21.000]  讓他身邊其實不止掃羅王追殺他
[00:05:21.000 --> 00:05:23.000]  還有很多敵人
[00:05:23.000 --> 00:05:25.000]  其實神都跟他擺平了
[00:05:25.000 --> 00:05:27.000]  神都跟他擊退了所有敵人
[00:05:27.000 --> 00:05:29.000]  所以他寫了第十八篇
[00:05:29.000 --> 00:05:31.000]  所以有很多的牧者
[00:05:31.000 --> 00:05:33.000]  跟很多的弟兄姊妹說
[00:05:33.000 --> 00:05:35.000]  如果你人生經歷了風浪
[00:05:35.000 --> 00:05:37.000]  到了最後跨過挑戰
[00:05:37.000 --> 00:05:39.000]  請你讀第十八篇
[00:05:39.000 --> 00:05:41.000]  因為第十八篇很有力量
[00:05:41.000 --> 00:05:43.000]  所以當我讀第十八篇的時候
[00:05:43.000 --> 00:05:45.000]  今晚跟大家由第十六節開始分享
[00:05:45.000 --> 00:05:47.000]  因為我一月三十一日
