
[00:00:00.000 --> 00:00:02.000]  在過去的兩個禮拜
[00:00:02.000 --> 00:00:04.960]  我們曾經思想過
[00:00:04.960 --> 00:00:08.240]  「恩賜款待」的宣教使命
[00:00:08.240 --> 00:00:11.120]  在今早、今午的崇拜
[00:00:11.120 --> 00:00:13.520]  我們會用另一個角度
[00:00:13.520 --> 00:00:15.520]  去領受相關的訊息
[00:00:15.520 --> 00:00:17.400]  在今天的早上
[00:00:17.400 --> 00:00:19.560]  我們會傾談的就是
[00:00:19.560 --> 00:00:23.120]  「恩賜款待」的靈性實踐
[00:00:23.120 --> 00:00:24.800]  題目就是
[00:00:24.800 --> 00:00:27.720]  「客要一味地款待」
[00:00:27.720 --> 00:00:29.440]  今天的訊息
[00:00:29.440 --> 00:00:33.560]  可以說是兩個禮拜前的訊息的續篇
[00:00:33.560 --> 00:00:36.760]  我們會一同去思想的就是
[00:00:36.760 --> 00:00:41.880]  我們是否一個「恩賜款待」的神的兒女
[00:00:41.880 --> 00:00:44.680]  「恩賜款待」
[00:00:44.680 --> 00:00:48.880]  是否已經成為我們的靈性的實踐
[00:00:48.880 --> 00:00:53.360]  「恩賜款待」是否成「贈家」的靈性
[00:00:53.360 --> 00:00:55.880]  是否成「贈家」的靈性實踐
[00:00:56.280 --> 00:01:00.960]  是否靈性成「贈家」的一個重要的標記
[00:01:00.960 --> 00:01:02.840]  我們同心討過
[00:01:02.840 --> 00:01:07.320]  親愛的主在今天早上
[00:01:07.320 --> 00:01:10.120]  在這個接近中午的時間
[00:01:10.120 --> 00:01:12.000]  我們一同去敬拜祢
[00:01:12.000 --> 00:01:15.880]  多謝祢讓我們能夠在祢的聖所當中
[00:01:15.880 --> 00:01:19.000]  我們去敬拜祢
[00:01:19.000 --> 00:01:21.480]  去感謝祢在我們生命的恩典
[00:01:21.480 --> 00:01:24.640]  如今我們要一同去聽祢的話語
[00:01:25.400 --> 00:01:29.120]  求祢讓我們眾弟兄姊妹們都有好的耳朵
[00:01:29.120 --> 00:01:31.160]  我們一同的聽見
[00:01:31.160 --> 00:01:32.640]  一同的明白
[00:01:32.640 --> 00:01:34.400]  一同的相信
[00:01:34.400 --> 00:01:36.320]  主啊求祢憐憫我們
[00:01:36.320 --> 00:01:37.200]  幫助我們
[00:01:37.200 --> 00:01:39.520]  我們這樣的祈禱
[00:01:39.520 --> 00:01:41.840]  是奉主耶穌基督的名字
[00:01:41.840 --> 00:01:42.880]  Amen
[00:01:42.880 --> 00:01:48.280]  早期的醫院
[00:01:48.280 --> 00:01:51.800]  他們的英文名都是叫Hospitals
[00:01:52.760 --> 00:01:56.640]  是和恩切款待Hospitality
[00:01:56.640 --> 00:01:59.600]  這個字
[00:01:59.600 --> 00:02:01.960]  恩切款待是息息相關的
[00:02:01.960 --> 00:02:06.520]  當代一個奇怪的現象就是
[00:02:06.520 --> 00:02:09.280]  醫院Hospitals
[00:02:09.280 --> 00:02:11.080]  是越來越少
[00:02:11.080 --> 00:02:15.680]  甚至說缺乏恩切款待Hospitality
[00:02:15.680 --> 00:02:19.800]  草創階段的醫院
[00:02:19.800 --> 00:02:22.760]  是和今天的善中院
[00:02:22.760 --> 00:02:25.600]  Hospices是非常接近的
[00:02:25.600 --> 00:02:32.400]  在那個時候醫院是病人和臨終的病人
[00:02:32.400 --> 00:02:34.880]  他們所受到關心
[00:02:34.880 --> 00:02:38.200]  受到接待的地方
[00:02:38.200 --> 00:02:41.200]  病人去到這些醫院
[00:02:41.200 --> 00:02:45.760]  其實是要得到醫治的機會是非常渺茫
[00:02:45.760 --> 00:02:49.520]  醫護人員只能夠照顧他們
[00:02:50.000 --> 00:02:51.720]  盡量的款待他們
[00:02:51.720 --> 00:02:54.040]  很多時候醫務人員
[00:02:54.040 --> 00:02:56.600]  甚至因為照顧的緣故
[00:02:56.600 --> 00:02:58.720]  都會患病而離世
[00:02:58.720 --> 00:03:00.760]  在今天
[00:03:00.760 --> 00:03:02.080]  醫院
[00:03:02.080 --> 00:03:03.120]  好的醫院
[00:03:03.120 --> 00:03:07.120]  就會認為是能夠治好病人的醫院
[00:03:07.120 --> 00:03:10.480]  但是今天當人去到醫院的時候
[00:03:10.480 --> 00:03:13.200]  醫院第一個問題就會問
[00:03:13.200 --> 00:03:15.000]  你能不能給錢
[00:03:15.000 --> 00:03:19.400]  會問病人你是接受這些醫治手術
[00:03:19.400 --> 00:03:21.200]  是不是能夠給錢
[00:03:21.200 --> 00:03:25.120]  假如病人和親朋戚友
[00:03:25.120 --> 00:03:27.200]  是不能夠付款的話
[00:03:27.200 --> 00:03:29.640]  縱然醫院有好的醫生
[00:03:29.640 --> 00:03:31.240]  有好的護士
[00:03:31.240 --> 00:03:34.280]  都想能夠幫助這些病人
[00:03:34.280 --> 00:03:36.720]  但是醫院的行政人員
[00:03:36.720 --> 00:03:44.560]  就會拒絕給任何的恩切款待的醫治
[00:03:45.480 --> 00:03:51.280]  因為醫療是必須以金錢來量薄的
[00:03:51.280 --> 00:03:54.200]  而我有一位親戚
[00:03:54.200 --> 00:03:57.160]  在幾年前去到上海旅遊
[00:03:57.160 --> 00:03:59.080]  突然間他的胃
[00:03:59.080 --> 00:04:02.680]  周邊有些血管
[00:04:02.680 --> 00:04:04.400]  血管爆裂
[00:04:04.400 --> 00:04:06.320]  需要接受手術
[00:04:06.320 --> 00:04:08.160]  然後才能夠救命
[00:04:08.160 --> 00:04:14.920]  醫院就要求家人要給十幾萬的人民幣
[00:04:15.280 --> 00:04:17.960]  見到錢才可以做手術
[00:04:17.960 --> 00:04:20.840]  如果見不到錢就不能做手術
[00:04:20.840 --> 00:04:24.160]  他的兒子得到消息之後
[00:04:24.160 --> 00:04:28.120]  就立即在香港拿錢拿十幾萬
[00:04:28.120 --> 00:04:30.200]  然後飛去上海
[00:04:30.200 --> 00:04:33.600]  去到的時候病人已經離世
[00:04:33.600 --> 00:04:36.240]  這些情況
[00:04:36.240 --> 00:04:41.520]  是顯示出醫療圈子一些極端的故事
[00:04:42.160 --> 00:04:45.720]  醫療是和消費息息相關的
[00:04:45.720 --> 00:04:48.480]  醫院
[00:04:48.480 --> 00:04:51.680]  不是一定有恩切款待
[00:04:51.680 --> 00:04:53.120]  Hospitality
[00:04:53.120 --> 00:04:54.240]  不是一定的
[00:04:54.240 --> 00:05:00.680]  同樣教會應該是一個恩切款待的地方
[00:05:00.680 --> 00:05:03.240]  是充滿愛的地方
[00:05:03.240 --> 00:05:05.440]  但是今天的一些教會
[00:05:05.440 --> 00:05:07.760]  是忘記了福音當中的
[00:05:07.760 --> 00:05:10.240]  恩切款待的重要性
[00:05:10.840 --> 00:05:13.760]  部分的原因就是我們教會
[00:05:13.760 --> 00:05:17.080]  生活在這個社會的文化
[00:05:17.080 --> 00:05:19.760]  是叫我們難以去款待人的
[00:05:19.760 --> 00:05:21.960]  另一方面就是我們都很忙
[00:05:21.960 --> 00:05:24.080]  我們沒有時間去思想
[00:05:24.080 --> 00:05:28.120]  究竟福音要求我們怎樣去恩切款待
[00:05:28.120 --> 00:05:31.160]  其中的一些的障礙
[00:05:31.160 --> 00:05:32.400]  一些的困難
[00:05:32.400 --> 00:05:36.320]  就是我們是變得越來越富足
[00:05:36.320 --> 00:05:39.680]  我們都是變得越來越忙碌
[00:05:40.840 --> 00:05:42.520]  今天的教會
[00:05:42.520 --> 00:05:44.520]  可以說是相當富足的
[00:05:44.520 --> 00:05:47.560]  我們弟兄姊妹們都是可以的
[00:05:47.560 --> 00:05:50.280]  最低限度你不用款待我
[00:05:50.280 --> 00:05:51.480]  你不用接待我
[00:05:51.480 --> 00:05:53.080]  你不用照顧我
[00:05:53.080 --> 00:05:54.080]  是不是?
[00:05:54.080 --> 00:05:55.360]  我搞定的
[00:05:55.360 --> 00:05:57.640]  另一方面
[00:05:57.640 --> 00:06:00.840]  你都不要想著我照顧你、款待你
[00:06:00.840 --> 00:06:05.040]  因為我有爸、有媽、有兒子、有女兒、有工作
[00:06:05.040 --> 00:06:07.160]  我顧不了你的了
[00:06:07.160 --> 00:06:09.600]  我只顧到我自己而已
[00:06:09.760 --> 00:06:11.320]  所以你不用照顧我
[00:06:11.320 --> 00:06:12.880]  我也不用照顧你
[00:06:12.880 --> 00:06:15.480]  加上大家這麼忙
[00:06:15.480 --> 00:06:18.640]  我們家裡又住得很小
[00:06:18.640 --> 00:06:21.160]  怎麼可以請人來我們家裡
[00:06:21.160 --> 00:06:24.000]  可以一起去吃飯、去聊天呢?
[00:06:24.000 --> 00:06:26.600]  如果真的要聊天的話
[00:06:26.600 --> 00:06:29.560]  我們都可以出去餐廳那裡
[00:06:29.560 --> 00:06:31.560]  在那裡聊天
[00:06:31.560 --> 00:06:32.880]  所以
[00:06:32.880 --> 00:06:37.080]  那種以前說要請人家來我們家裡
[00:06:37.080 --> 00:06:39.040]  一起促膝談心
[00:06:39.040 --> 00:06:40.840]  一起哀然分享
[00:06:40.840 --> 00:06:44.000]  這些恩切款待的實踐
[00:06:44.000 --> 00:06:45.680]  是見少買少的
[00:06:45.680 --> 00:06:49.680]  恩切款待的第二個障礙
[00:06:49.680 --> 00:06:53.560]  就是教會的地位和教會的組織
[00:06:53.560 --> 00:06:57.920]  曾幾何時在西方的社會教會
[00:06:57.920 --> 00:06:59.960]  是多麼重要的
[00:06:59.960 --> 00:07:02.760]  教會的成功很多時候
[00:07:02.760 --> 00:07:06.000]  就看教會裡面有多少的能力
[00:07:06.000 --> 00:07:07.560]  有多少的人才
[00:07:07.560 --> 00:07:09.400]  有多少的錢財
[00:07:09.400 --> 00:07:13.920]  這樣的現象有些時候我們搞錯了
[00:07:13.920 --> 00:07:17.960]  就以為教會是屬於我們的
[00:07:17.960 --> 00:07:22.320]  教會行不行就是看我們行不行了
[00:07:22.320 --> 00:07:25.160]  我們忘記了教會
[00:07:25.160 --> 00:07:27.560]  是神的團地
[00:07:27.560 --> 00:07:30.240]  是神的房屋
[00:07:30.240 --> 00:07:32.920]  是神的聖殿
[00:07:32.920 --> 00:07:36.040]  當我們忘記了教會
[00:07:36.360 --> 00:07:37.800]  不是我們的
[00:07:37.800 --> 00:07:40.440]  忘記了教會是神的團地
[00:07:40.440 --> 00:07:41.760]  是神的房屋
[00:07:41.760 --> 00:07:44.040]  是神的殿的時候
[00:07:44.040 --> 00:07:46.320]  我們就很容易
[00:07:46.320 --> 00:07:49.480]  將教會變成為了一個社群
[00:07:49.480 --> 00:07:54.480]  是一個社群所追求的是什麼呢?
[00:07:54.480 --> 00:07:57.520]  在社會當中的地位
[00:07:57.520 --> 00:07:58.880]  權勢
[00:07:58.880 --> 00:08:00.280]  名聲
[00:08:00.280 --> 00:08:02.520]  安穩和安全感
[00:08:03.800 --> 00:08:06.880]  教會的社群的組織
[00:08:06.880 --> 00:08:11.320]  是要將人有策略地分門別類
[00:08:11.320 --> 00:08:15.240]  例如同種族的人走在一起
[00:08:15.240 --> 00:08:18.560]  同階層的人走在一邊
