
[00:00:00.000 --> 00:00:01.600]  各位定睇字幕嘅大家好
[00:00:01.600 --> 00:00:05.880]  生命樹宣教網絡又同大家睇聖經人聖經事
[00:00:05.880 --> 00:00:10.520]  最緊要係睇到聖經人士後面
[00:00:10.520 --> 00:00:12.400]  聖經的神耶和華
[00:00:12.400 --> 00:00:14.240]  佢點樣做嘢
[00:00:14.240 --> 00:00:17.080]  佢諗乜嘢佢係點嘅認識佢多啲
[00:00:17.080 --> 00:00:19.960]  今日嘅題目呢係以家博
[00:00:19.960 --> 00:00:22.080]  以家博係人名嚟嘅
[00:00:22.080 --> 00:00:25.640]  以家博嘅意思就係沒有榮耀
[00:00:25.640 --> 00:00:27.720]  或者冇有榮光
[00:00:27.720 --> 00:00:30.520]  榮光同榮耀其實都係gory
[00:00:30.520 --> 00:00:32.800]  榮耀就比較啱啲
[00:00:32.800 --> 00:00:34.240]  以家博佢嘅人名
[00:00:34.240 --> 00:00:37.200]  係得呢個經文出過一次咁多
[00:00:37.200 --> 00:00:41.360]  喺《撒姆爾記》上第四章
[00:00:41.360 --> 00:00:43.560]  上文講到咩呢
[00:00:43.560 --> 00:00:48.440]  就係菲利士一路一路蠶食以色列地方
[00:00:48.440 --> 00:00:50.600]  話終於去到必須一戰
[00:00:50.600 --> 00:00:52.720]  於是以色列人聚集埋
[00:00:52.720 --> 00:00:57.120]  就喺以便以謝同菲利士人打仗
[00:00:57.120 --> 00:01:00.800]  咁點知第一場仗死咗四千人
[00:01:00.800 --> 00:01:04.520]  大家垂頭喪氣點解會輸呢
[00:01:04.520 --> 00:01:08.120]  我哋耶和華軍隊神係睇住我哋㗎嘛
[00:01:08.120 --> 00:01:10.400]  於是有啲以色列嘅長老就話
[00:01:10.400 --> 00:01:12.320]  不如唔係啦
[00:01:12.320 --> 00:01:15.160]  睇落既然佢哋咁好打咁厲害
[00:01:15.160 --> 00:01:17.360]  而且其實菲利士裏面呢
[00:01:17.360 --> 00:01:20.040]  係有啲人呢係好高大嘅
[00:01:20.040 --> 00:01:21.760]  譬如呢大衛同以前
[00:01:21.760 --> 00:01:23.280]  後尾打仗嘅時候呢
[00:01:23.280 --> 00:01:27.360]  你見到佢有一個哥利亞九尺高
[00:01:27.360 --> 00:01:29.120]  咁喺加特嗰邊呢
[00:01:29.120 --> 00:01:30.400]  或者菲利士裏面呢
[00:01:30.400 --> 00:01:33.280]  係多啲啲呢啲以前好有可能
[00:01:33.280 --> 00:01:36.000]  一路遺傳落嚟叫巨人
[00:01:36.000 --> 00:01:37.640]  巨人唔係好巨嗰啲
[00:01:37.640 --> 00:01:39.960]  係大隻啲嘅體格嘅人
[00:01:39.960 --> 00:01:44.320]  咁呢就係或者叫做利弗欽人
[00:01:44.320 --> 00:01:47.320]  或者呢就有幾個唔同嘅名嘅
[00:01:47.320 --> 00:01:50.080]  咁呢就嘩或者叫以納族
[00:01:50.080 --> 00:01:53.160]  咁樣嗰啲以納人都好高大
[00:01:53.160 --> 00:01:55.320]  咁呢就係佢話係好厲害喎
[00:01:55.320 --> 00:01:57.440]  咁其實呢同菲利士打呢
[00:01:57.440 --> 00:02:00.240]  就佢哋都冇乜嘢勝算
[00:02:00.240 --> 00:02:02.720]  亦都可能係一段時間冇乜嘢打啦
[00:02:02.720 --> 00:02:05.080]  咁於是呢就練兵練得唔好呀
[00:02:05.080 --> 00:02:06.600]  人多
[00:02:06.600 --> 00:02:09.040]  咁結果呢第一仗死咗四千人
[00:02:09.040 --> 00:02:10.320]  第二仗諗下唔係啦
[00:02:10.320 --> 00:02:13.600]  不如我哋將神嘅藥櫃抬嚟
[00:02:13.600 --> 00:02:16.240]  咁神喺度睇住個藥櫃
[00:02:16.240 --> 00:02:18.400]  亦都一定畀多少面幫我哋
[00:02:18.400 --> 00:02:20.640]  所以我其中有一集呢就係講
[00:02:20.640 --> 00:02:22.880]  佢哋迷信咗藥櫃呀
[00:02:22.880 --> 00:02:25.240]  迷信咗呢個木嘅箱
[00:02:25.240 --> 00:02:27.720]  呀喺度就得㗎啦
[00:02:27.720 --> 00:02:30.120]  其實呢冇幫助
[00:02:30.120 --> 00:02:33.560]  即係話迷信咗我之前講嘅就係
[00:02:33.560 --> 00:02:36.480]  喺冬天凍唔怕著少件衫
[00:02:36.480 --> 00:02:38.160]  祈禱呀嗰啲咁樣
[00:02:38.160 --> 00:02:40.320]  冇讀書冇溫書去考試
[00:02:40.320 --> 00:02:41.800]  唔怕祈禱呀咁
[00:02:41.800 --> 00:02:43.200]  冇幫助㗎
[00:02:43.200 --> 00:02:46.040]  咁呢就食咗污糟嘢祈禱呀
[00:02:46.040 --> 00:02:48.880]  肚餓㗎病㗎一樣會㗎
[00:02:48.880 --> 00:02:49.680]  好啦
[00:02:49.680 --> 00:02:52.440]  咁結果呢第二仗輸得重慘
[00:02:52.440 --> 00:02:55.800]  死咗三萬士兵
[00:02:55.800 --> 00:02:59.960]  陣前潰散呀大家走呀逃走
[00:02:59.960 --> 00:03:02.560]  結果呢藥櫃被搶
[00:03:02.560 --> 00:03:06.360]  兩個祭司以嚟兩個仔都同日而死
[00:03:06.360 --> 00:03:10.520]  應驗咗上帝對佢哋嘅詛咒
[00:03:10.520 --> 00:03:12.440]  通風報信返到嚟之後
[00:03:12.440 --> 00:03:14.600]  哇以嚟祭司嘭一聲
[00:03:14.600 --> 00:03:17.760]  驚向後跌斷咗頸死咗
[00:03:17.760 --> 00:03:19.640]  咁跟住就到今日啦
[00:03:19.640 --> 00:03:22.440]  睇下呢就係撒末爾記上第四章
[00:03:22.440 --> 00:03:25.000]  以利魯濟斯的兒婦
[00:03:25.000 --> 00:03:28.840]  菲妮哈的妻子懷孕將到產期
[00:03:28.840 --> 00:03:31.120]  將到即係未到㗎
[00:03:31.120 --> 00:03:34.320]  佢聽見上帝嘅藥櫃被拿去
[00:03:34.320 --> 00:03:36.600]  藥櫃被拿去先㗎喎
[00:03:36.600 --> 00:03:40.120]  然後呢先至到公公和丈夫都死了
[00:03:40.120 --> 00:03:41.440]  咁其實呢
[00:03:41.440 --> 00:03:43.360]  咁樣記載呢
[00:03:43.360 --> 00:03:45.280]  如果記載得準確嘅呢
[00:03:45.280 --> 00:03:47.840]  佢都係關心咗上帝嘅事
[00:03:47.840 --> 00:03:51.120]  先至到自己嘅公公同埋丈夫
[00:03:51.120 --> 00:03:53.920]  咁呢個女士呢都唔錯
[00:03:53.920 --> 00:03:56.200]  咁呢佢一聽到之後呢衝擊太大啦
[00:03:56.200 --> 00:03:58.160]  其實以色列人喺當日聽到呢
[00:03:58.160 --> 00:04:00.000]  個個都喊曬大叫
[00:04:00.000 --> 00:04:01.200]  哭吼
[00:04:01.200 --> 00:04:02.480]  以利濟斯呢就
[00:04:02.480 --> 00:04:05.560]  嘩彎身向後死埋添跌咗落去
[00:04:05.560 --> 00:04:06.400]  咁呀
[00:04:06.400 --> 00:04:07.360]  都好緊要
[00:04:07.360 --> 00:04:08.560]  咁呢個衝擊好大呢
[00:04:08.560 --> 00:04:12.360]  佢就猛然疼痛曲身生產
[00:04:12.360 --> 00:04:14.680]  未到期都早產呀
[00:04:14.680 --> 00:04:20.640]  將要死嘅時候旁邊站著嘅婦人就對佢講啦
[00:04:20.640 --> 00:04:21.560]  不要怕
[00:04:21.560 --> 00:04:24.600]  你生了男孩子了
[00:04:24.600 --> 00:04:27.240]  他卻不回答也不放在心上
[00:04:27.240 --> 00:04:29.280]  呀幾得意要大家留意下呢個地方呀
[00:04:29.280 --> 00:04:32.280]  今次呢個故事呢都幾好睇
[00:04:32.280 --> 00:04:34.000]  將要死
[00:04:34.000 --> 00:04:37.240]  咁你生咗呢個細路仔以前呢中國人係講呢
[00:04:37.240 --> 00:04:40.000]  冇咁好嘅醫學呀嘛
[00:04:40.000 --> 00:04:43.880]  接生呀嗰啲咁樣又生唔出真係唔知點算
[00:04:43.880 --> 00:04:48.600]  所以呢其實係同死隔住一張紙咁薄呀
[00:04:48.600 --> 00:04:53.520]  呢個係中國人以前呢形容女性嘅生產呢係幾危險㗎
[00:04:53.520 --> 00:04:57.880]  咁佢生呢個以家薄嘅時候呢生呢個仔嘅時候呢就
[00:04:57.880 --> 00:04:59.080]  自己都差唔多要死啦
[00:04:59.080 --> 00:05:01.960]  咁睇嚟呢可能係要生不過呢
[00:05:01.960 --> 00:05:04.360]  生得唔係幾順利呀
[00:05:04.360 --> 00:05:08.440]  咁可能流咗好多血呀自己都變得好弱呀咁樣啦
[00:05:08.440 --> 00:05:11.120]  咁呢就睇落就快唔得啦
[00:05:11.120 --> 00:05:15.960]  咁就站在旁邊嘅婦人幫佢接生嘅呢
[00:05:15.960 --> 00:05:17.800]  就鼓勵佢喎
[00:05:17.800 --> 00:05:21.160]  咁不過我覺得呢個鼓勵留心睇下都幾得意㗎
[00:05:21.160 --> 00:05:22.960]  係叫佢不要怕
[00:05:22.960 --> 00:05:26.680]  你生了男孩子了咁即係點呢
[00:05:26.680 --> 00:05:30.160]  就係究竟係安慰佢你唔好怕死定係話
[00:05:30.160 --> 00:05:35.680]  唔使驚個仔生得出啦出咗已經接咗生啦
[00:05:35.680 --> 00:05:39.080]  咁應該係後者唔使擔心唔使擔心
[00:05:39.080 --> 00:05:41.720]  雖然呢生咗好耐難產不過呢
[00:05:41.720 --> 00:05:46.240]  終於生到啦我哋掹到出嚟啦咁樣唔使驚唔使驚
[00:05:46.240 --> 00:05:52.080]  咁你應該係唔係勸佢話要死不過唔使驚要死咁樣唔死唔死咁樣呀
[00:05:52.080 --> 00:05:54.720]  應該話生到啦生到啦
[00:05:54.720 --> 00:05:56.240]  呢個不要怕呢
[00:05:56.240 --> 00:05:58.600]  係兩個希伯來字嚟嘅
[00:05:58.600 --> 00:06:00.440]  Au Yare
[00:06:00.440 --> 00:06:02.040]  Au Yare呢就係
[00:06:02.040 --> 00:06:06.640]  唔使恐懼唔使驚慌咁樣
[00:06:06.640 --> 00:06:10.440]  咁其實你估佢驚慌生唔出定驚慌自己死呢
[00:06:10.440 --> 00:06:13.480]  佢知唔知道自己就嚟要死呢生唔到呢
[00:06:13.480 --> 00:06:16.040]  我唔知道估唔到
[00:06:16.040 --> 00:06:17.200]  估唔到
[00:06:17.200 --> 00:06:20.720]  因為佢嘅心唔諗呢啲嘢啦
[00:06:20.720 --> 00:06:24.920]  咁呢啲婦人接生嘅就話哎呀你生到啦生到啦
[00:06:24.920 --> 00:06:26.640]  Yare Yare
[00:06:26.640 --> 00:06:29.160]  係完成式嚟嘅
[00:06:29.160 --> 00:06:33.880]  你係生產了啦係生了孩子了啦
