
[00:00:00.000 --> 00:00:02.800]  《士同傳》是很長有28章的經文
[00:00:02.800 --> 00:00:07.000]  我們在過往這一季裏都講了這些的內容
[00:00:07.000 --> 00:00:08.400]  很多不同的內容
[00:00:08.400 --> 00:00:14.400]  在路加這個作者的筆劃裏面
[00:00:14.400 --> 00:00:17.000]  其實他不單止寫了一卷的《士同傳》
[00:00:17.000 --> 00:00:18.900]  也寫了《路加福音》
[00:00:18.900 --> 00:00:20.700]  很多神學家相信
[00:00:20.700 --> 00:00:24.400]  這兩本書其實是路加他心目中的構思
[00:00:24.400 --> 00:00:26.200]  一冊兩本的書信
[00:00:26.200 --> 00:00:27.900]  他不是一冊一冊這樣寫
[00:00:27.900 --> 00:00:29.200]  當他寫《路加福音》的時候
[00:00:29.200 --> 00:00:31.700]  他心目中已經有《士同傳》
[00:00:31.700 --> 00:00:33.400]  當他寫《士同傳》的時候
[00:00:33.400 --> 00:00:36.600]  他的結語今天所講到的第26章
[00:00:36.600 --> 00:00:39.800]  也是其中一個可以歸納或者總結了
[00:00:39.800 --> 00:00:44.800]  這兩卷很厚的新約裏面的經卷的一些內容
[00:00:44.800 --> 00:00:47.500]  因為《路加福音》24章很長
[00:00:47.500 --> 00:00:50.500]  《士同傳》更長有28章
[00:00:50.500 --> 00:00:56.500]  今天這個結語也是路加他對福音的一種總結
[00:00:56.500 --> 00:01:00.000]  覺得這個福音是要一直的推廣
[00:01:00.000 --> 00:01:02.900]  不單止猶太人當中要到外邦裏面
[00:01:02.900 --> 00:01:04.400]  不單止在耶路撒冷裏面
[00:01:04.400 --> 00:01:06.600]  也要在地極當中去傳揚
[00:01:06.600 --> 00:01:08.200]  因為這個是神的福音
[00:01:08.200 --> 00:01:10.300]  要傳遍普天下
[00:01:10.300 --> 00:01:12.600]  從一個個人主義裏面去到一個
[00:01:12.600 --> 00:01:15.400]  每一個人只要他相信就能夠接受
[00:01:15.400 --> 00:01:16.900]  不一定要靠國禮
[00:01:16.900 --> 00:01:19.600]  不一定要靠守猶太人的規矩
[00:01:19.600 --> 00:01:23.600]  這種的拓展是福音的一種本質
[00:01:23.600 --> 00:01:27.800]  今天求主幫助我們去明白這個福音的本質
[00:01:27.800 --> 00:01:30.200]  在我們當中無論個人還是教會
[00:01:30.200 --> 00:01:33.200]  都同樣要被推展開去
[00:01:33.200 --> 00:01:34.700]  或者我分享一句
[00:01:34.700 --> 00:01:39.800]  阿兒去了工場都有一個星期的時間
[00:01:39.800 --> 00:01:41.000]  他已經找到一間屋
[00:01:41.000 --> 00:01:43.400]  他預備歡迎我們去探望他
[00:01:43.400 --> 00:01:44.900]  有一間三個房的屋
[00:01:44.900 --> 00:01:46.100]  一個人住三個房都不錯
[00:01:46.100 --> 00:01:49.200]  不過接待其它的短孫 其它的用途
[00:01:49.200 --> 00:01:51.500]  所以繼續為他禱告和感恩
[00:01:51.500 --> 00:01:53.200]  都是一點點的適應
[00:01:53.200 --> 00:01:54.600]  他接著會上學學語言
[00:01:54.600 --> 00:01:56.300]  一個星期學三次
[00:01:56.300 --> 00:01:58.300]  有兩次私人的學習
[00:01:58.300 --> 00:02:00.500]  再在日常生活應用
[00:02:00.500 --> 00:02:02.300]  對一個五十多歲的人來說
[00:02:02.300 --> 00:02:03.600]  應該是一個很大的挑戰
[00:02:03.600 --> 00:02:04.400]  學新的語言
[00:02:04.400 --> 00:02:06.000]  大家可以紀念他
[00:02:06.000 --> 00:02:08.100]  還有禁食月已經開始了
[00:02:08.100 --> 00:02:09.600]  不知道大家知不知道
[00:02:09.600 --> 00:02:11.900]  穆斯林的禁食月已經開始了
[00:02:11.900 --> 00:02:14.400]  在當地生活都有另一種的適應
[00:02:14.400 --> 00:02:16.600]  人家不吃東西的時候
[00:02:16.600 --> 00:02:20.400]  你都應該不要在人家面前吃東西
[00:02:20.400 --> 00:02:22.100]  就算你不禁食都是這樣
[00:02:22.100 --> 00:02:24.200]  在一個這樣穆斯林的國家
[00:02:24.200 --> 00:02:26.200]  都要相當的適應
[00:02:26.200 --> 00:02:29.900]  在我桌上有一本書
[00:02:29.900 --> 00:02:32.100]  是關於潘霍華牧師
[00:02:32.100 --> 00:02:33.400]  不知道大家有沒有人
[00:02:33.400 --> 00:02:36.500]  可能有少許聽過他一句的名言
[00:02:36.500 --> 00:02:37.800]  但是我看他的生平裏面
[00:02:37.800 --> 00:02:39.800]  有很多吸引的地方
[00:02:39.800 --> 00:02:41.700]  如果你不知道潘霍華是誰
[00:02:41.700 --> 00:02:42.800]  你看世界盃德國
[00:02:42.800 --> 00:02:44.700]  你知道是甚麼國家
[00:02:44.700 --> 00:02:46.100]  這裏是紀念到
[00:02:46.100 --> 00:02:48.300]  其實第一次世界大戰是多少週年
[00:02:48.300 --> 00:02:50.200]  大家知不知道
[00:02:50.200 --> 00:02:52.200]  他應該還沒有出生的 因為已經很久了
[00:02:52.200 --> 00:02:54.600]  一百週年
[00:02:54.600 --> 00:02:58.000]  是1915年到現在
[00:02:58.000 --> 00:03:00.100]  14年紀念一百週年
[00:03:00.100 --> 00:03:01.400]  和德國很有關係
[00:03:01.400 --> 00:03:03.500]  因為德國是其中一個戰敗國
[00:03:03.500 --> 00:03:05.300]  可以這樣說是第一次世界大戰
[00:03:05.300 --> 00:03:06.900]  主要是歐洲裏面一些
[00:03:06.900 --> 00:03:09.600]  很複雜的一些政治的問題
[00:03:09.600 --> 00:03:12.600]  但是其中一個結果就是德國
[00:03:12.600 --> 00:03:14.800]  是要被割讓的地方
[00:03:14.800 --> 00:03:17.400]  潘霍華就出生在這個年代裏面
[00:03:17.400 --> 00:03:20.300]  其實其中一個哥哥
[00:03:20.300 --> 00:03:22.500]  都死在第一次世界大戰裏面
[00:03:22.500 --> 00:03:25.900]  潘霍華牧師是一個很特別的家庭
[00:03:25.900 --> 00:03:28.300]  他的外祖母是一個音樂家
[00:03:28.300 --> 00:03:29.800]  受教於匈牙利
[00:03:29.800 --> 00:03:33.800]  一個很出色的音樂學者裏面
[00:03:33.800 --> 00:03:38.100]  他的媽媽同樣遺傳了這份音樂的天份
[00:03:38.100 --> 00:03:39.800]  潘霍華牧師很小的時候
[00:03:39.800 --> 00:03:41.500]  其實他都是很擅長彈琴
[00:03:41.500 --> 00:03:43.600]  和他的記憶力非常好
[00:03:43.600 --> 00:03:45.400]  能夠記得很多的歌曲
[00:03:45.400 --> 00:03:48.800]  所以他的家族很期望他成為一個音樂家
[00:03:48.800 --> 00:03:50.200]  在十幾歲的時候
[00:03:50.200 --> 00:03:51.800]  但是他另有一種的心智
[00:03:51.800 --> 00:03:54.200]  因為他的媽媽都很想做牧師
[00:03:54.200 --> 00:03:56.600]  他自己潘霍華在十四歲的時候
[00:03:56.600 --> 00:03:59.700]  他已經立志要做一個神學家
[00:03:59.700 --> 00:04:00.700]  所以十四歲的時候
[00:04:00.700 --> 00:04:03.000]  他凡是所買所看的書
[00:04:03.000 --> 00:04:05.600]  他有一個簽名或者寫的名字叫做
[00:04:05.600 --> 00:04:07.600]  神學家潘霍華
[00:04:07.600 --> 00:04:09.900]  他十四歲已經覺得自己要做神學家
[00:04:09.900 --> 00:04:11.400]  他不要做音樂家
[00:04:11.400 --> 00:04:13.900]  因為他對人生
[00:04:13.900 --> 00:04:16.400]  他對很多的屬於神的事情
[00:04:16.400 --> 00:04:18.600]  很多的思索、很多的思路
[00:04:18.600 --> 00:04:20.300]  他知道他到了十八歲
[00:04:20.300 --> 00:04:22.800]  進去大學讀書是讀神學
[00:04:22.800 --> 00:04:24.600]  並且他二十二歲
[00:04:24.600 --> 00:04:26.200]  因為他很天資聰明
[00:04:26.200 --> 00:04:30.300]  到二十二歲他已經能夠交出他的博士論文
[00:04:30.300 --> 00:04:31.700]  是二十二歲
[00:04:31.700 --> 00:04:33.300]  我想今天有些二十二歲
[00:04:33.300 --> 00:04:34.200]  大學都還沒有讀完
[00:04:34.200 --> 00:04:36.800]  有些這樣的學生
[00:04:36.800 --> 00:04:38.500]  我兒子好像都是這樣
[00:04:38.500 --> 00:04:41.000]  所以他是一個很聰明的人
[00:04:41.000 --> 00:04:42.400]  他交了他的博士論文
[00:04:42.400 --> 00:04:46.300]  並且進行一連串的訓練
[00:04:46.300 --> 00:04:49.000]  預備成為一個全時間的牧者
[00:04:49.000 --> 00:04:50.800]  到他二十四歲的時候
[00:04:50.800 --> 00:04:52.400]  他已經滿足一輩子的資格
[00:04:52.400 --> 00:04:53.800]  能夠成為牧師
[00:04:53.800 --> 00:04:56.600]  他做了一些實習、做了一些考試
[00:04:56.600 --> 00:04:57.400]  不過唯一一件事
[00:04:57.400 --> 00:05:00.000]  他不能夠成為牧師的就是他年紀太輕
[00:05:00.000 --> 00:05:03.600]  因為當時德國規定二十五歲才做牧師
[00:05:03.600 --> 00:05:05.700]  他只有二十四歲不能夠做牧師
[00:05:05.700 --> 00:05:07.200]  他有一年的時間
[00:05:07.200 --> 00:05:10.500]  利用這段時間就去了美國進修
[00:05:10.500 --> 00:05:13.800]  他最初因為在德國的時候
[00:05:13.800 --> 00:05:15.300]  已經受了很多神學訓練
[00:05:15.300 --> 00:05:17.400]  很精湛的神學訓練
[00:05:17.400 --> 00:05:19.200]  他個人真的很聰明
[00:05:19.200 --> 00:05:21.300]  他覺得去到美國都沒有甚麼好學
[00:05:21.300 --> 00:05:23.700]  因為德國經過世界大戰
[00:05:23.700 --> 00:05:25.700]  有很多的反思、很多的反省
[00:05:25.700 --> 00:05:27.600]  很多的學問都很高尚
[00:05:27.600 --> 00:05:29.300]  他覺得美國沒有甚麼好學
[00:05:29.300 --> 00:05:30.600]  但去到美國的時候
[00:05:30.600 --> 00:05:33.700]  扭轉他的真的不是在神學院裏面
[00:05:33.700 --> 00:05:35.000]  轉機變告訴我們
[00:05:35.000 --> 00:05:36.700]  就是他去到街頭裏面
[00:05:36.700 --> 00:05:38.700]  見到毒品的問題
[00:05:38.700 --> 00:05:40.200]  滿地垃圾的問題
[00:05:40.200 --> 00:05:42.400]  黑人所遭遇到的問題
[00:05:42.400 --> 00:05:46.400]  是對他的神學有很大的反思
