
[00:00:00.000 --> 00:00:07.000]  今日我給的題目,我稱之為「暫寫生命之歌」
[00:00:07.000 --> 00:00:14.000]  很特別,如果你留意第二章一開始的時候,保羅並不是講生命
[00:00:14.000 --> 00:00:15.000]  其實是講死亡
[00:00:15.000 --> 00:00:19.000]  一開始,保羅直接了當,很不客氣地說
[00:00:19.000 --> 00:00:24.000]  「你們死在過犯之中」
[00:00:24.000 --> 00:00:27.000]  沒什麼人喜歡講死亡的
[00:00:27.000 --> 00:00:31.000]  我自己在心理治療部做了很多年的醫生
[00:00:31.000 --> 00:00:33.000]  我在巴基斯坦侍奉的時候
[00:00:33.000 --> 00:00:37.000]  在巴基斯坦的醫院,我的工作就是要訓練醫生
[00:00:37.000 --> 00:00:39.000]  去在心理治療科裡面工作
[00:00:39.000 --> 00:00:43.000]  其實我很喜歡心理治療科的工作,照顧病人
[00:00:43.000 --> 00:00:46.000]  但是,我有一件事也是很不喜歡
[00:00:46.000 --> 00:00:48.000]  因為每一天面對生與死
[00:00:48.000 --> 00:00:53.000]  每一天很多時候,是要向家人解釋
[00:00:53.000 --> 00:00:57.000]  這個病人,其實再沒有希望
[00:00:57.000 --> 00:01:01.000]  是很難做一件事,無論你樂觀派或不是樂觀派
[00:01:01.000 --> 00:01:03.000]  這跟樂觀與不樂觀是沒有關係的
[00:01:03.000 --> 00:01:07.000]  因為醫生每一次要我向家人解釋
[00:01:07.000 --> 00:01:09.000]  這個病人已經再沒有希望的時候
[00:01:09.000 --> 00:01:12.000]  是我很不願意做的一件事
[00:01:12.000 --> 00:01:14.000]  因為死亡是絕對的
[00:01:14.000 --> 00:01:17.000]  因為醫生簽死亡證的時候
[00:01:17.000 --> 00:01:23.000]  他不可以在死亡證上寫這個病人或他死了
[00:01:23.000 --> 00:01:26.000]  或者是可能會死了
[00:01:26.000 --> 00:01:31.000]  只會說在何時何月何日這個病人過世
[00:01:31.000 --> 00:01:33.000]  死亡是絕對的
[00:01:33.000 --> 00:01:39.000]  所以在保羅一開始的時候
[00:01:39.000 --> 00:01:43.000]  他不是說你們可能會死去
[00:01:43.000 --> 00:01:45.000]  但是你們會死亡
[00:01:45.000 --> 00:01:47.000]  保羅還會爭辯說不是的
[00:01:47.000 --> 00:01:49.000]  我看到很多人不信耶穌
[00:01:49.000 --> 00:01:52.000]  到處走,很活生生,很有活力
[00:01:52.000 --> 00:01:54.000]  思想敏捷,強壯的看法
[00:01:54.000 --> 00:01:55.000]  有些人還活力四射
[00:01:55.000 --> 00:01:59.000]  你說他死了,保羅你是不是覺得很誇張呢
[00:01:59.000 --> 00:02:03.000]  我想到一個大家很熟悉的例子
[00:02:03.000 --> 00:02:05.000]  是盧卡芬第十五章裏面
[00:02:05.000 --> 00:02:07.000]  大家記得浪子回頭這個故事嗎
[00:02:07.000 --> 00:02:09.000]  很記得有兩個兒子
[00:02:09.000 --> 00:02:12.000]  小兒子說爸爸你把家產分給我
[00:02:12.000 --> 00:02:14.000]  然後他出去花光所有的錢
[00:02:14.000 --> 00:02:17.000]  然後他說他跟豬一起生活
[00:02:17.000 --> 00:02:19.000]  吃豬要吃的東西
[00:02:19.000 --> 00:02:21.000]  在豬欄裏面生活
[00:02:21.000 --> 00:02:24.000]  然後在盧卡芬第十五章裏面
[00:02:24.000 --> 00:02:29.000]  盧卡說一個人突然醒覺
[00:02:29.000 --> 00:02:31.000]  為什麼我要吃豬吃的東西
[00:02:31.000 --> 00:02:33.000]  我不是回到我爸爸那裏更加好嗎
[00:02:33.000 --> 00:02:36.000]  雖然我不配做他的兒子
[00:02:36.000 --> 00:02:39.000]  但是我情願做傭人
[00:02:39.000 --> 00:02:42.000]  比睡在豬欄裏面好
[00:02:42.000 --> 00:02:44.000]  聖經裏面說很特別
[00:02:44.000 --> 00:02:46.000]  你看十五章裏面,盧卡芬裏面
[00:02:46.000 --> 00:02:49.000]  他說他離很遠
[00:02:49.000 --> 00:02:52.000]  跟爸爸離很遠回家的時候
[00:02:52.000 --> 00:02:58.000]  聖經說不是兒子走前抱著爸爸
[00:02:58.000 --> 00:03:02.000]  是爸爸很遠見到兒子的時候
[00:03:02.000 --> 00:03:04.000]  可能兒子已經沒有面目回家的時候
[00:03:04.000 --> 00:03:08.000]  是爸爸走去前面擁抱他
[00:03:08.000 --> 00:03:10.000]  跟他親嘴
[00:03:10.000 --> 00:03:14.000]  然後爸爸說
[00:03:14.000 --> 00:03:21.000]  我兒子死而復活,得而復失
[00:03:21.000 --> 00:03:24.000]  這個兒子還沒生,為什麼要死呢
[00:03:24.000 --> 00:03:26.000]  當他離開了父親
[00:03:26.000 --> 00:03:28.000]  跟父親沒有關係的時候
[00:03:28.000 --> 00:03:30.000]  他說等於死亡
[00:03:30.000 --> 00:03:32.000]  他在外面做他自己喜歡做的事
[00:03:32.000 --> 00:03:34.000]  他說等於死亡
[00:03:34.000 --> 00:03:36.000]  這個爸爸當他擁抱兒子的時候
[00:03:36.000 --> 00:03:41.000]  他說我兒子死而復活,得而復失
[00:03:41.000 --> 00:03:43.000]  死亡是這個意思
[00:03:43.000 --> 00:03:47.000]  當我們脫離了跟神的生命的時候
[00:03:47.000 --> 00:03:49.000]  是等於死亡,是絕對的死亡
[00:03:49.000 --> 00:03:52.000]  所以在這裏保羅說了三件事
[00:03:52.000 --> 00:03:54.000]  他說我們受到三者的支配
[00:03:54.000 --> 00:03:58.000]  第一是世界,第二是魔鬼,第三是肉體
[00:03:58.000 --> 00:04:00.000]  我們繼續看
[00:04:00.000 --> 00:04:05.000]  第一他說你今天隨從今世的風俗地
[00:04:05.000 --> 00:04:11.000]  他說你離開了神的標準,離開了神的生命
[00:04:11.000 --> 00:04:13.000]  你喜歡做你自己喜歡做的事
[00:04:13.000 --> 00:04:15.000]  你喜愛做的事
[00:04:15.000 --> 00:04:17.000]  你跟著你自己做的事
[00:04:17.000 --> 00:04:19.000]  你跟著這個世界潮流做的事
[00:04:19.000 --> 00:04:21.000]  離開了神的標準,這個就是死亡
[00:04:21.000 --> 00:04:24.000]  等於這個兒子離開了父親的關係
[00:04:24.000 --> 00:04:27.000]  他說我死而復活,得而復失
[00:04:27.000 --> 00:04:29.000]  不知道大家知不知道
[00:04:29.000 --> 00:04:31.000]  在最近不同的社會裏
[00:04:31.000 --> 00:04:33.000]  特別是西方國家裏
[00:04:33.000 --> 00:04:36.000]  一個很嚴重爭議的問題
[00:04:36.000 --> 00:04:38.000]  特別是和教育司署有關的
[00:04:38.000 --> 00:04:40.000]  我今天在澳洲回來
[00:04:40.000 --> 00:04:42.000]  都是一個很嚴重討論的問題
[00:04:42.000 --> 00:04:44.000]  教育司署要討論的就是
[00:04:44.000 --> 00:04:48.000]  是否讓學校再有分開男廁女廁的問題
[00:04:48.000 --> 00:04:50.000]  為什麼?
[00:04:50.000 --> 00:04:52.000]  因為要讓小朋友自己選擇
[00:04:52.000 --> 00:04:54.000]  喜歡去男廁還是女廁
[00:04:54.000 --> 00:04:56.000]  你今天覺得自己是男生,你可以進男廁
[00:04:56.000 --> 00:04:59.000]  你今天感覺自己是女生,你可以進女廁
[00:04:59.000 --> 00:05:03.000]  按我的感覺,去做我感覺上應該做的事
[00:05:03.000 --> 00:05:06.000]  今天神說你離開了神的標準裏
[00:05:06.000 --> 00:05:08.000]  你只是做你感覺上的事
[00:05:08.000 --> 00:05:10.000]  他說你這個就是離開了神的標準
[00:05:10.000 --> 00:05:12.000]  離開了神的標準,離開了生命的標準
[00:05:12.000 --> 00:05:15.000]  他說這個就是死亡
[00:05:15.000 --> 00:05:17.000]  第二件事
[00:05:17.000 --> 00:05:19.000]  空中掌權
[00:05:19.000 --> 00:05:22.000]  特別這裏講到一個很特別的事
[00:05:22.000 --> 00:05:27.000]  空中原意是煙霧瀰漫
[00:05:27.000 --> 00:05:29.000]  或者黑暗的意思
[00:05:29.000 --> 00:05:31.000]  他說今天世上人
[00:05:31.000 --> 00:05:33.000]  應該講博弈之士是什麼意思
[00:05:33.000 --> 00:05:35.000]  他說故意離開神,明明知道神的標準
[00:05:35.000 --> 00:05:38.000]  我故意不做神的事,要我做好事
[00:05:38.000 --> 00:05:40.000]  你要我去光明嗎?
[00:05:40.000 --> 00:05:43.000]  我故意不去光明,我要去黑暗
[00:05:43.000 --> 00:05:46.000]  我一次坐飛機的時候
[00:05:46.000 --> 00:05:49.000]  派餐,我祈禱用餐
[00:05:49.000 --> 00:05:51.000]  旁邊的人見到我祈禱就問我
[00:05:51.000 --> 00:05:52.000]  你信什麼?
[00:05:52.000 --> 00:05:54.000]  我就將我的信仰
[00:05:54.000 --> 00:05:58.000]  我說我信基督,和他講一點我自己的信仰
[00:05:58.000 --> 00:06:02.000]  然後我問他,那你信什麼?
[00:06:02.000 --> 00:06:05.000]  我信魔鬼,我信服魔鬼
[00:06:05.000 --> 00:06:06.000]  我說為什麼?
[00:06:06.000 --> 00:06:08.000]  他說因為給我有能力
[00:06:08.000 --> 00:06:10.000]  我很驚訝,其實不應該驚訝
[00:06:10.000 --> 00:06:14.000]  因為今天世上是有人喜愛黑暗
[00:06:14.000 --> 00:06:16.000]  我喜歡黑暗給我的勢力
[00:06:16.000 --> 00:06:18.000]  今天神說有這樣的人
[00:06:18.000 --> 00:06:21.000]  他說博弈之士就是我故意離開神
[00:06:21.000 --> 00:06:23.000]  明明知道神的標準
[00:06:23.000 --> 00:06:25.000]  明明知道神的標準,我故意不做
[00:06:25.000 --> 00:06:27.000]  這個就是死亡
[00:06:27.000 --> 00:06:29.000]  第三件事博弈也講到
[00:06:29.000 --> 00:06:33.000]  不單止是魔鬼的捆綁
[00:06:33.000 --> 00:06:34.000]  文化上的捆綁
[00:06:34.000 --> 00:06:37.000]  還有一個是自我中心的捆綁
[00:06:37.000 --> 00:06:40.000]  他講到肉體的絲肉
[00:06:40.000 --> 00:06:43.000]  絲肉不單止是情肉這麼簡單
[00:06:43.000 --> 00:06:49.000]  是一種自我中心主義的表現
[00:06:49.000 --> 00:06:53.000]  我很喜歡F.F.Bruce這位學者寫這句說話
[00:06:53.000 --> 00:06:54.000]  他解釋這句說話
[00:06:54.000 --> 00:06:57.000]  很多時候自我中心的絲肉
[00:06:57.000 --> 00:07:00.000]  是很有體面的包裝
[00:07:00.000 --> 00:07:02.000]  說出來是很漂亮的
[00:07:02.000 --> 00:07:04.000]  我要發奮圖強,我要努力
[00:07:04.000 --> 00:07:08.000]  但是內心是我要跟別人比較
[00:07:08.000 --> 00:07:11.000]  我要逞強,我要踩低別人
[00:07:11.000 --> 00:07:13.000]  只是我厲害,別人不厲害
[00:07:13.000 --> 00:07:16.000]  那種自我中心的表現
[00:07:16.000 --> 00:07:19.000]  他說這個就是死亡
[00:07:19.000 --> 00:07:20.000]  在過去五天裡
[00:07:20.000 --> 00:07:22.000]  其實我前天才到香港
[00:07:22.000 --> 00:07:26.000]  五天裡我在清邁跟很多中國的大學生
[00:07:26.000 --> 00:07:29.000]  一起生活五天,一起查經
[00:07:29.000 --> 00:07:31.000]  分享他們做了基督徒
[00:07:31.000 --> 00:07:34.000]  大學生在中國做基督徒的挑戰
[00:07:34.000 --> 00:07:38.000]  他們這班是八十後或九十後的年輕人
[00:07:38.000 --> 00:07:40.000]  大部分是二十幾歲
[00:07:40.000 --> 00:07:41.000]  我問他們
[00:07:41.000 --> 00:07:43.000]  他們面對基督徒最大的挑戰是什麼
[00:07:43.000 --> 00:07:45.000]  他說最大的挑戰不是外來壓力
[00:07:45.000 --> 00:07:46.000]  也不是考試
[00:07:46.000 --> 00:07:47.000]  就是自我
[00:07:47.000 --> 00:07:50.000]  他說我自己成為偶像
[00:07:50.000 --> 00:07:53.000]  我崇拜我自己,自我中心
[00:07:53.000 --> 00:07:54.000]  這個醒覺
[00:07:54.000 --> 00:07:57.000]  他說原來今天在大陸做大學生
[00:07:57.000 --> 00:07:59.000]  最大的挑戰是自己
[00:07:59.000 --> 00:08:01.000]  成為我自己的偶像
[00:08:01.000 --> 00:08:03.000]  所以今天保羅說到
[00:08:03.000 --> 00:08:06.000]  他說面對三樣東西
[00:08:06.000 --> 00:08:09.000]  如果你看第二章裡說到
[00:08:09.000 --> 00:08:12.000]  這三個的世界絲肉和空中掌權
[00:08:12.000 --> 00:08:14.000]  如果對比第六章裡
[00:08:14.000 --> 00:08:16.000]  大家知道第六章裡說到
[00:08:16.000 --> 00:08:18.000]  肅靈的增賤
[00:08:18.000 --> 00:08:21.000]  你要戴上神索賓的軍裝
[00:08:21.000 --> 00:08:23.000]  肅靈的全副軍裝
[00:08:23.000 --> 00:08:27.000]  對外我們面對世界的人有
[00:08:27.000 --> 00:08:32.000]  對內我們自己自我的絲肉
[00:08:32.000 --> 00:08:36.000]  對上空中掌權的勢力
[00:08:36.000 --> 00:08:38.000]  如果說得白一點
[00:08:38.000 --> 00:08:40.000]  保羅說當你面對這三樣的時候
[00:08:40.000 --> 00:08:43.000]  其實你被三者捆綁
[00:08:43.000 --> 00:08:45.000]  你是死定的
[00:08:45.000 --> 00:08:46.000]  你已經死了
[00:08:46.000 --> 00:08:48.000]  因為你跟自己的心意去做事
[00:08:48.000 --> 00:08:50.000]  是沒有生命的
[00:08:50.000 --> 00:08:52.000]  但我喜歡保羅
[00:08:52.000 --> 00:08:53.000]  他不是停在那裡
[00:08:53.000 --> 00:08:55.000]  如果你留意和合本裡的翻譯
[00:08:55.000 --> 00:08:57.000]  雖然跟原文有一點不同
[00:08:57.000 --> 00:09:00.000]  但是第一次和第五次是重複的
[00:09:00.000 --> 00:09:03.000]  保羅兩次重複地說同一樣東西
[00:09:03.000 --> 00:09:04.000]  他說什麼
[00:09:04.000 --> 00:09:05.000]  你明明死了
[00:09:05.000 --> 00:09:08.000]  他說你死在過犯之中
[00:09:08.000 --> 00:09:10.000]  叫你們活過來
[00:09:10.000 --> 00:09:11.000]  基督叫你們活過來
[00:09:11.000 --> 00:09:14.000]  當我們死在過犯之中
[00:09:14.000 --> 00:09:17.000]  叫我們與基督一同活過來
[00:09:17.000 --> 00:09:19.000]  這得救本福因
[00:09:19.000 --> 00:09:21.000]  是什麼意思
[00:09:21.000 --> 00:09:23.000]  保羅說明明你已經死了
[00:09:23.000 --> 00:09:25.000]  因為你跟自己的心意去做事
[00:09:25.000 --> 00:09:27.000]  你死了你沒有生命
[00:09:27.000 --> 00:09:30.000]  但是今天神叫我們
[00:09:30.000 --> 00:09:32.000]  在悲觀的裡面
[00:09:32.000 --> 00:09:33.000]  絕望的裡面
[00:09:33.000 --> 00:09:34.000]  今天我們活過來
[00:09:34.000 --> 00:09:38.000]  因為基督與我們一起
[00:09:38.000 --> 00:09:40.000]  你說有什麼證明
[00:09:40.000 --> 00:09:42.000]  保羅在第一章裡面證明了
[00:09:42.000 --> 00:09:44.000]  保羅說基督死了
[00:09:44.000 --> 00:09:46.000]  神叫他復活
[00:09:46.000 --> 00:09:47.000]  所以你們現在死了
[00:09:47.000 --> 00:09:49.000]  你與基督一同復活
[00:09:49.000 --> 00:09:51.000]  基督的復活是要證明
[00:09:51.000 --> 00:09:52.000]  今天神的大能
[00:09:52.000 --> 00:09:56.000]  叫我們從死裡面復活過來
[00:09:56.000 --> 00:09:58.000]  動機在哪裡
[00:09:58.000 --> 00:10:01.000]  下一章
[00:10:01.000 --> 00:10:04.000]  保羅說的東西很特別
[00:10:04.000 --> 00:10:06.000]  他說我們自己救不了自己
[00:10:06.000 --> 00:10:07.000]  等於一個昏迷的病人
[00:10:07.000 --> 00:10:08.000]  你不可以自己救自己
[00:10:08.000 --> 00:10:11.000]  保羅三次說
[00:10:11.000 --> 00:10:12.000]  神有憐憫
[00:10:12.000 --> 00:10:13.000]  第四次他說
