
[00:00:00.000 --> 00:00:05.280]  對於聖經在《馬太福音》28章第五到第六節
[00:00:05.280 --> 00:00:07.900]  這裡說天使對婦女說不要害怕
[00:00:07.900 --> 00:00:11.520]  我知道你們是尋找那釘十字架的耶穌
[00:00:11.520 --> 00:00:13.680]  第六節我們一同來念 來
[00:00:13.680 --> 00:00:15.060]  祂不在這裡
[00:00:15.060 --> 00:00:18.220]  照祂所說的已經復活了
[00:00:18.220 --> 00:00:21.960]  你們來看安放主的地方
[00:00:21.960 --> 00:00:24.800]  今天復活節在這裡首先恭賀大家
[00:00:24.800 --> 00:00:28.160]  復活節非常非常快樂 Amen
[00:00:28.160 --> 00:00:32.600]  跟你朋友說復活節很快樂 跟他說
[00:00:32.600 --> 00:00:36.880]  兩千多年前天使向門徒們宣告
[00:00:36.880 --> 00:00:38.340]  祂不在這裡
[00:00:38.340 --> 00:00:41.780]  照祂所說的 祂已經復活了
[00:00:41.780 --> 00:00:44.140]  就從這一句話開始
[00:00:44.140 --> 00:00:49.220]  我們看見整個基督教歷史展開新的一頁
[00:00:49.220 --> 00:00:55.560]  因為主的復活的確是我們整個基督教信仰的核心
[00:00:55.560 --> 00:00:58.720]  是不可少的支柱
[00:00:58.720 --> 00:01:03.660]  主的復活證明了耶穌基督果然是神的兒子
[00:01:03.660 --> 00:01:10.980]  主的復活也證明了耶穌基督能夠得勝一切黑暗罪惡的權勢
[00:01:10.980 --> 00:01:13.480]  主耶穌的復活也證明了
[00:01:13.480 --> 00:01:17.880]  耶穌基督能夠勝過一切仇敵撒旦的攻擊
[00:01:17.880 --> 00:01:22.060]  為我們人類開了一條又新又活的道路
[00:01:22.060 --> 00:01:25.220]  讓我們不再活在罪惡匣子當中
[00:01:25.220 --> 00:01:30.320]  而能從神那裡領受一個嶄新的生命在我們中間
[00:01:30.320 --> 00:01:31.400]   Amen
[00:01:31.400 --> 00:01:35.000]  主的復活的確是我們信仰的核心
[00:01:35.000 --> 00:01:40.500]  也是我們基督徒得勝生活的關鍵
[00:01:40.500 --> 00:01:42.440]  所以保羅在聖經裡面很清楚講
[00:01:42.440 --> 00:01:44.840]  如果耶穌基督沒有復活
[00:01:44.840 --> 00:01:47.480]  我們所傳的就是枉然
[00:01:47.480 --> 00:01:50.280]  我們信的也是枉然
[00:01:50.280 --> 00:01:54.180]  今天我們看見當我們在人生的道路上奔跑的時候
[00:01:54.180 --> 00:01:58.120]  看見很多基督徒常常軟弱無力
[00:01:58.120 --> 00:02:04.120]  就是因為不明白主的復活所帶給我們生命的恩典
[00:02:04.120 --> 00:02:07.600]  多少時候我們只把復活的真理當作一個教義
[00:02:07.600 --> 00:02:09.800]  我們說說聽聽而已
[00:02:09.800 --> 00:02:15.740]  卻沒有真正的讓復活的真理活在我們的生命當中
[00:02:15.740 --> 00:02:20.720]  好像復活與我們生活沒什麼直接的關係一樣
[00:02:20.720 --> 00:02:29.060]  但事實上主的復活是我們德蒙神恩典祝福一個非常重要的關鍵
[00:02:29.060 --> 00:02:32.260]  所以今天早上我們跟大家分享四個
[00:02:32.260 --> 00:02:36.920]  因祂活著我們可以得著的恩典
[00:02:36.920 --> 00:02:38.200]  第一個恩典
[00:02:38.200 --> 00:02:42.200]  因祂活著我們可以有嶄新的生命
[00:02:42.200 --> 00:02:47.100]  跟你們說我們可以有嶄新的生命
[00:02:47.100 --> 00:02:49.440]  有一節聖經是非常寶貴的
[00:02:49.440 --> 00:02:52.400]  這裡講到格林多前書十五章四十五節
[00:02:52.400 --> 00:02:53.700]  我們一同來念來
[00:02:53.700 --> 00:02:55.820]  經上也是這樣記著說
[00:02:55.820 --> 00:02:59.940]  首先的人亞當成了有靈的活人
[00:02:59.940 --> 00:03:03.460]  末後的亞當成了教人活的靈
[00:03:03.460 --> 00:03:05.580]  非常寶貴的經文
[00:03:05.580 --> 00:03:10.460]  這裡講到首先的亞當是指我們的始祖亞當
[00:03:10.460 --> 00:03:13.420]  是個有靈的活人
[00:03:13.420 --> 00:03:19.940]  在這裡講到末後的亞當是指的復活的主耶穌而言
[00:03:19.940 --> 00:03:24.020]  卻是一個教人活的靈
[00:03:24.020 --> 00:03:30.860]  在這裡講到首先的亞當雖然是個有靈的活人
[00:03:30.860 --> 00:03:34.340]  但他卻是個失敗的亞當不是嗎
[00:03:34.340 --> 00:03:37.620]  因為他選擇走上自己的道路
[00:03:37.620 --> 00:03:39.940]  選擇那個罪惡的道路
[00:03:39.940 --> 00:03:44.460]  以致於落入罪惡跟痛苦的匣子當中
[00:03:44.460 --> 00:03:49.900]  而我們這些是亞當的子孫的也是一樣
[00:03:49.900 --> 00:03:53.260]  我們也一直活在罪惡匣子當中
[00:03:53.260 --> 00:03:57.180]  多少時候我們也在生命當中失去了一種
[00:03:57.180 --> 00:04:03.500]  好像活力被死亡的氣息的陰影所籠罩
[00:04:03.500 --> 00:04:08.300]  今天多少的人活在這個世界上沒有盼望
[00:04:08.300 --> 00:04:12.860]  多少的家庭充滿了死亡的氣息
[00:04:12.860 --> 00:04:16.140]  不再有愛 不再有信任
[00:04:16.140 --> 00:04:19.500]  多少的家庭你看見丈夫好像做牛做馬
[00:04:19.500 --> 00:04:24.820]  妻子任勞任怨 家裡卻沒有一點的喜樂
[00:04:24.820 --> 00:04:28.980]  今天多少的心靈裡面充滿死亡的氣息
[00:04:28.980 --> 00:04:32.980]  面對充滿壓力的環境不再有希望
[00:04:32.980 --> 00:04:36.220]  也不再有盼望跟動力
[00:04:36.220 --> 00:04:40.700]  今天多少時候當我們看見這充滿危機的世代
[00:04:40.700 --> 00:04:44.300]  多少人心中充滿了恐懼跟不安
[00:04:44.300 --> 00:04:46.700]  多少人心中有個吶喊
[00:04:46.700 --> 00:04:50.060]  我們今天仍然有盼望嗎
[00:04:50.060 --> 00:04:51.660]  但感謝神
[00:04:51.660 --> 00:04:56.340]  雖然首先的亞當是個失敗的亞當
[00:04:56.340 --> 00:04:59.060]  但這裡說那個末後的亞當
[00:04:59.060 --> 00:05:02.180]  是我們復活的主耶穌基督
[00:05:02.180 --> 00:05:07.540]  祂卻是一個教人重新活過來的靈
[00:05:07.540 --> 00:05:10.020]  所以什麼是復活節
[00:05:10.020 --> 00:05:12.940]  復活節就是神對我們說
[00:05:12.940 --> 00:05:18.380]  我要重新在你的生命當中帶來盼望
[00:05:18.380 --> 00:05:21.660]  第二天我越來越看見我們的神
[00:05:21.660 --> 00:05:22.860]  真的何等偉大
[00:05:22.860 --> 00:05:25.780]  偉大的地方就在於
[00:05:25.780 --> 00:05:30.180]  祂能夠真的在我們這樣失敗軟弱的人身上
[00:05:30.180 --> 00:05:33.580]  祂能夠重新帶給我們盼望
[00:05:33.580 --> 00:05:35.980]  重新給我們機會
[00:05:35.980 --> 00:05:38.260]  重新給我們力量
[00:05:38.260 --> 00:05:41.940]  讓我們恢復神的榮美在我們生命當中
[00:05:41.940 --> 00:05:43.860]  哈利路亞
[00:05:43.860 --> 00:05:47.580]  想想看在聖經裡面所有的故事
[00:05:47.580 --> 00:05:51.340]  我每次讀到聖經的故事這些人物的時候
[00:05:51.340 --> 00:05:54.660]  第一點你不要把它只是當作一個聖經人物
[00:05:54.660 --> 00:05:58.100]  你真正要看見在這一切的故事當中
[00:05:58.100 --> 00:06:02.980]  有多少上帝的恩典慈愛跟憐憫在其中
[00:06:02.980 --> 00:06:03.980]  真的
[00:06:03.980 --> 00:06:08.740]  誰要藉著這聖經的人物一再地提醒我們
[00:06:08.740 --> 00:06:13.580]  我們的神是能夠重新帶來盼望的神
[00:06:13.580 --> 00:06:17.100]  在舊約的約瑟的故事我們都很熟悉
[00:06:17.100 --> 00:06:21.900]  約瑟的故事有多少家庭的恩怨在其中
[00:06:21.900 --> 00:06:25.300]  他甚至被兄弟賣到埃及
[00:06:25.300 --> 00:06:31.420]  最後他的兄弟來到埃及向他求周祭的時候
[00:06:31.420 --> 00:06:37.900]  我告訴你若在其中沒有神的憐憫跟饒恕的恩典的話
[00:06:37.900 --> 00:06:41.300]  想想看那個結局會是如何
[00:06:41.300 --> 00:06:47.820]  難道不就是冤冤相報世代為仇嗎
[00:06:47.820 --> 00:06:54.060]  想想看在聖經裡面祖祖說浪子回頭的故事那個比喻
[00:06:54.060 --> 00:06:59.500]  當浪子離開家用盡家財甚至是走投無路
[00:06:59.500 --> 00:07:03.740]  最後回到他父親家裡的時候
[00:07:03.740 --> 00:07:08.220]  想想看若是其中沒有神的饒恕跟憐憫在其中
[00:07:08.220 --> 00:07:11.060]  那個結局會是如何
[00:07:11.060 --> 00:07:18.980]  難道不是鐵門深鎖永遠隔絕不能饒恕嗎
[00:07:18.980 --> 00:07:21.460]  想想看聖經裡面的彼得
[00:07:21.460 --> 00:07:26.260]  在他跟隨神的過程當中三次不認主
[00:07:26.260 --> 00:07:28.780]  當他出去痛哭的時候
[00:07:28.780 --> 00:07:32.860]  我告訴你若在其中沒有神的憐憫跟饒恕在其中
[00:07:32.860 --> 00:07:35.940]  那個結局會是如何
[00:07:35.940 --> 00:07:42.100]  難道不就是充滿了羞愧自責一生嗎
[00:07:42.100 --> 00:07:44.420]  聖經充滿這樣的故事
[00:07:44.420 --> 00:07:46.820]  約拿的故事 參孫的故事
[00:07:46.820 --> 00:07:51.460]  你越看聖經越明白我們的神是何等樂意
[00:07:51.460 --> 00:07:55.580]  在我們人生一切的失敗 一切的錯誤當中
[00:07:55.580 --> 00:07:59.300]  重新帶給我們盼望的神
[00:07:59.300 --> 00:08:01.340]  第二件事情你要記得
[00:08:01.340 --> 00:08:08.060]  神的計畫永遠是大過你一切的錯誤跟失敗的
[00:08:08.060 --> 00:08:14.540]  我在說神的計畫永遠是大過你一切的錯誤跟失敗
[00:08:14.540 --> 00:08:19.740]  那個首先的亞當雖然是失敗的
[00:08:19.740 --> 00:08:22.740]  那個末後的亞當不要忘記
[00:08:22.740 --> 00:08:27.740]  卻是教人重新活過來的靈
[00:08:27.740 --> 00:08:30.860]  這為什麼哥林多後書第五章十七節
[00:08:30.860 --> 00:08:32.340]  我們一同來念來
[00:08:32.340 --> 00:08:34.140]  若有人在基督裡
[00:08:34.140 --> 00:08:40.820]  他就是新造的舊事已過 都變成新的
[00:08:40.820 --> 00:08:42.540]  我們看見在這裡
[00:08:42.540 --> 00:08:45.300]  意思就是無論我們過去
[00:08:45.300 --> 00:08:49.300]  活在多少的黑暗跟罪惡當中
[00:08:49.300 --> 00:08:54.460]  無論過去我們有多少的傷害 多少的軟弱
[00:08:54.460 --> 00:08:58.380]  什麼時候你選擇在基督裡
