
[00:00:00.000 --> 00:00:02.000]  我們今天看《仕途行傳》
[00:00:02.000 --> 00:00:07.060]  《仕途行傳》在這裏和大家在港台
[00:00:07.060 --> 00:00:11.580]  幾年前我已經和大家說過了
[00:00:11.580 --> 00:00:17.580]  大家如果你還在跟教會讀經計劃讀的
[00:00:17.580 --> 00:00:20.240]  你昨天應該是讀第八章的
[00:00:20.240 --> 00:00:22.280]  剛剛讀過今天這一章的
[00:00:22.280 --> 00:00:29.560]  我發覺我曾經說過這篇道
[00:00:29.560 --> 00:00:30.920]  說過這段經文
[00:00:30.920 --> 00:00:32.220]  不是說過這篇道
[00:00:32.220 --> 00:00:37.080]  但今天說的這段不是我電腦裏面
[00:00:37.080 --> 00:00:39.920]  原先有的那篇不用怕
[00:00:39.920 --> 00:00:43.600]  不過如果我再說那篇你管理得了嗎
[00:00:43.600 --> 00:00:45.360]  是的
[00:00:45.360 --> 00:00:47.360]  那你估計《仕途行傳》傳遞得挺好的
[00:00:47.360 --> 00:00:49.600]  說少一點吧
[00:00:49.600 --> 00:00:51.320]  那不會的我不是這樣的
[00:00:51.320 --> 00:00:52.680]  我不會的
[00:00:52.680 --> 00:00:59.720]  《仕途行傳》第八章是整卷《仕途行傳》的一個分水嶺
[00:00:59.720 --> 00:01:00.720]  為甚麼這樣說呢
[00:01:00.720 --> 00:01:05.960]  因為第八章第一節是這樣說的
[00:01:05.960 --> 00:01:08.520]  大家不用記錄我讀給大家聽
[00:01:08.520 --> 00:01:11.880]  從這日起耶路撒冷的教會大遭逼迫
[00:01:11.880 --> 00:01:13.560]  除了《仕途》以外
[00:01:13.560 --> 00:01:16.960]  門徒都分散在猶太和撒瑪利亞各處
[00:01:16.960 --> 00:01:19.160]  這裏說從這日起
[00:01:19.160 --> 00:01:20.760]  這日的意思是甚麼呢
[00:01:20.760 --> 00:01:23.760]  如果你記得我都有提及過
[00:01:23.760 --> 00:01:30.040]  就是教會第一個為教會殉道的人叫做史提反
[00:01:30.040 --> 00:01:33.840]  他說從這一日就是史提反殉道那一日
[00:01:33.840 --> 00:01:37.440]  就是被石頭扔死之後那一日
[00:01:37.440 --> 00:01:44.000]  石頭死了之後耶路撒冷的教會遭到很大的逼迫
[00:01:44.000 --> 00:01:47.600]  因為逼迫因為迫害門徒就要離開
[00:01:47.600 --> 00:01:51.480]  分散到猶太和撒瑪利亞
[00:01:51.480 --> 00:01:54.560]  耶路撒冷猶太和撒瑪利亞這個組合
[00:01:54.560 --> 00:01:57.640]  是否有點似曾相識呢
[00:01:57.640 --> 00:01:59.360]  除了八章一節
[00:01:59.360 --> 00:02:02.960]  這裏有哪裏提及過呢
[00:02:02.960 --> 00:02:03.960]  一章八節
[00:02:03.960 --> 00:02:06.720]  如果有翻譯就知道是一章八節
[00:02:06.720 --> 00:02:08.240]  一章八節是這樣說的
[00:02:08.240 --> 00:02:11.840]  「但聖靈降臨在你們身上,你們就必得著能力,
[00:02:11.840 --> 00:02:17.600]  並要在耶路撒冷猶太傳遞和撒瑪利亞迪道地極作我的見證。」
[00:02:17.600 --> 00:02:23.320]  一章八節和八章一節原來是對應的
[00:02:23.320 --> 00:02:27.480]  那麼
[00:02:27.480 --> 00:02:31.800]  先看看行不行
[00:02:31.800 --> 00:02:33.840]  這張圖就是
[00:02:33.840 --> 00:02:36.200]  你可能看不清楚那些字
[00:02:36.200 --> 00:02:38.000]  但是圈的顏色你看得清楚
[00:02:38.000 --> 00:02:41.800]  有藍色、有黃色、有粉紅色、有綠色
[00:02:41.800 --> 00:02:49.080]  是在小團轉裏面描述福音的傳開去法
[00:02:49.080 --> 00:02:52.880]  藍色的小圈就是耶路撒冷
[00:02:52.880 --> 00:02:54.160]  很小的地方
[00:02:54.160 --> 00:02:57.440]  黃色的小圈是猶太傳遞
[00:02:57.440 --> 00:02:59.960]  粉紅色的小圈是撒瑪利亞
[00:02:59.960 --> 00:03:03.920]  綠色的小圈是地極
[00:03:03.920 --> 00:03:06.160]  我問昨天的問題
[00:03:06.160 --> 00:03:09.720]  我們現在是在甚麼色度
[00:03:09.720 --> 00:03:12.320]  不敢說
[00:03:12.320 --> 00:03:14.080]  是粉紅色還是藍色
[00:03:14.080 --> 00:03:15.600]  昨天有人說粉紅色
[00:03:15.600 --> 00:03:17.560]  我立刻問他有沒有去過撒瑪利亞
[00:03:17.560 --> 00:03:19.240]  沒有
[00:03:19.240 --> 00:03:21.720]  我們應該是在地極
[00:03:21.720 --> 00:03:22.920]  未去到地極
[00:03:22.920 --> 00:03:24.440]  在過程當中
[00:03:24.440 --> 00:03:28.480]  已經出了粉紅色
[00:03:28.480 --> 00:03:30.240]  我們正在去地極
[00:03:30.240 --> 00:03:32.600]  所以很多時說末世的訊息
[00:03:32.600 --> 00:03:35.680]  我們都說要福音要傳遍
[00:03:35.680 --> 00:03:38.280]  傳遍即是去到世界的每一個角落
[00:03:38.280 --> 00:03:42.240]  我們現在是在這個過程當中
[00:03:42.240 --> 00:03:44.880]  上帝的救恩如何被廣傳
[00:03:44.880 --> 00:03:47.800]  或者上帝的救恩如何逐漸成就
[00:03:47.800 --> 00:03:50.400]  就是你看這個圖
[00:03:50.400 --> 00:03:52.600]  這個圖正正是一章八節
[00:03:52.600 --> 00:03:54.520]  或者是八章一節所說的
[00:03:54.520 --> 00:03:56.200]  當耶路撒冷教會因為
[00:03:56.200 --> 00:04:00.040]  史提反殉道的緣故而迫害
[00:04:00.040 --> 00:04:02.800]  門徒斯離開耶路撒冷
[00:04:02.800 --> 00:04:04.840]  我又叫大家想一想
[00:04:04.840 --> 00:04:07.920]  你猜當時耶路撒冷的教會
[00:04:07.920 --> 00:04:09.720]  是怎樣的情況
[00:04:09.720 --> 00:04:15.800]  很荒涼還是很興旺
[00:04:15.800 --> 00:04:17.400]  是很興旺的
[00:04:17.400 --> 00:04:21.040]  因為如果你記得當時使徒
[00:04:21.040 --> 00:04:22.360]  特別是彼得
[00:04:22.360 --> 00:04:24.480]  彼得一直講道的時候
[00:04:24.480 --> 00:04:27.440]  每一次講道都有很多人信主
[00:04:27.440 --> 00:04:29.480]  一次可能有三千人
[00:04:29.480 --> 00:04:31.680]  有四千人有五千人信主
[00:04:31.680 --> 00:04:33.880]  你想想如果一段時間之後
[00:04:33.880 --> 00:04:35.000]  有這麼多人信主
[00:04:35.000 --> 00:04:38.080]  教會會多不多人?很多人
[00:04:38.080 --> 00:04:40.640]  多人即是怎樣?很興旺
[00:04:40.640 --> 00:04:42.600]  很多事情要處理
[00:04:42.600 --> 00:04:45.080]  你想想如果下星期回來
[00:04:45.080 --> 00:04:47.080]  在外面進不來
[00:04:47.080 --> 00:04:49.680]  多人多到進不來你會怎樣?
[00:04:49.680 --> 00:04:50.840]  你會走嗎?
[00:04:50.840 --> 00:04:52.640]  你會怎樣?
[00:04:52.640 --> 00:04:55.320]  嘩 今天做甚麼?
[00:04:55.320 --> 00:04:58.200]  你想想如果教會這麼興旺
[00:04:58.200 --> 00:05:00.880]  這麼多人
[00:05:00.880 --> 00:05:03.760]  你猜作為門徒會怎樣想?
[00:05:03.760 --> 00:05:06.000]  門徒是帶領那間教會
[00:05:06.000 --> 00:05:07.760]  如果你做盤生意
[00:05:07.760 --> 00:05:10.640]  那盤生意風生水起
[00:05:10.640 --> 00:05:12.480]  你會怎樣?
[00:05:12.480 --> 00:05:14.040]  很開心 第一
[00:05:14.040 --> 00:05:15.120]  然後呢?
[00:05:15.120 --> 00:05:17.040]  你會想想怎樣再發展
[00:05:17.040 --> 00:05:20.120]  你會想想怎樣去完善那盤生意
[00:05:20.120 --> 00:05:22.080]  教會都是一樣
[00:05:22.080 --> 00:05:23.480]  當你很興旺的時候
[00:05:23.480 --> 00:05:26.520]  門徒是不會走的
[00:05:26.520 --> 00:05:29.040]  因為覺得很多事情等著我做
[00:05:29.040 --> 00:05:30.960]  這麼多人回來
[00:05:30.960 --> 00:05:34.040]  怎樣牧養長者
