
[00:00:00.000 --> 00:00:18.000]  新年快樂!
[00:00:18.000 --> 00:00:24.000]  醫生準備平安?新年快樂!
[00:00:24.000 --> 00:00:28.000]  我覺得我們不單說新年快樂,
[00:00:28.000 --> 00:00:31.000]  我們說新年幸福好嗎?
[00:00:31.000 --> 00:00:33.000]  快樂這個很表面的,
[00:00:33.000 --> 00:00:36.000]  一年總是不會永遠快樂的,
[00:00:36.000 --> 00:00:38.000]  但是不快樂的時候也可以幸福,
[00:00:38.000 --> 00:00:40.000]  因爲我們有主的恩典,好嗎?
[00:00:40.000 --> 00:00:43.000]  我們新年蒙福,我們新年幸福!
[00:00:43.000 --> 00:00:47.000]  好,我們今天一起來看一個題目,
[00:00:47.000 --> 00:00:50.000]  就是自由。
[00:00:50.000 --> 00:00:55.000]  那麼自由這個字,
[00:00:55.000 --> 00:00:58.000]  我相信大家都很熟識,
[00:00:58.000 --> 00:01:01.000]  而且是我們經常在傳媒,
[00:01:01.000 --> 00:01:07.000]  我們在新聞也聽到的一個名字。
[00:01:07.000 --> 00:01:13.000]  我相信將來的一個年,
[00:01:13.000 --> 00:01:14.000]  新的一年裏面,
[00:01:14.000 --> 00:01:18.000]  我們會聽到更多自由跟權利,
[00:01:18.000 --> 00:01:20.000]  這樣的一些很多的爭論,
[00:01:20.000 --> 00:01:23.000]  在香港有,在中國有,
[00:01:23.000 --> 00:01:28.000]  在歐洲有,在全世界越來越多。
[00:01:28.000 --> 00:01:32.000]  那麼究竟什麼是真正的自由?
[00:01:32.000 --> 00:01:34.000]  什麼叫做自由?
[00:01:34.000 --> 00:01:36.000]  事實上我們看到原來,
[00:01:36.000 --> 00:01:38.000]  在《聖經》當中有一段經文,
[00:01:38.000 --> 00:01:41.000]  就是剛纔我們所念的一個部分,
[00:01:41.000 --> 00:01:45.000]  也談到很深刻的談到這個自由的問題。
[00:01:45.000 --> 00:01:47.000]  今天我們就把這個自由的問題,
[00:01:47.000 --> 00:01:51.000]  重新來透過《聖經》來再看一下,
[00:01:51.000 --> 00:01:53.000]  什麼叫做自由?
[00:01:53.000 --> 00:01:55.000]  而自由這個不同的層次,
[00:01:55.000 --> 00:01:56.000]  什麼意思?
[00:01:56.000 --> 00:02:00.000]  對你跟我都應該有很大的啓發性。
[00:02:00.000 --> 00:02:02.000]  那麼自由是什麼?
[00:02:02.000 --> 00:02:04.000]  那麼自由對於大部分的人,
[00:02:04.000 --> 00:02:06.000]  很多人的理解來說,
[00:02:06.000 --> 00:02:08.000]  就是能夠擺脫,
[00:02:08.000 --> 00:02:11.000]  或者是能夠掙脫一些愧疚。
[00:02:11.000 --> 00:02:14.000]  愧疚,能夠打破這個愧疚,
[00:02:14.000 --> 00:02:16.000]  就能夠得到自由。
[00:02:16.000 --> 00:02:18.000]  那麼《聖經》怎麼講呢?
[00:02:18.000 --> 00:02:21.000]  那麼今天我就用剛纔我們所念的《聖經》,
[00:02:21.000 --> 00:02:23.000]  跟其他的地方,
[00:02:23.000 --> 00:02:25.000]  看看基督教信仰裏面,
[00:02:25.000 --> 00:02:28.000]  自由我們可以把它分成四個層次。
[00:02:28.000 --> 00:02:30.000]  我是念哲學的人,
[00:02:30.000 --> 00:02:34.000]  所以思想就比較有那種結構性。
[00:02:34.000 --> 00:02:37.000]  那麼今天我看自由的四個層次,
[00:02:37.000 --> 00:02:39.000]  我看看《聖經》裏面,
[00:02:39.000 --> 00:02:40.000]  基督教信仰裏面,
[00:02:40.000 --> 00:02:43.000]  怎麼看自由的四個層次是怎樣的?
[00:02:43.000 --> 00:02:45.000]  那麼首先我們說,
[00:02:45.000 --> 00:02:48.000]  自由,我也打出來一個題目了,
[00:02:48.000 --> 00:02:51.000]  自由,
[00:02:51.000 --> 00:02:53.000]  跟着下去,
[00:02:53.000 --> 00:02:57.000]  大綱再下去。
[00:02:57.000 --> 00:03:00.000]  那第一個大的一個方向就是,
[00:03:00.000 --> 00:03:02.000]  我把它稱爲一個,
[00:03:02.000 --> 00:03:06.000]  影像更不自由的所謂自由。
[00:03:06.000 --> 00:03:08.000]  那麼什麼意思呢?
[00:03:08.000 --> 00:03:09.000]  爲什麼?
[00:03:09.000 --> 00:03:12.000]  因爲自由跟不自由好像一個對立的,
[00:03:12.000 --> 00:03:14.000]  但是你知道嗎?
[00:03:14.000 --> 00:03:17.000]  當一個人或者你跟我,
[00:03:17.000 --> 00:03:21.000]  漠視一些客觀的,
[00:03:21.000 --> 00:03:23.000]  在自然界或者是,
[00:03:23.000 --> 00:03:25.000]  甚至人心裏面的規律的時候,
[00:03:25.000 --> 00:03:28.000]  那個後果是更大的不自由。
[00:03:28.000 --> 00:03:30.000]  那麼我講出來的時候,
[00:03:30.000 --> 00:03:32.000]  我相信有一些朋友呢,
[00:03:32.000 --> 00:03:33.000]  心裏面就知道,
[00:03:33.000 --> 00:03:34.000]  我知道要講什麼。
[00:03:34.000 --> 00:03:35.000]  對,
[00:03:35.000 --> 00:03:37.000]  第一個層次最基本的,
[00:03:37.000 --> 00:03:38.000]  是大家都理解的,
[00:03:38.000 --> 00:03:40.000]  不過我也還要講一下,
[00:03:40.000 --> 00:03:42.000]  就是我們說,
[00:03:42.000 --> 00:03:44.000]  外在的規律,
[00:03:44.000 --> 00:03:46.000]  就是在那裏的。
[00:03:46.000 --> 00:03:47.000]  什麼叫外在的規律?
[00:03:47.000 --> 00:03:49.000]  就是一個人生活裏面,
[00:03:49.000 --> 00:03:51.000]  我們的客觀的規律,
[00:03:51.000 --> 00:03:52.000]  比如說自然界的規律,
[00:03:52.000 --> 00:03:53.000]  自然定律,
[00:03:53.000 --> 00:03:54.000]  化學的定律,
[00:03:54.000 --> 00:03:56.000]  生物的定律。
[00:03:56.000 --> 00:03:57.000]  這些規律呢,
[00:03:57.000 --> 00:04:01.000]  是不因爲你喜歡不喜歡而改變的。
[00:04:01.000 --> 00:04:03.000]  你要不理解他們,
[00:04:03.000 --> 00:04:05.000]  或者是不理他們,
[00:04:05.000 --> 00:04:08.000]  那麼你要這樣那種自由呢,
[00:04:08.000 --> 00:04:12.000]  結果得到的是更大的不自由。
[00:04:12.000 --> 00:04:14.000]  我相信我們每個人都知道這個道理,
[00:04:14.000 --> 00:04:15.000]  這個很簡單,
[00:04:15.000 --> 00:04:16.000]  對不對?
[00:04:16.000 --> 00:04:17.000]  我們這裏三樓,
[00:04:17.000 --> 00:04:18.000]  你看,
[00:04:18.000 --> 00:04:19.000]  哇,
[00:04:19.000 --> 00:04:21.000]  天空的飛鳥飛得好自由,
[00:04:21.000 --> 00:04:22.000]  飛來飛去。
[00:04:22.000 --> 00:04:23.000]  你說,
[00:04:23.000 --> 00:04:24.000]  我也想試試看。
[00:04:24.000 --> 00:04:26.000]  那麼你從那個三樓,
[00:04:26.000 --> 00:04:28.000]  那個槍口裏面跳下去,
[00:04:28.000 --> 00:04:29.000]  你嚇我一跳。
[00:04:29.000 --> 00:04:30.000]  跳下去的時候,
[00:04:30.000 --> 00:04:32.000]  結果你都知道什麼?
[00:04:32.000 --> 00:04:33.000]  你說,
[00:04:33.000 --> 00:04:34.000]  爲什麼絕鳥,
[00:04:34.000 --> 00:04:37.000]  那個飛鳥可以那麼自由?
[00:04:37.000 --> 00:04:38.000]  我也想要一個自由。
[00:04:38.000 --> 00:04:40.000]  你試試看。
[00:04:40.000 --> 00:04:43.000]  因爲這個世界有重力,
[00:04:43.000 --> 00:04:44.000]  這樣的一個定律嘛,
[00:04:44.000 --> 00:04:45.000]  是吧?
[00:04:45.000 --> 00:04:46.000]  有地心氣力嘛。
[00:04:46.000 --> 00:04:47.000]  你喜歡不喜歡,
[00:04:47.000 --> 00:04:48.000]  你跳下去,
[00:04:48.000 --> 00:04:49.000]  你試試看。
[00:04:49.000 --> 00:04:50.000]  這個力就把你拉下去了。
[00:04:50.000 --> 00:04:51.000]  你不能夠說,
[00:04:51.000 --> 00:04:55.000]  我希望有這個槓矩飛的強的自由。
[00:04:55.000 --> 00:04:56.000]  你說,
[00:04:56.000 --> 00:04:58.000]  爲什麼飛鳥能夠飛翔?
[00:04:58.000 --> 00:04:59.000]  它很自由。
[00:04:59.000 --> 00:05:00.000]  你知道,
[00:05:00.000 --> 00:05:02.000]  它的自由是因爲它的身體,
[00:05:02.000 --> 00:05:04.000]  向地創造它的時候,
[00:05:04.000 --> 00:05:06.000]  它的羽毛,
[00:05:06.000 --> 00:05:08.000]  它的那種的身體裏面,
[00:05:08.000 --> 00:05:10.000]  所有的最小的結構,
[00:05:10.000 --> 00:05:12.000]  重量的比例,
[00:05:12.000 --> 00:05:16.000]  全都配合那個空氣當中的浮力,
[00:05:16.000 --> 00:05:17.000]  對不對?
[00:05:17.000 --> 00:05:19.000]  浮力跟它的相異,
[00:05:19.000 --> 00:05:21.000]  然後加上有這個地心氣力,
[00:05:21.000 --> 00:05:23.000]  但是它一個平衡裏面,
[00:05:23.000 --> 00:05:24.000]  就可以很自由。
[00:05:24.000 --> 00:05:27.000]  所以真正的自由是你配合,
[00:05:27.000 --> 00:05:32.000]  真正的外在裏不能改變的規律。
[00:05:32.000 --> 00:05:34.000]  所以你跟我都知道,
[00:05:34.000 --> 00:05:35.000]  你說很簡單。
[00:05:35.000 --> 00:05:37.000]  但是不是很多人,
[00:05:37.000 --> 00:05:41.000]  因爲知道而真正的能夠享受這樣的自由。
[00:05:41.000 --> 00:05:43.000]  有些人還是很笨的。
[00:05:43.000 --> 00:05:45.000]  當然你不會像我剛纔說的,
[00:05:45.000 --> 00:05:46.000]  三樓跳下去,
[00:05:46.000 --> 00:05:48.000]  你都知道的結果。
[00:05:48.000 --> 00:05:49.000]  但是這個結果,
[00:05:49.000 --> 00:05:51.000]  很多時候我們以爲我們可以改變的。
[00:05:51.000 --> 00:05:52.000]  比如說,
[00:05:52.000 --> 00:05:57.000]  不單單是外在的物理學有真正的一些的,
[00:05:57.000 --> 00:05:58.000]  不能改變的規律,
[00:05:58.000 --> 00:06:01.000]  在我們生理學裏面也有不能改變的規律,
[00:06:01.000 --> 00:06:02.000]  對不對?
[00:06:02.000 --> 00:06:05.000]  你看我的身體,
[00:06:05.000 --> 00:06:07.000]  有些規律是不能改變的。
[00:06:07.000 --> 00:06:09.000]  你暴飲暴食,
[00:06:09.000 --> 00:06:11.000]  隨便地喫,
[00:06:11.000 --> 00:06:15.000]  你肥的。
[00:06:15.000 --> 00:06:18.000]  國家領導人也肥的,
[00:06:18.000 --> 00:06:19.000]  對不對?
[00:06:19.000 --> 00:06:22.000]  你不是看到那個新聞裏面三個,
[00:06:22.000 --> 00:06:26.000]  影響力最大的國家領導人越來越肥嗎?
[00:06:26.000 --> 00:06:27.000]  你要喫,
[00:06:27.000 --> 00:06:29.000]  你說我是國家領導人,
[00:06:29.000 --> 00:06:31.000]  誰敢依我的意思?
[00:06:31.000 --> 00:06:32.000]  你試試看,
[00:06:32.000 --> 00:06:34.000]  一樣肥的。
[00:06:34.000 --> 00:06:36.000]  這個是規律啊,
[00:06:36.000 --> 00:06:37.000]  對不對?
[00:06:37.000 --> 00:06:38.000]  那麼怎麼可以不肥啊?
[00:06:38.000 --> 00:06:39.000]  減肥咯。
[00:06:39.000 --> 00:06:40.000]  辛苦嗎?
[00:06:40.000 --> 00:06:42.000]  好辛苦啊。
[00:06:42.000 --> 00:06:44.000]  國家領導人也要做啊,
[00:06:44.000 --> 00:06:45.000]  對不對?
[00:06:45.000 --> 00:06:46.000]  你不想不做,
[00:06:46.000 --> 00:06:47.000]  不行。
[00:06:47.000 --> 00:06:49.000]  這個是客觀的自由。
[00:06:49.000 --> 00:06:53.000]  很多時候我們真的以爲這個客觀的自由,
[00:06:53.000 --> 00:06:56.000]  可以憑着我的意志去改變就算的話,
[00:06:56.000 --> 00:07:00.000]  最後你帶來更大的不自由。
[00:07:00.000 --> 00:07:06.000]  除非你能夠配合一些客觀的規律,
