
[00:00:00.000 --> 00:00:02.000]  祝大家新年快樂
[00:00:02.000 --> 00:00:07.000]  今天剛才也說過很複雜
[00:00:07.000 --> 00:00:10.000]  是後年第一個主日
[00:00:10.000 --> 00:00:14.000]  也是人日 也是情人節
[00:00:14.000 --> 00:00:16.000]  所以也不知道祝大家什麼好
[00:00:16.000 --> 00:00:19.000]  總之祝大家新年進步
[00:00:19.000 --> 00:00:22.000]  也請大家幫我做一個測試
[00:00:22.000 --> 00:00:25.000]  就是問一下前後左右的人
[00:00:25.000 --> 00:00:28.000]  問一下他們新年有沒有吃太多肥膩的東西
[00:00:30.000 --> 00:00:40.000]  如果你旁邊那個是大豬有懊悔的眼神看著你的時候
[00:00:40.000 --> 00:00:42.000]  那他就不需要出聲了
[00:00:42.000 --> 00:00:44.000]  你拍一拍他的肩膀就OK了
[00:00:44.000 --> 00:00:49.000]  我很久沒有在五堂講道了
[00:00:49.000 --> 00:00:51.000]  很掛念大家
[00:00:51.000 --> 00:00:53.000]  拿個兒子和大家學一下年
[00:00:53.000 --> 00:00:56.000]  也祝大家新年快樂
[00:00:56.000 --> 00:00:58.000]  他現在也六個月了
[00:00:58.000 --> 00:00:59.000]  也很快了 五經五覺
[00:00:59.000 --> 00:01:01.000]  你不要看這張照片這麼簡單
[00:01:01.000 --> 00:01:03.000]  其實也拍了很久才捕捉到這個時刻
[00:01:03.000 --> 00:01:05.000]  他一開始就跌在地上
[00:01:05.000 --> 00:01:06.000]  要不就弄垮了風車
[00:01:06.000 --> 00:01:08.000]  要不就想把他插進口裡
[00:01:08.000 --> 00:01:12.000]  也謝謝大家的禱告和支持
[00:01:12.000 --> 00:01:15.000]  有些人說他現在越大就越像媽媽
[00:01:15.000 --> 00:01:17.000]  小時候就像我多一點
[00:01:17.000 --> 00:01:19.000]  我覺得沒什麼所謂的
[00:01:19.000 --> 00:01:22.000]  總之希望他能夠更像基督就可以了
[00:01:22.000 --> 00:01:26.000]  所以也祝大家在新一年可以更像耶穌基督
[00:01:26.000 --> 00:01:28.000]  如果你有聖經在手
[00:01:28.000 --> 00:01:30.000]  我鼓勵你一起去擁抱神的話語
[00:01:30.000 --> 00:01:32.000]  我們一同禱告
[00:01:58.000 --> 00:02:02.000]  我們也能夠把焦點放在我們的主身上
[00:02:02.000 --> 00:02:05.000]  也幫助我們作為一個人 作為一個群體
[00:02:05.000 --> 00:02:08.000]  我們一同不二不一地去塗灶
[00:02:08.000 --> 00:02:11.000]  就求祢的話語去觸動我們
[00:02:11.000 --> 00:02:12.000]  將以下時間交上
[00:02:12.000 --> 00:02:14.000]  求祢親自向我們說話
[00:02:14.000 --> 00:02:17.000]  觸動我們的心靈 改變我們的生命
[00:02:17.000 --> 00:02:18.000]  聽我們的祈禱
[00:02:18.000 --> 00:02:21.000]  奉靠耶穌基督得聖的名字祈求
[00:02:21.000 --> 00:02:22.000]  阿們
[00:02:22.000 --> 00:02:27.000]  我回來香港兩年多一點
[00:02:27.000 --> 00:02:29.000]  今年是我第三個冬天
[00:02:29.000 --> 00:02:32.000]  第一個冬天我覺得很冷
[00:02:32.000 --> 00:02:34.000]  因為那年是特別冷的
[00:02:34.000 --> 00:02:36.000]  而且是我離開美國之前
