
[00:00:00.000 --> 00:00:02.000]  等姐妹早晨
[00:00:02.000 --> 00:00:08.000]  今日跟大家繼續思考文數記給我們的訊息
[00:00:08.000 --> 00:00:14.000]  今早我回來講九點鐘的崇拜
[00:00:14.000 --> 00:00:18.000]  之前發生了一個小小的插曲
[00:00:18.000 --> 00:00:24.000]  我明明記得我帶了手提電話回來
[00:00:24.000 --> 00:00:32.000]  跟他們祈願土 之後回到辦公室
[00:00:32.000 --> 00:00:35.000]  拿了講章之類的東西
[00:00:35.000 --> 00:00:40.000]  發覺到處都不見了那個手提電話
[00:00:40.000 --> 00:00:47.000]  同工又幫我在洗手間找 前台 到處都找不到
[00:00:47.000 --> 00:00:51.000]  接著又打電話給我的手機
[00:00:51.000 --> 00:00:55.000]  但我跟他們說我的手機應該調校了靜音
[00:00:55.000 --> 00:01:00.000]  因為崇拜 調校了靜音
[00:01:00.000 --> 00:01:03.000]  真是糟糕了 怎麼辦呢
[00:01:03.000 --> 00:01:07.000]  當時又要進來講道
[00:01:07.000 --> 00:01:10.000]  所以懷了一個很高度的焦慮
[00:01:10.000 --> 00:01:13.000]  但心裡默默的祈禱
[00:01:13.000 --> 00:01:16.000]  在辦公室一直祈禱 祈禱出來
[00:01:16.000 --> 00:01:21.000]  求主憐憫 因為我今天整天都有聚會
[00:01:21.000 --> 00:01:23.000]  直到晚上
[00:01:23.000 --> 00:01:25.000]  沒有手機怎麼辦呢
[00:01:25.000 --> 00:01:28.000]  現在沒有手機比沒有錢包還慘
[00:01:28.000 --> 00:01:30.000]  因為所有的資訊
[00:01:30.000 --> 00:01:33.000]  人家如果找你又找不到
[00:01:33.000 --> 00:01:35.000]  又不知道你去了哪裡
[00:01:35.000 --> 00:01:37.000]  這樣就很大件事
[00:01:37.000 --> 00:01:39.000]  這種的焦慮
[00:01:39.000 --> 00:01:43.000]  我覺得和我今天要講的經文
[00:01:43.000 --> 00:01:47.000]  也有一個很大的關連性
[00:01:47.000 --> 00:01:51.000]  其實我們信不信得過上帝的應許呢
[00:01:51.000 --> 00:01:53.000]  聖經有沒有應許告訴我們
[00:01:53.000 --> 00:01:56.000]  祈禱就得著 尋找就尋見
[00:01:56.000 --> 00:01:59.000]  叩門就給你門開門
[00:01:59.000 --> 00:02:01.000]  如果上帝的應許這麼真實
[00:02:01.000 --> 00:02:04.000]  你今天怎樣向神去依靠
[00:02:04.000 --> 00:02:06.000]  有時上帝給我們的回覆
[00:02:06.000 --> 00:02:08.000]  是臨時的
[00:02:08.000 --> 00:02:10.000]  好像是掉進水裡
[00:02:10.000 --> 00:02:13.000]  救我主耶穌 會不會說
[00:02:13.000 --> 00:02:16.000]  讓你多喝幾口鹹水
[00:02:16.000 --> 00:02:19.000]  我們看其實整件事
[00:02:19.000 --> 00:02:21.000]  當時我心裡頭
[00:02:21.000 --> 00:02:23.000]  雖然是焦慮
[00:02:23.000 --> 00:02:26.000]  但是我求神真的幫我
[00:02:26.000 --> 00:02:28.000]  再找我 因為我不是第一次
[00:02:28.000 --> 00:02:30.000]  留下電話
[00:02:30.000 --> 00:02:34.000]  我真的在教會洗手間也留下過
[00:02:34.000 --> 00:02:38.000]  去七仔買東西也留下過
[00:02:38.000 --> 00:02:41.000]  放手機在別人的桌子上
[00:02:41.000 --> 00:02:43.000]  給完八達通卡
[00:02:43.000 --> 00:02:46.000]  很安然的就離開了
[00:02:46.000 --> 00:02:48.000]  為什麼會這樣呢
[00:02:48.000 --> 00:02:51.000]  原來呢 我發覺原來都是
[00:02:51.000 --> 00:02:54.000]  人年紀大了可能是比較笨拙
[00:02:54.000 --> 00:02:59.000]  我們仍然是要繼續依靠神
[00:02:59.000 --> 00:03:04.000]  也是最近看到一個報告
[00:03:04.000 --> 00:03:06.000]  是香港心理衛生會
[00:03:06.000 --> 00:03:08.000]  三月 很新的
[00:03:08.000 --> 00:03:12.000]  全港抑鬱和焦慮的指數調查
[00:03:12.000 --> 00:03:17.000]  港人的情緒健康正處於關鍵時刻
[00:03:17.000 --> 00:03:19.000]  歷年的新高
