
[00:00:00.000 --> 00:00:02.320]  央行黃品統宣道教 央行同心禱告
[00:00:02.320 --> 00:00:09.200]  慈悲的天父多謝你 讓我們能夠再次回到你的說話裏面
[00:00:09.200 --> 00:00:12.760]  同心的受教於主你的教訓當中
[00:00:12.760 --> 00:00:16.560]  無論講的 聽的 也許同感一靈
[00:00:16.560 --> 00:00:20.640]  都在上帝你權威的說話之下
[00:00:20.640 --> 00:00:22.920]  我們都能夠學曉如何降伏
[00:00:22.920 --> 00:00:28.200]  並且真正按照當中的教導 照著而行
[00:00:28.440 --> 00:00:32.600]  求你將這份心志都放在我們每一個人的心裏面
[00:00:32.600 --> 00:00:36.440]  我們親愛的天父感謝你 讓我們今天能夠再次能夠
[00:00:36.440 --> 00:00:41.080]  打開你的說話 降伏在上帝你的說話跟前
[00:00:41.080 --> 00:00:45.920]  無論是講的 聽的 讓我們在主你權威的說話之下
[00:00:45.920 --> 00:00:52.040]  我們都能夠帶著謙卑的心 來到曉得教主說話來行
[00:00:52.040 --> 00:00:55.320]  我們禱告封主耶穌的名臣 阿們
[00:00:55.320 --> 00:00:57.760]  有一句這樣的俗語
[00:00:58.000 --> 00:01:00.200]  有一個依據這樣的俗語
[00:01:00.200 --> 00:01:01.920]  叫人靠衣裝
[00:01:01.920 --> 00:01:03.240]  人靠衣裝
[00:01:03.240 --> 00:01:06.040]  當人類在創世之後
[00:01:06.040 --> 00:01:08.120]  當人類在創世以後
[00:01:08.120 --> 00:01:10.320]  我們發覺人原本不用穿衣服
[00:01:10.320 --> 00:01:13.320]  我們發現人原本不需要穿衣服
[00:01:13.320 --> 00:01:15.200]  何時人要穿衣服呢
[00:01:15.200 --> 00:01:17.000]  什麼時候要穿衣服呢
[00:01:17.000 --> 00:01:18.880]  犯了罪之後才穿衣服
[00:01:18.880 --> 00:01:20.280]  犯罪以後就穿了
[00:01:20.280 --> 00:01:24.320]  因為我們那個形象已經有了虧損
[00:01:24.320 --> 00:01:26.560]  因為我們的形象已經有了虧損
[00:01:26.800 --> 00:01:30.360]  所以很多時候我們要靠外表來掩飾
[00:01:30.360 --> 00:01:34.080]  或者補充我們生命上的一些缺陷
[00:01:34.080 --> 00:01:40.600]  所以我們要用外表去包裝或者顏色一些生命上的缺陷
[00:01:40.600 --> 00:01:42.400]  所以我們看過很多的電影
[00:01:42.400 --> 00:01:44.160]  所以我們看了很多的電影
[00:01:44.160 --> 00:01:48.800]  都很喜歡用穿衣服這個橋段去介紹或者去描述
[00:01:48.800 --> 00:01:53.720]  也很喜歡用穿衣服來介紹那個橋段很描述
[00:01:53.720 --> 00:01:56.680]  我自己本身以前在香港去到加拿大
[00:01:57.080 --> 00:01:59.280]  我本身在香港去到加拿大
[00:01:59.280 --> 00:02:02.200]  我記得因為我是60年代的人
[00:02:02.200 --> 00:02:03.800]  所以在香港的時候
[00:02:03.800 --> 00:02:07.080]  剛剛經濟發展開始起步的時候
[00:02:07.080 --> 00:02:09.400]  我是60年代的人
[00:02:09.400 --> 00:02:12.680]  當時香港經濟發展得挺好的
[00:02:12.680 --> 00:02:14.400]  我家附近就很興旺的
[00:02:14.400 --> 00:02:16.160]  我家附近很興旺
[00:02:16.160 --> 00:02:18.120]  因為我家附近有很多古衣鋪
[00:02:18.120 --> 00:02:20.600]  我家附近有很多的古衣鋪
[00:02:20.600 --> 00:02:22.080]  現在不叫古衣鋪了
[00:02:22.080 --> 00:02:23.360]  現在不叫古衣鋪
[00:02:23.360 --> 00:02:24.440]  現在叫古著
[00:02:24.440 --> 00:02:26.760]  現在叫古窗
[00:02:26.840 --> 00:02:27.360]  認識嗎?
[00:02:27.360 --> 00:02:28.120]  古著
[00:02:28.120 --> 00:02:29.920]  穿些舊衣服的
[00:02:29.920 --> 00:02:31.320]  買些舊衣服回來穿
[00:02:31.320 --> 00:02:33.600]  就是買一些舊的衣服來穿
[00:02:33.600 --> 00:02:35.280]  老土當時興
[00:02:35.280 --> 00:02:38.040]  老土的當時興
[00:02:38.040 --> 00:02:39.080]  以前呢
[00:02:39.080 --> 00:02:43.240]  於是乎很多電影橋段都用這種去做一個開場的
[00:02:43.240 --> 00:02:47.680]  所以很多電影橋段都是用這樣來做一個開頭
[00:02:47.680 --> 00:02:49.680]  為了要找一份好的工作
[00:02:49.680 --> 00:02:51.640]  為了要找一份好的工作
[00:02:51.640 --> 00:02:55.000]  有人就去那些古衣鋪那裡去租一件衣服來穿
[00:02:55.000 --> 00:02:58.600]  有人就去那些古衣鋪那裡去租一件衣服來穿
[00:02:58.600 --> 00:03:00.360]  租一套西裝去應徵
[00:03:00.360 --> 00:03:02.880]  租一套西裝來應徵
[00:03:02.880 --> 00:03:06.800]  如果是慶幸有一個朋友有一套西裝的話
[00:03:06.800 --> 00:03:10.320]  如果他的朋友有一套西裝的話
[00:03:10.320 --> 00:03:14.040]  他甚至一套西裝就幾個人分著穿的
[00:03:14.040 --> 00:03:17.280]  甚至一套西裝幾個人一起穿
[00:03:17.280 --> 00:03:19.760]  而穿西裝這個文化
[00:03:19.760 --> 00:03:21.400]  為什麼將人包裝呢?
[00:03:21.400 --> 00:03:23.400]  原來一直從那個時間
[00:03:23.400 --> 00:03:24.840]  在香港不斷演變
[00:03:25.880 --> 00:03:31.880]  這個衣服包裝其實也像香港一樣一路的演變
[00:03:31.880 --> 00:03:34.720]  尤其是我記得在八十年代的時候
[00:03:34.720 --> 00:03:37.320]  尤其是在八十年代的時候
[00:03:37.320 --> 00:03:40.800]  當中國的經濟發展起飛的時候
[00:03:40.800 --> 00:03:43.520]  當中國的經濟發展起飛的時候
[00:03:43.520 --> 00:03:45.600]  很多中國內地的男士
[00:03:45.600 --> 00:03:47.640]  當然要下來穿一套漂亮的西裝
[00:03:47.640 --> 00:03:52.440]  很多中國的男士要下來買一件西裝
[00:03:52.440 --> 00:03:55.600]  他們買西裝的笑話層出不窮
[00:03:55.600 --> 00:03:58.880]  他們買西裝的笑話層出不窮
[00:03:58.880 --> 00:04:00.000]  讓我看看我先
[00:04:00.000 --> 00:04:01.120]  不是說了變成了
[00:04:01.120 --> 00:04:02.840]  我看一下我自己
[00:04:02.840 --> 00:04:05.120]  原來他很喜歡買完西裝之後
[00:04:05.120 --> 00:04:06.480]  通常都買名牌的
[00:04:06.480 --> 00:04:08.720]  他們都喜歡買名牌
[00:04:08.720 --> 00:04:09.920]  買了之後
[00:04:09.920 --> 00:04:13.160]  西裝的名牌牌還釘在手袖
[00:04:13.160 --> 00:04:14.480]  他們不剪的
[00:04:14.480 --> 00:04:19.200]  買了之後那個名牌還在手繡那邊
[00:04:19.200 --> 00:04:20.280]  他們不剪的
[00:04:20.280 --> 00:04:22.640]  我們買西裝的就全部剪掉
[00:04:22.640 --> 00:04:23.440]  他們不剪的
[00:04:23.440 --> 00:04:25.160]  因為要讓別人看到
[00:04:25.160 --> 00:04:26.640]  Pierre
[00:04:26.640 --> 00:04:28.120]  這樣子
[00:04:28.120 --> 00:04:29.560]  是不是我們教他的那個
[00:04:29.560 --> 00:04:30.880]  我們買了之後就馬上剪下來
[00:04:30.880 --> 00:04:33.800]  他們不剪的就讓別人來看一下
[00:04:33.800 --> 00:04:35.520]  我這一件是Pierre
