
[00:00:00.000 --> 00:00:06.540]  我要多謝今天的敬拜小組
[00:00:06.540 --> 00:00:10.960]  我什麼音樂我都喜歡的
[00:00:10.960 --> 00:00:18.260]  我會彈結他,會彈鋼琴和搞樂隊
[00:00:18.260 --> 00:00:23.000]  但今天他唱了我最喜歡的那首歌
[00:00:23.000 --> 00:00:27.560]  就是「怎能如此」那首歌
[00:00:27.560 --> 00:00:37.480]  我今天覺得被你們所歡迎
[00:00:37.480 --> 00:00:40.160]  我想請陳牧師和我們一起讀聖經
[00:00:40.160 --> 00:00:46.440]  就是今天的經文《哥倫多後書》第五章第十四至二十一節
[00:00:46.440 --> 00:00:49.240]  或者讓我們用中文一起讀
[00:00:49.240 --> 00:00:51.840]  Let us read it together 第十四節
[00:00:51.840 --> 00:00:55.520]  原來基督的愛激勵我們
[00:00:55.520 --> 00:00:59.040]  因我們想一人寄替眾人死
[00:00:59.040 --> 00:01:01.120]  眾人就都死了
[00:01:01.120 --> 00:01:03.440]  並且他替眾人死
[00:01:03.440 --> 00:01:07.240]  是叫那些活著的人不再為自己活
[00:01:07.240 --> 00:01:10.800]  乃為替他們死而復活的主活
[00:01:10.800 --> 00:01:16.040]  所以我們從今以後不憑著外貌認人了
[00:01:16.040 --> 00:01:19.120]  雖然憑著外貌認過基督
[00:01:19.120 --> 00:01:22.400]  如今卻不再這樣認他了
[00:01:22.400 --> 00:01:24.560]  若有人在基督裡
[00:01:24.560 --> 00:01:26.720]  他就是新造的人
[00:01:26.720 --> 00:01:30.200]  舊事已過都變成新的了
[00:01:30.200 --> 00:01:32.440]  一切都是出於神
[00:01:32.440 --> 00:01:36.080]  他藉著基督使我們與他和好
[00:01:36.080 --> 00:01:40.520]  又將勸人與他和好的積分賜給我們
[00:01:40.520 --> 00:01:45.440]  這就是神在基督裡叫世人與自己和好
[00:01:45.440 --> 00:01:49.320]  不將他們的過犯歸到他們身上
[00:01:49.320 --> 00:01:53.800]  並且將這和好的道理託付了我們
[00:01:53.800 --> 00:01:56.760]  所以我們作基督的使者
[00:01:56.760 --> 00:02:00.200]  就好像神藉我們勸你們一般
[00:02:00.200 --> 00:02:03.720]  我們替基督求你們與神和好
[00:02:03.720 --> 00:02:07.960]  神使那無罪的替我們成為罪
[00:02:07.960 --> 00:02:12.600]  好叫我們在他裡面成為神的兒
[00:02:20.200 --> 00:02:24.360]  天父上帝我們感謝祢自己的話語
[00:02:24.360 --> 00:02:26.920]  感謝祢自己對我們的愛
[00:02:26.920 --> 00:02:28.680]  感謝祢今天教導我們
[00:02:28.680 --> 00:02:30.920]  怎樣成為一個真正的
[00:02:30.920 --> 00:02:33.520]  亦都是真誠一個屬於祢的人
[00:02:33.520 --> 00:02:34.960]  屬於祢的領袖
[00:02:34.960 --> 00:02:37.480]  求祢賜福給Pastor Mark
[00:02:37.480 --> 00:02:39.240]  讓聖靈帶領他
[00:02:39.240 --> 00:02:41.720]  今天講出主你自己的心意
[00:02:41.720 --> 00:02:44.240]  又讓我們能夠真的領受
[00:02:44.240 --> 00:02:46.200]  不單單是明白
[00:02:46.200 --> 00:02:49.760]  讓我們心裡面都願意接受聖靈這個改變
[00:02:49.760 --> 00:02:50.880]  聽我們的禱告
[00:02:50.880 --> 00:02:52.120]  奉耶穌的命求
[00:02:52.120 --> 00:02:53.120]  阿們
[00:02:53.120 --> 00:03:01.120]  今天的主題就是「天父的呼召」
[00:03:01.120 --> 00:03:10.000]  教會的領袖邀請我來講
[00:03:10.000 --> 00:03:11.520]  天父的呼召
[00:03:11.520 --> 00:03:14.520]  就是呼召我們作一個真誠的領導
[00:03:18.840 --> 00:03:20.720]  或者很多人說我今天不用聽了
[00:03:20.720 --> 00:03:22.320]  因為我不是領袖
[00:03:22.320 --> 00:03:25.800]  今天我有好消息給各位
[00:03:25.800 --> 00:03:30.120]  在在每一位都是領袖來的
[00:03:30.120 --> 00:03:32.880]  我可以證明
[00:03:32.880 --> 00:03:38.080]  很多年前我聽一個人講
[00:03:38.080 --> 00:03:44.280]  他是一個比我年紀大一點的人
[00:03:44.280 --> 00:03:46.320]  我是很感動聽他所講
[00:03:47.760 --> 00:03:49.000]  我就買了他的書
[00:03:49.000 --> 00:03:53.520]  就是講到「屬靈的領導」
[00:03:53.520 --> 00:03:57.760]  在他的書裡面有這句話
[00:03:57.760 --> 00:04:02.320]  「領導就是影響」
[00:04:02.320 --> 00:04:08.040]  他的名字就是J. Oswald Saunders
[00:04:08.040 --> 00:04:16.640]  他將他自己的生命奉獻給東亞洲裡面的人
[00:04:18.480 --> 00:04:23.680]  當我想到之後
[00:04:23.680 --> 00:04:26.360]  我就覺得這句話是非常好的
[00:04:26.360 --> 00:04:28.600]  對我們信基督耶穌的人
[00:04:28.600 --> 00:04:33.600]  請你想一想
[00:04:33.600 --> 00:04:35.640]  「領導就是影響」
[00:04:35.640 --> 00:04:43.840]  我想你用以下幾秒鐘來想一想
[00:04:43.840 --> 00:04:45.480]  你影響了哪個人呢
[00:04:48.000 --> 00:04:49.680]  或者是你的十元仔
[00:04:49.680 --> 00:04:52.120]  或者是你的配偶
[00:04:52.120 --> 00:04:54.800]  或者是你的同事
[00:04:54.800 --> 00:04:57.120]  或者是你的朋友
[00:04:57.120 --> 00:05:06.440]  每一天因為你跟他有交往
[00:05:06.440 --> 00:05:07.920]  你就影響了他們
[00:05:07.920 --> 00:05:16.960]  如果你正在影響一些人
[00:05:16.960 --> 00:05:19.240]  《聖經》說你就是一個領袖
[00:05:19.240 --> 00:05:28.280]  所以今天我們的挑戰就是
[00:05:28.280 --> 00:05:30.920]  我們怎樣成為一個真誠的領袖
[00:05:30.920 --> 00:05:32.040]  為神而活
[00:05:32.040 --> 00:05:38.240]  我們怎樣能夠成為一些人
[00:05:38.240 --> 00:05:41.480]  影響別人去接近親近神
[00:05:46.160 --> 00:05:49.160]  感謝神是上帝借著聖靈
[00:05:49.160 --> 00:05:51.760]  幫助保羅講得清楚給我們聽
[00:05:51.760 --> 00:06:00.360]  我願意今天各位都能夠成為一個
[00:06:00.360 --> 00:06:02.680]  真誠的領導,為神而活
[00:06:02.680 --> 00:06:08.200]  我知道這個是五堂
[00:06:08.200 --> 00:06:09.480]  是第二堂的崇拜
[00:06:09.480 --> 00:06:14.000]  我知道為什麼你要來第二堂的崇拜
[00:06:16.840 --> 00:06:18.840]  有些人說你來可以休息一會兒
[00:06:18.840 --> 00:06:19.640]  我說不要了
[00:06:19.640 --> 00:06:28.000]  你來第二堂是有福的
[00:06:28.000 --> 00:06:29.360]  因為我說了第一堂
[00:06:29.360 --> 00:06:31.240]  我第二堂會說得更好
[00:06:31.240 --> 00:06:36.560]  讓我們一起看《哥倫多後書》第五章
[00:06:36.560 --> 00:06:42.800]  神怎樣鼓勵我們
[00:06:42.800 --> 00:06:45.680]  藉著《聖經》學習成為一個真誠的領導呢
[00:06:47.160 --> 00:06:48.760]  天父的呼召
[00:06:48.760 --> 00:06:51.920]  祂呼召我們第一,是活出新的生命
[00:06:51.920 --> 00:06:55.360]  在這個新的生命裏面
[00:06:55.360 --> 00:06:56.760]  我們明白三件事
[00:06:56.760 --> 00:07:01.040]  第一件事就是新的了解
[00:07:01.040 --> 00:07:04.800]  在一個時候的裏面
[00:07:04.800 --> 00:07:06.800]  有人告訴你關於神的事
[00:07:06.800 --> 00:07:12.280]  而當你第一次意識到
[00:07:12.280 --> 00:07:14.040]  那裏有一個上帝
[00:07:14.040 --> 00:07:17.200]  你是第一次知道原來天上有一個神
[00:07:17.200 --> 00:07:19.800]  祂是愛你並且想和你建立關係
[00:07:19.800 --> 00:07:27.080]  或許你未曾聽過或未曾明白
[00:07:27.080 --> 00:07:29.120]  但是那個訊息就很清楚地臨到你
[00:07:29.120 --> 00:07:36.000]  在那個訊息裏面
[00:07:36.000 --> 00:07:37.800]  有一個很奇妙的說話
[00:07:45.040 --> 00:07:47.360]  就是創造宇宙的真神
[00:07:47.360 --> 00:07:50.800]  是叫祂的兒子耶穌基督來到世上為你而死
[00:07:50.800 --> 00:07:55.320]  為甚麼上帝要做這些事呢
[00:07:55.320 --> 00:07:59.480]  在《創世紀》裏面告訴我們
[00:07:59.480 --> 00:08:00.960]  因為我們的罪
[00:08:00.960 --> 00:08:02.800]  我們和上帝是分隔開了
[00:08:02.800 --> 00:08:08.120]  《聖經》裏面亦都告訴我們
[00:08:08.120 --> 00:08:10.160]  上帝想和我們建立關係
[00:08:10.160 --> 00:08:14.160]  讓我們能夠重新與祂重新相聚
[00:08:14.160 --> 00:08:20.600]  在舊約聖經裏面
[00:08:20.600 --> 00:08:26.080]  那些承諾是重複地重複地重複地重複地重複地重複地重複地重複地重複地重複地重複地重複地重複地重複地重複地重複地重複地重複地重複地重複地重複地重複的宗教
[00:08:26.080 --> 00:08:27.880]  讓我們能夠重新與上帝重新相聚
[00:08:27.880 --> 00:08:37.000]  我們知道那個人就是耶穌基督
[00:08:38.840 --> 00:08:44.040]  所以借著信心我們就接受耶穌基督
[00:08:44.040 --> 00:08:49.200]  就是我們唯一能夠去到主的面前的一天
[00:08:49.200 --> 00:08:52.800]  你記不記得那一天呢?我記得
[00:08:52.800 --> 00:09:00.480]  就是在那一天我有一個新的認識
[00:09:00.480 --> 00:09:02.080]  有人這樣愛我
[00:09:02.080 --> 00:09:08.320]  你活出新的生命第二樣東西
[00:09:08.320 --> 00:09:10.160]  就是有一個新的目的
[00:09:10.160 --> 00:09:17.280]  當我認識了耶穌之後
[00:09:17.280 --> 00:09:18.400]  我就開始明白
[00:09:18.400 --> 00:09:20.480]  原來我不是只是為我自己而活的
[00:09:20.480 --> 00:09:24.120]  不是什麼都是我自己
[00:09:24.120 --> 00:09:32.600]  我忽然間了解到
[00:09:32.600 --> 00:09:35.240]  我從耶穌那裡所得到的這個愛
[00:09:35.240 --> 00:09:36.400]  祂要我藉著這個愛
[00:09:36.400 --> 00:09:37.600]  也是去愛其他的人
[00:09:39.320 --> 00:09:42.840]  所以在那一刻裏面
[00:09:42.840 --> 00:09:44.600]  我生命的目的就改變了
[00:09:44.600 --> 00:09:49.000]  我知道為什麼我在這裏
[00:09:49.000 --> 00:09:55.040]  是很奇妙的
[00:09:55.040 --> 00:09:57.400]  當我們明白了上帝給了什麼給我們
[00:09:57.400 --> 00:10:04.040]  第三樣東西是很重要的一樣東西
[00:10:07.760 --> 00:10:09.120]  就是祂想告訴我
[00:10:09.120 --> 00:10:10.720]  祂想和我建立關係
[00:10:10.720 --> 00:10:16.920]  你想想
[00:10:16.920 --> 00:10:19.000]  創造宇宙的上帝
[00:10:19.000 --> 00:10:21.560]  竟然想和我建立關係
[00:10:21.560 --> 00:10:26.520]  你我原來是被愛的
[00:10:26.520 --> 00:10:33.200]  一個很奇妙的事
[00:10:33.200 --> 00:10:37.120]  一個奇異的愛
[00:10:37.120 --> 00:10:38.600]  有什麼可能會是這樣呢?
[00:10:38.600 --> 00:10:46.160]  創造宇宙的上帝竟然願意為我而死
[00:10:46.160 --> 00:10:48.080]  以至我能夠和祂建立關係
[00:10:48.080 --> 00:10:53.080]  所以你是被神呼召活出這個新的生命
[00:10:53.080 --> 00:10:57.240]  作為一個領袖
[00:10:57.240 --> 00:10:59.440]  什麼東西都變成新的了
[00:10:59.440 --> 00:11:04.760]  我今早覺得很興奮
[00:11:07.240 --> 00:11:09.120]  兩天前我的女兒
[00:11:09.120 --> 00:11:12.640]  生了一個孫子給我
[00:11:12.640 --> 00:11:15.280]  多謝各位
[00:11:15.280 --> 00:11:20.000]  是他們第一個的嬰兒
[00:11:20.000 --> 00:11:26.960]  我已經有三個孫子了
[00:11:26.960 --> 00:11:29.440]  但是當我看到這個新的孫子的時候
[00:11:29.440 --> 00:11:31.800]  是新的
[00:11:31.800 --> 00:11:36.720]  是禮拜二的肉桂臣許可
[00:11:38.120 --> 00:11:39.840]  我將會飛去美國
[00:11:39.840 --> 00:11:41.520]  因為他們住在美國
[00:11:41.520 --> 00:11:45.920]  我就去抱我的孫子了
[00:11:45.920 --> 00:11:53.600]  這個新人有這麼大的潛質在裡面
[00:11:53.600 --> 00:11:58.480]  上帝同樣給了你們這種新的生命
[00:11:58.480 --> 00:12:05.480]  但是天父的呼召
[00:12:05.480 --> 00:12:07.200]  是給我們有一個新的生命
[00:12:07.200 --> 00:12:10.480]  他也是叫我們建立一個新的思維
[00:12:10.480 --> 00:12:19.040]  是第十四至十五節說
[00:12:19.040 --> 00:12:21.040]  有一個關乎我自己
[00:12:21.040 --> 00:12:22.160]  怎麼想我自己的
[00:12:22.160 --> 00:12:23.600]  有一個新的想法了
[00:12:23.600 --> 00:12:31.760]  當我認識了耶穌基督之後
[00:12:31.760 --> 00:12:34.520]  我再也不像以前那樣想我自己
[00:12:35.480 --> 00:12:36.920]  或者我們當中有人覺得
[00:12:36.920 --> 00:12:38.280]  我們自己是這麼壞的
[00:12:38.280 --> 00:12:39.880]  上帝不可能會接納我的
[00:12:39.880 --> 00:12:44.720]  有人覺得我自己不知道多厲害
[00:12:44.720 --> 00:12:46.120]  上帝一定要接納我
[00:12:46.120 --> 00:12:50.000]  兩樣都錯的
[00:12:50.000 --> 00:12:56.200]  我們忽然間發現了
[00:12:56.200 --> 00:12:57.760]  在神的眼中的裡面
[00:12:57.760 --> 00:12:59.520]  我們大家都是一樣的
[00:13:03.520 --> 00:13:05.520]  大家都一樣的
[00:13:05.520 --> 00:13:10.440]  我們是新做的
[00:13:10.440 --> 00:13:13.520]  我們是被赦免的
[00:13:13.520 --> 00:13:17.280]  大家留意聽到嗎
[00:13:17.280 --> 00:13:19.000]  我們是被赦免的
[00:13:19.000 --> 00:13:22.840]  我們有一個新的開始
[00:13:22.840 --> 00:13:26.480]  有一個我很喜歡聽的故事
[00:13:26.480 --> 00:13:29.120]  在舊約聖經裡面的
[00:13:31.080 --> 00:13:33.560]  就是講到希伯來書第十一章
[00:13:33.560 --> 00:13:40.400]  希伯來書十一章就是
[00:13:40.400 --> 00:13:43.640]  舊約聖經裡面那些偉人的龍虎榜
[00:13:43.640 --> 00:13:47.600]  很多時候你都聽過這些名字的
[00:13:47.600 --> 00:13:51.920]  阿伯拉罕、以撒瓦各
[00:13:51.920 --> 00:13:54.200]  有挪亞
[00:13:54.200 --> 00:13:57.800]  有摩西
[00:13:57.800 --> 00:13:58.840]  是有基典
[00:13:58.840 --> 00:13:59.960]  有參孫
[00:14:01.480 --> 00:14:02.880]  還有一個叫做拉罕
[00:14:02.880 --> 00:14:05.400]  拉罕
[00:14:05.400 --> 00:14:09.040]  我們明白摩西
[00:14:09.040 --> 00:14:16.400]  摩西在法老的皇宮裡面長大
[00:14:16.400 --> 00:14:17.800]  他是一個王子
[00:14:17.800 --> 00:14:23.160]  他在開羅大學裡面拿到博士學位
[00:14:23.160 --> 00:14:25.480]  是很出名的
[00:14:25.480 --> 00:14:27.800]  他是一個領袖
[00:14:29.360 --> 00:14:31.160]  我們明白我們認識摩西
[00:14:31.160 --> 00:14:34.000]  但是拉罕
[00:14:34.000 --> 00:14:37.280]  你愛不愛神呢
[00:14:37.280 --> 00:14:43.640]  你可以在皇宮裡面長大
[00:14:43.640 --> 00:14:48.560]  你也可以在街邊裡面長大
[00:14:48.560 --> 00:14:52.440]  但當上帝找到你的時候
[00:14:52.440 --> 00:14:55.200]  你就是嶄新的人了
[00:14:55.200 --> 00:14:57.520]  完全是新的人了
[00:15:00.040 --> 00:15:02.720]  與其他人一樣的那麼有價值
[00:15:02.720 --> 00:15:05.440]  這個真是奇妙的事
[00:15:05.440 --> 00:15:14.360]  很多時候我們說拉罕
[00:15:14.360 --> 00:15:18.720]  為什麼上帝容許拉罕成為一個這麼有名的英雄呢
[00:15:18.720 --> 00:15:25.160]  你知道那個故事
[00:15:25.160 --> 00:15:27.080]  以色列人猜兩個探子
[00:15:27.080 --> 00:15:28.360]  去到耶利哥那裡
[00:15:28.360 --> 00:15:30.000]  拉罕將他們收藏起來
[00:15:30.000 --> 00:15:34.600]  我們說當然了
[00:15:34.600 --> 00:15:36.120]  他做了這個好的工作
[00:15:36.120 --> 00:15:37.560]  所以上帝要賜福他
[00:15:37.560 --> 00:15:39.120]  不是
[00:15:39.120 --> 00:15:48.200]  他對那兩個使者
[00:15:48.200 --> 00:15:50.880]  對那兩個說給他聽一句話
[00:15:55.880 --> 00:15:59.640]  他說我一路觀察你們從沙漠那裡出來
[00:15:59.640 --> 00:16:04.120]  然後他講了這句話
[00:16:04.120 --> 00:16:13.480]  我知道你們所信的神
[00:16:13.480 --> 00:16:14.920]  先是那個真神
[00:16:14.920 --> 00:16:21.560]  是立即的那一刻
[00:16:21.560 --> 00:16:24.760]  拉罕就被提升到跟摩西一樣有這樣的地位
[00:16:26.760 --> 00:16:29.600]  他能夠跟以色列人一起同住
[00:16:29.600 --> 00:16:33.560]  後來他還跟一個以色列人結婚
[00:16:33.560 --> 00:16:39.920]  你可以看到聖經
[00:16:39.920 --> 00:16:42.760]  他是耶穌基督的太太太太婆
[00:16:42.760 --> 00:16:45.880]  哇!難以置信
[00:16:45.880 --> 00:16:48.440]  是全新的
[00:16:48.440 --> 00:16:52.120]  第二樣東西你能夠有的
[00:16:53.840 --> 00:16:56.320]  就是你有一個新的價值
[00:16:56.320 --> 00:17:02.000]  在神的面前你們每一位都是有價值的
[00:17:02.000 --> 00:17:05.040]  是同樣的有價值的
[00:17:05.040 --> 00:17:12.800]  我要多謝外面的交通指揮
[00:17:12.800 --> 00:17:14.080]  每一個禮拜日
[00:17:14.080 --> 00:17:15.560]  他讓我們平安的來到
[00:17:15.560 --> 00:17:19.920]  他們不單單是防止有意外
[00:17:24.160 --> 00:17:26.440]  今天他很熱情的招呼我
[00:17:26.440 --> 00:17:27.920]  然後帶我去哪裡泊車
[00:17:27.920 --> 00:17:32.000]  我今天有個特別的車位
[00:17:32.000 --> 00:17:38.920]  他們跟現在在這裡說話的人
[00:17:38.920 --> 00:17:40.440]  是同樣的有價值
[00:17:40.440 --> 00:17:42.760]  你相信嗎
[00:17:42.760 --> 00:17:44.440]  我相信
[00:17:44.440 --> 00:17:49.960]  上帝給我們每一個人有不同的恩賜
[00:17:53.880 --> 00:17:58.360]  如果我們願意讓神在我們生命裏面工作
[00:17:58.360 --> 00:18:00.320]  我們每一個人都可以影響其他人的
[00:18:00.320 --> 00:18:04.480]  是藉著我們的恩賜而去流露出來
[00:18:04.480 --> 00:18:10.960]  如果你不是慣說話的人
[00:18:10.960 --> 00:18:12.720]  你不要對神埋怨說
[00:18:12.720 --> 00:18:15.160]  為什麼你不讓我講道講好一點
[00:18:15.160 --> 00:18:22.440]  你讓神將祂給你的恩賜讓你知道
[00:18:22.440 --> 00:18:23.960]  你沒有意見你可以影響其他人
[00:18:23.960 --> 00:18:27.680]  第三件事是祂給了我們的
[00:18:27.680 --> 00:18:35.440]  不單單是價值和身份
[00:18:35.440 --> 00:18:41.640]  我最喜歡的這一點
[00:18:41.640 --> 00:18:50.400]  讓我們能夠有一個新的看人的方法
[00:18:53.440 --> 00:18:56.040]  我現在看人不像以前那樣
[00:18:56.040 --> 00:19:03.880]  我們再看人不是再像以前那樣的方法
[00:19:03.880 --> 00:19:06.480]  我們不是看人的膚色
[00:19:06.480 --> 00:19:09.360]  我們不是看人的文化
[00:19:09.360 --> 00:19:13.600]  我知道我和你有些不同今天早上
[00:19:13.600 --> 00:19:16.640]  但你同樣是愛我
[00:19:16.640 --> 00:19:19.280]  因為上帝叫你這樣做
[00:19:22.120 --> 00:19:23.640]  因為我在耶穌基督那裏
[00:19:23.640 --> 00:19:25.080]  我是你的弟兄
[00:19:25.080 --> 00:19:32.760]  我們現在看人是用另外一個方法
[00:19:32.760 --> 00:19:34.800]  就是只用兩個方法去看人
[00:19:34.800 --> 00:19:41.880]  這個人有沒有和神建立了關係
[00:19:41.880 --> 00:19:44.040]  或者未有和神建立關係呢
[00:19:44.040 --> 00:19:49.600]  如果他和神有一個關係的
[00:19:49.600 --> 00:19:50.960]  你就和他一起的同工
[00:19:52.120 --> 00:19:53.960]  如果他沒有和神建立了關係
[00:19:53.960 --> 00:19:55.880]  你問神可以如何影響他
[00:19:55.880 --> 00:19:58.360]  如果他說還沒有和神建立關係的
