
[00:00:00.000 --> 00:00:02.000]  這星期心情如何?
[00:00:02.000 --> 00:00:11.000]  波叔扣稅那些有沒有你的份?
[00:00:11.000 --> 00:00:13.000]  不用交
[00:00:13.000 --> 00:00:16.000]  有沒有人想去考DSE?
[00:00:16.000 --> 00:00:19.000]  你也去?
[00:00:19.000 --> 00:00:21.000]  你去考不夠我來啦
[00:00:21.000 --> 00:00:24.000]  我今年十一月就退休
[00:00:24.000 --> 00:00:26.000]  我就可以很多時間去讀啦
[00:00:26.000 --> 00:00:27.000]  你還要工作
[00:00:27.000 --> 00:00:28.000]  你哪有時間讀
[00:00:28.000 --> 00:00:30.000]  不要玩啦
[00:00:30.000 --> 00:00:33.000]  但你心情如何我覺得很重要
[00:00:33.000 --> 00:00:35.000]  一日的心情
[00:00:35.000 --> 00:00:39.000]  是很決定你有沒有枉費你今日
[00:00:39.000 --> 00:00:41.000]  今日心情靚靚
[00:00:41.000 --> 00:00:43.000]  你今日的心情
[00:00:43.000 --> 00:00:47.000]  可以決定你今日的意義
[00:00:47.000 --> 00:00:49.000]  如果你今日可以選擇的話
[00:00:49.000 --> 00:00:51.000]  你休休愁愁
[00:00:51.000 --> 00:00:53.000]  今日的日子可能都是八國
[00:00:53.000 --> 00:00:55.000]  願主賜福我們祈禱
[00:00:55.000 --> 00:00:58.000]  親愛的主你保守看顧我們
[00:00:58.000 --> 00:00:59.000]  你叫我們在生命裡
[00:00:59.000 --> 00:01:02.000]  每一天都是你賞賜的
[00:01:02.000 --> 00:01:04.000]  主啊就求你恩代
[00:01:04.000 --> 00:01:06.000]  叫我們在生命裡
[00:01:06.000 --> 00:01:11.000]  每一天都可以榮耀主你自己的名
[00:01:11.000 --> 00:01:13.000]  主啊為願你愛我們
[00:01:13.000 --> 00:01:15.000]  你保守看顧我們
[00:01:15.000 --> 00:01:17.000]  叫我們在生命裡
[00:01:17.000 --> 00:01:20.000]  能夠將我們最好的呈獻給你
[00:01:20.000 --> 00:01:22.000]  多謝主你聽我們祈禱
[00:01:22.000 --> 00:01:23.000]  奉主名求
[00:01:23.000 --> 00:01:25.000]  阿門
[00:01:25.000 --> 00:01:29.000]  這篇信息是講
[00:01:29.000 --> 00:01:33.000]  奉獻和金錢的關係
[00:01:33.000 --> 00:01:37.000]  奉獻和金錢的關係只是一個層面
[00:01:37.000 --> 00:01:41.000]  但是對我們作為主的門徒
[00:01:41.000 --> 00:01:43.000]  天父的兒女
[00:01:43.000 --> 00:01:47.000]  究竟我們要學的是什麼呢
[00:01:52.000 --> 00:01:56.000]  大家喜歡有錢還是喜歡沒錢
[00:01:56.000 --> 00:01:57.000]  簡單來說
[00:01:57.000 --> 00:01:59.000]  你喜歡有錢還是窮
[00:01:59.000 --> 00:02:01.000]  喜歡有錢的舉手
[00:02:01.000 --> 00:02:06.000]  一半
[00:02:06.000 --> 00:02:08.000]  好
[00:02:08.000 --> 00:02:11.000]  檢查這個
[00:02:11.000 --> 00:02:12.000]  喜歡窮的舉手
[00:02:12.000 --> 00:02:13.000]  窮的
[00:02:13.000 --> 00:02:15.000]  窮啊
[00:02:15.000 --> 00:02:17.000]  一個都沒有
[00:02:17.000 --> 00:02:18.000]  一個都沒有
[00:02:18.000 --> 00:02:23.000]  但是剛才有些沒有舉手
[00:02:23.000 --> 00:02:26.000]  你問我我當然喜歡有錢
[00:02:26.000 --> 00:02:27.000]  問題就是
[00:02:27.000 --> 00:02:29.000]  錢怎麼用
[00:02:29.000 --> 00:02:31.000]  是很重要的
[00:02:31.000 --> 00:02:34.000]  聖經在這一段裡
[00:02:34.000 --> 00:02:35.000]  我們就有理由相信
[00:02:35.000 --> 00:02:39.000]  耶穌面向聖殿銀庫坐著的時候
[00:02:39.000 --> 00:02:41.000]  在第四十一節
[00:02:41.000 --> 00:02:45.000]  他坐在那裡
[00:02:45.000 --> 00:02:47.000]  向著聖殿銀庫
[00:02:47.000 --> 00:02:49.000]  他不是嫌錯
[00:02:49.000 --> 00:02:50.000]  我還有理由相信
[00:02:50.000 --> 00:02:53.000]  他是有目的地坐在那裡
[00:02:53.000 --> 00:02:55.000]  究竟這人怎麼奉獻
[00:02:55.000 --> 00:02:57.000]  很坦白說
[00:02:57.000 --> 00:02:59.000]  我沒有試過這樣坐在那裡
[00:02:59.000 --> 00:03:02.000]  看著你們這些人進來的時候
[00:03:02.000 --> 00:03:04.000]  誰怎麼奉獻
[00:03:04.000 --> 00:03:05.000]  我沒有試過
[00:03:05.000 --> 00:03:07.000]  有時候主學的時候
