
[00:00:00.000 --> 00:00:03.940]  我再一次很高興在台上跟大家見面
[00:00:03.940 --> 00:00:06.140]  之前有個姐妹跟我說
[00:00:06.140 --> 00:00:09.080]  你來來去去都說一些人生的問題
[00:00:09.080 --> 00:00:11.760]  人生無奈、人生像舞台
[00:00:11.760 --> 00:00:14.300]  可不可以說一些高深少少的東西
[00:00:14.300 --> 00:00:15.820]  她開玩笑的
[00:00:15.820 --> 00:00:18.420]  我說可以的,高深少少
[00:00:18.420 --> 00:00:19.900]  不過我不知道會不會說
[00:00:19.900 --> 00:00:22.860]  不如說高深一點,說希伯來書吧
[00:00:22.860 --> 00:00:25.900]  很少講到說希伯來書
[00:00:25.900 --> 00:00:27.980]  查經也是很少的
[00:00:27.980 --> 00:00:30.900]  尤其是初信那些都不太適合
[00:00:30.900 --> 00:00:34.360]  因為其實她的神學思想是很高深的
[00:00:34.360 --> 00:00:37.700]  為了講道
[00:00:37.700 --> 00:00:41.460]  我買了一本很厚的希伯來書的英文
[00:00:41.460 --> 00:00:43.660]  是一個評論
[00:00:43.660 --> 00:00:45.420]  是幫你看聖經的
[00:00:45.420 --> 00:00:47.460]  老實說我看了幾頁已經睡著了
[00:00:47.460 --> 00:00:48.980]  因為太高深
[00:00:48.980 --> 00:00:53.780]  但是我覺得如果你說
[00:00:53.780 --> 00:00:56.660]  舊約約伯記的神學思想是很高深的
[00:00:56.660 --> 00:00:58.220]  新約就是希伯來書
[00:00:58.220 --> 00:00:59.900]  這是個人的看法
[00:00:59.900 --> 00:01:02.300]  傳道可能不同意
[00:01:02.300 --> 00:01:03.660]  這是我個人的感受
[00:01:03.660 --> 00:01:05.900]  它不像新約的羅馬書
[00:01:05.900 --> 00:01:08.900]  講到很清楚的信仰的基礎
[00:01:08.900 --> 00:01:12.300]  或者哥林多前書講到教會的問題
[00:01:12.300 --> 00:01:14.980]  伊夫索書講到信徒的生活
[00:01:14.980 --> 00:01:19.500]  菲勒比書講到患難的時候得到喜樂和得到安慰
[00:01:19.500 --> 00:01:21.740]  那些是很貼身的
[00:01:21.740 --> 00:01:25.020]  但是希伯來書似乎與我們比較陌生一點
[00:01:25.020 --> 00:01:28.100]  剛才看那一段可能未必完全明白
[00:01:28.100 --> 00:01:33.260]  但是既然神把這本書放在六十六管卷的聖經裡
[00:01:33.260 --> 00:01:34.300]  一定有他的心意
[00:01:34.300 --> 00:01:36.340]  一定是要我們明白
[00:01:36.340 --> 00:01:38.700]  希伯來書是誰寫的呢?
[00:01:38.700 --> 00:01:40.780]  就是…
[00:01:40.780 --> 00:01:41.700]  不知道
[00:01:41.700 --> 00:01:42.540]  答案就是
[00:01:42.540 --> 00:01:44.300]  傳統有些人說是保祿
[00:01:44.300 --> 00:01:47.940]  但是看他的寫法就不像保祿
[00:01:47.940 --> 00:01:49.940]  但是我知道聖經是神所默示的
[00:01:49.940 --> 00:01:52.460]  默示不是說神說一句他寫一句
[00:01:52.460 --> 00:01:53.460]  絕對不是這樣
[00:01:53.460 --> 00:01:56.540]  是神啟發他給他們一些靈感
[00:01:56.540 --> 00:01:58.060]  聖靈感動他寫出來
[00:01:58.060 --> 00:02:00.380]  但是用自己的語言
[00:02:00.380 --> 00:02:02.740]  自己領受的程度
[00:02:02.740 --> 00:02:05.340]  自己的文化
[00:02:05.340 --> 00:02:06.340]  他寫出來
[00:02:06.340 --> 00:02:09.540]  希伯來書與保祿書信是截然不同的
[00:02:09.540 --> 00:02:14.460]  但是…而且格式通常都不太一樣
[00:02:14.460 --> 00:02:17.100]  因為保祿的書信很清楚一開始就說
[00:02:17.100 --> 00:02:20.420]  我保祿連同提摩太問候你們哪一間教會
[00:02:20.420 --> 00:02:24.060]  很清楚知道哪個是作者哪一個是修信人
[00:02:24.060 --> 00:02:25.700]  但是希伯來書沒有說
[00:02:25.700 --> 00:02:29.060]  但是現在看回研究聖經的人就說
[00:02:29.060 --> 00:02:30.020]  應該是寫…
[00:02:30.020 --> 00:02:31.260]  既然叫做希伯來書
[00:02:31.260 --> 00:02:32.260]  應該寫給希伯來人
[00:02:32.260 --> 00:02:34.460]  就是猶太人
[00:02:34.460 --> 00:02:37.500]  或者有一些是信了主的
[00:02:37.500 --> 00:02:38.620]  是猶太人
[00:02:38.620 --> 00:02:40.020]  就是轉變了的猶太人
[00:02:40.020 --> 00:02:42.140]  就是基督徒的猶太人
[00:02:42.140 --> 00:02:44.300]  大約什麼時候呢?
[00:02:44.300 --> 00:02:47.660]  應該是主後大約七十年左右前後
[00:02:47.660 --> 00:02:51.420]  那麼就…主後七十年就發生很大一件事
[00:02:51.420 --> 00:02:52.780]  大家如果都留意聖經
[00:02:52.780 --> 00:02:56.140]  或者有研究過教會歷史就知道
[00:02:56.140 --> 00:02:59.060]  主後七十年就是猶太人的聖殿被焚毀
[00:02:59.060 --> 00:03:01.660]  這個是很大一件事的,知道嗎?
[00:03:01.660 --> 00:03:03.460]  可能今天你們過來英國
[00:03:03.460 --> 00:03:04.660]  說是很大一件事
[00:03:04.660 --> 00:03:05.660]  所以我要過來英國
[00:03:05.660 --> 00:03:07.260]  但是比起猶太人的承受
[00:03:07.260 --> 00:03:09.820]  那很大一件事是微不足道
[00:03:09.820 --> 00:03:11.900]  因為他連聖殿
[00:03:11.900 --> 00:03:13.860]  他們與神連接的那個地方
[00:03:13.860 --> 00:03:15.060]  神的住的地方
[00:03:15.060 --> 00:03:18.340]  他們去贖罪、去憲制的地方都沒有了
[00:03:18.340 --> 00:03:21.940]  所以對他們來說是很大的一個衝擊
[00:03:21.940 --> 00:03:23.340]  這個書寫信的時候
[00:03:23.340 --> 00:03:26.100]  就是他們主後七十年的前後
[00:03:26.100 --> 00:03:30.780]  猶太人、基督徒
[00:03:30.780 --> 00:03:33.820]  特別是猶太人、基督徒受迫害
[00:03:33.820 --> 00:03:35.180]  受內面迫害
[00:03:35.180 --> 00:03:36.780]  因為猶太人那些死硬派
[00:03:36.780 --> 00:03:38.740]  那些法律賽人他們不信基督的
[00:03:38.740 --> 00:03:42.700]  當然他們排擠這一班信了主的猶太人
[00:03:42.700 --> 00:03:48.100]  外面的迫害當然是羅馬政府、羅馬政權
[00:03:48.100 --> 00:03:51.860]  他就沒那麼寬容了
[00:03:51.860 --> 00:03:56.940]  要人民去拜羅馬皇帝為神
[00:03:56.940 --> 00:03:59.140]  但是我們基督徒是不可以容許這件事
[00:03:59.140 --> 00:04:00.460]  因為聖經說得很清楚
[00:04:00.460 --> 00:04:01.820]  除了我們的耶和華
[00:04:01.820 --> 00:04:03.980]  創造天地的主是我們的神
[00:04:03.980 --> 00:04:05.700]  沒有其他的神
[00:04:05.700 --> 00:04:10.180]  所以這本書就是叫他們鼓勵他們
[00:04:10.180 --> 00:04:11.500]  堅持信仰
