
[00:00:00.000 --> 00:00:02.080]  弟兄姊妹主乃平安
[00:00:02.080 --> 00:00:07.740]  當我們講到《春海及記》的《十災》
[00:00:07.740 --> 00:00:09.740]  和《過紅海》
[00:00:09.740 --> 00:00:11.740]  相信一定有很多人聽過
[00:00:11.740 --> 00:00:14.980]  甚至是未信的人都曾經聽過
[00:00:14.980 --> 00:00:17.980]  或者都看過有關
[00:00:17.980 --> 00:00:20.700]  《十災》和《過紅海》的電影
[00:00:20.700 --> 00:00:24.480]  我記得很多年前我去羅省洛杉磯有一個
[00:00:24.480 --> 00:00:26.140]  環球片場
[00:00:26.140 --> 00:00:28.140]  其中一個景點就是
[00:00:28.140 --> 00:00:32.500]  講他們當年在那個地方用一些特技
[00:00:32.500 --> 00:00:37.320]  一些攝影來拍攝《春海及記》
[00:00:37.320 --> 00:00:42.080]  《過紅海》的其中一幕
[00:00:42.080 --> 00:00:46.020]  確實是《十災》和《過紅海》
[00:00:46.020 --> 00:00:48.820]  是讓我們留下很深刻的印象
[00:00:48.820 --> 00:00:52.780]  亦都讓人知道有一位上帝
[00:00:52.780 --> 00:00:56.580]  正如《春海及記》第七章第五節經文這樣說
[00:00:56.580 --> 00:00:58.580]  我伸手攻擊埃及
[00:00:58.580 --> 00:01:02.120]  將以色列人從他們中間領出來的時候
[00:01:02.120 --> 00:01:04.120]  埃及人就要知道
[00:01:04.120 --> 00:01:06.120]  我是耶和華
[00:01:06.120 --> 00:01:09.360]  相信經過了《十災》之後
[00:01:09.360 --> 00:01:14.880]  以色列人世世代代都不斷在講這個經歷
[00:01:14.880 --> 00:01:16.380]  講這個故事
[00:01:16.380 --> 00:01:19.020]  講一個真實生命的故事
[00:01:19.020 --> 00:01:21.000]  然後去到《新約》
[00:01:21.000 --> 00:01:24.140]  作者路加和保羅亦都有提到
[00:01:24.140 --> 00:01:29.760]  今日我們又會在講壇上去講到《十災》
[00:01:29.760 --> 00:01:33.420]  《十災》你可以數到有幾多個
[00:01:33.420 --> 00:01:35.420]  不如我們重溫一下好嗎
[00:01:35.420 --> 00:01:42.620]  有血災、蛙災、塞災、營災、蓄疫之災、瘡災
[00:01:42.620 --> 00:01:46.360]  冰雹的災、黃災、黑暗之災
[00:01:46.360 --> 00:01:49.820]  最後去到滅頭生之災
[00:01:50.900 --> 00:01:54.880]  不知你想不想像得到當每一個災出現的時候
[00:01:54.880 --> 00:01:57.380]  所帶來的影響和震撼
[00:01:57.380 --> 00:02:02.860]  以上所講的十個災都會帶來人生活上
[00:02:02.860 --> 00:02:06.820]  當時埃及人生活上很多的不方便
[00:02:06.820 --> 00:02:08.100]  很多的不舒服
[00:02:08.100 --> 00:02:09.460]  甚至會痛楚
[00:02:09.460 --> 00:02:11.460]  好像生瘡一樣痛楚
[00:02:11.460 --> 00:02:12.980]  恐懼
[00:02:12.980 --> 00:02:14.980]  以及帶來傷痛
[00:02:14.980 --> 00:02:16.980]  因為最後是怎樣
[00:02:16.980 --> 00:02:18.980]  是滅頭生之災
[00:02:20.580 --> 00:02:22.580]  但不知你有沒有想過
[00:02:22.580 --> 00:02:24.580]  其實上帝施行十災
[00:02:24.580 --> 00:02:29.300]  是否單單為了帶給人生活上的不便呢
[00:02:29.300 --> 00:02:32.740]  還是說上帝想透過十災
[00:02:32.740 --> 00:02:36.060]  有祂的心意和教導在當中呢
[00:02:36.060 --> 00:02:39.500]  今天就讓我們一齊思想《春夏合記》
[00:02:39.500 --> 00:02:43.420]  第七章至第十一章有關十災的記載
[00:02:43.420 --> 00:02:44.620]  由於篇幅很長
