
[00:00:00.000 --> 00:00:03.560]  接着回來香港,我跟大家講一個題目
[00:00:03.560 --> 00:00:06.760]  其實我以前覺得我沒有資格講
[00:00:06.760 --> 00:00:09.720]  現在我老了,我有點體會了
[00:00:09.720 --> 00:00:12.520]  我就講一個題目叫裏面的強人
[00:00:12.520 --> 00:00:16.400]  爲何我講這個題目呢?裏面的強人
[00:00:16.400 --> 00:00:19.960]  我相信你們看我的樣子,我都不像一個強人
[00:00:19.960 --> 00:00:22.520]  我以前在這兒募會,你都不覺得我是一個強人
[00:00:22.520 --> 00:00:26.480]  我不是很大隻那些,也不是很猛那些人
[00:00:26.480 --> 00:00:28.600]  我爲何講裏面的強人呢?
[00:00:28.600 --> 00:00:32.960]  我覺得強人,強壯是很重要
[00:00:32.960 --> 00:00:38.240]  但最重要是強壯在裏面,不是外表強
[00:00:38.240 --> 00:00:41.680]  我們剛纔已經讀了經文
[00:00:41.680 --> 00:00:44.760]  其實強人往往給我們一個不太好的印象
[00:00:44.760 --> 00:00:46.960]  這個女強人,這個男強人
[00:00:46.960 --> 00:00:49.280]  很難相處的,很硬的
[00:00:49.280 --> 00:00:52.920]  但聖經偏偏一定要我們剛強
[00:00:52.920 --> 00:00:56.600]  那什麼是強呢?
[00:00:56.600 --> 00:01:00.320]  剛纔三章十六節那裏說
[00:01:00.320 --> 00:01:04.520]  叫你們心裏面的力量剛剛強起來
[00:01:04.520 --> 00:01:07.120]  其實圓明不是一個力量
[00:01:07.120 --> 00:01:10.000]  圓明是說裏面的人
[00:01:10.000 --> 00:01:12.240]  心裏的力量圓明是裏面的人
[00:01:12.240 --> 00:01:16.120]  所以在英文裏面的人
[00:01:16.120 --> 00:01:18.360]  聖經將一個人分爲兩部分
[00:01:18.360 --> 00:01:20.280]  外面的人和裏面的人
[00:01:20.280 --> 00:01:24.080]  外面的人一看就知道你是大隻還是小隻
[00:01:24.080 --> 00:01:26.520]  但裏面的人才重要
[00:01:26.520 --> 00:01:28.800]  裏面的強纔是真正的強
[00:01:28.800 --> 00:01:32.360]  有些人外面很大隻,但裏面很脆弱
[00:01:32.360 --> 00:01:35.720]  但有些人,像我這樣胸懷很小
[00:01:35.720 --> 00:01:38.320]  可能心很廣闊也不一定
[00:01:38.320 --> 00:01:39.960]  可能很強也不一定
[00:01:39.960 --> 00:01:43.040]  所以看裏面才重要
[00:01:43.040 --> 00:01:48.120]  聖經對這個強,或者叫力量
[00:01:48.120 --> 00:01:50.560]  這個強人有三個描寫
[00:01:50.560 --> 00:01:53.440]  一個人強是因爲他有力量,他有力在裏面
[00:01:53.440 --> 00:01:56.160]  那力量是一個什麼力量呢?
[00:01:56.160 --> 00:01:57.360]  聖經有三個描寫
[00:01:57.360 --> 00:01:59.800]  第一個描寫是說這個力量的來源
[00:01:59.800 --> 00:02:02.920]  聖經說這個來源是來自父的
[00:02:02.920 --> 00:02:06.000]  如果看清楚一點
[00:02:06.000 --> 00:02:08.280]  首先是來自天上的父
[00:02:08.280 --> 00:02:11.800]  因爲剛纔十四節,十六節是這樣說的
[00:02:11.800 --> 00:02:13.960]  因此我在父面前屈膝
[00:02:13.960 --> 00:02:15.120]  然後十六節說
[00:02:15.120 --> 00:02:20.320]  求他叫裏面的人剛強起來
[00:02:20.320 --> 00:02:21.640]  你留意這裏
[00:02:21.640 --> 00:02:24.440]  保羅說我在父面前屈膝
[00:02:24.440 --> 00:02:26.520]  如果你看完整個《爾弗所書》
[00:02:26.520 --> 00:02:28.720]  當保羅提到神的時候
[00:02:28.720 --> 00:02:30.360]  有時他就說神
[00:02:30.360 --> 00:02:31.840]  有時他就說父
[00:02:31.840 --> 00:02:35.120]  有時他就說耶穌基督的父
[00:02:35.120 --> 00:02:37.880]  爲什麼他會有時提神有時提父呢?
[00:02:37.880 --> 00:02:40.960]  是不是爲了不要太沉悶
[00:02:40.960 --> 00:02:42.440]  講一下神就講一下父
[00:02:42.440 --> 00:02:43.720]  都是講那樣東西
[00:02:43.720 --> 00:02:45.680]  不是亂來的
[00:02:45.680 --> 00:02:50.520]  第一章第一節就說
[00:02:50.520 --> 00:02:53.760]  奉神旨意作耶穌基督的使徒的保羅
[00:02:53.760 --> 00:02:56.600]  他那裏講到神
[00:02:56.600 --> 00:02:58.600]  這裏又講到父
[00:02:58.600 --> 00:03:01.680]  原來是有一個原因的
[00:03:01.680 --> 00:03:06.760]  因爲真正令你裏面的人剛強起來
[00:03:06.760 --> 00:03:09.520]  是天上的父親
[00:03:09.520 --> 00:03:11.320]  只有神不可以令你剛強
[00:03:11.320 --> 00:03:14.320]  一定要有父親的個性
[00:03:14.320 --> 00:03:17.280]  他纔可以令你剛強
[00:03:17.280 --> 00:03:18.720]  除了這個之外
[00:03:18.720 --> 00:03:20.640]  另外一個是很重要的
[00:03:20.640 --> 00:03:23.160]  就是地上的父
[00:03:23.160 --> 00:03:25.880]  因爲你留意他聖經第十五節
[00:03:25.880 --> 00:03:28.160]  他突然有個說話
[00:03:28.160 --> 00:03:29.800]  你覺得很有趣
[00:03:29.800 --> 00:03:30.920]  爲什麼要放在這裏呢?
[00:03:30.920 --> 00:03:34.080]  天上地上的國家都是從他得名
[00:03:34.080 --> 00:03:37.040]  這個說話好像沒有什麼作用
[00:03:37.040 --> 00:03:39.080]  好像叉開了一個話題
[00:03:39.080 --> 00:03:40.920]  所以他中文聖經也括了它
[00:03:40.920 --> 00:03:42.760]  其實也是一個括號
[00:03:42.760 --> 00:03:45.840]  關鍵就很重要了
[00:03:45.840 --> 00:03:47.240]  重要在哪裏呢?
[00:03:47.240 --> 00:03:50.320]  就是國家的解法
[00:03:50.320 --> 00:03:51.320]  什麼叫國家呢?
[00:03:51.320 --> 00:03:53.560]  或者說全家
[00:03:53.560 --> 00:03:59.120]  其實國家在原文裏面應該解作父性
[00:03:59.120 --> 00:04:00.920]  當然它也可以解作一個家
[00:04:00.920 --> 00:04:02.880]  或者一個族一族人
[00:04:02.880 --> 00:04:05.080]  但基本上是解作父性
[00:04:05.080 --> 00:04:08.200]  所以原文希臘文叫Pater
[00:04:08.200 --> 00:04:10.640]  你看這個字好像father
[00:04:10.640 --> 00:04:13.080]  Pater就是父親
[00:04:13.080 --> 00:04:17.880]  國家的家其實是Patria
[00:04:17.880 --> 00:04:19.600]  就是父親的性情
[00:04:19.600 --> 00:04:21.680]  這兩個字的外貌都很相似
[00:04:21.680 --> 00:04:23.520]  我專門寫出來是因爲外貌很相似
[00:04:23.520 --> 00:04:25.760]  讓你們看一下
[00:04:25.760 --> 00:04:27.600]  所以嚴格來說
[00:04:27.600 --> 00:04:29.200]  這句話應該是這個意思
[00:04:29.200 --> 00:04:33.800]  因此我在天父面前屈膝
[00:04:33.800 --> 00:04:38.400]  天上地上所有的父性都是來自他的
[00:04:38.400 --> 00:04:40.400]  如果你今天是一個爸爸
[00:04:40.400 --> 00:04:43.360]  請問你的父性是從哪裏來的?
[00:04:43.360 --> 00:04:45.120]  是從天上的父來的
[00:04:45.120 --> 00:04:46.920]  你這位地上的父親
[00:04:46.920 --> 00:04:49.720]  你的父性是從天上來的
[00:04:49.720 --> 00:04:51.880]  如果你的父性扭曲了
[00:04:51.880 --> 00:04:55.400]  是因爲你將天上的父性扭曲了
[00:04:55.400 --> 00:04:57.680]  所以再講得直接一點
[00:04:57.680 --> 00:05:00.400]  什麼令你裏面的人剛強起來呢?
[00:05:00.400 --> 00:05:02.720]  就是爸爸那條線
[00:05:02.720 --> 00:05:04.880]  不是媽媽那條線
[00:05:04.880 --> 00:05:08.320]  這點纔是很關鍵的
[00:05:08.320 --> 00:05:10.320]  媽媽也很重要
[00:05:10.320 --> 00:05:12.560]  媽媽可以預養你
[00:05:12.560 --> 00:05:16.120]  可以保護你
[00:05:16.120 --> 00:05:19.160]  可以照顧你
[00:05:19.160 --> 00:05:21.880]  但她不能夠令你剛強
[00:05:21.880 --> 00:05:23.400]  是爸爸那條線
[00:05:23.400 --> 00:05:30.120]  天父地上的父親纔會令你剛強
[00:05:30.120 --> 00:05:31.640]  所以呢
[00:05:31.640 --> 00:05:33.760]  你發現很有趣
[00:05:33.760 --> 00:05:35.600]  他接着講到父的榮耀
[00:05:35.600 --> 00:05:38.080]  求他按着他豐盛的榮耀
[00:05:38.080 --> 00:05:40.520]  叫你剛強起來
[00:05:40.520 --> 00:05:43.440]  如果以邏輯來說
[00:05:43.440 --> 00:05:47.120]  求他按照他的能力
[00:05:47.120 --> 00:05:50.280]  按照他的大能大力叫你剛強
[00:05:50.280 --> 00:05:51.680]  邏輯上應該是這樣的
[00:05:51.680 --> 00:05:53.680]  爲什麼說是榮耀呢?
[00:05:53.680 --> 00:05:55.240]  這個才重要
[00:05:55.240 --> 00:06:01.040]  因爲子女一定要以爸爸爲光榮
[00:06:01.040 --> 00:06:03.240]  你發現聖經有講
[00:06:03.240 --> 00:06:05.720]  針言子孫爲老人的冠冕
[00:06:05.720 --> 00:06:07.800]  父親是兒女的榮耀
[00:06:07.800 --> 00:06:10.920]  聖經沒有說母親是兒女的榮耀
[00:06:10.920 --> 00:06:13.240]  聖經說父親是兒女的榮耀
[00:06:13.240 --> 00:06:14.520]  你看看這些孩子
[00:06:14.520 --> 00:06:16.640]  他們彼此在玩耍的時候
[00:06:16.640 --> 00:06:17.840]  在很威風的時候
[00:06:17.840 --> 00:06:19.200]  經常讚自己的爸爸
[00:06:19.200 --> 00:06:22.680]  我爸爸游泳進得很快
[00:06:22.680 --> 00:06:24.760]  我爸爸彈鋼琴彈得很厲害
[00:06:24.760 --> 00:06:25.920]  我爸爸的英文也很厲害
[00:06:25.920 --> 00:06:26.920]  又會說潮州話
[00:06:26.920 --> 00:06:27.560]  又會福建話
[00:06:27.560 --> 00:06:28.480]  廣東話
[00:06:28.480 --> 00:06:29.080]  普通話
