
[00:00:00.000 --> 00:00:02.000]  好 大師妹早晨
[00:00:02.000 --> 00:00:04.000]  讓我們在聆聽
[00:00:04.000 --> 00:00:06.000]  上主的說話之先
[00:00:06.000 --> 00:00:08.000]  讓我們一起同心同肚禱告
[00:00:08.000 --> 00:00:11.000]  父神多謝你
[00:00:11.000 --> 00:00:13.000]  讓我們能夠再次回來
[00:00:13.000 --> 00:00:15.000]  在你的啟示當中
[00:00:15.000 --> 00:00:17.000]  能夠一同去學習
[00:00:17.000 --> 00:00:19.000]  一起去聆聽
[00:00:19.000 --> 00:00:21.000]  一起去明白
[00:00:21.000 --> 00:00:23.000]  從當中去看到上帝你的心思
[00:00:23.000 --> 00:00:25.000]  也讓我們去學曉
[00:00:25.000 --> 00:00:28.000]  怎樣去跟從你的心願而行
[00:00:28.000 --> 00:00:31.000]  就好像你的獨生二子耶穌基督一樣
[00:00:31.000 --> 00:00:34.000]  祂願意死在十字架的上面
[00:00:34.000 --> 00:00:36.000]  將祂的生命能夠去
[00:00:36.000 --> 00:00:38.000]  成就上主你的心意
[00:00:38.000 --> 00:00:41.000]  讓我們看見祂那份的投入
[00:00:41.000 --> 00:00:43.000]  好讓我們都能夠
[00:00:43.000 --> 00:00:45.000]  同樣有這份的生命
[00:00:45.000 --> 00:00:47.000]  在上主你的當中
[00:00:47.000 --> 00:00:48.000]  傳言投入
[00:00:48.000 --> 00:00:50.000]  為你同心的禱告
[00:00:50.000 --> 00:00:52.000]  奉靠主耶穌基督得聖的名字而求
[00:00:52.000 --> 00:00:54.000]  阿們
[00:00:54.000 --> 00:00:57.000]  究竟什麼叫做信呢
[00:00:57.000 --> 00:00:59.000]  其實這條問題我經常都問的
[00:00:59.000 --> 00:01:01.000]  甚至我在講道的時候
[00:01:01.000 --> 00:01:03.000]  很多時候也都提及過
[00:01:03.000 --> 00:01:06.000]  有時候我們會引用
[00:01:06.000 --> 00:01:08.000]  這個希伯來書裡面的介紹
[00:01:08.000 --> 00:01:10.000]  我也講過很多次
[00:01:10.000 --> 00:01:14.000]  但是究竟信是一回什麼的事呢
[00:01:14.000 --> 00:01:16.000]  我希望今天用一個
[00:01:16.000 --> 00:01:18.000]  我自己的親身經歷
[00:01:18.000 --> 00:01:21.000]  去介紹一下什麼叫做信
[00:01:21.000 --> 00:01:24.000]  或者怎樣去建立
[00:01:24.000 --> 00:01:28.000]  以前我參加
[00:01:28.000 --> 00:01:31.000]  去做第一份的工作
[00:01:31.000 --> 00:01:33.000]  就是在大學裡面畢業之後
[00:01:33.000 --> 00:01:35.000]  第一份工作
[00:01:35.000 --> 00:01:37.000]  我就參加一間
[00:01:37.000 --> 00:01:41.000]  外資在香港的機構
[00:01:41.000 --> 00:01:44.000]  這個機構就很出名的
[00:01:44.000 --> 00:01:46.000]  就是你們有時候
[00:01:46.000 --> 00:01:49.000]  早上都會看到它的牌子的
[00:01:49.000 --> 00:01:53.000]  所以是一間大機構
[00:01:53.000 --> 00:01:55.000]  我去到的時候
[00:01:55.000 --> 00:01:59.000]  就是主要做他們的會計部
[00:01:59.000 --> 00:02:05.000]  專門用來放數
[00:02:05.000 --> 00:02:11.000]  就是去買了一些材料之後
[00:02:11.000 --> 00:02:13.000]  什麼時候找錢呢
[00:02:13.000 --> 00:02:16.000]  因為它有很多生產的
[00:02:16.000 --> 00:02:19.000]  去到這間公司的時候
[00:02:19.000 --> 00:02:22.000]  我想著第一天回去的時候
[00:02:22.000 --> 00:02:24.000]  就是開工
[00:02:24.000 --> 00:02:27.000]  使用出我自己讀了十幾天
[00:02:27.000 --> 00:02:32.000]  十幾年的會計學的材幹學識
[00:02:32.000 --> 00:02:35.000]  去貢獻這間公司
[00:02:35.000 --> 00:02:37.000]  但是誰不知
[00:02:37.000 --> 00:02:39.000]  第一天上班的時候
[00:02:39.000 --> 00:02:42.000]  就被我的上司召了進房
[00:02:42.000 --> 00:02:44.000]  然後他就跟我說
[00:02:44.000 --> 00:02:47.000]  他說今天你就不用工作的
[00:02:47.000 --> 00:02:48.000]  我說為什麼今天不用工作
[00:02:48.000 --> 00:02:50.000]  因為今天你會很忙
[00:02:50.000 --> 00:02:52.000]  我說忙在什麼
[00:02:52.000 --> 00:02:55.000]  忙在有一連串的迎新活動
[00:02:55.000 --> 00:02:58.000]  Orientation
[00:02:58.000 --> 00:03:01.000]  我心想果然是大企業
[00:03:01.000 --> 00:03:05.000]  上班好像讀大學
[00:03:05.000 --> 00:03:08.000]  有些Orientation迎新會
[00:03:08.000 --> 00:03:10.000]  那這個迎新會是什麼
[00:03:10.000 --> 00:03:13.000]  他說今天你只需要填表格
[00:03:13.000 --> 00:03:15.000]  你的應酬
[00:03:15.000 --> 00:03:18.000]  出糧那張出糧單紙
[00:03:18.000 --> 00:03:19.000]  那些銀行資料
[00:03:19.000 --> 00:03:22.000]  之後我們就會有幾段時間
[00:03:22.000 --> 00:03:25.000]  就會跟你約見不同部門的同事
[00:03:25.000 --> 00:03:27.000]  特別有一個時間
[00:03:27.000 --> 00:03:28.000]  你一定要留意
[00:03:28.000 --> 00:03:30.000]  就是我們自己部門的同事
[00:03:30.000 --> 00:03:31.000]  為什麼呢
[00:03:31.000 --> 00:03:33.000]  在這個迎新會裡面
[00:03:33.000 --> 00:03:34.000]  我會介紹你認識
[00:03:34.000 --> 00:03:36.000]  每一個同事他做什麼
[00:03:36.000 --> 00:03:37.000]  然後第二天
[00:03:37.000 --> 00:03:39.000]  你因為知道他做什麼
[00:03:39.000 --> 00:03:42.000]  之後你就要去跟他們合作
[00:03:42.000 --> 00:03:43.000]  去配搭
[00:03:43.000 --> 00:03:45.000]  我都以為做會計
