
[00:00:00.000 --> 00:00:02.120]  好 丹姊妹 大家好
[00:00:02.120 --> 00:00:05.300]  讓我們一起再次在聆聽主的說話以先
[00:00:05.300 --> 00:00:07.360]  我們一起同心低頭 討報仰望
[00:00:07.360 --> 00:00:08.300]  我們最愛的一神
[00:00:08.300 --> 00:00:13.000]  士兵貴臣 多謝你
[00:00:13.000 --> 00:00:14.500]  讓我們能夠再次回來
[00:00:14.500 --> 00:00:17.120]  在你的說話當中一起學習
[00:00:17.120 --> 00:00:18.800]  求你的帶領幫助
[00:00:18.800 --> 00:00:21.820]  讓我們能夠好的掌握
[00:00:21.820 --> 00:00:26.720]  並且明白上主你在侍奉的過程當中
[00:00:26.720 --> 00:00:27.660]  你的啟示
[00:00:27.660 --> 00:00:32.500]  如何有同我們一步一步走向上主永恆的路上
[00:00:32.500 --> 00:00:35.700]  免得我們在整個信仰的路程之上
[00:00:35.700 --> 00:00:37.900]  只是各按自己的己而而活
[00:00:37.900 --> 00:00:39.960]  求你的幫助和帶領
[00:00:39.960 --> 00:00:42.960]  讓我們每一個無論是聽的 說的
[00:00:42.960 --> 00:00:45.260]  都同樣在主理裡面蒙福
[00:00:45.260 --> 00:00:49.900]  為了在網上的參與每一個弟兄姊妹來代討
[00:00:49.900 --> 00:00:54.500]  讓他們在他們自己所處的環境空間裡面
[00:00:54.500 --> 00:00:58.640]  那份對主理不離不棄的敬拜的心
[00:00:58.640 --> 00:01:01.400]  能夠得到上主你的月蠟
[00:01:01.400 --> 00:01:02.460]  求你的幫助
[00:01:02.460 --> 00:01:05.360]  讓我們一起在線上線下
[00:01:05.360 --> 00:01:10.240]  一同在真理上面蒙受主理的栽培
[00:01:10.240 --> 00:01:13.460]  禱告奉靠主耶穌基督得聖名自求
[00:01:13.460 --> 00:01:14.360]  阿們
[00:01:14.360 --> 00:01:23.360]  不知道是什麼時候開始
[00:01:23.360 --> 00:01:26.600]  教會的信仰
[00:01:26.600 --> 00:01:29.260]  或者傳遞的信息
[00:01:29.260 --> 00:01:35.600]  就越來越開始個人化或者私有化
[00:01:35.600 --> 00:01:38.200]  這種個人化和私有化
[00:01:38.200 --> 00:01:41.440]  就分幾個層面出現的
[00:01:41.440 --> 00:01:45.600]  可以是在一個小的群體裡面出現
[00:01:45.600 --> 00:01:51.260]  嚴重度的地步就是在一個個人層次的出現
[00:01:51.260 --> 00:01:54.300]  什麼叫做小的群體出現呢?
[00:01:54.300 --> 00:01:55.800]  不知道大家有沒有留意到
[00:01:55.800 --> 00:02:00.660]  最近在我們的教會圈子裡面
[00:02:00.660 --> 00:02:05.860]  越來越很強調那個個別群體
[00:02:05.860 --> 00:02:10.060]  那個個別擁有的環境
[00:02:10.060 --> 00:02:14.340]  譬如我最近比較有機會去聽一下
[00:02:14.340 --> 00:02:17.960]  其他的教會的崇拜
[00:02:17.960 --> 00:02:20.060]  除了我自己的學習之外
[00:02:20.060 --> 00:02:24.060]  我自己覺得也應該謙虛一點
[00:02:24.060 --> 00:02:27.560]  去在其他的牧者身上學習
[00:02:27.560 --> 00:02:31.360]  去參加他們一些網上的崇拜
[00:02:31.360 --> 00:02:34.140]  參加的時候有些東西使我覺得很不舒服的
[00:02:34.140 --> 00:02:38.040]  譬如他們經常就說什麼什麼家
[00:02:38.040 --> 00:02:42.300]  譬如將自己的教會很強調講到我是什麼
[00:02:42.300 --> 00:02:47.540]  我是成北家、成南家、成西家、成東家
[00:02:47.540 --> 00:02:50.160]  就是我自己的家
[00:02:50.160 --> 00:02:52.540]  這種觀念我自己覺得
[00:02:52.540 --> 00:02:58.260]  難道你是這些家就不理會其他的信徒嗎?
[00:02:58.260 --> 00:03:03.740]  這個是一個小群體的一種私有化的信仰觀念
[00:03:03.740 --> 00:03:06.460]  但是在教會裡面傳揚開來的時候
[00:03:06.460 --> 00:03:08.700]  一些信徒是很受落的
[00:03:08.700 --> 00:03:12.660]  好像自己一班的信徒圍爐大家取暖
[00:03:12.660 --> 00:03:14.460]  一起在一個小群體裡面
[00:03:14.460 --> 00:03:17.360]  開開心心過我們的屬靈生活
[00:03:17.360 --> 00:03:19.540]  是多麼美好嗎?
[00:03:19.540 --> 00:03:27.760]  這種觀念差不多可以說是廣泛地流行在教會的圈子當中
[00:03:27.760 --> 00:03:29.940]  這是小群體的角度
[00:03:29.940 --> 00:03:33.940]  一個個人化的一種信仰
[00:03:33.940 --> 00:03:35.940]  這些講法就這麼多了
[00:03:35.940 --> 00:03:39.300]  譬如自我信主的年代都已經開始了
[00:03:39.300 --> 00:03:41.400]  經常都很強調一件事
[00:03:41.400 --> 00:03:42.600]  你說信不信耶穌?
[00:03:42.600 --> 00:03:43.400]  信耶穌
[00:03:43.400 --> 00:03:49.200]  你如果要信的你就要將主耶穌成為你個人的救主
[00:03:49.200 --> 00:03:51.000]  為什麼要是我個人的救主
[00:03:51.000 --> 00:03:53.460]  不可以是所有人的救主呢?
[00:03:53.460 --> 00:03:54.500]  是不是?
[00:03:54.500 --> 00:03:56.660]  為什麼要這麼強調個人呢?
[00:03:56.660 --> 00:03:59.800]  是不是教會現在要高舉個人呢?
[00:03:59.800 --> 00:04:02.660]  另外當你去做牧養的時候
[00:04:02.660 --> 00:04:06.200]  特別我做牧養的時候就開始遇見這個問題
[00:04:06.200 --> 00:04:11.100]  就是做牧者的人不可以去問信徒的靈性
[00:04:11.100 --> 00:04:16.800]  因為信主這個過程是一個很個人和上帝的關係
[00:04:16.800 --> 00:04:18.000]  牧者你不要參與
[00:04:18.000 --> 00:04:18.900]  你不要批評
[00:04:18.900 --> 00:04:20.700]  不要給評語
[00:04:20.700 --> 00:04:25.200]  甚至有信徒是墮落跌倒的時候
[00:04:25.200 --> 00:04:28.000]  教會都不可以去過問
[00:04:28.000 --> 00:04:30.600]  因為這是個人和上帝的關係
[00:04:30.600 --> 00:04:32.400]  教會是無權過問的
[00:04:32.400 --> 00:04:34.300]  就是說他是教會的一份子
[00:04:34.300 --> 00:04:35.200]  是教會的會友
[00:04:35.200 --> 00:04:40.200]  甚至他帶來的傷害在教會裡面出現
[00:04:40.200 --> 00:04:41.800]  我自己經歷過一件事件
[00:04:41.800 --> 00:04:45.000]  在我自己的牧養的過程當中
[00:04:45.000 --> 00:04:47.400]  曾經遇過一個這樣的難題
[00:04:47.400 --> 00:04:53.900]  當時我在主任牧師的帶領之下去侍奉
[00:04:53.900 --> 00:04:57.400]  當時教會曾經有一個信徒
[00:04:57.400 --> 00:05:03.600]  帶另一個信徒去買車
[00:05:03.600 --> 00:05:06.000]  誰不知原來在過程當中
[00:05:06.000 --> 00:05:09.200]  其中一個帶他去買車的人就說
[00:05:09.200 --> 00:05:12.300]  我只是以愛心去招待這位弟兄
[00:05:12.300 --> 00:05:14.300]  他因為想買一輛車而不認識
[00:05:14.300 --> 00:05:18.800]  我帶他去我相熟的車行裡面買車
[00:05:18.800 --> 00:05:22.200]  但誰不知原來最後講回頭
[00:05:22.200 --> 00:05:24.000]  原來這個弟兄是在教會裡面
[00:05:24.000 --> 00:05:29.200]  藉這個機會去賺取一些佣金
[00:05:29.200 --> 00:05:32.200]  賺佣金這些都是另一回事
[00:05:32.200 --> 00:05:34.900]  但他告訴別人他是沒有賺錢的
[00:05:34.900 --> 00:05:37.500]  沒有賺一分一毫
[00:05:37.500 --> 00:05:39.100]  後來教會發現到這件事
[00:05:39.100 --> 00:05:42.600]  教會跟他講 為何教會要這樣做
[00:05:42.600 --> 00:05:44.200]  他說這是我個人的事
[00:05:44.200 --> 00:05:46.300]  這些不可以教會參與
[00:05:46.300 --> 00:05:52.600]  但我說這件事已經是教會裡面發生的事情
[00:05:52.600 --> 00:05:57.600]  於是又造成了一些很大的爭議
[00:05:57.600 --> 00:06:00.900]  最後我也是初初來做傳道人
[00:06:00.900 --> 00:06:02.800]  當時主任牧師就說
[00:06:02.800 --> 00:06:04.200]  算了 算了 不要吵了
[00:06:04.200 --> 00:06:06.900]  免得多吵多麻煩
[00:06:06.900 --> 00:06:08.700]  算了 叫那位弟兄不要再買車
[00:06:08.700 --> 00:06:12.000]  不過他繼續這樣做
[00:06:12.000 --> 00:06:13.800]  不單止這一類型
[00:06:13.800 --> 00:06:16.300]  旁人不能夠對我的信仰
[00:06:16.300 --> 00:06:18.700]  對我的錯誤有所批評
[00:06:18.700 --> 00:06:20.300]  或者提出意見
[00:06:20.300 --> 00:06:24.200]  甚至連釋經上也有一些扭曲的現象
[00:06:24.200 --> 00:06:25.600]  是屢次發生的
