
[00:00:00.000 --> 00:00:01.840]  我們很感謝主
[00:00:01.840 --> 00:00:04.680]  我們繼續有試圖行傳的訊息
[00:00:04.680 --> 00:00:06.240]  今天早上
[00:00:06.240 --> 00:00:08.440]  不知道大家心情如何
[00:00:08.440 --> 00:00:11.320]  我們也求主幫助我們
[00:00:11.320 --> 00:00:13.960]  帶著一個開放的心情
[00:00:13.960 --> 00:00:18.400]  讓聖靈在我們心裡動功
[00:00:18.400 --> 00:00:19.520]  主的話
[00:00:19.520 --> 00:00:21.520]  就像兩刃劍
[00:00:21.520 --> 00:00:25.600]  祂能夠將我們的心思、意念否明
[00:00:25.600 --> 00:00:28.840]  所以我們求主帶領我們
[00:00:28.840 --> 00:00:31.920]  帶著一個坦然的心來領受神的話
[00:00:31.920 --> 00:00:34.760]  期望神的話更新改變我們
[00:00:34.760 --> 00:00:36.760]  我們一起禱告
[00:00:36.760 --> 00:00:40.440]  主多謝祢留下祢的聖言
[00:00:40.440 --> 00:00:44.000]  讓我們能夠在這個彎曲薄茂的世代
[00:00:44.000 --> 00:00:48.920]  我們知道有什麼我們可以站立得穩
[00:00:48.920 --> 00:00:53.000]  主啊,求祢開放我們的心
[00:00:53.000 --> 00:00:57.080]  可能我們的心裡就像聖經裡所說的
[00:00:57.080 --> 00:01:02.680]  很幽悶、很受煩
[00:01:02.680 --> 00:01:05.760]  但主啊,祢的話語是我們的力量
[00:01:05.760 --> 00:01:08.320]  是我們的亮光
[00:01:08.320 --> 00:01:12.400]  求主引導我們的心
[00:01:12.400 --> 00:01:15.840]  求祢打開我們的心靈
[00:01:15.840 --> 00:01:20.640]  讓祢的話語親自來改變、更新
[00:01:20.640 --> 00:01:23.640]  轉化我們
[00:01:23.640 --> 00:01:25.160]  多謝祢看我們的祈禱
[00:01:25.160 --> 00:01:27.800]  奉耶穌基督的名,阿們
[00:01:56.000 --> 00:01:58.240]  他就問:你們基督徒是不是說
[00:01:58.240 --> 00:02:01.840]  這個世界會有世界末日?
[00:02:01.840 --> 00:02:07.080]  我收了線後,我心裡湧出了一幅圖畫
[00:02:07.080 --> 00:02:10.720]  想像我們全世界、全人類的人
[00:02:10.720 --> 00:02:13.320]  都在坐一條船
[00:02:13.320 --> 00:02:16.320]  在海上航行
[00:02:16.320 --> 00:02:20.640]  向著這個世界的終局去進發
[00:02:20.640 --> 00:02:22.240]  對於基督徒來說
[00:02:22.240 --> 00:02:25.080]  彼岸是我們有把握的
[00:02:25.080 --> 00:02:28.760]  我們知道彼岸是更美的家鄉
[00:02:28.760 --> 00:02:30.680]  是新天新地
[00:02:30.680 --> 00:02:32.920]  是天堂
[00:02:32.920 --> 00:02:34.400]  但在船上
[00:02:34.400 --> 00:02:38.200]  有另外一群人對生命完全沒有把握
[00:02:38.200 --> 00:02:40.640]  不知道要去哪裡
[00:02:40.640 --> 00:02:45.000]  也不知道哪一個是生命的掌舵人
[00:02:45.000 --> 00:02:47.080]  但人生總是要過
[00:02:47.080 --> 00:02:49.160]  船要繼續走
[00:02:49.160 --> 00:02:53.520]  突然間走著走著,忽然起了暴風
[00:02:53.520 --> 00:02:57.280]  大家都煞過措手不及
[00:02:57.280 --> 00:03:01.200]  我不知道這幅圖畫會不會有少許形容
[00:03:01.200 --> 00:03:04.520]  過去這一兩年香港的狀態
[00:03:04.520 --> 00:03:06.640]  我們坐在同一條船
[00:03:06.640 --> 00:03:08.960]  本來是相安無事
[00:03:08.960 --> 00:03:10.960]  經濟環境穩定
[00:03:10.960 --> 00:03:14.040]  日出而作,日入而息
[00:03:14.040 --> 00:03:16.960]  但突然間一個反修例事件
[00:03:16.960 --> 00:03:19.520]  一場世紀疫症
[00:03:19.520 --> 00:03:21.560]  以至到國安法
[00:03:21.560 --> 00:03:24.520]  然後引來一連串的經濟低迷
[00:03:24.520 --> 00:03:26.040]  失業潮
[00:03:26.040 --> 00:03:31.080]  在香港湧起了一浪又一浪的風浪
[00:03:31.080 --> 00:03:33.760]  其實香港人是很厲害的
[00:03:33.760 --> 00:03:36.480]  是很懂得逆境自強
[00:03:36.480 --> 00:03:39.800]  但我相信在過去這一兩年之後
[00:03:39.800 --> 00:03:42.040]  我們都覺得很累
[00:03:42.040 --> 00:03:45.160]  我們都覺得很無助
[00:03:45.160 --> 00:03:48.720]  最近港大醫學院精神醫學系
[00:03:48.720 --> 00:03:51.000]  做了一個訪問
[00:03:51.000 --> 00:03:53.360]  在過去的二至七月
[00:03:53.360 --> 00:03:58.960]  他們訪問了一萬一千四百九十三個香港市民
[00:03:58.960 --> 00:04:00.480]  在這個PowerPoint上展示了
[00:04:00.480 --> 00:04:07.200]  有一半都是近半是二十五歲以下的年青人
[00:04:07.200 --> 00:04:12.480]  我看到這個數字的時候都覺得很驚訝
[00:04:12.480 --> 00:04:14.280]  雖然我不是完全不知道
[00:04:14.280 --> 00:04:16.000]  不過這個數字是很高
[00:04:16.000 --> 00:04:23.440]  73.7%的受訪者出現高度或嚴重的抑鬱症狀
[00:04:23.440 --> 00:04:31.560]  40.9%是出現中至高度的創傷後壓力症狀
[00:04:31.560 --> 00:04:40.480]  而其中這群人36%是同時出現中至高度兩種的症狀
[00:04:40.480 --> 00:04:44.440]  情況真是令人憂慮
[00:04:44.440 --> 00:04:49.520]  事實上我最近和一些弟兄姊妹在電話聊天的時候
[00:04:49.520 --> 00:04:52.200]  我想大家沒有去到情緒病
[00:04:52.200 --> 00:04:54.920]  不過長期要留在家裡
[00:04:54.920 --> 00:04:57.120]  又不可以回來教會聚會
[00:04:57.120 --> 00:04:59.200]  沒有什麼支援
[00:04:59.200 --> 00:05:02.440]  天天在家裡面對著有子女的
[00:05:02.440 --> 00:05:03.840]  又不能出門
[00:05:03.840 --> 00:05:07.960]  於是就唯有天天打機
[00:05:07.960 --> 00:05:09.560]  又很煞氣
[00:05:09.560 --> 00:05:13.240]  長期在經濟低迷的裡面
[00:05:13.240 --> 00:05:15.600]  政治環境又不明朗
[00:05:15.600 --> 00:05:18.960]  不知道什麼時候才能見到曙光
[00:05:18.960 --> 00:05:20.480]  真是我的心啊
[00:05:20.480 --> 00:05:21.840]  你為何憂悶
[00:05:21.840 --> 00:05:24.280]  為何在我裡面煩躁
[00:05:24.280 --> 00:05:26.560]  我發覺最近很多弟兄姊妹跟我說
[00:05:26.560 --> 00:05:30.720]  失眠出現比較多
[00:05:30.720 --> 00:05:32.480]  雖然我們作為基督徒
[00:05:32.480 --> 00:05:34.440]  我們知道最終的目的地
[00:05:34.440 --> 00:05:36.360]  我們是有把握的
[00:05:36.360 --> 00:05:40.280]  但是當我們真的不知道這個風暴什麼時候完結的時候
[00:05:40.280 --> 00:05:45.120]  例如什麼時候可以不用外出戴口罩呢
[00:05:45.120 --> 00:05:47.640]  什麼時候會有疫苗呢
[00:05:47.640 --> 00:05:51.000]  疫苗是否徹底有效呢
[00:05:51.000 --> 00:05:54.400]  什麼時候可以走出政治的爭拗呢
[00:05:54.400 --> 00:05:56.000]  在這個過程裡
[00:05:56.000 --> 00:06:00.800]  我們怎樣去面對這個沉重的鬱結呢
[00:06:00.800 --> 00:06:02.000]  還有
[00:06:02.000 --> 00:06:03.960]  我們身邊有一些同行的人
[00:06:03.960 --> 00:06:08.000]  他們是對生命沒有把握的
[00:06:08.000 --> 00:06:11.840]  我們在當中又有什麼角色可以扮演呢
[00:06:11.840 --> 00:06:16.720]  今天我們一起看《士道人傳》27章1至44節
[00:06:16.720 --> 00:06:18.440]  這一場的海難
[00:06:18.440 --> 00:06:21.360]  我們嘗試進入這一場災難
[00:06:21.360 --> 00:06:22.560]  風暴的裡面
[00:06:22.560 --> 00:06:25.120]  我們去找答案
[00:06:25.120 --> 00:06:30.160]  這段經文27章1至44節
[00:06:30.160 --> 00:06:31.280]  就是講到
[00:06:31.280 --> 00:06:33.400]  之前講到
[00:06:33.400 --> 00:06:37.880]  上帝保羅在耶路撒冷受審的時候
[00:06:37.880 --> 00:06:42.200]  上帝已經藉著異象去顯現告訴保羅
[00:06:42.200 --> 00:06:42.880]  放心吧
[00:06:42.880 --> 00:06:46.080]  你怎樣在耶路撒冷為我作見證
[00:06:46.080 --> 00:06:49.640]  你也必然怎樣在羅馬為我作見證
[00:06:49.640 --> 00:06:52.120]  這是上帝應許保羅
[00:06:52.120 --> 00:06:53.240]  你的目的地
[00:06:53.240 --> 00:06:56.640]  保羅是清楚知道的
[00:06:56.640 --> 00:06:59.760]  保羅也主動跟菲斯都說
[00:06:59.760 --> 00:07:02.040]  我要上訴到凱撒
[00:07:02.040 --> 00:07:06.600]  所以菲斯都總督就容許保羅上訴到凱撒
[00:07:06.600 --> 00:07:09.400]  踏上羅馬之路
[00:07:09.400 --> 00:07:11.600]  這一段經文所發生的時間
[00:07:11.600 --> 00:07:15.000]  大約是主後59年的
[00:07:15.000 --> 00:07:19.200]  深秋至到冬天的時間
[00:07:19.200 --> 00:07:20.520]  你覺得很奇怪
[00:07:20.520 --> 00:07:24.920]  你一路聽傳道同工去分享《士道行傳》
[00:07:24.920 --> 00:07:27.160]  這21章至到現在
[00:07:27.160 --> 00:07:29.280]  都是在講很多審訊
[00:07:29.280 --> 00:07:32.120]  不是在公會審訊
[00:07:32.120 --> 00:07:35.440]  就是在羅馬的官長面前受審
[00:07:35.440 --> 00:07:37.200]  突然間到27章
