
[00:00:00.000 --> 00:00:11.000]  此錄音或錄影的版權是屬基督教宣導會八角堂所有
[00:00:11.000 --> 00:00:14.000]  我們的屬靈傳統之一是以真理教導為本
[00:00:14.000 --> 00:00:18.000]  歡迎你將此錄音或錄影的連結傳給親友
[00:00:18.000 --> 00:00:22.000]  懇請注意未經授權請勿轉錄
[00:00:22.000 --> 00:00:25.000]  或剪輯本錄音或錄影
[00:00:25.000 --> 00:00:30.000]  10月好像次度行轉20章32節中所說
[00:00:30.000 --> 00:00:31.000]  這道能建立你們
[00:00:31.000 --> 00:00:35.000]  叫你們和一切成聖的人同得基業
[00:00:35.000 --> 00:00:38.000]  哪一個才是上主
[00:00:38.000 --> 00:00:40.000]  哪一個才是至高神
[00:00:40.000 --> 00:00:43.000]  哪一個是主宰
[00:00:43.000 --> 00:00:46.000]  這是法老的問題
[00:00:46.000 --> 00:00:48.000]  對於他公平一點來說
[00:00:48.000 --> 00:00:52.000]  他是不應該認識上主的
[00:00:52.000 --> 00:00:55.000]  在他有生之年他沒有敬拜過
[00:00:55.000 --> 00:00:56.000]  沒有人跟他講過
[00:00:56.000 --> 00:00:58.000]  所以當摩西說
[00:00:58.000 --> 00:01:02.000]  上主叫你放走他的子民
[00:01:02.000 --> 00:01:05.000]  他就說哪一個是上主
[00:01:05.000 --> 00:01:08.000]  哪一個是耶和華
[00:01:08.000 --> 00:01:09.000]  再聽下去
[00:01:09.000 --> 00:01:12.000]  他心裡面一定有個疑問
[00:01:12.000 --> 00:01:17.000]  怎麼可能是這幫奴隸的神來命令我
[00:01:17.000 --> 00:01:20.000]  作為一個超級文明古國
[00:01:20.000 --> 00:01:22.000]  主宰著近東世界
[00:01:22.000 --> 00:01:23.000]  北非地區
[00:01:23.000 --> 00:01:27.000]  擁有眾多神明保護的國度
[00:01:27.000 --> 00:01:32.000]  是比起全地任何一個國家都更為優越
[00:01:32.000 --> 00:01:34.000]  法老不認識
[00:01:34.000 --> 00:01:39.000]  不知道這些奴隸的神是哪一位
[00:01:39.000 --> 00:01:41.000]  所以上主一早就跟摩西說
[00:01:41.000 --> 00:01:46.000]  他最終是會讓埃及人都知道我是上主
[00:01:46.000 --> 00:01:47.000]  耶和華
[00:01:47.000 --> 00:01:51.000]  今天我們多數會翻譯為上主
[00:01:51.000 --> 00:01:53.000]  這種知道不單止知道名字
[00:01:53.000 --> 00:01:58.000]  更加是知道沒有一個神明像上主一樣
[00:01:58.000 --> 00:02:03.000]  甚至在全地上只有上主一位神
[00:02:03.000 --> 00:02:10.000]  而這個大地就是屬於創天造地掌管萬物的上主
[00:02:10.000 --> 00:02:17.000]  這個知道也是今天我們在第九第十哉細心去看的
[00:02:17.000 --> 00:02:20.000]  我們再一次將聽到的時間交託給主
[00:02:20.000 --> 00:02:24.000]  天父上帝我們都恭敬的去來到你面前
[00:02:24.000 --> 00:02:27.000]  打開你的話語
[00:02:27.000 --> 00:02:31.000]  求你讓我們能夠更多的體會明白
[00:02:31.000 --> 00:02:33.000]  在我們這麼多年之後的人
[00:02:33.000 --> 00:02:37.000]  我們看回你在埃及的時候所做的事
[00:02:37.000 --> 00:02:41.000]  讓我們有更多從生命的體會
[00:02:41.000 --> 00:02:45.000]  求聖靈指教我們每一個人要明白的真理
[00:02:45.000 --> 00:02:46.000]  多謝你
[00:02:46.000 --> 00:02:49.000]  我們在祈禱是奉主耶穌基督得聖名字祈求
[00:02:49.000 --> 00:02:51.000]  下門
[00:02:51.000 --> 00:02:55.000]  上個星期我們已經讀過十哉的前奏
[00:02:55.000 --> 00:02:57.000]  象變蛇
[00:02:57.000 --> 00:03:00.000]  然後就讀第一哉水變血
[00:03:00.000 --> 00:03:02.000]  在第一哉裡面是說
[00:03:02.000 --> 00:03:07.000]  將尼羅河那些水源和傳遞的水都變成血
[00:03:07.000 --> 00:03:12.000]  是針對當時埃及人將尼羅河當作神明
[00:03:12.000 --> 00:03:13.000]  尼羅河很重要的
[00:03:13.000 --> 00:03:16.000]  因為是一個生命的源頭
[00:03:16.000 --> 00:03:20.000]  是一個近似沙漠的乾旱地區
[00:03:20.000 --> 00:03:23.000]  有河就有種植
[00:03:23.000 --> 00:03:25.000]  有河水就有生命
[00:03:25.000 --> 00:03:26.000]  所以對於他們來說
[00:03:26.000 --> 00:03:29.000]  生命的命脈是源自尼羅河的
[00:03:29.000 --> 00:03:31.000]  其實從我們人類文明都知道
[00:03:31.000 --> 00:03:35.000]  有河的地方就會開始發展人類文明
[00:03:35.000 --> 00:03:38.000]  文明古國全部都是在河邊的
[00:03:38.000 --> 00:03:42.000]  第二哉同樣是針對生命的問題
[00:03:42.000 --> 00:03:45.000]  誰掌管生命是蛙哉
[00:03:45.000 --> 00:03:47.000]  在古代的埃及世界
[00:03:47.000 --> 00:03:48.000]  他們的神明
[00:03:48.000 --> 00:03:51.000]  你去過博物館或者看電影都看過了
[00:03:51.000 --> 00:03:54.000]  他們拜的神明多數是動物頭
[00:03:54.000 --> 00:03:57.000]  而他們有一個神明是青蛙頭
[00:03:57.000 --> 00:04:03.000]  青蛙頭是表達生育的旺盛
[00:04:03.000 --> 00:04:05.000]  你知道一個青蛙產生很多卵
[00:04:05.000 --> 00:04:06.000]  然後有很多蝌蚪
[00:04:06.000 --> 00:04:08.000]  蝌蚪就變成很多小青蛙
[00:04:08.000 --> 00:04:13.000]  所以是一個很繁茂繁盛的象徵
[00:04:13.000 --> 00:04:16.000]  所以他們就把青蛙頭的神明
[00:04:16.000 --> 00:04:20.000]  當作是掌管生育的神明
[00:04:20.000 --> 00:04:22.000]  這是頭號大事
[00:04:22.000 --> 00:04:27.000]  能夠讓人能夠生育繁衍下一代
[00:04:27.000 --> 00:04:29.000]  在古代世界非常重要
[00:04:29.000 --> 00:04:31.000]  所以第一第二哉都直接宣告
[00:04:31.000 --> 00:04:35.000]  上主說我才是真正賦予生命的神
[00:04:35.000 --> 00:04:40.000]  我才是真正讓人能夠生育下一代的神
[00:04:40.000 --> 00:04:42.000]  而即使在埃及這個地方
[00:04:42.000 --> 00:04:46.000]  生命和生育都掌管在上主手中
[00:04:46.000 --> 00:04:49.000]  其實第一章我們都看過的
[00:04:49.000 --> 00:04:53.000]  一開始法老王就是再早多年日的法老王
[00:04:53.000 --> 00:04:55.000]  想去控制以色列的人數
[00:04:55.000 --> 00:04:56.000]  就給他們做苦工
[00:04:56.000 --> 00:04:59.000]  希望他們累又不會生育那麼多
[00:04:59.000 --> 00:05:03.000]  誰知道上主就令他們越生越多
[00:05:03.000 --> 00:05:05.000]  已經是一個證明
[00:05:05.000 --> 00:05:07.000]  而今天我們看的十哉的最後兩哉
[00:05:07.000 --> 00:05:11.000]  其中的選段第九哉是講黑暗之哉
[00:05:11.000 --> 00:05:12.000]  不如我們一起讀這兩節經文吧
[00:05:12.000 --> 00:05:13.000]  預備起
[00:05:13.000 --> 00:05:19.000]  耶和華對摩西說 你要向天舉手
[00:05:19.000 --> 00:05:21.000]  使黑暗臨到埃及地
[00:05:21.000 --> 00:05:24.000]  這黑暗是可以觸摸的
[00:05:24.000 --> 00:05:26.000]  摩西向天伸手
[00:05:26.000 --> 00:05:31.000]  幽暗就臨到埃及全地三天之久
[00:05:31.000 --> 00:05:35.000]  在埃及太陽是眾多偶像神明當中最高的
[00:05:35.000 --> 00:05:39.000]  因為人看到很高的就是太陽
[00:05:39.000 --> 00:05:41.000]  在頭頂
[00:05:41.000 --> 00:05:46.000]  這個神明在他們的系統當中是最高神明
[00:05:46.000 --> 00:05:50.000]  而法老王亦被稱為太陽神之子
[00:05:50.000 --> 00:05:55.000]  而加上主讓埃及眾神之中最高神明
[00:05:55.000 --> 00:05:58.000]  他們所掌控的太陽都不能見
[00:05:58.000 --> 00:06:01.000]  這就是顯現上主的能力更加厲害
[00:06:01.000 --> 00:06:03.000]  他完全遮蔽了太陽
[00:06:03.000 --> 00:06:05.000]  法老是無能為力的
[00:06:05.000 --> 00:06:07.000]  這種黑暗就不是一般
[00:06:07.000 --> 00:06:08.000]  你進到房裡不記得開燈
[00:06:08.000 --> 00:06:09.000]  又沒有開窗簾
[00:06:09.000 --> 00:06:10.000]  沒有光的狀態
[00:06:10.000 --> 00:06:12.000]  不僅如此
[00:06:12.000 --> 00:06:16.000]  因為聖經說黑暗是可以觸摸到的
[00:06:16.000 --> 00:06:18.000]  但它是為何呢
[00:06:18.000 --> 00:06:22.000]  可能是一些沙土風沙的情況
[00:06:22.000 --> 00:06:24.000]  不單只是在房子外
[00:06:24.000 --> 00:06:26.000]  在房子裡也感受得到
[00:06:26.000 --> 00:06:30.000]  你點了蠟燭、點了火都沒有用
[00:06:30.000 --> 00:06:32.000]  因為接著那一節是說
[00:06:32.000 --> 00:06:36.000]  三天之內人彼此不能看見
[00:06:36.000 --> 00:06:42.000]  大家看不到對方
[00:06:42.000 --> 00:06:44.000]  還有他告訴你
[00:06:44.000 --> 00:06:45.000]  那三天是怎樣
[00:06:45.000 --> 00:06:47.000]  你只能躺平
[00:06:47.000 --> 00:06:49.000]  床也下不了
[00:06:49.000 --> 00:06:52.000]  很可能你旁邊的太太先生
[00:06:52.000 --> 00:06:54.000]  你也看不到她
[00:06:54.000 --> 00:06:56.000]  在這種狀態
[00:06:56.000 --> 00:06:59.000]  觸摸到的也可能是那些沙土灰塵
[00:06:59.000 --> 00:07:03.000]  完全把任何光都遮蔽
[00:07:03.000 --> 00:07:06.000]  點燈也沒有用
[00:07:06.000 --> 00:07:08.000]  這的確是神蹟
[00:07:08.000 --> 00:07:13.000]  這件事是直接傳達了法律的強權
[00:07:13.000 --> 00:07:15.000]  以及埃及眾多神明的信仰
[00:07:15.000 --> 00:07:18.000]  都沒有辦法在上主面前站得住
[00:07:18.000 --> 00:07:20.000]  包括他們的最高神明
[00:07:20.000 --> 00:07:22.000]  這不是一個天文現象
[00:07:22.000 --> 00:07:24.000]  不是太陽那幾天有甚麼事
[00:07:24.000 --> 00:07:26.000]  日蝕已經不是這樣
[00:07:26.000 --> 00:07:27.000]  為甚麼呢
[00:07:27.000 --> 00:07:28.000]  很簡單的經文給你看到
[00:07:28.000 --> 00:07:31.000]  只是局部是埃及這個地方
[00:07:31.000 --> 00:07:34.000]  有這種觸摸到的黑暗
[00:07:34.000 --> 00:07:37.000]  在埃及邊旁的哥山地
[00:07:37.000 --> 00:07:39.000]  即是以色列人居住的地方
[00:07:39.000 --> 00:07:40.000]  都是埃及來的
[00:07:40.000 --> 00:07:41.000]  怎樣呢
[00:07:41.000 --> 00:07:43.000]  有亮光
[00:07:43.000 --> 00:07:45.000]  即是太陽依然照他們
[00:07:45.000 --> 00:07:47.000]  只是埃及這一帶
[00:07:47.000 --> 00:07:50.000]  全部在那種觸摸得到的黑暗裡面
[00:07:50.000 --> 00:07:52.000]  上帝讓他們經歷三天
[00:07:52.000 --> 00:07:54.000]  完全沒有自由
[00:07:54.000 --> 00:07:56.000]  沒有行動能力的狀態
[00:07:56.000 --> 00:07:59.000]  完全黑暗的狀態
[00:07:59.000 --> 00:08:01.000]  當上主出手沒有人阻擋
[00:08:01.000 --> 00:08:03.000]  沒有一個他們聲稱的神明
[00:08:03.000 --> 00:08:05.000]  做到任何事
[00:08:05.000 --> 00:08:07.000]  但你又記得
[00:08:07.000 --> 00:08:09.000]  象變蛇的神蹟
[00:08:09.000 --> 00:08:11.000]  第一災的時候
[00:08:11.000 --> 00:08:14.000]  那些埃及術士都能夠照樣變
[00:08:14.000 --> 00:08:16.000]  第二災其實他們都可以
[00:08:16.000 --> 00:08:18.000]  青蛙從利諾河跳上來的時候
[00:08:18.000 --> 00:08:21.000]  便遍滿他們埃及人的屋企
[00:08:21.000 --> 00:08:23.000]  不同的碗也有
[00:08:23.000 --> 00:08:24.000]  睡覺的地方也有
[00:08:24.000 --> 00:08:25.000]  甚至跳上他們一身
[00:08:25.000 --> 00:08:26.000]  術士都做到
[00:08:26.000 --> 00:08:29.000]  可以叫一些青蛙繁衍出來
[00:08:29.000 --> 00:08:31.000]  但到了第三災開始
[00:08:31.000 --> 00:08:33.000]  那些術士已經跟不上了
[00:08:33.000 --> 00:08:34.000]  他們無能為力
[00:08:34.000 --> 00:08:36.000]  他們甚至已經跟法老說
[00:08:36.000 --> 00:08:40.000]  這裡真的是神的手指在動
[00:08:40.000 --> 00:08:41.000]  到了第五災
[00:08:41.000 --> 00:08:43.000]  那些術士自己身上都長了瘡
[00:08:43.000 --> 00:08:46.000]  第五災是長瘡的災
[00:08:46.000 --> 00:08:50.000]  他們在摩西面前站也站不住
[00:08:50.000 --> 00:08:51.000]  而到了第十一災
[00:08:51.000 --> 00:08:54.000]  我們看到上主所說的第十災
[00:08:54.000 --> 00:08:57.000]  他會重申他會施行的終極災禍
[00:08:57.000 --> 00:08:58.000]  我們又讀這兩字
[00:08:58.000 --> 00:08:59.000]  預備起
[00:08:59.000 --> 00:09:02.000]  摩西說 耶和華這樣說
[00:09:02.000 --> 00:09:04.000]  大約半夜的時候
[00:09:04.000 --> 00:09:07.000]  我要將你循行埃及地
[00:09:07.000 --> 00:09:11.000]  在埃及地所有投生的都必死亡
[00:09:11.000 --> 00:09:15.000]  就是從黃黃衛的法老的長子
[00:09:15.000 --> 00:09:18.000]  直到推磨的婢女的長子
[00:09:18.000 --> 00:09:23.000]  以及一切投生的生畜都必死亡
[00:09:23.000 --> 00:09:26.000]  生是掌管在神的手裡
[00:09:26.000 --> 00:09:29.000]  死也是掌管在神的手裡
[00:09:29.000 --> 00:09:31.000]  不是有一個正神
[00:09:31.000 --> 00:09:33.000]  一個邪神大家鬥法
[00:09:33.000 --> 00:09:35.000]  不是有一個掌管生命的神明
[00:09:35.000 --> 00:09:37.000]  和死神在鬥法
[00:09:37.000 --> 00:09:39.000]  沒有 從來只有一位神
[00:09:39.000 --> 00:09:44.000]  生與死都在上主的手裡
[00:09:44.000 --> 00:09:47.000]  這種疫情死亡
[00:09:47.000 --> 00:09:49.000]  有人形容可能是一種疫病
[00:09:49.000 --> 00:09:51.000]  但這個疫病的特別之處就是
[00:09:51.000 --> 00:09:54.000]  只有長子才死
[00:09:54.000 --> 00:09:57.000]  所以也是重複不了
[00:09:57.000 --> 00:09:59.000]  是上帝自己的作為
[00:09:59.000 --> 00:10:03.000]  埃及是極度尊崇死亡的一個國度
[00:10:03.000 --> 00:10:05.000]  基本上你認識埃及
[00:10:05.000 --> 00:10:09.000]  你也是從穆乃伊開始認識的
[00:10:09.000 --> 00:10:13.000]  穆乃伊就是他們對於死亡的一種想像
[00:10:13.000 --> 00:10:15.000]  他們期望能夠有永生
[00:10:15.000 --> 00:10:17.000]  期望可以復生
[00:10:17.000 --> 00:10:19.000]  於是有各種各式各樣的儀式
[00:10:19.000 --> 00:10:21.000]  如何將死人的屍體放複
[00:10:21.000 --> 00:10:23.000]  剖開它 取出所有內臟
[00:10:23.000 --> 00:10:25.000]  逐個放進罐裡去保存
[00:10:25.000 --> 00:10:27.000]  期待有一天
[00:10:27.000 --> 00:10:30.000]  他們經過一些死亡的階段
[00:10:30.000 --> 00:10:32.000]  然後可以復活
[00:10:32.000 --> 00:10:35.000]  每一個瓶裡塞著的內臟
[00:10:35.000 --> 00:10:38.000]  在他們埃及的神明當中
[00:10:38.000 --> 00:10:42.000]  每一種的內臟都有一個神明去管治
[00:10:42.000 --> 00:10:44.000]  所以他們埃及的神明當中
[00:10:44.000 --> 00:10:47.000]  有起碼十個以上的神明
[00:10:47.000 --> 00:10:50.000]  是關於死亡的神
[00:10:50.000 --> 00:10:52.000]  他們很強調這件事
[00:10:52.000 --> 00:10:53.000]  但是現在上主說
[00:10:53.000 --> 00:10:56.000]  只有祂才是真正掌管人死亡的神
[00:10:56.000 --> 00:10:58.000]  生和死都在祂手裡
[00:10:58.000 --> 00:11:02.000]  而且十載全部的技術裡面
[00:11:02.000 --> 00:11:05.000]  有幾個多次重複的字讓我們想
[00:11:05.000 --> 00:11:07.000]  到底十載想告訴我們
[00:11:07.000 --> 00:11:09.000]  只是神的能力嗎
[00:11:09.000 --> 00:11:11.000]  不止啊
[00:11:11.000 --> 00:11:15.000]  有三對的字或者三個字眼重複出現
[00:11:15.000 --> 00:11:17.000]  「侍奉」和「臣服」
[00:11:17.000 --> 00:11:20.000]  其實在原本的文字是同一個字
[00:11:20.000 --> 00:11:23.000]  「全」或者「一切」
[00:11:23.000 --> 00:11:26.000]  英文就是「All」
[00:11:26.000 --> 00:11:29.000]  「地」或者「大地」
[00:11:29.000 --> 00:11:31.000]  在十載裡面不斷不斷
[00:11:31.000 --> 00:11:33.000]  都在重複這幾個字
[00:11:33.000 --> 00:11:36.000]  組合在說什麼
[00:11:36.000 --> 00:11:37.000]  在問一個問題
[00:11:37.000 --> 00:11:44.000]  全地的人應當侍奉哪一位至高神
[00:11:44.000 --> 00:11:47.000]  是皇者?是強權?
[00:11:47.000 --> 00:11:52.000]  是強權背後他們所敬拜的神明?
[00:11:52.000 --> 00:11:54.000]  在這麼多的偶像裡面
[00:11:54.000 --> 00:11:56.000]  哪一個?
[00:11:56.000 --> 00:11:59.000]  還是我們這一位獨一的上主
[00:11:59.000 --> 00:12:02.000]  誰才是上主?
[00:12:02.000 --> 00:12:05.000]  誰才是神?
[00:12:05.000 --> 00:12:09.000]  其實十載是對應著埃及一眾神明
[00:12:09.000 --> 00:12:11.000]  對他們的打擊
[00:12:11.000 --> 00:12:12.000]  對這些偶像的打擊
[00:12:12.000 --> 00:12:13.000]  或者我們這樣想
[00:12:13.000 --> 00:12:15.000]  到底偶像是什麼?
[00:12:15.000 --> 00:12:16.000]  當然是一磚一磚
[00:12:16.000 --> 00:12:17.000]  但是這些偶像
[00:12:17.000 --> 00:12:19.000]  為什麼人們會去拜祭他們?
[00:12:19.000 --> 00:12:21.000]  在表達我們人有很多的需要
[00:12:21.000 --> 00:12:22.000]  我們期望
[00:12:22.000 --> 00:12:24.000]  我們所追求的東西
[00:12:24.000 --> 00:12:27.000]  很想透過偶像神明當中得到
[00:12:27.000 --> 00:12:28.000]  於是乎
[00:12:28.000 --> 00:12:31.000]  其實關於神明的想像
[00:12:31.000 --> 00:12:33.000]  是什麼呢?
[00:12:33.000 --> 00:12:36.000]  通常和生存有關
[00:12:36.000 --> 00:12:37.000]  食水
[00:12:37.000 --> 00:12:39.000]  食物
[00:12:39.000 --> 00:12:40.000]  生子
[00:12:40.000 --> 00:12:41.000]  姻緣
[00:12:41.000 --> 00:12:42.000]  財富
[00:12:42.000 --> 00:12:43.000]  健康
[00:12:43.000 --> 00:12:45.000]  力量
[00:12:45.000 --> 00:12:47.000]  學業
[00:12:47.000 --> 00:12:49.000]  安居樂業
[00:12:49.000 --> 00:12:50.000]  能夠有自由的行動
[00:12:50.000 --> 00:12:52.000]  有活力
[00:12:52.000 --> 00:12:54.000]  生和死
[00:12:54.000 --> 00:12:56.000]  大概都是這些
[00:12:56.000 --> 00:12:59.000]  是表達我們人裡面渴望的投射
[00:12:59.000 --> 00:13:00.000]  等於說
[00:13:00.000 --> 00:13:01.000]  今天我們認識了耶穌基督
[00:13:01.000 --> 00:13:02.000]  我們知道
[00:13:02.000 --> 00:13:03.000]  我們現在所有的
[00:13:03.000 --> 00:13:05.000]  都是天賦所賜
[00:13:05.000 --> 00:13:06.000]  奉獻的時候
[00:13:06.000 --> 00:13:07.000]  有時候
[00:13:07.000 --> 00:13:08.000]  在大堂
[00:13:08.000 --> 00:13:10.000]  我們都仍然唱奉獻曲
[00:13:10.000 --> 00:13:12.000]  我們都會不斷唱
[00:13:12.000 --> 00:13:14.000]  一切都是由神所賜
[00:13:14.000 --> 00:13:16.000]  不過在我們真正生活的抉擇
[00:13:16.000 --> 00:13:18.000]  你想想
[00:13:18.000 --> 00:13:19.000]  其實是在反映
[00:13:19.000 --> 00:13:21.000]  我們真正追求的是什麼
[00:13:21.000 --> 00:13:24.000]  或者我們渴望得到的是什麼
[00:13:24.000 --> 00:13:25.000]  無論是物質
[00:13:25.000 --> 00:13:26.000]  或者我們生活
[00:13:26.000 --> 00:13:28.000]  或者未來
[00:13:28.000 --> 00:13:29.000]  這些抉擇
[00:13:29.000 --> 00:13:32.000]  在表達你追求什麼
[00:13:32.000 --> 00:13:33.000]  在我們追逐的當中
[00:13:33.000 --> 00:13:34.000]  頂至每樣
[00:13:34.000 --> 00:13:35.000]  我們都記得
[00:13:35.000 --> 00:13:38.000]  唯有上主是真神
[00:13:38.000 --> 00:13:42.000]  全地 甚至我們全人都去侍奉祂
[00:13:42.000 --> 00:13:44.000]  法老他追求什麼
[00:13:44.000 --> 00:13:45.000]  法老就是追求
[00:13:45.000 --> 00:13:48.000]  去鞏固自己的王權和統治
[00:13:48.000 --> 00:13:49.000]  他在追求一個
[00:13:49.000 --> 00:13:52.000]  自己想怎樣就怎樣的生活
[00:13:52.000 --> 00:13:53.000]  甚至全埃及
[00:13:53.000 --> 00:13:55.000]  都是應該侍奉祂一個人的
[00:13:55.000 --> 00:13:58.000]  所有東西都是在祂掌控裡面的
[00:13:58.000 --> 00:13:59.000]  祂不能夠容許
[00:13:59.000 --> 00:14:00.000]  有人跟祂說no
[00:14:00.000 --> 00:14:03.000]  跟祂說意義的
[00:14:03.000 --> 00:14:04.000]  再負一些問題
[00:14:04.000 --> 00:14:07.000]  這個世界教我們追求什麼
[00:14:07.000 --> 00:14:10.000]  其實我們今天的文化潮流
[00:14:10.000 --> 00:14:12.000]  已經少了很多
[00:14:12.000 --> 00:14:13.000]  至少我們這一輩
[00:14:13.000 --> 00:14:15.000]  小時候成長的時候
[00:14:15.000 --> 00:14:18.000]  都會想將來要怎樣成功
[00:14:18.000 --> 00:14:19.000]  事業做得好
[00:14:19.000 --> 00:14:25.000]  工作做得積職位等等
[00:14:25.000 --> 00:14:29.000]  再小過我們那些弟兄姊妹
[00:14:29.000 --> 00:14:30.000]  年輕一輩
[00:14:30.000 --> 00:14:33.000]  不會再追求工作順利
[00:14:33.000 --> 00:14:35.000]  事業成功了
[00:14:35.000 --> 00:14:36.000]  是嗎
[00:14:36.000 --> 00:14:39.000]  你覺得困身嗎
[00:14:39.000 --> 00:14:41.000]  現在的世界
[00:14:41.000 --> 00:14:44.000]  繼續推崇我們去追求什麼
[00:14:44.000 --> 00:14:47.000]  追逐去滿足自己
[00:14:47.000 --> 00:14:48.000]  追逐
[00:14:48.000 --> 00:14:51.000]  顯示著我們在侍奉
[00:14:51.000 --> 00:14:53.000]  不再是自己意外的東西
[00:14:53.000 --> 00:14:55.000]  是侍奉自己的
[00:14:55.000 --> 00:14:58.000]  文化是推我們去侍奉自己
[00:14:58.000 --> 00:15:00.000]  你說怎樣就怎樣
[00:15:00.000 --> 00:15:02.000]  你決定就對了
[00:15:02.000 --> 00:15:03.000]  你心裡面那個
[00:15:03.000 --> 00:15:05.000]  你找回你心裡面想要的東西
