
[00:00:00.000 --> 00:00:02.640]  《羅馬書》的第六講
[00:00:02.640 --> 00:00:05.860]  第二章的十七至二十九節
[00:00:05.860 --> 00:00:10.380]  你說,下個星期就聖誕了
[00:00:10.380 --> 00:00:17.540]  剛纔兒童合唱團和我們的絲幫小組都唱什麼歌?
[00:00:17.540 --> 00:00:21.660]  《平安夜》,兩個都唱《平安夜》
[00:00:21.660 --> 00:00:26.140]  你是不是應該講一個《平安夜》的信息給我們聽聽?
[00:00:26.140 --> 00:00:29.320]  在說《平安夜》的信息之前
[00:00:29.320 --> 00:00:31.200]  我們首先要知道
[00:00:31.200 --> 00:00:35.120]  可能我們信仰上是有些錯誤的安全感
[00:00:35.120 --> 00:00:38.420]  這個正是我今天所要跟大家講
[00:00:38.420 --> 00:00:40.820]  記不記得我上一次跟大家講
[00:00:40.820 --> 00:00:44.980]  神是用什麼標準來審判人?
[00:00:44.980 --> 00:00:47.560]  如果神是會審判人的話
[00:00:47.560 --> 00:00:51.180]  很多人就希望能夠逃避神的審判
[00:00:51.180 --> 00:00:54.080]  我們希望是有安全感
[00:00:54.080 --> 00:00:55.680]  無論是猶太人
[00:00:55.680 --> 00:00:59.480]  無論是外邦人都希望有安全感
[00:00:59.480 --> 00:01:00.680]  但很可惜
[00:01:00.680 --> 00:01:01.960]  很多時候
[00:01:01.960 --> 00:01:06.860]  我們基督徒都會有錯誤的安全感
[00:01:06.860 --> 00:01:09.620]  其實在我們日常的生活當中
[00:01:09.620 --> 00:01:12.120]  我們都很希望有安全感
[00:01:12.120 --> 00:01:13.880]  安全感是什麼?
[00:01:13.880 --> 00:01:15.580]  沒有任何的風險
[00:01:15.580 --> 00:01:17.280]  沒有任何的憂慮
[00:01:17.280 --> 00:01:19.680]  沒有任何的恐懼
[00:01:19.680 --> 00:01:23.480]  我們喜歡將我們的投資放在不同的地方
[00:01:23.480 --> 00:01:28.220]  有金融、有股票、有證券、有房地產
[00:01:28.220 --> 00:01:29.880]  希望一犯不定
[00:01:29.880 --> 00:01:31.420]  還有第二犯
[00:01:31.420 --> 00:01:33.820]  不會血本無歸
[00:01:33.820 --> 00:01:37.280]  我們工作上都很希望有安全感
[00:01:37.280 --> 00:01:41.080]  最好就是娶到波士的女兒爲妻
[00:01:41.080 --> 00:01:43.780]  這樣打低腳都不用擔心
[00:01:43.780 --> 00:01:46.580]  但是波士不是那麼多女兒
[00:01:46.580 --> 00:01:47.820]  但是不用擔心
[00:01:47.820 --> 00:01:51.160]  仍然可以買工作的保險
[00:01:51.160 --> 00:01:55.380]  直到你真的失業時,工作的保險就會賠償
[00:01:55.380 --> 00:02:00.180]  那你就繼續有日常的費用來生活
[00:02:00.180 --> 00:02:03.120]  亦有很多人買人壽保險
[00:02:03.120 --> 00:02:05.120]  希望有保障
[00:02:05.120 --> 00:02:07.220]  連住的地方都是
[00:02:07.220 --> 00:02:08.980]  裝滿什麼?
[00:02:08.980 --> 00:02:11.280]  啊,安全系統
[00:02:11.280 --> 00:02:12.960]  安全的系統
[00:02:12.960 --> 00:02:15.420]  防止別人進屋偷東西
[00:02:15.420 --> 00:02:18.180]  我們都希望安全
[00:02:18.180 --> 00:02:22.060]  但這些我們都可以控制
[00:02:22.060 --> 00:02:24.620]  有些東西我們控制不了
[00:02:24.620 --> 00:02:27.580]  你說到什麼第三次世界大戰
[00:02:27.580 --> 00:02:28.980]  核子戰爭
[00:02:28.980 --> 00:02:30.220]  世界末日
[00:02:30.220 --> 00:02:32.380]  這些東西我們控制不了
[00:02:32.380 --> 00:02:35.080]  說起來就心驚驚的
[00:02:35.080 --> 00:02:38.660]  最好逃避這些話題
[00:02:38.660 --> 00:02:40.380]  所以
[00:02:40.380 --> 00:02:44.020]  信仰上的安全感就更加重要
[00:02:44.020 --> 00:02:46.480]  不單止影響我們今生
[00:02:46.480 --> 00:02:50.620]  還影響我們永遠的生命
[00:02:50.620 --> 00:02:53.180]  如果你說我們沒有安全感
[00:02:53.180 --> 00:02:55.680]  死後就有焦慮了
[00:02:55.680 --> 00:02:58.980]  會不會面對神的審判,死了之後
[00:02:58.980 --> 00:03:00.880]  會不會爲了我們的罪
[00:03:00.880 --> 00:03:03.280]  要承擔責任,這些
[00:03:03.280 --> 00:03:05.560]  都是令我們不安的
[00:03:05.560 --> 00:03:09.920]  非基督徒怎麼得到他們的安全感?
[00:03:09.920 --> 00:03:11.720]  他們會安慰自己
[00:03:11.720 --> 00:03:13.880]  說這個世上沒有神
[00:03:13.880 --> 00:03:19.360]  沒有神的,所以他們做任何事都不會受到神的審判
[00:03:19.360 --> 00:03:22.080]  不過這是自欺欺人
[00:03:22.080 --> 00:03:26.220]  羅馬書的一章32節保羅告訴我們
[00:03:26.220 --> 00:03:31.360]  他們雖知道神判定行這樣事的人
[00:03:31.360 --> 00:03:34.380]  是當死的或者該死的
[00:03:34.380 --> 00:03:37.020]  他們自己知道是有神
[00:03:37.020 --> 00:03:40.080]  神將他自己放在每個人的心裏
[00:03:40.080 --> 00:03:44.120]  見到宇宙萬物,他們知道有一位創造者
[00:03:44.120 --> 00:03:46.620]  就算他們自己騙自己
[00:03:46.620 --> 00:03:50.720]  他們都不能夠得到真正的平安
[00:03:50.720 --> 00:03:52.120]  第二章
[00:03:52.120 --> 00:03:54.420]  講到猶太人都是一樣
[00:03:54.420 --> 00:03:58.120]  不單止外邦人,猶太人更加是
[00:03:58.120 --> 00:04:01.620]  他們是有神的律例典章,有神的話語給他們
[00:04:01.620 --> 00:04:05.120]  他們更加是無可推諉
[00:04:05.120 --> 00:04:11.420]  今天是講到第二章的下半章是講什麼?
[00:04:11.420 --> 00:04:17.420]  保羅要指出猶太人他們錯誤的安全感
[00:04:17.420 --> 00:04:20.920]  猶太人認爲自己是神的選民
[00:04:20.920 --> 00:04:24.920]  無論如何都不會被神來審判他們
[00:04:24.920 --> 00:04:28.320]  他們這個安全感絕對是錯誤的
[00:04:28.320 --> 00:04:32.520]  保羅是要拆毀他們的安全感
[00:04:32.520 --> 00:04:36.120]  他們才能夠在《羅馬書》的第三章
[00:04:36.120 --> 00:04:41.120]  當保羅講到一個人如何能夠真正得救
[00:04:41.120 --> 00:04:43.720]  在第二章拆毀他們的安全感
[00:04:43.720 --> 00:04:48.920]  第三章他們纔有可能會得接受神
[00:04:48.920 --> 00:04:51.620]  同樣我們基督徒都是一樣
[00:04:51.620 --> 00:04:54.520]  我們都有很多錯誤的安全感
[00:04:54.520 --> 00:04:58.420]  很多人在報道會舉手決字
[00:04:58.420 --> 00:05:01.620]  接着就沒有了下文,不見了人
[00:05:01.620 --> 00:05:07.520]  有很多人認爲受洗就是入天堂的入場券
[00:05:07.520 --> 00:05:12.320]  但是受洗之後也沒有下文
[00:05:12.320 --> 00:05:16.320]  也有很多人每個星期回教會幹什麼?
[00:05:16.320 --> 00:05:19.620]  認爲是一個保障,是得救
