
[00:00:00.000 --> 00:00:07.000]  各位弟兄姊妹平安!新年快樂!全年蒙恩!
[00:00:07.000 --> 00:00:15.000]  今天是年初三,仍然是派利是的日子。
[00:00:15.000 --> 00:00:20.000]  我童年的時候,我是五十後。
[00:00:20.000 --> 00:00:27.000]  那時候的小朋友很喜歡收利是,
[00:00:27.000 --> 00:00:31.000]  因為收利是他就有零用錢了。
[00:00:31.000 --> 00:00:35.000]  那時候的利是,我知道收利是的時候,
[00:00:35.000 --> 00:00:37.000]  即是幾歲的時候,
[00:00:37.000 --> 00:00:42.000]  我們因為住村就四處跑,不用家人帶著,
[00:00:42.000 --> 00:00:46.000]  利是都是隔離鄰舍親人給的,
[00:00:46.000 --> 00:00:50.000]  一般是兩毫子,即是兩個毫子。
[00:00:50.000 --> 00:00:54.000]  如果你收過兩毫子的利是就跟我差不多了。
[00:00:54.000 --> 00:00:59.000]  我們收到利是就會馬上摸摸它,
[00:00:59.000 --> 00:01:02.000]  兩毫子,這就正常了。
[00:01:02.000 --> 00:01:05.000]  摸到一個就會開心一點,
[00:01:05.000 --> 00:01:07.000]  那個就是五毫子。
[00:01:07.000 --> 00:01:11.000]  五毫子就開心了,很少人給五毫子的。
[00:01:11.000 --> 00:01:16.000]  一摸下去,軟的東西就更開心了,
[00:01:16.000 --> 00:01:17.000]  即是一元。
[00:01:17.000 --> 00:01:21.000]  那時候一元是紙幣來的,
[00:01:21.000 --> 00:01:25.000]  極少人給一元,但到了六十年代初期,
[00:01:25.000 --> 00:01:27.000]  可能經濟好一點,
[00:01:27.000 --> 00:01:30.000]  間中都會收到軟的東西。
[00:01:30.000 --> 00:01:35.000]  我們收利是就分開硬的東西和軟的東西。
[00:01:35.000 --> 00:01:41.000]  我應該是十一、二歲左右,
[00:01:41.000 --> 00:01:44.000]  有一次就去了教會那裡,
[00:01:44.000 --> 00:01:46.000]  即是新春崇拜。
[00:01:46.000 --> 00:01:51.000]  我不太記得為什麼去了那裡,
[00:01:51.000 --> 00:01:57.000]  結束之後,我記得有位牧師派利是,
[00:01:57.000 --> 00:02:00.000]  牧師派利是當然要收,
[00:02:00.000 --> 00:02:03.000]  一收到就摸,軟的東西,
[00:02:03.000 --> 00:02:07.000]  很開心,打開一看,
[00:02:07.000 --> 00:02:11.000]  那是一句金句。
[00:02:11.000 --> 00:02:14.000]  後來我們聽到一個叫淑玲利是,
[00:02:14.000 --> 00:02:17.000]  那時候對教會的印象就真的很差,
[00:02:17.000 --> 00:02:20.000]  因為拔出來的時候,軟的東西。
[00:02:20.000 --> 00:02:23.000]  如果牧師放兩毫子進去,有硬有軟,
[00:02:23.000 --> 00:02:26.000]  那就舒服很多了。
[00:02:26.000 --> 00:02:30.000]  我不知道你們有沒有收過淑玲利是,有沒有?
[00:02:30.000 --> 00:02:32.000]  現在我想沒有了,
[00:02:32.000 --> 00:02:35.000]  整封利是封就放一張金句卡進去,
[00:02:35.000 --> 00:02:37.000]  我奉勸大家不要這樣做,
[00:02:37.000 --> 00:02:40.000]  因為會帶來給人一種失落感。
[00:02:40.000 --> 00:02:45.000]  當然你放一張20元,50元,100元就不一樣了。
[00:02:45.000 --> 00:02:48.000]  我想當時牧師沒有想得那麼複雜,
[00:02:48.000 --> 00:02:51.000]  當時我們60年代的牧師都很貧窮,
[00:02:51.000 --> 00:02:53.000]  很簡單的,
[00:02:53.000 --> 00:02:57.000]  哪裡可以向會眾派利是呢?
[00:02:57.000 --> 00:02:59.000]  但是想一想,
[00:02:59.000 --> 00:03:03.000]  其實如果你只是放一張金句紙進去利是封那裡,
[00:03:03.000 --> 00:03:09.000]  是會令人失望多過有希望的,
[00:03:09.000 --> 00:03:13.000]  因為不是太貼地,
[00:03:13.000 --> 00:03:15.000]  有些堅利地的,
[00:03:15.000 --> 00:03:21.000]  我們收利是就是要爭氣鬆眼的。
[00:03:21.000 --> 00:03:25.000]  一直以來我們都是比較多從一種道德
[00:03:25.000 --> 00:03:28.000]  或者淑玲的角度去講
[00:03:28.000 --> 00:03:32.000]  「施比受更為有福」這個題目,
[00:03:32.000 --> 00:03:35.000]  我們覺得這是一個淑玲的教訓。
[00:03:35.000 --> 00:03:38.000]  這個不是錯誤,
[00:03:38.000 --> 00:03:41.000]  不過我覺得是有些不足,
[00:03:41.000 --> 00:03:43.000]  有些缺失,
[00:03:43.000 --> 00:03:47.000]  因為我們比較少從今生和現實的角度
[00:03:47.000 --> 00:03:51.000]  來去談論這個問題。
[00:03:51.000 --> 00:03:55.000]  今天是大新年,
[00:03:55.000 --> 00:03:59.000]  我都要派淑玲的利是,
[00:03:59.000 --> 00:04:02.000]  我就講這個題目,
[00:04:02.000 --> 00:04:05.000]  我沒有利是封入這張金句卡,
[00:04:05.000 --> 00:04:08.000]  但是我帶了兩個硬東西來,
[00:04:08.000 --> 00:04:13.000]  我在新年收拾東西的時候,
[00:04:13.000 --> 00:04:16.000]  就找到一個枱座,
[00:04:16.000 --> 00:04:21.000]  這個枱座叫做「施比受有福」,
[00:04:21.000 --> 00:04:22.000]  挺精緻的,
[00:04:22.000 --> 00:04:25.000]  不過我家裡有很多這樣的東西,
[00:04:25.000 --> 00:04:26.000]  我就放在這裡,
[00:04:26.000 --> 00:04:28.000]  她睡了覺就放在這裡,
[00:04:28.000 --> 00:04:30.000]  我說不如拿回來看看有沒有人喜歡,
[00:04:30.000 --> 00:04:34.000]  一會兒我會放在玩遊戲的時候,
[00:04:34.000 --> 00:04:36.000]  你們喜歡的話可以寫個名字,
[00:04:36.000 --> 00:04:38.000]  放在箱子裡,
[00:04:38.000 --> 00:04:39.000]  抽到的就是你的了,
[00:04:39.000 --> 00:04:42.000]  你說我不喜歡就不要緊,
[00:04:42.000 --> 00:04:44.000]  挺好的,
[00:04:44.000 --> 00:04:46.000]  光明正大,
[00:04:46.000 --> 00:04:47.000]  不用拆開封,
[00:04:47.000 --> 00:04:48.000]  你自己知道。
[00:04:48.000 --> 00:04:49.000]  另外,
[00:04:49.000 --> 00:04:53.000]  我寫了一篇文章在今天的場刊裡面,
[00:04:53.000 --> 00:04:57.000]  「耶和華所賜的福,使人富足,並不加上」,
[00:04:57.000 --> 00:04:59.000]  我又有一個這樣的牌,
[00:04:59.000 --> 00:05:00.000]  這個是木的,
[00:05:00.000 --> 00:05:01.000]  挺漂亮的,
[00:05:01.000 --> 00:05:03.000]  「耶和華所賜的福,使人富足,
[00:05:03.000 --> 00:05:04.000]  並不加上」,
[00:05:04.000 --> 00:05:05.000]  這個是保宿的字,
[00:05:05.000 --> 00:05:09.000]  這個還特別是刻了字,
[00:05:09.000 --> 00:05:10.000]  是別人送給我的,
[00:05:10.000 --> 00:05:11.000]  沒有用過的,
[00:05:11.000 --> 00:05:13.000]  我就放在這裡,
[00:05:13.000 --> 00:05:15.000]  我會把它當作屬靈的利是,
[00:05:15.000 --> 00:05:17.000]  硬東西,
[00:05:17.000 --> 00:05:18.000]  你們喜歡,
[00:05:18.000 --> 00:05:20.000]  覺得可以送給別人也好,
[00:05:20.000 --> 00:05:21.000]  自用也好,
[00:05:21.000 --> 00:05:23.000]  你們可以拿這封利是回去,
[00:05:23.000 --> 00:05:26.000]  還有一封就是今天我要講的訊息,
[00:05:26.000 --> 00:05:31.000]  這個也是屬靈的利是,
[00:05:31.000 --> 00:05:33.000]  其實是施予,
[00:05:33.000 --> 00:05:35.000]  或者是付出,
[00:05:35.000 --> 00:05:37.000]  給予,
[00:05:37.000 --> 00:05:40.000]  其實不是需要很偉大,
[00:05:40.000 --> 00:05:43.000]  或者是一個很屬靈的心,
[00:05:43.000 --> 00:05:47.000]  才會覺得它重要的,
[00:05:47.000 --> 00:05:50.000]  只要我們夠聰明,
[00:05:50.000 --> 00:05:52.000]  有點智慧,
[00:05:52.000 --> 00:05:54.000]  我們都會明白,
[00:05:54.000 --> 00:06:01.000]  其實這個是我們處世的一個智慧,
[00:06:01.000 --> 00:06:04.000]  我們讀的啟應經文也說,
[00:06:04.000 --> 00:06:05.000]  其實你們這樣做,
[00:06:05.000 --> 00:06:07.000]  那些罪人也是這樣做,
[00:06:07.000 --> 00:06:12.000]  那些不認識上帝的人也是這樣做,
[00:06:12.000 --> 00:06:13.000]  認識一個教友,
[00:06:13.000 --> 00:06:14.000]  這裡的教友,
[00:06:14.000 --> 00:06:17.000]  他以前是做一些小生意,
[00:06:17.000 --> 00:06:21.000]  他的學識不高,
[00:06:21.000 --> 00:06:24.000]  他做生意當然有點困難,
[00:06:24.000 --> 00:06:28.000]  於是他就有一個變通的方法,
[00:06:28.000 --> 00:06:31.000]  就是他時常都求人去幫他,
[00:06:31.000 --> 00:06:35.000]  求人的方法就是要送禮,
[00:06:35.000 --> 00:06:39.000]  所以他時常都送禮給一些能夠幫他的人,
[00:06:39.000 --> 00:06:41.000]  也因為這樣,
[00:06:41.000 --> 00:06:42.000]  也有人幫他,
[00:06:42.000 --> 00:06:45.000]  所以他一段很長的時間,
[00:06:45.000 --> 00:06:48.000]  他的生意都做得到,
[00:06:48.000 --> 00:06:49.000]  能夠維持生活,
[00:06:49.000 --> 00:06:53.000]  他也是一個沒什麼知識的人,
[00:06:53.000 --> 00:06:56.000]  甚至覺得自己不太聰明的人,
[00:06:56.000 --> 00:06:59.000]  他只有一樣是比較聰明的,
[00:06:59.000 --> 00:07:02.000]  就是他懂得去結交其他的人,
[00:07:02.000 --> 00:07:07.000]  用他的慷慨令到別人幫他,
[00:07:07.000 --> 00:07:14.000]  其實這個是一個處世的智慧,
[00:07:14.000 --> 00:07:19.000]  換言之,如果我們是吝嗇或者吝嗇,
[00:07:19.000 --> 00:07:23.000]  其實是不聰明的,
[00:07:23.000 --> 00:07:26.000]  不是不偉大,是不聰明,
[00:07:26.000 --> 00:07:28.000]  是蠢的,
[00:07:28.000 --> 00:07:31.000]  因為我們以為我們可以用自己的方法
[00:07:31.000 --> 00:07:33.000]  來去保護我們的財富,
[00:07:33.000 --> 00:07:36.000]  肥水不流別人田,
[00:07:36.000 --> 00:07:38.000]  那你自己的田也沒有水,
[00:07:38.000 --> 00:07:40.000]  從經濟學上來說,
[00:07:40.000 --> 00:07:43.000]  人是自利或者自私的,
[00:07:43.000 --> 00:07:46.000]  這個是自由市場的
[00:07:46.000 --> 00:07:51.000]  或者私有產權的這種概念,
[00:07:51.000 --> 00:07:54.000]  我們大致上都會有一點印象,
[00:07:54.000 --> 00:07:57.000]  如果私,就是給出去,
[00:07:57.000 --> 00:08:01.000]  是帶來一種現實的損失,
[00:08:01.000 --> 00:08:04.000]  這個補償是將來的,
[00:08:04.000 --> 00:08:06.000]  是天上的,
[00:08:06.000 --> 00:08:08.000]  是來生的,
[00:08:08.000 --> 00:08:09.000]  只是將來,
[00:08:09.000 --> 00:08:12.000]  只是天上,只是來生的,
[00:08:12.000 --> 00:08:16.000]  這樣的教訓是不會有吸引力的,
[00:08:16.000 --> 00:08:17.000]  是不是?
[00:08:17.000 --> 00:08:20.000]  你一路這樣私,一路這樣私,
[00:08:20.000 --> 00:08:22.000]  等將來上帝給你,
[00:08:22.000 --> 00:08:25.000]  等將來天上還你,
[00:08:25.000 --> 00:08:27.000]  在你來生的時候還給你,
[00:08:27.000 --> 00:08:29.000]  十倍、百倍,
[00:08:29.000 --> 00:08:31.000]  你以為很吸引人嗎?
[00:08:31.000 --> 00:08:33.000]  不可行的,
[00:08:33.000 --> 00:08:36.000]  人是很聰明的,
[00:08:36.000 --> 00:08:39.000]  我給出去,多多都不見的,
[00:08:39.000 --> 00:08:42.000]  他不會做的,
[00:08:42.000 --> 00:08:45.000]  更不可能在一個資本主義社會,
[00:08:45.000 --> 00:08:51.000]  長期被鼓勵和推崇,
[00:08:51.000 --> 00:08:54.000]  而且真的有人這樣做,
[00:08:54.000 --> 00:08:58.000]  並且得到很實質的回報,
[00:08:58.000 --> 00:09:00.000]  我們的社會都鼓勵,
[00:09:00.000 --> 00:09:03.000]  其實我們都見到很多社會的人,
[00:09:03.000 --> 00:09:08.000]  他都願意去行善,
[00:09:08.000 --> 00:09:09.000]  去做公益,
[00:09:09.000 --> 00:09:10.000]  去捐,
[00:09:10.000 --> 00:09:11.000]  去做很多事,
[00:09:11.000 --> 00:09:12.000]  是不是?
[00:09:12.000 --> 00:09:14.000]  經常都見到,
[00:09:14.000 --> 00:09:15.000]  即是說,
[00:09:15.000 --> 00:09:20.000]  這其實是在我們的生活當中,
[00:09:20.000 --> 00:09:24.000]  是要認識、要學習的一件事,
[00:09:24.000 --> 00:09:26.000]  何況我們做基督徒,
[00:09:26.000 --> 00:09:29.000]  這個原則,
[00:09:29.000 --> 00:09:34.000]  也是聖經裡面教我們的一個原則,
[00:09:34.000 --> 00:09:39.000]  其實福音書沒有記載耶穌說過這句話,
[00:09:39.000 --> 00:09:40.000]  即是在福音書裡面,
[00:09:40.000 --> 00:09:43.000]  沒有一句耶穌的說話裡面,
[00:09:43.000 --> 00:09:44.000]  是有這幾個字,
[00:09:44.000 --> 00:09:47.000]  叫做「施比受,更為有福」,
[00:09:47.000 --> 00:09:49.000]  但保羅很清楚地說,
[00:09:49.000 --> 00:09:51.000]  你要紀念耶穌基督的教訓,
[00:09:51.000 --> 00:09:52.000]  他的說話,
[00:09:52.000 --> 00:09:55.000]  說「施比受,更為有福」,
[00:09:55.000 --> 00:10:01.000]  我們縱觀耶穌的生平、為人和他的教訓,
[00:10:01.000 --> 00:10:06.000]  肯定這個是他的其中一個主旨。
[00:10:06.000 --> 00:10:08.000]  我們即是說讀的經文,
[00:10:08.000 --> 00:10:12.000]  《路加福音》,
[00:10:12.000 --> 00:10:13.000]  就說到,
[00:10:13.000 --> 00:10:15.000]  第一句就是,
[00:10:15.000 --> 00:10:17.000]  「你們想要人怎樣待你們,
[00:10:17.000 --> 00:10:20.000]  你們也要怎樣待人。」
[00:10:20.000 --> 00:10:25.000]  這個就被稱為聖經裡面的黃金律,
[00:10:25.000 --> 00:10:27.000]  一個黃金律,
[00:10:27.000 --> 00:10:30.000]  即是很重要的一個,
[00:10:30.000 --> 00:10:32.000]  就是你要人怎樣待你,
[00:10:32.000 --> 00:10:35.000]  你就要怎樣待人。
[00:10:35.000 --> 00:10:39.000]  我們時常都用這個來稱一稱自己。
[00:10:39.000 --> 00:10:41.000]  最後那句就是說,
[00:10:41.000 --> 00:10:44.000]  「你們要給人就必有給你們的,
[00:10:44.000 --> 00:10:46.000]  並且用十足的星斗,
[00:10:46.000 --> 00:10:50.000]  連搖帶按上尖下流地倒在你的懷裡,
[00:10:50.000 --> 00:10:52.000]  因為你們用什麼量器量給人,
[00:10:52.000 --> 00:10:55.000]  也必用什麼量器量給你。」
[00:10:55.000 --> 00:10:59.000]  現在我們買米有包包的,
[00:10:59.000 --> 00:11:01.000]  之前買米就不是的,
[00:11:01.000 --> 00:11:03.000]  去那些南貨舖,
[00:11:03.000 --> 00:11:05.000]  他一個缸裝著,
[00:11:05.000 --> 00:11:07.000]  他有一個裝米的,
[00:11:07.000 --> 00:11:11.000]  他堆到一個山的尖,
[00:11:11.000 --> 00:11:13.000]  有沒有見過?
[00:11:13.000 --> 00:11:17.000]  這麼大的地。
[00:11:17.000 --> 00:11:19.000]  什麼叫上尖下流呢?
[00:11:19.000 --> 00:11:21.000]  就是上面是很尖的,
[00:11:21.000 --> 00:11:22.000]  下面流下來,
[00:11:22.000 --> 00:11:24.000]  即是堆到一個山。
[00:11:24.000 --> 00:11:28.000]  我記得皮薩克來香港開業的時候,
[00:11:28.000 --> 00:11:30.000]  有一個動作就是,
[00:11:30.000 --> 00:11:34.000]  那個沙律吧就隨便拿,
[00:11:34.000 --> 00:11:35.000]  皮薩克開了很多年了,
[00:11:35.000 --> 00:11:36.000]  隨便拿。
[00:11:36.000 --> 00:11:38.000]  香港人就很聰明的,
[00:11:38.000 --> 00:11:39.000]  隨便拿,
[00:11:39.000 --> 00:11:41.000]  於是拿一個盤子出去,
[00:11:41.000 --> 00:11:43.000]  周圍就放一些青瓜,
[00:11:43.000 --> 00:11:58.000]  一層一層推到一個山那麼高的,
[00:11:58.000 --> 00:12:00.000]  現在就不做這些了,
[00:12:00.000 --> 00:12:02.000]  那時候就叫做上尖下流,
[00:12:02.000 --> 00:12:03.000]  一塌下來,
[00:12:03.000 --> 00:12:05.000]  即是你不可以再加東西,
[00:12:05.000 --> 00:12:08.000]  那就叫做上尖下流的意思,
[00:12:08.000 --> 00:12:10.000]  即是滿到瀉,
[00:12:10.000 --> 00:12:12.000]  是這樣的意思。
[00:12:12.000 --> 00:12:14.000]  原來你入東西是這樣的,
[00:12:14.000 --> 00:12:15.000]  你搖一搖它,
[00:12:15.000 --> 00:12:17.000]  它就會實一點的。
[00:12:17.000 --> 00:12:18.000]  即是再上尖下流,
[00:12:18.000 --> 00:12:20.000]  即是你不可以再加任何東西,
[00:12:20.000 --> 00:12:25.000]  那就飽到你滿了。
[00:12:25.000 --> 00:12:26.000]  是這樣的意思,
[00:12:26.000 --> 00:12:27.000]  即是你願意給的時候,
[00:12:27.000 --> 00:12:32.000]  你回報是那麼好的。
[00:12:32.000 --> 00:12:34.000]  是不是真的呢?
[00:12:34.000 --> 00:12:39.000]  我向大家在這方面有幾個思想,
[00:12:39.000 --> 00:12:41.000]  為什麼從現實上來說,
[00:12:41.000 --> 00:12:45.000]  施比壽更為有福呢?
[00:12:45.000 --> 00:12:52.000]  第一個是為將來買保險,
[00:12:52.000 --> 00:12:57.000]  保險這個概念我們現在都認識了,
[00:12:57.000 --> 00:13:01.000]  我有一份旅遊保險,
[00:13:01.000 --> 00:13:03.000]  有一份醫療保險,
[00:13:03.000 --> 00:13:08.000]  有少少人壽保險和住宿保險,
[00:13:08.000 --> 00:13:10.000]  旅遊保險和醫療保險
[00:13:10.000 --> 00:13:13.000]  基本上都沒有用的,
[00:13:13.000 --> 00:13:15.000]  即是都沒有拿過,
[00:13:15.000 --> 00:13:17.000]  特別是一份醫療保險,
[00:13:17.000 --> 00:13:20.000]  即是每年要找一萬元的報費的時候,
[00:13:20.000 --> 00:13:23.000]  就覺得可不可以斷了它呢?
[00:13:23.000 --> 00:13:25.000]  那你六十多歲才斷了它,
[00:13:25.000 --> 00:13:26.000]  你很虧的嘛,
[00:13:26.000 --> 00:13:27.000]  買不回的嘛,
[00:13:27.000 --> 00:13:29.000]  買了那麼多年了,
[00:13:29.000 --> 00:13:32.000]  那你想不想用呢?
[00:13:32.000 --> 00:13:35.000]  買醫療保險的人是不是很想可以,
[00:13:35.000 --> 00:13:37.000]  起碼都拿得到它,
[00:13:37.000 --> 00:13:39.000]  會不會這樣想的?
[00:13:39.000 --> 00:13:42.000]  保險這個概念的出現,
[00:13:42.000 --> 00:13:47.000]  其實在十六世紀一路開始,
[00:13:47.000 --> 00:13:52.000]  當時的航運就開始發展了,
[00:13:52.000 --> 00:13:56.000]  航運那些貨物交到船上,
[00:13:56.000 --> 00:13:59.000]  其實那個貨主就控制不了,
[00:13:59.000 --> 00:14:04.000]  就要靠那個船長將那個船運到目的地,
[00:14:04.000 --> 00:14:07.000]  但在這個過程當中其實是有風險的,
[00:14:07.000 --> 00:14:12.000]  還有那些船長將貨物搬到另一艘船上,
[00:14:12.000 --> 00:14:13.000]  就作沉那艘船,
[00:14:13.000 --> 00:14:18.000]  就說打風,浪,就沉了,沒有了,
[00:14:18.000 --> 00:14:22.000]  於是這個是帶來航運業要發展的時候,
[00:14:22.000 --> 00:14:24.000]  一個很大的難題,
[00:14:24.000 --> 00:14:28.000]  這些是會傳染的,
[00:14:28.000 --> 00:14:33.000]  所以社會上就有一個處理的方案,
[00:14:33.000 --> 00:14:35.000]  就是不行,
[00:14:35.000 --> 00:14:39.000]  因為當我們要將貨物交到船上,
[00:14:39.000 --> 00:14:41.000]  船長就要負責任,
[00:14:41.000 --> 00:14:44.000]  所以船長不能逃生,
[00:14:44.000 --> 00:14:48.000]  就是說船長要跟那些貨物共存亡,
[00:14:48.000 --> 00:14:53.000]  證明那些貨物是不會被偷走的,
[00:14:53.000 --> 00:14:55.000]  不會被放到另一個目的地,
[00:14:55.000 --> 00:14:56.000]  然後作沉那艘船,
[00:14:56.000 --> 00:14:58.000]  因為沒有通訊,沒有衛星監察,
[00:14:58.000 --> 00:15:00.000]  你說船沉了,
[00:15:00.000 --> 00:15:02.000]  然後就沒有貨物,
[00:15:02.000 --> 00:15:04.000]  原來那些貨物被你拿走了,
[00:15:04.000 --> 00:15:05.000]  就有一個硬性規定,
[00:15:05.000 --> 00:15:07.000]  船長如果那些貨物沉了,
[00:15:07.000 --> 00:15:09.000]  船長都不應該生還,
[00:15:09.000 --> 00:15:11.000]  如果船長要生還,
[00:15:11.000 --> 00:15:14.000]  那些貨物就有問題了,
[00:15:14.000 --> 00:15:18.000]  似乎都是一個方法,
[00:15:18.000 --> 00:15:22.000]  但是就產生了新的問題,
[00:15:22.000 --> 00:15:23.000]  誰去做船長,
[00:15:23.000 --> 00:15:26.000]  真的有機會沉船,
[00:15:26.000 --> 00:15:29.000]  有機會有風浪,
[00:15:29.000 --> 00:15:31.000]  船長又不能走,
[00:15:31.000 --> 00:15:34.000]  那就是要搏命,
[00:15:34.000 --> 00:15:36.000]  於是就沒有人肯入行,
[00:15:36.000 --> 00:15:38.000]  因為代價太高,
[00:15:38.000 --> 00:15:40.000]  你就沒有一些優秀的船長,
[00:15:40.000 --> 00:15:41.000]  或者優秀的人去投身,
[00:15:41.000 --> 00:15:45.000]  你做父母都不鼓勵兒子去做船長,
[00:15:45.000 --> 00:15:47.000]  做船長已經是危險的,
[00:15:47.000 --> 00:15:48.000]  還要不准走,
[00:15:48.000 --> 00:15:51.000]  即是一定死定,
[00:15:51.000 --> 00:15:55.000]  於是又會令到航運業癱瘓,
[00:15:55.000 --> 00:15:59.000]  經過了就想出一件事,
[00:15:59.000 --> 00:16:02.000]  叫做保險,
[00:16:02.000 --> 00:16:06.000]  大家的物主給一個小的份額,
[00:16:06.000 --> 00:16:08.000]  然後就買了,
[00:16:08.000 --> 00:16:10.000]  即是你的船去到那裏,
[00:16:10.000 --> 00:16:12.000]  如果出現了一個閃失,
[00:16:12.000 --> 00:16:15.000]  就可以賠償給你,
[00:16:15.000 --> 00:16:18.000]  那個船長當然都要追究責任,
[00:16:18.000 --> 00:16:20.000]  但不是那種情況,
[00:16:20.000 --> 00:16:24.000]  於是慢慢一個商業上的管理方式,
[00:16:24.000 --> 00:16:27.000]  令到經濟活起來,
[00:16:27.000 --> 00:16:30.000]  保險是這樣走出來的,
[00:16:30.000 --> 00:16:32.000]  你買了保險之後,
[00:16:32.000 --> 00:16:35.000]  其實你不是想它賠給你的,
