
[00:00:00.000 --> 00:00:04.000]  多謝主的恩典讓我們在這個復活的主日
[00:00:04.000 --> 00:00:06.000]  大家一齊聚集
[00:00:06.000 --> 00:00:11.000]  來敬拜這位復活的主耶穌基督
[00:00:11.000 --> 00:00:14.000]  我們很感恩我們能夠聽見
[00:00:14.000 --> 00:00:17.000]  這麼優美的音樂
[00:00:17.000 --> 00:00:21.000]  「我知我的救贖主活著」
[00:00:21.000 --> 00:00:25.000]  但願這些不單止是悅耳的音樂
[00:00:25.000 --> 00:00:28.000]  乃是在我們的心靈裏面
[00:00:28.000 --> 00:00:31.000]  是永不止息的樂運
[00:00:31.000 --> 00:00:35.000]  讓我們的生命無論經過什麼階段
[00:00:35.000 --> 00:00:41.000]  都能夠發出盼望的訊息
[00:00:41.000 --> 00:00:44.000]  很感恩的
[00:00:44.000 --> 00:00:48.000]  當我留心看我們彈奏樂曲
[00:00:48.000 --> 00:00:50.000]  彈琴伴奏
[00:00:50.000 --> 00:00:52.000]  還讀經文的
[00:00:52.000 --> 00:00:56.000]  我忽然間覺得自己真的老了
[00:00:56.000 --> 00:01:02.000]  因為這些孫子孫女已經長大成人
[00:01:02.000 --> 00:01:05.000]  願主施恩給豐盛生命堂
[00:01:05.000 --> 00:01:08.000]  在前面的日子
[00:01:08.000 --> 00:01:10.000]  能夠繼續忠於這位
[00:01:10.000 --> 00:01:15.000]  勝過死亡復活的基督
[00:01:15.000 --> 00:01:18.000]  我們到底明白復活有多少呢?
[00:01:18.000 --> 00:01:20.000]  我們到底我們的生命
[00:01:20.000 --> 00:01:26.000]  有多少能夠反映出復活的光輝呢?
[00:01:26.000 --> 00:01:28.000]  其實你知不知道
[00:01:28.000 --> 00:01:31.000]  如果沒有基督復活
[00:01:31.000 --> 00:01:34.000]  我們這些教會的年曆
[00:01:34.000 --> 00:01:36.000]  所有的節期
[00:01:36.000 --> 00:01:43.000]  由張臨期到張顯到釘十字架
[00:01:43.000 --> 00:01:48.000]  這一切全部說得難聽一點
[00:01:48.000 --> 00:01:49.000]  都是多餘的
[00:01:49.000 --> 00:01:51.000]  都是沒有意思的
[00:01:51.000 --> 00:01:53.000]  站在這個十字架旁邊
[00:01:53.000 --> 00:01:56.000]  這個十字架有什麼價值有什麼意義呢?
[00:01:56.000 --> 00:01:58.000]  除非
[00:01:58.000 --> 00:02:03.000]  除非有今天我們所歡慶的事實
[00:02:03.000 --> 00:02:06.000]  因為如果基督沒有復活
[00:02:06.000 --> 00:02:09.000]  他就是在這個人世間
[00:02:09.000 --> 00:02:12.000]  和其他的所謂萬世師表
[00:02:12.000 --> 00:02:15.000]  道德家哲學家智者
[00:02:15.000 --> 00:02:18.000]  宗教家教主
[00:02:18.000 --> 00:02:22.000]  是完全沒有分別的
[00:02:22.000 --> 00:02:25.000]  但是因為他復活
[00:02:25.000 --> 00:02:30.000]  所以他一定能夠拯救
[00:02:30.000 --> 00:02:32.000]  因為他復活
[00:02:32.000 --> 00:02:34.000]  他一定要再來
[00:02:34.000 --> 00:02:36.000]  因為他復活
[00:02:36.000 --> 00:02:39.000]  所以人類的歷史不再一樣
[00:02:39.000 --> 00:02:41.000]  如果基督沒有復活的話
[00:02:41.000 --> 00:02:44.000]  人進入了這個死亡
[00:02:44.000 --> 00:02:46.000]  進入了這個陰間
[00:02:46.000 --> 00:02:48.000]  進入了一個黑暗幽冥的地方
[00:02:48.000 --> 00:02:50.000]  就永遠不能夠再出來
[00:02:50.000 --> 00:02:52.000]  如果基督沒有復活的話
[00:02:52.000 --> 00:02:54.000]  那一切的黑暗
[00:02:54.000 --> 00:02:57.000]  邪惡囂張狂妄的權勢
[00:02:57.000 --> 00:03:02.000]  就能夠繼續穩坐釣魚船
[00:03:02.000 --> 00:03:04.000]  繼續嘲諷那一切
[00:03:04.000 --> 00:03:07.000]  為了正義為了真理為了愛
[00:03:07.000 --> 00:03:13.000]  負上他們生命的愚蠢的人
[00:03:13.000 --> 00:03:17.000]  如果基督沒有復活
[00:03:17.000 --> 00:03:19.000]  我們活著
[00:03:19.000 --> 00:03:24.000]  也是沒有意義的
[00:03:24.000 --> 00:03:29.000]  從個人的層面來說
[00:03:29.000 --> 00:03:34.000]  有站在你面前宣告基督復活的
[00:03:34.000 --> 00:03:36.000]  這個人
[00:03:36.000 --> 00:03:39.000]  如果基督沒有復活
[00:03:39.000 --> 00:03:45.000]  不會有這個人的生命和他的經歷
[00:03:45.000 --> 00:03:47.000]  基督沒有復活的話
[00:03:47.000 --> 00:03:55.000]  我不知道我今天還會不會活著
[00:03:55.000 --> 00:03:58.000]  到底復活是什麼事?
[00:03:58.000 --> 00:04:00.000]  當然有些人就覺得
[00:04:00.000 --> 00:04:03.000]  在這個死後的生命
[00:04:03.000 --> 00:04:06.000]  基督的復活就證明了這件事
[00:04:06.000 --> 00:04:09.000]  OK 但是基督的復活
[00:04:09.000 --> 00:04:12.000]  如果只是說死後的復活
[00:04:12.000 --> 00:04:15.000]  很多人都已經相信這件事
[00:04:15.000 --> 00:04:17.000]  不需要多說
[00:04:17.000 --> 00:04:19.000]  基督復活有人說
[00:04:19.000 --> 00:04:23.000]  那是一個宇宙性的事件
[00:04:23.000 --> 00:04:30.000]  那是一個末世觀的事件
[00:04:30.000 --> 00:04:32.000]  這些詞很難明白
[00:04:32.000 --> 00:04:36.000]  但我偶爾會借用這些複雜的詞
[00:04:36.000 --> 00:04:40.000]  來刺激一下我們以為自己什麼都懂的信仰
[00:04:40.000 --> 00:04:43.000]  以為我們的信仰只是平淡無奇
[00:04:43.000 --> 00:04:47.000]  什麼叫做cosmological event
[00:04:47.000 --> 00:04:50.000]  什麼叫做eschatological event
[00:04:50.000 --> 00:04:52.000]  到底是什麼?
[00:04:52.000 --> 00:04:54.000]  原來在這個宇宙之間
[00:04:54.000 --> 00:04:57.000]  有一件事必須要發生
[00:04:57.000 --> 00:05:00.000]  然後整個宇宙的秩序
[00:05:00.000 --> 00:05:05.000]  會轟天動地重新調整
[00:05:05.000 --> 00:05:09.000]  並且一定是朝著真正的秩序
[00:05:09.000 --> 00:05:11.000]  真正的完美來進發
[00:05:11.000 --> 00:05:14.000]  這個所謂末世的事
[00:05:14.000 --> 00:05:16.000]  就是說在這個人世間
[00:05:16.000 --> 00:05:18.000]  那一位創造宇宙萬物的上帝
[00:05:18.000 --> 00:05:21.000]  親自介入在這個歷史時空當中
[00:05:21.000 --> 00:05:24.000]  來改造整個歷史的方向
[00:05:24.000 --> 00:05:28.000]  為人類創出新的路向
[00:05:28.000 --> 00:05:30.000]  說起來都興奮
[00:05:30.000 --> 00:05:33.000]  你可以在世界上很多新的發明
[00:05:33.000 --> 00:05:35.000]  很多新的發現
[00:05:35.000 --> 00:05:39.000]  但是沒有一樣東西比耶穌基督復活新
[00:05:39.000 --> 00:05:41.000]  若有人在基督裡
[00:05:41.000 --> 00:05:44.000]  他就是新造的人
[00:05:44.000 --> 00:05:48.000]  舊事已過都變成新的了
[00:05:48.000 --> 00:05:50.000]  我覺得我們真的要興奮一點
[00:05:50.000 --> 00:05:52.000]  說得精彩一點
[00:05:52.000 --> 00:05:54.000]  當然不是誇張地來說
[00:05:54.000 --> 00:05:58.000]  而是恰當地將聖經裡的那種情操
[00:05:58.000 --> 00:06:00.000]  那種激情
[00:06:00.000 --> 00:06:02.000]  那種上帝親自
[00:06:02.000 --> 00:06:05.000]  來造成這一件無可再生
[00:06:05.000 --> 00:06:07.000]  而且失而又生
[00:06:07.000 --> 00:06:11.000]  看啊!萬物都更新了
[00:06:11.000 --> 00:06:14.000]  若有人在基督裡
[00:06:14.000 --> 00:06:17.000]  看啊!A new creation
[00:06:17.000 --> 00:06:20.000]  這個原來的經文那裡
[00:06:20.000 --> 00:06:23.000]  是在說一個轟天動地宇宙性的東西
[00:06:23.000 --> 00:06:27.000]  並不是單單說一個罪人悔改這麼簡單
[00:06:27.000 --> 00:06:29.000]  罪人悔改當然是重要的
[00:06:29.000 --> 00:06:31.000]  當然是值得慶賀的
[00:06:31.000 --> 00:06:34.000]  你和我的生命能夠有改變有更新
[00:06:34.000 --> 00:06:36.000]  當然是一件好事
[00:06:36.000 --> 00:06:38.000]  親愛的弟兄姊妹
[00:06:38.000 --> 00:06:40.000]  你需不需要更新?
[00:06:40.000 --> 00:06:42.000]  你有沒有更新過?
[00:06:42.000 --> 00:06:44.000]  你有沒有繼續更新?
[00:06:44.000 --> 00:06:45.000]  今天的復活節
[00:06:45.000 --> 00:06:49.000]  希望我們和復活主有一個新的契合
[00:06:49.000 --> 00:06:51.000]  有一個新的交易
[00:06:51.000 --> 00:06:52.000]  有一個新的決定
[00:06:52.000 --> 00:06:55.000]  原來基督復活是這麼大的一件事
[00:06:55.000 --> 00:06:57.000]  因為主復活
[00:06:57.000 --> 00:06:59.000]  所以就肯定了
[00:06:59.000 --> 00:07:02.000]  我們所信的這一位耶穌基督
[00:07:02.000 --> 00:07:04.000]  正是祂所聲稱的
[00:07:04.000 --> 00:07:06.000]  祂所有的一切
[00:07:06.000 --> 00:07:07.000]  祂是尼塞亞
[00:07:07.000 --> 00:07:08.000]  是必來的君王
[00:07:08.000 --> 00:07:10.000]  是上帝的兒子
[00:07:10.000 --> 00:07:11.000]  是大衛的子孫
[00:07:11.000 --> 00:07:13.000]  是阿伯拉罕的子孫
[00:07:13.000 --> 00:07:15.000]  是死而復活的一位
[00:07:15.000 --> 00:07:19.000]  是那一位唯一的救贖者
[00:07:19.000 --> 00:07:24.000]  I know that my redeemer lives
[00:07:24.000 --> 00:07:27.000]  我知道我的救贖主活著
[00:07:27.000 --> 00:07:29.000]  我知道我的肉體衰敗之後
[00:07:29.000 --> 00:07:31.000]  我仍然得見神
[00:07:31.000 --> 00:07:33.000]  剛才的英文歌詞
[00:07:33.000 --> 00:07:35.000]  是講得繪聲繪影的
[00:07:35.000 --> 00:07:40.000]  When the worms have destroyed my body
[00:07:40.000 --> 00:07:45.000]  當這些蛆蟲來沉食了我的肉身之後
[00:07:45.000 --> 00:07:47.000]  還有什麼盼望?
[00:07:47.000 --> 00:07:50.000]  如果這就是人類的結局
[00:07:50.000 --> 00:07:52.000]  人類還有什麼盼望?
[00:07:52.000 --> 00:07:58.000]  但是即使我全身被蛆蟲來沉食
[00:07:58.000 --> 00:08:02.000]  我仍然要站起來
[00:08:02.000 --> 00:08:05.000]  我仍然要復活
[00:08:05.000 --> 00:08:08.000]  要看見我的主我的神
[00:08:08.000 --> 00:08:10.000]  當啟示錄介紹耶穌基督的時候
[00:08:10.000 --> 00:08:12.000]  是說那一位誠實作見證的
[00:08:12.000 --> 00:08:16.000]  是從死裡面首先復活的
[00:08:16.000 --> 00:08:18.000]  他是那一位
[00:08:18.000 --> 00:08:21.000]  其實只有他一個
[00:08:21.000 --> 00:08:23.000]  所以不用到處去看
[00:08:23.000 --> 00:08:24.000]  不用到處去找
[00:08:24.000 --> 00:08:25.000]  認定他
[00:08:25.000 --> 00:08:27.000]  只是他一個
[00:08:27.000 --> 00:08:29.000]  是從死裡面復活的那一位
[00:08:29.000 --> 00:08:30.000]  復活來做什麼?
[00:08:30.000 --> 00:08:32.000]  太多時候
[00:08:32.000 --> 00:08:34.000]  我們仍然是偏差了
[00:08:34.000 --> 00:08:35.000]  說錯了
[00:08:35.000 --> 00:08:37.000]  說歪了福音的一點
[00:08:37.000 --> 00:08:39.000]  那一點是對的
[00:08:39.000 --> 00:08:41.000]  不過不是最重要的一點
[00:08:41.000 --> 00:08:43.000]  有了最重要的一點
[00:08:43.000 --> 00:08:45.000]  其他這一點才是對的
[00:08:45.000 --> 00:08:46.000]  我死了之後
[00:08:46.000 --> 00:08:47.000]  我能夠上到天堂
[00:08:47.000 --> 00:08:48.000]  這個OK
[00:08:48.000 --> 00:08:51.000]  但是耶穌基督復活是做什麼?
[00:08:51.000 --> 00:08:53.000]  你聽聽
[00:08:53.000 --> 00:08:58.000]  在世上為世上君王援手
[00:08:58.000 --> 00:09:02.000]  為世上君王援手
[00:09:02.000 --> 00:09:03.000]  人類歷史裡面
[00:09:03.000 --> 00:09:06.000]  永遠都有權勢之爭
[00:09:06.000 --> 00:09:08.000]  有很多的權力
[00:09:08.000 --> 00:09:10.000]  要來跟上主的力量
[00:09:10.000 --> 00:09:12.000]  來分庭抗禮
[00:09:12.000 --> 00:09:13.000]  但是只有耶穌基督
[00:09:13.000 --> 00:09:15.000]  佩德在一切的力量之上
[00:09:15.000 --> 00:09:18.000]  在援手
[00:09:18.000 --> 00:09:19.000]  願平安
[00:09:19.000 --> 00:09:20.000]  因為
[00:09:20.000 --> 00:09:21.000]  貴如你們
[00:09:21.000 --> 00:09:22.000]  他愛我們
[00:09:22.000 --> 00:09:23.000]  用自己的血
[00:09:23.000 --> 00:09:24.000]  使我們脫離罪惡
[00:09:24.000 --> 00:09:26.000]  洗淨我們的罪
[00:09:26.000 --> 00:09:29.000]  然後我今天和大家分享的這一節經文
[00:09:29.000 --> 00:09:32.000]  我希望你忘記了其他的東西
[00:09:32.000 --> 00:09:34.000]  你都會記得這一句
[00:09:34.000 --> 00:09:36.000]  主耶穌和你說
[00:09:36.000 --> 00:09:37.000]  和教會說
[00:09:37.000 --> 00:09:38.000]  和約翰說
[00:09:38.000 --> 00:09:39.000]  不要怕
[00:09:39.000 --> 00:09:42.000]  我不知道你今天在怕什麼
[00:09:42.000 --> 00:09:45.000]  但是總之不要怕
[00:09:45.000 --> 00:09:46.000]  你要怕的時候
[00:09:46.000 --> 00:09:48.000]  你要記得不要怕
[00:09:48.000 --> 00:09:50.000]  不要怕
[00:09:50.000 --> 00:09:53.000]  因為耶穌在這裡
[00:09:53.000 --> 00:09:55.000]  我一看見他
[00:09:55.000 --> 00:09:56.000]  就撲倒在他腳前
[00:09:56.000 --> 00:09:59.000]  像死了一樣
[00:09:59.000 --> 00:10:02.000]  人面對榮耀的主
[00:10:02.000 --> 00:10:04.000]  從來那個正常的反應
[00:10:04.000 --> 00:10:06.000]  典型的反應
[00:10:06.000 --> 00:10:08.000]  都是撲倒在死
[00:10:08.000 --> 00:10:10.000]  是一個驚慌
[00:10:10.000 --> 00:10:12.000]  是一個俯伏
[00:10:12.000 --> 00:10:13.000]  是一個敬畏
[00:10:13.000 --> 00:10:17.000]  在門徒見到主耶穌登山變相的時候
[00:10:17.000 --> 00:10:19.000]  都是在他面前俯伏
[00:10:19.000 --> 00:10:21.000]  極其害怕
[00:10:21.000 --> 00:10:23.000]  我覺得這種害怕
[00:10:23.000 --> 00:10:26.000]  在我們今天說信主的人當中
[00:10:26.000 --> 00:10:29.000]  可能已經消失到蕩然無存
[00:10:29.000 --> 00:10:32.000]  有人似乎信了耶穌和不信耶穌
[00:10:32.000 --> 00:10:34.000]  都沒有什麼分別
[00:10:34.000 --> 00:10:36.000]  有些人看到耶穌基督的時候
[00:10:36.000 --> 00:10:41.000]  並沒有那種真正由心裡發出的敬畏
[00:10:41.000 --> 00:10:43.000]  而當約翰見到主的時候
[00:10:43.000 --> 00:10:46.000]  他俯伏在耶穌面前
[00:10:46.000 --> 00:10:50.000]  我覺得這是人神之間應當有的一種態度
[00:10:50.000 --> 00:10:51.000]  他雖然是親近主
[00:10:51.000 --> 00:10:52.000]  侍奉主
[00:10:52.000 --> 00:10:53.000]  為主受苦
[00:10:53.000 --> 00:10:55.000]  甚至幾乎為主殉道
[00:10:55.000 --> 00:10:57.000]  被放逐在拔摩海島上
[00:10:57.000 --> 00:10:58.000]  但是他見到主的時候
[00:10:58.000 --> 00:11:00.000]  見到主的威榮
[00:11:00.000 --> 00:11:02.000]  或者以賽亞見到主的時候
[00:11:02.000 --> 00:11:06.000]  任何屬靈的人、敬虔的人見到上主的時候
[00:11:06.000 --> 00:11:08.000]  都是這樣的態度
[00:11:08.000 --> 00:11:12.000]  如果我們這些這麼齷齪、這麼污穢、這麼卑鄙的人
[00:11:12.000 --> 00:11:13.000]  見到主的時候
[00:11:13.000 --> 00:11:14.000]  我們毫無反應
[00:11:14.000 --> 00:11:17.000]  我們的生命是多麼的低落
[00:11:17.000 --> 00:11:19.000]  求主幫助我們
[00:11:19.000 --> 00:11:24.000]  有那種肅然起敬的心
[00:11:24.000 --> 00:11:30.000]  彰顯在我們平日的處世為人
[00:11:30.000 --> 00:11:34.000]  彰顯在我們集體的敬拜是奉
[00:11:34.000 --> 00:11:36.000]  我今天真是憂心忡忡
[00:11:36.000 --> 00:11:40.000]  因為見到不少覺得自己很認識主的人
[00:11:40.000 --> 00:11:42.000]  在他們生活為人上面
[00:11:42.000 --> 00:11:47.000]  是流露不到半點的敬畏
[00:11:47.000 --> 00:11:49.000]  但是感謝上帝
[00:11:49.000 --> 00:11:52.000]  雖然我們應當有這種畏懼
[00:11:52.000 --> 00:11:55.000]  不過主有施恩施憐憫
[00:11:55.000 --> 00:11:56.000]  有恩慈
[00:11:56.000 --> 00:11:59.000]  叫人可以安然的靠近他
[00:11:59.000 --> 00:12:01.000]  這個就是上主的恩典
[00:12:01.000 --> 00:12:03.000]  這個是上主的榮耀
