
[00:00:00.000 --> 00:00:01.560]  (主席) 各位電視姊妹早晨
[00:00:01.560 --> 00:00:03.000]  (主席) 在過去兩次裏面
[00:00:03.000 --> 00:00:06.440]  (主席) 我是有講到以西傑書的訊息
[00:00:06.440 --> 00:00:09.880]  (主席) 第一次是講留下還是留走呢
[00:00:09.880 --> 00:00:12.880]  (主席) 被咒詛還是被祝福呢
[00:00:12.880 --> 00:00:15.680]  (主席) 特別應用到在今天的生活裏面
[00:00:15.680 --> 00:00:18.960]  (主席) 就是我們怎樣去看移民這個問題
[00:00:18.960 --> 00:00:22.800]  (主席) 我們會不會離開我們土生土長的地方呢
[00:00:22.800 --> 00:00:26.440]  (主席) 我很深的感受這篇訊息都很大反應
[00:00:26.440 --> 00:00:29.120]  (主席) 因為我說過如果大家有需要的話
[00:00:29.120 --> 00:00:30.640]  (主席) 熟悉英國的教會
[00:00:30.640 --> 00:00:32.600]  (主席) 可以幫你們帶去串連的
[00:00:32.600 --> 00:00:33.960]  (主席) 真的很多人來找我
[00:00:33.960 --> 00:00:36.520]  (主席) 包括一些醫院的院務
[00:00:36.520 --> 00:00:37.920]  (主席) 甚至遠至加拿大
[00:00:37.920 --> 00:00:39.880]  (主席) 我說你來加拿大你還需要
[00:00:39.880 --> 00:00:41.880]  (主席) 他說是呀我家人要
[00:00:41.880 --> 00:00:44.160]  (主席) 上一次就跟大家看到
[00:00:44.160 --> 00:00:46.160]  (主席) 公平還是不公平呢
[00:00:46.160 --> 00:00:50.160]  (主席) 二人如果犯錯的時候是不被紀念的
[00:00:50.160 --> 00:00:52.960]  (主席) 得到獎賞還是懲罰呢
[00:00:52.960 --> 00:00:54.960]  (主席) 特別提醒我們每一個人
[00:00:54.960 --> 00:00:57.320]  (主席) 我們要堅守到最後一刻
[00:00:57.320 --> 00:01:00.120]  (主席) 不要想著你過去做了好的事
[00:01:00.120 --> 00:01:02.120]  (主席) 那就已經足夠
[00:01:02.120 --> 00:01:04.120]  (主席) 我們是要持守的
[00:01:04.120 --> 00:01:05.800]  (主席) 今天我跟大家來探討
[00:01:05.800 --> 00:01:07.800]  (主席) 《二世傑書》裏面第三個信息
[00:01:07.800 --> 00:01:10.680]  (主席) 就是個人還是群體呢
[00:01:10.680 --> 00:01:14.920]  (主席) 我們要放棄還是堅持呢
[00:01:14.920 --> 00:01:16.920]  (主席) 如果你留意到
[00:01:16.920 --> 00:01:19.320]  (主席) 因為國家的領導做得不好
[00:01:19.320 --> 00:01:21.320]  (主席) 偏離神 敬拜偶像
[00:01:21.320 --> 00:01:23.320]  (主席) 亦都來帶去將神
[00:01:23.320 --> 00:01:25.320]  (主席) 透過先知給你的提醒
[00:01:25.320 --> 00:01:28.120]  (主席) 去充耳濱聞 嗤之以鼻之下
[00:01:28.120 --> 00:01:31.320]  (主席) 結果神容讓他們被外敵入侵
[00:01:31.320 --> 00:01:35.320]  (主席) 巴比倫來到第一次攻陷猶大國
[00:01:35.320 --> 00:01:37.320]  (主席) 有班人被擄走了
[00:01:37.320 --> 00:01:40.760]  (主席) 包括二世傑 都是被擄的人民當中
[00:01:40.760 --> 00:01:44.440]  (主席) 二世傑原本是在聖殿裏面做祭司
[00:01:44.440 --> 00:01:47.960]  (主席) 去到外邦之地是沒有機會再來帶人去
[00:01:47.960 --> 00:01:49.960]  (主席) 在聖殿裏面敬拜
[00:01:49.960 --> 00:01:53.480]  (主席) 但是神呼召他來當先知
[00:01:53.480 --> 00:01:55.480]  (主席) 成為神的代言人
[00:01:55.480 --> 00:02:00.520]  (主席) 不單單來帶去宣講訊息給被擄的人
[00:02:00.520 --> 00:02:02.920]  (主席) 甚至遠自他的故鄉
[00:02:02.920 --> 00:02:05.960]  (主席) 在耶路撒冷的居民
[00:02:05.960 --> 00:02:09.720]  (主席) 都可以來帶去收到二世傑的訊息
[00:02:09.720 --> 00:02:12.760]  (主席) 當這班人離開之後
[00:02:12.760 --> 00:02:16.040]  (主席) 神後來就來帶去宣告審判
[00:02:16.040 --> 00:02:18.040]  (主席) 二世傑輸一開始的時候
[00:02:18.040 --> 00:02:19.240]  (主席) 神責備他們
[00:02:19.240 --> 00:02:21.880]  (主席) 神說你們耶路撒冷會滅亡
[00:02:21.880 --> 00:02:23.880]  (主席) 會面對審判
[00:02:23.880 --> 00:02:27.160]  (主席) 但是當他們領受這個審命的時候
[00:02:27.160 --> 00:02:28.920]  (主席) 神一早已經跟他們說
[00:02:28.920 --> 00:02:30.920]  (主席) 你有一個很重要的身份
[00:02:30.920 --> 00:02:33.960]  (主席) 就是做守望者的身份
[00:02:33.960 --> 00:02:36.440]  (主席) 我們一起來看二世傑書第三章
[00:02:36.440 --> 00:02:38.040]  (主席) 十六十七兩節
[00:02:38.040 --> 00:02:40.040]  (主席) 我們一起來帶去讀出
[00:02:40.040 --> 00:02:44.360]  (主席) 「我了七人,耶和華的話臨到我說
[00:02:44.360 --> 00:02:48.840]  (主席) 「人子啊,我立你作以色列家守望的人
[00:02:48.840 --> 00:02:51.880]  (主席) 所以你要聽我口中的話
[00:02:51.880 --> 00:02:53.880]  (主席) 替我警戒他們」
[00:02:53.880 --> 00:02:55.880]  (主席) 這裡很清楚說
[00:02:55.880 --> 00:02:57.880]  (主席) 我已經立你作守望者
[00:02:57.880 --> 00:03:01.480]  (主席) 你們要發出這個教導、督責和警告
[00:03:01.480 --> 00:03:03.480]  (主席) 這些信息不容易去說
[00:03:03.480 --> 00:03:05.160]  (主席) 因為那些人是不喜歡聽的
[00:03:05.160 --> 00:03:07.160]  (主席) 一連串的審判的信息
[00:03:07.160 --> 00:03:09.160]  (主席) 但是不要忘記
[00:03:09.160 --> 00:03:11.480]  (主席) 神不只是責備,是有復興的信息的
[00:03:11.480 --> 00:03:13.800]  (主席) 去到第二十四章的時候
[00:03:13.800 --> 00:03:17.880]  (主席) 已經說完猶大國的審判
[00:03:17.880 --> 00:03:21.720]  (主席) 但是第二十五章到第三十二章
[00:03:21.720 --> 00:03:23.720]  (主席) 神也透過先知說
[00:03:23.720 --> 00:03:26.840]  (主席) 其他的國家來侵害你們
[00:03:26.840 --> 00:03:28.840]  (主席) 他們一樣要面對審判
[00:03:28.840 --> 00:03:32.840]  (主席) 包括了巴比倫、摩亞、阿曼、埃及
[00:03:32.840 --> 00:03:34.280]  (主席) 這些國土
[00:03:34.280 --> 00:03:37.400]  (主席) 然後由第三十三章開始
[00:03:37.400 --> 00:03:40.920]  (主席) 到結尾,是一個復興的信息
[00:03:40.920 --> 00:03:42.920]  (主席) 是代表你有盼望的
[00:03:42.920 --> 00:03:46.040]  (主席) 但是第三十三章一開始的時候
[00:03:46.040 --> 00:03:48.600]  (主席) 要宣講這個復興的信息的時候
[00:03:48.600 --> 00:03:52.120]  (主席) 神再一次提醒以西傑
[00:03:52.120 --> 00:03:54.120]  (主席) 你不要忘記你的身份
[00:03:54.120 --> 00:03:57.720]  (主席) 你是一個守望者的身份
[00:03:57.720 --> 00:04:00.040]  (主席) 我們再看第三十三章的第七節
[00:04:00.040 --> 00:04:01.560]  (主席) 我們一起讀出
[00:04:01.560 --> 00:04:06.920]  (主席) 「人子啊,我照樣立你作以色列家守望的人
[00:04:06.920 --> 00:04:09.880]  (主席) 所以你要聽我口中的話
[00:04:09.880 --> 00:04:11.880]  (主席) 替我警戒他們」
[00:04:11.880 --> 00:04:14.680]  (主席) 神再一次提醒以西傑
[00:04:14.680 --> 00:04:16.680]  (主席) 你是一個守望者
[00:04:16.680 --> 00:04:19.960]  (主席) 作為基督徒,我們是世上的炎,世上的光
[00:04:19.960 --> 00:04:21.960]  (主席) 我想我們很多人都會知道
[00:04:21.960 --> 00:04:24.920]  (主席) 但是往往有時候我們忽略了我們的身份
[00:04:24.920 --> 00:04:27.240]  (主席) 就是我們一個守望者的身份
[00:04:27.240 --> 00:04:29.720]  (主席) 守望者就是要看到究竟是什麼問題
[00:04:29.720 --> 00:04:31.720]  (主席) 你就要指出那個問題
[00:04:31.720 --> 00:04:35.320]  (主席) 我們要成為我們家人裡面的守望者
[00:04:35.320 --> 00:04:37.320]  (主席) 你的配偶
[00:04:37.320 --> 00:04:39.960]  (主席) 你的兒女,甚至你的父母
[00:04:39.960 --> 00:04:43.320]  (主席) 有什麼偏差,不好的地方
[00:04:43.320 --> 00:04:45.320]  (主席) 你有沒有去提醒他
[00:04:45.320 --> 00:04:48.840]  (主席) 我們要成為我們同事裡面的守望者
[00:04:48.840 --> 00:04:50.840]  (主席) 看到有些人做得不好的時候
[00:04:50.840 --> 00:04:52.840]  (主席) 你會不會指出你的錯
[00:04:52.840 --> 00:04:54.840]  (主席) 但是這是一個很嚴重的問題
[00:04:54.840 --> 00:04:56.840]  (主席) 因為人家是不會喜歡的
[00:04:56.840 --> 00:04:58.840]  (主席) 包括今天我們要成為教會裡面的守望者
[00:04:58.840 --> 00:05:01.720]  (主席) 我們是有責任來守望我們弟兄姊妹
[00:05:01.720 --> 00:05:03.720]  (主席) 有哪一個人有軟弱
[00:05:03.720 --> 00:05:07.160]  (主席) 有失敗,甚至他已經疏懶地
[00:05:07.160 --> 00:05:09.160]  (主席) 你有沒有去提醒他
[00:05:09.160 --> 00:05:11.160]  (主席) 不單守望我們弟兄姊妹
[00:05:11.160 --> 00:05:14.040]  (主席) 今天我很深體會到一件事
[00:05:14.040 --> 00:05:16.040]  (主席) 作為一個會友
[00:05:16.040 --> 00:05:18.040]  (主席) 我們更加要守望我們的目者
[00:05:18.040 --> 00:05:20.040]  (主席) 因為聖經說
[00:05:20.040 --> 00:05:22.040]  (主席) 擊打牧羊人羊就分散
[00:05:22.040 --> 00:05:24.040]  (主席) 我們有沒有來守望他們
[00:05:24.040 --> 00:05:26.040]  (主席) 不單為他們祈禱
[00:05:26.040 --> 00:05:28.040]  (主席) 如果覺得他們做得不太理想
[00:05:28.040 --> 00:05:30.040]  (主席) 說得不太好的時候
[00:05:30.040 --> 00:05:32.040]  (主席) 我們有沒有
[00:05:32.040 --> 00:05:34.040]  (主席) 發出這個愛的提醒
[00:05:34.040 --> 00:05:36.040]  (主席) 我們有沒有守望這個社會
[00:05:36.040 --> 00:05:38.040]  (主席) 見到不公平的事
[00:05:38.040 --> 00:05:40.040]  (主席) 我們會不會去發聲
[00:05:40.040 --> 00:05:42.040]  (主席) 有時候我們就說
[00:05:42.040 --> 00:05:44.040]  (主席) 不要說這些東西
[00:05:44.040 --> 00:05:46.040]  (主席) 但原來神擺我們在這個社會裏面
[00:05:46.040 --> 00:05:48.040]  (主席) 我們是有我們的責任
[00:05:48.040 --> 00:05:50.040]  (主席) 我們是要守望
[00:05:50.040 --> 00:05:52.040]  (主席) 雖然那個效果可能是沒有什麼的
[00:05:52.040 --> 00:05:54.040]  (主席) 但我們不可以因此而放棄
[00:05:54.040 --> 00:05:56.040]  (主席) 我們應該
[00:05:56.040 --> 00:05:58.040]  (主席) 繼續要有所堅持
[00:05:58.040 --> 00:06:00.040]  (主席) 這是我們的原則
[00:06:00.040 --> 00:06:02.040]  (主席) 守望者有什麼責任呢
[00:06:02.040 --> 00:06:04.040]  (主席) 以色列書第33章
[00:06:04.040 --> 00:06:06.040]  (主席) 第二節到第六節
[00:06:06.040 --> 00:06:08.040]  (主席) 其實是一個法律上的形式
[00:06:08.040 --> 00:06:12.040]  (主席) 但卻是語重心長的理大學講出來
[00:06:12.040 --> 00:06:14.040]  (主席) 我們很快的來讀
[00:06:14.040 --> 00:06:16.040]  (主席) 第33章第二到第六節
[00:06:38.040 --> 00:06:40.040]  (蔣麗芸)
[00:06:40.040 --> 00:06:42.040]  (蔣麗芸)
[00:06:42.040 --> 00:06:44.040]  (蔣麗芸)
[00:06:44.040 --> 00:06:46.040]  (蔣麗芸)
[00:06:46.040 --> 00:06:48.040]  (蔣麗芸)
[00:06:48.040 --> 00:06:50.040]  (蔣麗芸)
[00:06:50.040 --> 00:06:52.040]  (蔣麗芸)
[00:06:52.040 --> 00:06:54.040]  (蔣麗芸)
[00:06:54.040 --> 00:06:56.040]  (蔣麗芸)
[00:06:56.040 --> 00:06:58.040]  (蔣麗芸)
[00:06:58.040 --> 00:07:00.040]  (蔣麗芸)
[00:07:00.040 --> 00:07:02.040]  (蔣麗芸)
[00:07:02.040 --> 00:07:04.040]  (蔣麗芸)
[00:07:04.040 --> 00:07:06.040]  (蔣麗芸)
[00:07:06.040 --> 00:07:08.040]  (蔣麗芸)
[00:07:08.040 --> 00:07:10.040]  (主席) 這裡是講到守望者
[00:07:10.040 --> 00:07:12.040]  (主席) 他要承擔的責任
[00:07:12.040 --> 00:07:14.040]  (主席) 待會會詳細的解釋
[00:07:14.040 --> 00:07:16.040]  (主席) 什麼叫做守望者呢?
[00:07:16.040 --> 00:07:18.040]  (主席) 原來就是在邊界的地方裏面
[00:07:18.040 --> 00:07:20.040]  (主席) 在高處
[00:07:20.040 --> 00:07:22.040]  (主席) 或者叫做守望樓上面
[00:07:22.040 --> 00:07:25.040]  (主席) 去看著外面的境外
[00:07:25.040 --> 00:07:27.040]  (主席) 會不會有外敵入侵
[00:07:27.040 --> 00:07:30.040]  (主席) 如果他們發現有外敵入侵的時候
[00:07:30.040 --> 00:07:32.040]  (主席) 他們不單單要高聲呼叫
[00:07:32.040 --> 00:07:34.040]  (主席) 最重要的是吹角吹號
[00:07:34.040 --> 00:07:36.040]  (主席) 讓這些角聲這些號聲
[00:07:36.040 --> 00:07:40.040]  (主席) 讓在城牆以內的人民
[00:07:40.040 --> 00:07:42.040]  (主席) 來到那裏去知道
[00:07:42.040 --> 00:07:45.040]  (主席) 以致他們可以來到那裏去逃避
[00:07:45.040 --> 00:07:47.040]  (主席) 就像昨天土耳其
[00:07:47.040 --> 00:07:49.040]  (主席) 發生那個地震
[00:07:49.040 --> 00:07:51.040]  (主席) 如果能夠預先宣告的時候
[00:07:51.040 --> 00:07:53.040]  (主席) 就是他們測到
[00:07:53.040 --> 00:07:55.040]  (主席) 那時候就不會死那麼多人
[00:07:55.040 --> 00:07:57.040]  (主席) 你見到樓倒下來的時候
[00:07:57.040 --> 00:07:59.040]  (主席) 就有些人被壓死
[00:07:59.040 --> 00:08:01.040]  (主席) 原來守望者要做的就是這些事
[00:08:01.040 --> 00:08:03.040]  (主席) 所以你留意到
[00:08:03.040 --> 00:08:05.040]  (主席) 守望者的責任
[00:08:05.040 --> 00:08:07.040]  (主席) 他就是要去注視
[00:08:07.040 --> 00:08:09.040]  (主席) 究竟有沒有外敵入侵
[00:08:09.040 --> 00:08:11.040]  (主席) 如果有的時候 他要發出警戒
[00:08:11.040 --> 00:08:13.040]  (主席) 而子民的責任是什麼?
[00:08:13.040 --> 00:08:15.040]  (主席) 就是去聆聽
[00:08:15.040 --> 00:08:17.040]  (主席) 但是聽了之後有什麼的回應呢?
[00:08:17.040 --> 00:08:20.040]  (主席) 就是他們自己來決定
[00:08:20.040 --> 00:08:22.040]  (主席) 但是守望者
[00:08:22.040 --> 00:08:25.040]  (主席) 不能夠迫使子民
[00:08:25.040 --> 00:08:28.040]  (主席) 按他的心意來回應
[00:08:28.040 --> 00:08:30.040]  (主席) 他只可以發出警告
[00:08:30.040 --> 00:08:32.040]  (主席) 所以不得不承認
[00:08:32.040 --> 00:08:34.040]  (主席) 作為一個守望者
[00:08:34.040 --> 00:08:36.040]  (主席) 他那個工作的果後
[00:08:36.040 --> 00:08:39.040]  (主席) 是非常非常有限的
[00:08:39.040 --> 00:08:41.040]  (主席) 雖然是很有限
[00:08:41.040 --> 00:08:44.040]  (主席) 但是他不可以不去做
[00:08:44.040 --> 00:08:47.040]  (主席) 所以你留意到守望者的工作
[00:08:47.040 --> 00:08:49.040]  (主席) 是困難的
[00:08:49.040 --> 00:08:50.040]  (主席) 第一就是
[00:08:50.040 --> 00:08:52.040]  (主席) 他是非常的孤單
[00:08:52.040 --> 00:08:55.040]  (主席) 記住在邊界外面
[00:08:55.040 --> 00:08:57.040]  (主席) 他要做守望的時候
[00:08:57.040 --> 00:08:59.040]  (主席) 絕對不會有很多人
[00:08:59.040 --> 00:09:01.040]  (主席) 很多人就過去聊天的 你明白嗎?
[00:09:01.040 --> 00:09:05.040]  (主席) 是要單獨的去面對
[00:09:05.040 --> 00:09:08.040]  (主席) 你要忍受這份孤單
[00:09:08.040 --> 00:09:10.040]  (主席) 是不容易的
[00:09:10.040 --> 00:09:11.040]  (主席) 但是不是的
[00:09:11.040 --> 00:09:14.040]  (主席) 有些人很喜歡獨處的
[00:09:14.040 --> 00:09:16.040]  (主席) 那就對了 是不是?
[00:09:16.040 --> 00:09:18.040]  (主席) 其實那個孤單不是只是
[00:09:18.040 --> 00:09:20.040]  (主席) 外在的孤單
[00:09:20.040 --> 00:09:25.040]  (主席) 而是當你發出一個呼喊
[00:09:25.040 --> 00:09:29.040]  (主席) 但是沒有人來回應
